チーム,アシストした選手,アシストされた選手,回数,チーム内順位
レバンガ北海道,川邉 亮平,中野 司,5,53
レバンガ北海道,中野 司,マーキース・カミングス,5,54
レバンガ北海道,中野 司,マーク・トラソリーニ,5,55
レバンガ北海道,中野 司,市岡 ショーン,5,56
レバンガ北海道,内田 旦人,ファイ パプ月瑠,5,57
レバンガ北海道,ケネディ・ミークス,ファイ パプ月瑠,4,58
レバンガ北海道,ケネディ・ミークス,橋本 竜馬,4,59
レバンガ北海道,桜井 良太,マーク・トラソリーニ,4,60
レバンガ北海道,桜井 良太,多嶋 朝飛,4,61
レバンガ北海道,市岡 ショーン,内田 旦人,4,62
レバンガ北海道,松島 良豪,橋本 竜馬,4,63
レバンガ北海道,ケネディ・ミークス,松島 良豪,3,64
レバンガ北海道,ファイ パプ月瑠,ケネディ・ミークス,3,65
レバンガ北海道,ファイ パプ月瑠,マーク・トラソリーニ,3,66
レバンガ北海道,ファイ パプ月瑠,市岡 ショーン,3,67
レバンガ北海道,橋本 竜馬,川邉 亮平,3,68
レバンガ北海道,橋本 竜馬,多嶋 朝飛,3,69
レバンガ北海道,桜井 良太,ケネディ・ミークス,3,70
レバンガ北海道,桜井 良太,ファイ パプ月瑠,3,71
レバンガ北海道,桜井 良太,市岡 ショーン,3,72
レバンガ北海道,市岡 ショーン,松島 良豪,3,73
レバンガ北海道,川邉 亮平,市岡 ショーン,3,74
レバンガ北海道,多嶋 朝飛,内田 旦人,3,75
レバンガ北海道,中野 司,ファイ パプ月瑠,3,76
レバンガ北海道,ケネディ・ミークス,折茂 武彦,2,77
レバンガ北海道,ケネディ・ミークス,内田 旦人,2,78
レバンガ北海道,ファイ パプ月瑠,松島 良豪,2,79
レバンガ北海道,ファイ パプ月瑠,川邉 亮平,2,80
レバンガ北海道,マーク・トラソリーニ,ファイ パプ月瑠,2,81
レバンガ北海道,マーク・トラソリーニ,マーキース・カミングス,2,82
レバンガ北海道,マーク・トラソリーニ,松島 良豪,2,83
レバンガ北海道,桜井 良太,マーキース・カミングス,2,84
レバンガ北海道,桜井 良太,松島 良豪,2,85
レバンガ北海道,市岡 ショーン,ファイ パプ月瑠,2,86
レバンガ北海道,市岡 ショーン,マーク・トラソリーニ,2,87
レバンガ北海道,市岡 ショーン,橋本 竜馬,2,88
レバンガ北海道,市岡 ショーン,桜井 良太,2,89
レバンガ北海道,松島 良豪,折茂 武彦,2,90
レバンガ北海道,松島 良豪,内田 旦人,2,91
レバンガ北海道,折茂 武彦,ケネディ・ミークス,2,92
レバンガ北海道,折茂 武彦,マーキース・カミングス,2,93
レバンガ北海道,折茂 武彦,市岡 ショーン,2,94
レバンガ北海道,川邉 亮平,多嶋 朝飛,2,95
レバンガ北海道,多嶋 朝飛,折茂 武彦,2,96
レバンガ北海道,内田 旦人,マーキース・カミングス,2,97
レバンガ北海道,内田 旦人,多嶋 朝飛,2,98
レバンガ北海道,ファイ パプ月瑠,橋本 竜馬,1,99
レバンガ北海道,ファイ パプ月瑠,中野 司,1,100
レバンガ北海道,ファイ パプ月瑠,内田 旦人,1,101
レバンガ北海道,マーキース・カミングス,川邉 亮平,1,102
レバンガ北海道,マーク・トラソリーニ,内田 旦人,1,103
レバンガ北海道,橋本 竜馬,松島 良豪,1,104
レバンガ北海道,橋本 竜馬,折茂 武彦,1,105
レバンガ北海道,橋本 竜馬,内田 旦人,1,106
レバンガ北海道,桜井 良太,中野 司,1,107
レバンガ北海道,折茂 武彦,マーク・トラソリーニ,1,108
レバンガ北海道,折茂 武彦,多嶋 朝飛,1,109
レバンガ北海道,川邉 亮平,ファイ パプ月瑠,1,110
レバンガ北海道,川邉 亮平,松島 良豪,1,111
レバンガ北海道,川邉 亮平,内田 旦人,1,112
レバンガ北海道,多嶋 朝飛,桜井 良太,1,113
レバンガ北海道,中野 司,多嶋 朝飛,1,114
レバンガ北海道,内田 旦人,ケネディ・ミークス,1,115
レバンガ北海道,内田 旦人,マーク・トラソリーニ,1,116
レバンガ北海道,内田 旦人,桜井 良太,1,117
宇都宮ブレックス,比江島 慎,ライアン・ロシター,49,1
宇都宮ブレックス,渡邉 裕規,ライアン・ロシター,42,2
宇都宮ブレックス,ライアン・ロシター,比江島 慎,28,3
宇都宮ブレックス,遠藤 祐亮,ライアン・ロシター,27,4
宇都宮ブレックス,鵤 誠司,ライアン・ロシター,26,5
宇都宮ブレックス,ライアン・ロシター,渡邉 裕規,24,6
宇都宮ブレックス,ライアン・ロシター,遠藤 祐亮,22,7
宇都宮ブレックス,渡邉 裕規,ジェフ・ギブス,22,8
宇都宮ブレックス,鵤 誠司,比江島 慎,19,9
宇都宮ブレックス,ライアン・ロシター,ジェフ・ギブス,18,10
宇都宮ブレックス,ライアン・ロシター,喜多川 修平,18,11
宇都宮ブレックス,ジェフ・ギブス,渡邉 裕規,15,12
宇都宮ブレックス,ジェフ・ギブス,比江島 慎,15,13
宇都宮ブレックス,渡邉 裕規,比江島 慎,15,14
宇都宮ブレックス,比江島 慎,ジェフ・ギブス,15,15
宇都宮ブレックス,ジェフ・ギブス,喜多川 修平,13,16
宇都宮ブレックス,ライアン・ロシター,鵤 誠司,13,17
宇都宮ブレックス,比江島 慎,鵤 誠司,13,18
宇都宮ブレックス,ライアン・ロシター,竹内 公輔,12,19
宇都宮ブレックス,ライアン・ロシター,橋本 晃佑,11,20
宇都宮ブレックス,ライアン・ロシター,山崎 稜,11,21
宇都宮ブレックス,遠藤 祐亮,ジェフ・ギブス,11,22
宇都宮ブレックス,比江島 慎,竹内 公輔,11,23
宇都宮ブレックス,ジェフ・ギブス,ライアン・ロシター,10,24
宇都宮ブレックス,ジェフ・ギブス,竹内 公輔,10,25
宇都宮ブレックス,比江島 慎,遠藤 祐亮,10,26
宇都宮ブレックス,鵤 誠司,ジェフ・ギブス,10,27
宇都宮ブレックス,ジェフ・ギブス,鵤 誠司,9,28
宇都宮ブレックス,渡邉 裕規,竹内 公輔,9,29
宇都宮ブレックス,鵤 誠司,喜多川 修平,9,30
宇都宮ブレックス,鵤 誠司,竹内 公輔,9,31
宇都宮ブレックス,遠藤 祐亮,比江島 慎,8,32
宇都宮ブレックス,渡邉 裕規,ジャワッド・ウィリアムズ,8,33
宇都宮ブレックス,比江島 慎,喜多川 修平,8,34
宇都宮ブレックス,竹内 公輔,遠藤 祐亮,7,35
宇都宮ブレックス,渡邉 裕規,喜多川 修平,7,36
宇都宮ブレックス,渡邉 裕規,橋本 晃佑,7,37
宇都宮ブレックス,渡邉 裕規,鵤 誠司,7,38
宇都宮ブレックス,比江島 慎,ジャワッド・ウィリアムズ,7,39
宇都宮ブレックス,比江島 慎,橋本 晃佑,7,40
宇都宮ブレックス,竹内 公輔,ライアン・ロシター,6,41
宇都宮ブレックス,竹内 公輔,渡邉 裕規,6,42
宇都宮ブレックス,渡邉 裕規,山崎 稜,6,43
宇都宮ブレックス,鵤 誠司,ジャワッド・ウィリアムズ,6,44
宇都宮ブレックス,鵤 誠司,遠藤 祐亮,6,45
宇都宮ブレックス,鵤 誠司,渡邉 裕規,6,46
宇都宮ブレックス,ジェフ・ギブス,ジャワッド・ウィリアムズ,5,47
宇都宮ブレックス,ジェフ・ギブス,遠藤 祐亮,5,48
宇都宮ブレックス,ジェフ・ギブス,山崎 稜,5,49
宇都宮ブレックス,テーブス 海,山崎 稜,5,50
宇都宮ブレックス,ライアン・ロシター,シャブリック・ランドルフ,5,51
宇都宮ブレックス,遠藤 祐亮,橋本 晃佑,5,52
宇都宮ブレックス,竹内 公輔,喜多川 修平,5,53
宇都宮ブレックス,竹内 公輔,比江島 慎,5,54
宇都宮ブレックス,比江島 慎,渡邉 裕規,5,55
宇都宮ブレックス,ジェフ・ギブス,テーブス 海,4,56
宇都宮ブレックス,ジャワッド・ウィリアムズ,竹内 公輔,4,57
宇都宮ブレックス,ライアン・ロシター,田臥 勇太,4,58
宇都宮ブレックス,遠藤 祐亮,ジャワッド・ウィリアムズ,4,59
宇都宮ブレックス,遠藤 祐亮,竹内 公輔,4,60
宇都宮ブレックス,喜多川 修平,ジェフ・ギブス,4,61
宇都宮ブレックス,竹内 公輔,ジェフ・ギブス,4,62
宇都宮ブレックス,鵤 誠司,山崎 稜,4,63
宇都宮ブレックス,テーブス 海,ジェフ・ギブス,3,64
宇都宮ブレックス,テーブス 海,ジャワッド・ウィリアムズ,3,65
宇都宮ブレックス,テーブス 海,ライアン・ロシター,3,66
宇都宮ブレックス,テーブス 海,喜多川 修平,3,67
宇都宮ブレックス,ライアン・ロシター,ジャワッド・ウィリアムズ,3,68
宇都宮ブレックス,遠藤 祐亮,渡邉 裕規,3,69
宇都宮ブレックス,遠藤 祐亮,鵤 誠司,3,70
宇都宮ブレックス,喜多川 修平,竹内 公輔,3,71
宇都宮ブレックス,橋本 晃佑,比江島 慎,3,72
宇都宮ブレックス,山崎 稜,ジェフ・ギブス,3,73
宇都宮ブレックス,山崎 稜,ライアン・ロシター,3,74
宇都宮ブレックス,田臥 勇太,比江島 慎,3,75
宇都宮ブレックス,鵤 誠司,橋本 晃佑,3,76
宇都宮ブレックス,ジャワッド・ウィリアムズ,山崎 稜,2,77
宇都宮ブレックス,テーブス 海,遠藤 祐亮,2,78
宇都宮ブレックス,テーブス 海,竹内 公輔,2,79
宇都宮ブレックス,遠藤 祐亮,シャブリック・ランドルフ,2,80
宇都宮ブレックス,遠藤 祐亮,喜多川 修平,2,81
宇都宮ブレックス,喜多川 修平,ジャワッド・ウィリアムズ,2,82
宇都宮ブレックス,喜多川 修平,橋本 晃佑,2,83
宇都宮ブレックス,橋本 晃佑,ライアン・ロシター,2,84
宇都宮ブレックス,橋本 晃佑,遠藤 祐亮,2,85
宇都宮ブレックス,山崎 稜,竹内 公輔,2,86
宇都宮ブレックス,竹内 公輔,鵤 誠司,2,87
宇都宮ブレックス,田臥 勇太,ジェフ・ギブス,2,88
宇都宮ブレックス,田臥 勇太,遠藤 祐亮,2,89
宇都宮ブレックス,渡邉 裕規,シャブリック・ランドルフ,2,90
宇都宮ブレックス,渡邉 裕規,遠藤 祐亮,2,91
宇都宮ブレックス,比江島 慎,山崎 稜,2,92
宇都宮ブレックス,比江島 慎,田臥 勇太,2,93
宇都宮ブレックス,鵤 誠司,テーブス 海,2,94
宇都宮ブレックス,ジェフ・ギブス,橋本 晃佑,1,95
宇都宮ブレックス,ジェフ・ギブス,田臥 勇太,1,96
宇都宮ブレックス,ジェフ・ギブス,田原 隆徳,1,97
宇都宮ブレックス,シャブリック・ランドルフ,ライアン・ロシター,1,98
宇都宮ブレックス,シャブリック・ランドルフ,橋本 晃佑,1,99
宇都宮ブレックス,シャブリック・ランドルフ,山崎 稜,1,100
宇都宮ブレックス,シャブリック・ランドルフ,竹内 公輔,1,101
宇都宮ブレックス,シャブリック・ランドルフ,比江島 慎,1,102
宇都宮ブレックス,ジャワッド・ウィリアムズ,テーブス 海,1,103
宇都宮ブレックス,ジャワッド・ウィリアムズ,ライアン・ロシター,1,104
宇都宮ブレックス,ジャワッド・ウィリアムズ,喜多川 修平,1,105
宇都宮ブレックス,ジャワッド・ウィリアムズ,渡邉 裕規,1,106
宇都宮ブレックス,ジャワッド・ウィリアムズ,鵤 誠司,1,107
宇都宮ブレックス,テーブス 海,渡邉 裕規,1,108
宇都宮ブレックス,遠藤 祐亮,田臥 勇太,1,109
宇都宮ブレックス,喜多川 修平,ライアン・ロシター,1,110
宇都宮ブレックス,喜多川 修平,山崎 稜,1,111
宇都宮ブレックス,喜多川 修平,田原 隆徳,1,112
宇都宮ブレックス,喜多川 修平,渡邉 裕規,1,113
宇都宮ブレックス,喜多川 修平,比江島 慎,1,114
宇都宮ブレックス,橋本 晃佑,山崎 稜,1,115
宇都宮ブレックス,橋本 晃佑,竹内 公輔,1,116
宇都宮ブレックス,橋本 晃佑,渡邉 裕規,1,117
宇都宮ブレックス,橋本 晃佑,鵤 誠司,1,118
宇都宮ブレックス,山崎 稜,喜多川 修平,1,119
宇都宮ブレックス,山崎 稜,橋本 晃佑,1,120
宇都宮ブレックス,山崎 稜,鵤 誠司,1,121
宇都宮ブレックス,竹内 公輔,ジャワッド・ウィリアムズ,1,122
宇都宮ブレックス,竹内 公輔,テーブス 海,1,123
宇都宮ブレックス,竹内 公輔,橋本 晃佑,1,124
宇都宮ブレックス,竹内 公輔,山崎 稜,1,125
宇都宮ブレックス,田臥 勇太,ライアン・ロシター,1,126
宇都宮ブレックス,田臥 勇太,橋本 晃佑,1,127
宇都宮ブレックス,田原 隆徳,ライアン・ロシター,1,128
宇都宮ブレックス,田原 隆徳,橋本 晃佑,1,129
宇都宮ブレックス,渡邉 裕規,田原 隆徳,1,130
宇都宮ブレックス,比江島 慎,シャブリック・ランドルフ,1,131
宇都宮ブレックス,比江島 慎,テーブス 海,1,132
宇都宮ブレックス,比江島 慎,田原 隆徳,1,133
宇都宮ブレックス,鵤 誠司,田原 隆徳,1,134
横浜ビー・コルセアーズ,田渡 凌,ジェームズ・サザランド,31,1
横浜ビー・コルセアーズ,生原 秀将,ジェームズ・サザランド,29,2
横浜ビー・コルセアーズ,田渡 凌,アキ・チェンバース,26,3
横浜ビー・コルセアーズ,田渡 凌,レジナルド・ベクトン,26,4
横浜ビー・コルセアーズ,アキ・チェンバース,レジナルド・ベクトン,25,5
横浜ビー・コルセアーズ,アキ・チェンバース,ジェイソン・ウォッシュバーン,21,6
横浜ビー・コルセアーズ,田渡 凌,橋本 尚明,19,7
横浜ビー・コルセアーズ,生原 秀将,アキ・チェンバース,16,8
横浜ビー・コルセアーズ,アキ・チェンバース,田渡 凌,15,9
横浜ビー・コルセアーズ,レジナルド・ベクトン,アキ・チェンバース,14,10
横浜ビー・コルセアーズ,ジェームズ・サザランド,レジナルド・ベクトン,13,11
横浜ビー・コルセアーズ,田渡 凌,ジョルジー・ゴロマン,13,12
横浜ビー・コルセアーズ,田渡 凌,エドワード・モリス,12,13
横浜ビー・コルセアーズ,田渡 凌,ジェイソン・ウォッシュバーン,12,14
横浜ビー・コルセアーズ,アキ・チェンバース,ジェームズ・サザランド,11,15
横浜ビー・コルセアーズ,生原 秀将,ジェイソン・ウォッシュバーン,10,16
横浜ビー・コルセアーズ,生原 秀将,ジョルジー・ゴロマン,10,17
横浜ビー・コルセアーズ,田渡 凌,秋山 皓太,10,18
横浜ビー・コルセアーズ,ジェームズ・サザランド,アキ・チェンバース,9,19
横浜ビー・コルセアーズ,レジナルド・ベクトン,生原 秀将,9,20
横浜ビー・コルセアーズ,アキ・チェンバース,ウィリアム・マクドナルド,8,21
横浜ビー・コルセアーズ,エドワード・モリス,ジェームズ・サザランド,8,22
横浜ビー・コルセアーズ,ジェイソン・ウォッシュバーン,アキ・チェンバース,8,23
横浜ビー・コルセアーズ,ジェイソン・ウォッシュバーン,橋本 尚明,8,24
横浜ビー・コルセアーズ,レジナルド・ベクトン,橋本 尚明,8,25
横浜ビー・コルセアーズ,レジナルド・ベクトン,田渡 凌,8,26
横浜ビー・コルセアーズ,橋本 尚明,アキ・チェンバース,8,27
横浜ビー・コルセアーズ,橋本 尚明,ジェイソン・ウォッシュバーン,8,28
横浜ビー・コルセアーズ,生原 秀将,秋山 皓太,8,29
横浜ビー・コルセアーズ,生原 秀将,牧 全,8,30
横浜ビー・コルセアーズ,エドワード・モリス,田渡 凌,7,31
横浜ビー・コルセアーズ,ジェイソン・ウォッシュバーン,秋山 皓太,7,32
横浜ビー・コルセアーズ,ジェームズ・サザランド,エドワード・モリス,7,33
横浜ビー・コルセアーズ,レジナルド・ベクトン,ジェームズ・サザランド,7,34
横浜ビー・コルセアーズ,竹田 謙,田渡 凌,7,35
横浜ビー・コルセアーズ,アキ・チェンバース,橋本 尚明,6,36
横浜ビー・コルセアーズ,ジェイソン・ウォッシュバーン,田渡 凌,6,37
横浜ビー・コルセアーズ,レジナルド・ベクトン,秋山 皓太,6,38
横浜ビー・コルセアーズ,生原 秀将,エドワード・モリス,6,39
横浜ビー・コルセアーズ,生原 秀将,レジナルド・ベクトン,6,40
横浜ビー・コルセアーズ,生原 秀将,橋本 尚明,6,41
横浜ビー・コルセアーズ,生原 秀将,田渡 凌,6,42
横浜ビー・コルセアーズ,田渡 凌,竹田 謙,6,43
横浜ビー・コルセアーズ,アキ・チェンバース,ジョルジー・ゴロマン,5,44
横浜ビー・コルセアーズ,エドワード・モリス,アキ・チェンバース,5,45
横浜ビー・コルセアーズ,エドワード・モリス,秋山 皓太,5,46
横浜ビー・コルセアーズ,ジェームズ・サザランド,ウィリアム・マクドナルド,5,47
横浜ビー・コルセアーズ,レジナルド・ベクトン,竹田 謙,5,48
横浜ビー・コルセアーズ,生原 秀将,ウィリアム・マクドナルド,5,49
横浜ビー・コルセアーズ,竹田 謙,ジェームズ・サザランド,5,50
横浜ビー・コルセアーズ,田渡 凌,ウィリアム・マクドナルド,5,51
横浜ビー・コルセアーズ,田渡 凌,生原 秀将,5,52
横浜ビー・コルセアーズ,田渡 凌,牧 全,5,53
横浜ビー・コルセアーズ,アキ・チェンバース,生原 秀将,4,54
横浜ビー・コルセアーズ,ウィリアム・マクドナルド,橋本 尚明,4,55
横浜ビー・コルセアーズ,ジェイソン・ウォッシュバーン,生原 秀将,4,56
横浜ビー・コルセアーズ,ジェームズ・サザランド,竹田 謙,4,57
横浜ビー・コルセアーズ,ジェームズ・サザランド,田渡 凌,4,58
横浜ビー・コルセアーズ,ジョルジー・ゴロマン,アキ・チェンバース,4,59
横浜ビー・コルセアーズ,ジョルジー・ゴロマン,ジェイソン・ウォッシュバーン,4,60
横浜ビー・コルセアーズ,橋本 尚明,生原 秀将,4,61
横浜ビー・コルセアーズ,秋山 皓太,ジェームズ・サザランド,4,62
横浜ビー・コルセアーズ,生原 秀将,赤穂 雷太,4,63
横浜ビー・コルセアーズ,アキ・チェンバース,エドワード・モリス,3,64
横浜ビー・コルセアーズ,ウィリアム・マクドナルド,アキ・チェンバース,3,65
横浜ビー・コルセアーズ,ジェイソン・ウォッシュバーン,レジナルド・ベクトン,3,66
横浜ビー・コルセアーズ,ジョルジー・ゴロマン,生原 秀将,3,67
横浜ビー・コルセアーズ,ハンター・コート,秋山 皓太,3,68
横浜ビー・コルセアーズ,レジナルド・ベクトン,エドワード・モリス,3,69
横浜ビー・コルセアーズ,橋本 尚明,ジェームズ・サザランド,3,70
横浜ビー・コルセアーズ,橋本 尚明,レジナルド・ベクトン,3,71
横浜ビー・コルセアーズ,アキ・チェンバース,秋山 皓太,2,72
横浜ビー・コルセアーズ,アキ・チェンバース,竹田 謙,2,73
横浜ビー・コルセアーズ,ウィリアム・マクドナルド,生原 秀将,2,74
横浜ビー・コルセアーズ,エドワード・モリス,橋本 尚明,2,75
横浜ビー・コルセアーズ,エドワード・モリス,生原 秀将,2,76
横浜ビー・コルセアーズ,エドワード・モリス,赤穂 雷太,2,77
横浜ビー・コルセアーズ,エドワード・モリス,竹田 謙,2,78
横浜ビー・コルセアーズ,ジェイソン・ウォッシュバーン,竹田 謙,2,79
横浜ビー・コルセアーズ,ジェームズ・サザランド,橋本 尚明,2,80
横浜ビー・コルセアーズ,ジェームズ・サザランド,秋山 皓太,2,81
横浜ビー・コルセアーズ,ジェームズ・サザランド,生原 秀将,2,82
横浜ビー・コルセアーズ,ハンター・コート,ジョルジー・ゴロマン,2,83
横浜ビー・コルセアーズ,橋本 尚明,ジョルジー・ゴロマン,2,84
横浜ビー・コルセアーズ,橋本 尚明,田渡 凌,2,85
横浜ビー・コルセアーズ,秋山 皓太,アキ・チェンバース,2,86
横浜ビー・コルセアーズ,秋山 皓太,ジェイソン・ウォッシュバーン,2,87
横浜ビー・コルセアーズ,秋山 皓太,ジョルジー・ゴロマン,2,88
横浜ビー・コルセアーズ,秋山 皓太,レジナルド・ベクトン,2,89
横浜ビー・コルセアーズ,生原 秀将,小原 翼,2,90
横浜ビー・コルセアーズ,生原 秀将,竹田 謙,2,91
横浜ビー・コルセアーズ,竹田 謙,アキ・チェンバース,2,92
横浜ビー・コルセアーズ,竹田 謙,ウィリアム・マクドナルド,2,93
横浜ビー・コルセアーズ,田渡 凌,小原 翼,2,94
横浜ビー・コルセアーズ,牧 全,アキ・チェンバース,2,95
横浜ビー・コルセアーズ,牧 全,ジェームズ・サザランド,2,96
横浜ビー・コルセアーズ,アキ・チェンバース,小原 翼,1,97
横浜ビー・コルセアーズ,アキ・チェンバース,牧 全,1,98
横浜ビー・コルセアーズ,ウィリアム・マクドナルド,ジェームズ・サザランド,1,99
横浜ビー・コルセアーズ,ウィリアム・マクドナルド,レジナルド・ベクトン,1,100
横浜ビー・コルセアーズ,ウィリアム・マクドナルド,秋山 皓太,1,101
横浜ビー・コルセアーズ,ウィリアム・マクドナルド,小原 翼,1,102
横浜ビー・コルセアーズ,ウィリアム・マクドナルド,牧 全,1,103
横浜ビー・コルセアーズ,エドワード・モリス,ウィリアム・マクドナルド,1,104
横浜ビー・コルセアーズ,エドワード・モリス,牧 全,1,105
横浜ビー・コルセアーズ,ジェイソン・ウォッシュバーン,エドワード・モリス,1,106
横浜ビー・コルセアーズ,ジェイソン・ウォッシュバーン,ジョルジー・ゴロマン,1,107
横浜ビー・コルセアーズ,ジェームズ・サザランド,赤穂 雷太,1,108
横浜ビー・コルセアーズ,ジェームズ・サザランド,牧 全,1,109
横浜ビー・コルセアーズ,ジョルジー・ゴロマン,レジナルド・ベクトン,1,110
横浜ビー・コルセアーズ,ジョルジー・ゴロマン,橋本 尚明,1,111
横浜ビー・コルセアーズ,ジョルジー・ゴロマン,秋山 皓太,1,112
横浜ビー・コルセアーズ,ジョルジー・ゴロマン,小原 翼,1,113
横浜ビー・コルセアーズ,ジョルジー・ゴロマン,田渡 凌,1,114
横浜ビー・コルセアーズ,ジョルジー・ゴロマン,牧 全,1,115
横浜ビー・コルセアーズ,ハンター・コート,エドワード・モリス,1,116
横浜ビー・コルセアーズ,ハンター・コート,小原 翼,1,117
横浜ビー・コルセアーズ,ホール 百音 アレックス,ジョルジー・ゴロマン,1,118
横浜ビー・コルセアーズ,ホール 百音 アレックス,秋山 皓太,1,119
横浜ビー・コルセアーズ,ホール 百音 アレックス,牧 全,1,120
横浜ビー・コルセアーズ,レジナルド・ベクトン,牧 全,1,121
横浜ビー・コルセアーズ,橋本 尚明,ウィリアム・マクドナルド,1,122
横浜ビー・コルセアーズ,橋本 尚明,エドワード・モリス,1,123
横浜ビー・コルセアーズ,橋本 尚明,ホール 百音 アレックス,1,124
横浜ビー・コルセアーズ,橋本 尚明,牧 全,1,125
横浜ビー・コルセアーズ,秋山 皓太,エドワード・モリス,1,126
横浜ビー・コルセアーズ,秋山 皓太,生原 秀将,1,127
横浜ビー・コルセアーズ,秋山 皓太,田渡 凌,1,128
横浜ビー・コルセアーズ,小原 翼,ジェームズ・サザランド,1,129
横浜ビー・コルセアーズ,小原 翼,レジナルド・ベクトン,1,130
横浜ビー・コルセアーズ,小原 翼,秋山 皓太,1,131
横浜ビー・コルセアーズ,小原 翼,牧 全,1,132
横浜ビー・コルセアーズ,赤穂 雷太,ジェームズ・サザランド,1,133
横浜ビー・コルセアーズ,竹田 謙,エドワード・モリス,1,134
横浜ビー・コルセアーズ,竹田 謙,ジェイソン・ウォッシュバーン,1,135
横浜ビー・コルセアーズ,竹田 謙,ジョルジー・ゴロマン,1,136
横浜ビー・コルセアーズ,竹田 謙,レジナルド・ベクトン,1,137
横浜ビー・コルセアーズ,竹田 謙,秋山 皓太,1,138
横浜ビー・コルセアーズ,竹田 謙,生原 秀将,1,139
横浜ビー・コルセアーズ,竹田 謙,赤穂 雷太,1,140
横浜ビー・コルセアーズ,竹田 謙,牧 全,1,141
横浜ビー・コルセアーズ,田渡 凌,赤穂 雷太,1,142
横浜ビー・コルセアーズ,牧 全,ウィリアム・マクドナルド,1,143
横浜ビー・コルセアーズ,牧 全,レジナルド・ベクトン,1,144
横浜ビー・コルセアーズ,牧 全,秋山 皓太,1,145
横浜ビー・コルセアーズ,牧 全,小原 翼,1,146
横浜ビー・コルセアーズ,牧 全,田渡 凌,1,147
京都ハンナリーズ,ジュリアン・マブンガ,デイヴィッド・サイモン,128,1
京都ハンナリーズ,ジュリアン・マブンガ,松井 啓十郎,60,2
京都ハンナリーズ,デイヴィッド・サイモン,ジュリアン・マブンガ,34,3
京都ハンナリーズ,ジュリアン・マブンガ,永吉 佑也,31,4
京都ハンナリーズ,中村 太地,松井 啓十郎,30,5
京都ハンナリーズ,中村 太地,デイヴィッド・サイモン,28,6
京都ハンナリーズ,ジュリアン・マブンガ,中村 太地,24,7
京都ハンナリーズ,デイヴィッド・サイモン,松井 啓十郎,20,8
京都ハンナリーズ,松井 啓十郎,デイヴィッド・サイモン,17,9
京都ハンナリーズ,デイヴィッド・サイモン,永吉 佑也,16,10
京都ハンナリーズ,村上 直,デイヴィッド・サイモン,16,11
京都ハンナリーズ,永吉 佑也,松井 啓十郎,15,12
京都ハンナリーズ,松井 啓十郎,ジュリアン・マブンガ,14,13
京都ハンナリーズ,中村 太地,永吉 佑也,14,14
京都ハンナリーズ,デイヴィッド・サイモン,中村 太地,13,15
京都ハンナリーズ,永吉 佑也,デイヴィッド・サイモン,11,16
京都ハンナリーズ,中村 太地,ジュリアン・マブンガ,11,17
京都ハンナリーズ,ジュリアン・マブンガ,岡田 優介,10,18
京都ハンナリーズ,村上 直,ジュリアン・マブンガ,10,19
京都ハンナリーズ,内海 慎吾,デイヴィッド・サイモン,10,20
京都ハンナリーズ,ジュリアン・マブンガ,寺嶋 良,9,21
京都ハンナリーズ,ジュリアン・マブンガ,村上 直,9,22
京都ハンナリーズ,ジュリアン・マブンガ,内海 慎吾,9,23
京都ハンナリーズ,寺嶋 良,松井 啓十郎,9,24
京都ハンナリーズ,村上 直,松井 啓十郎,9,25
京都ハンナリーズ,ジュリアン・マブンガ,ジェシー・ゴーバン,8,26
京都ハンナリーズ,寺嶋 良,デイヴィッド・サイモン,8,27
京都ハンナリーズ,デイヴィッド・サイモン,ラシャーン・ホロウェイ,7,28
京都ハンナリーズ,中村 太地,ラシャーン・ホロウェイ,7,29
京都ハンナリーズ,永吉 佑也,ジュリアン・マブンガ,6,30
京都ハンナリーズ,永吉 佑也,村上 直,6,31
京都ハンナリーズ,中村 太地,寺嶋 良,6,32
京都ハンナリーズ,寺嶋 良,ジェシー・ゴーバン,5,33
京都ハンナリーズ,寺嶋 良,ジュリアン・マブンガ,5,34
京都ハンナリーズ,松井 啓十郎,永吉 佑也,5,35
京都ハンナリーズ,松井 啓十郎,中村 太地,5,36
京都ハンナリーズ,内海 慎吾,松井 啓十郎,5,37
京都ハンナリーズ,ジェシー・ゴーバン,松井 啓十郎,4,38
京都ハンナリーズ,岡田 優介,ジュリアン・マブンガ,4,39
京都ハンナリーズ,岡田 優介,デイヴィッド・サイモン,4,40
京都ハンナリーズ,松井 啓十郎,ジェシー・ゴーバン,4,41
京都ハンナリーズ,村上 直,ラシャーン・ホロウェイ,4,42
京都ハンナリーズ,ジェシー・ゴーバン,ジュリアン・マブンガ,3,43
京都ハンナリーズ,デイヴィッド・サイモン,寺嶋 良,3,44
京都ハンナリーズ,デイヴィッド・サイモン,内海 慎吾,3,45
京都ハンナリーズ,ラシャーン・ホロウェイ,松井 啓十郎,3,46
京都ハンナリーズ,永吉 佑也,中村 太地,3,47
京都ハンナリーズ,松井 啓十郎,寺嶋 良,3,48
京都ハンナリーズ,村上 直,永吉 佑也,3,49
京都ハンナリーズ,中村 太地,玉木 祥護,3,50
京都ハンナリーズ,中村 太地,内海 慎吾,3,51
京都ハンナリーズ,内海 慎吾,ジュリアン・マブンガ,3,52
京都ハンナリーズ,ジュリアン・マブンガ,大庭 岳輝,2,53
京都ハンナリーズ,ジュリアン・マブンガ,綿貫 瞬,2,54
