チーム,アシストした選手,アシストされた選手,回数,チーム内順位
名古屋ダイヤモンドドルフィンズ,満田 丈太郎,安藤 周人,1,126
名古屋ダイヤモンドドルフィンズ,満田 丈太郎,西田　優大,1,127
名古屋ダイヤモンドドルフィンズ,満田 丈太郎,中務 敏宏,1,128
名古屋ダイヤモンドドルフィンズ,満田 丈太郎,木下 誠,1,129
名古屋ダイヤモンドドルフィンズ,木下 誠,ジャメール・マクリーン,1,130
名古屋ダイヤモンドドルフィンズ,木下 誠,安藤 周人,1,131
名古屋ダイヤモンドドルフィンズ,木下 誠,笠井 康平,1,132
名古屋ダイヤモンドドルフィンズ,木下 誠,菊池 真人,1,133
名古屋ダイヤモンドドルフィンズ,木下 誠,笹山 貴哉,1,134
名古屋ダイヤモンドドルフィンズ,木下 誠,張本 天傑,1,135
琉球ゴールデンキングス,並里 成,デモン・ブルックス,59,1
琉球ゴールデンキングス,並里 成,ジャック・クーリー,44,2
琉球ゴールデンキングス,石崎 巧,ジャック・クーリー,36,3
琉球ゴールデンキングス,岸本 隆一,ジャック・クーリー,25,4
琉球ゴールデンキングス,石崎 巧,デモン・ブルックス,21,5
琉球ゴールデンキングス,並里 成,満原 優樹,20,6
琉球ゴールデンキングス,デモン・ブルックス,ジャック・クーリー,18,7
琉球ゴールデンキングス,岸本 隆一,満原 優樹,15,8
琉球ゴールデンキングス,デモン・ブルックス,岸本 隆一,14,9
琉球ゴールデンキングス,岸本 隆一,デモン・ブルックス,14,10
琉球ゴールデンキングス,並里 成,小野寺 祥太,14,11
琉球ゴールデンキングス,並里 成,石崎 巧,14,12
琉球ゴールデンキングス,ジャック・クーリー,岸本 隆一,12,13
琉球ゴールデンキングス,岸本 隆一,石崎 巧,12,14
琉球ゴールデンキングス,長谷川 智伸,ジャック・クーリー,12,15
琉球ゴールデンキングス,並里 成,岸本 隆一,12,16
琉球ゴールデンキングス,小野寺 祥太,ジャック・クーリー,10,17
琉球ゴールデンキングス,小野寺 祥太,デモン・ブルックス,10,18
琉球ゴールデンキングス,岸本 隆一,小野寺 祥太,9,19
琉球ゴールデンキングス,田代 直希,デモン・ブルックス,9,20
琉球ゴールデンキングス,並里 成,ジョシュ・スコット,9,21
琉球ゴールデンキングス,並里 成,長谷川 智伸,9,22
琉球ゴールデンキングス,満原 優樹,ジャック・クーリー,9,23
琉球ゴールデンキングス,岸本 隆一,長谷川 智伸,8,24
琉球ゴールデンキングス,田代 直希,ジャック・クーリー,8,25
琉球ゴールデンキングス,ジャック・クーリー,デモン・ブルックス,7,26
琉球ゴールデンキングス,ジャック・クーリー,長谷川 智伸,7,27
琉球ゴールデンキングス,デモン・ブルックス,並里 成,7,28
琉球ゴールデンキングス,岸本 隆一,田代 直希,7,29
琉球ゴールデンキングス,岸本 隆一,並里 成,7,30
琉球ゴールデンキングス,小野寺 祥太,岸本 隆一,7,31
琉球ゴールデンキングス,並里 成,田代 直希,7,32
琉球ゴールデンキングス,満原 優樹,デモン・ブルックス,7,33
琉球ゴールデンキングス,満原 優樹,並里 成,7,34
琉球ゴールデンキングス,ジャック・クーリー,小野寺 祥太,6,35
琉球ゴールデンキングス,デモン・ブルックス,石崎 巧,6,36
琉球ゴールデンキングス,石崎 巧,岸本 隆一,6,37
琉球ゴールデンキングス,田代 直希,ジョシュ・スコット,6,38
琉球ゴールデンキングス,田代 直希,並里 成,6,39
琉球ゴールデンキングス,長谷川 智伸,デモン・ブルックス,5,40
琉球ゴールデンキングス,満原 優樹,岸本 隆一,5,41
琉球ゴールデンキングス,満原 優樹,小野寺 祥太,5,42
琉球ゴールデンキングス,デモン・ブルックス,長谷川 智伸,4,43
琉球ゴールデンキングス,デモン・ブルックス,牧 隼利,4,44
琉球ゴールデンキングス,小野寺 祥太,満原 優樹,4,45
琉球ゴールデンキングス,石崎 巧,長谷川 智伸,4,46
琉球ゴールデンキングス,田代 直希,岸本 隆一,4,47
琉球ゴールデンキングス,ジャック・クーリー,田代 直希,3,48
琉球ゴールデンキングス,ジャック・クーリー,満原 優樹,3,49
琉球ゴールデンキングス,デモン・ブルックス,小野寺 祥太,3,50
琉球ゴールデンキングス,デモン・ブルックス,田代 直希,3,51
琉球ゴールデンキングス,ユージーン・フェルプス,ジャック・クーリー,3,52
琉球ゴールデンキングス,ユージーン・フェルプス,石崎 巧,3,53
琉球ゴールデンキングス,岸本 隆一,ジョシュ・スコット,3,54
琉球ゴールデンキングス,岸本 隆一,寒竹 隼人,3,55
琉球ゴールデンキングス,小野寺 祥太,長谷川 智伸,3,56
琉球ゴールデンキングス,長谷川 智伸,寒竹 隼人,3,57
琉球ゴールデンキングス,田代 直希,満原 優樹,3,58
琉球ゴールデンキングス,福田 真生,デモン・ブルックス,3,59
琉球ゴールデンキングス,並里 成,福田 真生,3,60
琉球ゴールデンキングス,並里 成,牧 隼利,3,61
琉球ゴールデンキングス,牧 隼利,デモン・ブルックス,3,62
琉球ゴールデンキングス,牧 隼利,小野寺 祥太,3,63
琉球ゴールデンキングス,牧 隼利,並里 成,3,64
琉球ゴールデンキングス,満原 優樹,石崎 巧,3,65
琉球ゴールデンキングス,満原 優樹,長谷川 智伸,3,66
琉球ゴールデンキングス,ジャック・クーリー,石崎 巧,2,67
琉球ゴールデンキングス,ジャック・クーリー,並里 成,2,68
琉球ゴールデンキングス,ジョシュ・スコット,小野寺 祥太,2,69
琉球ゴールデンキングス,ジョシュ・スコット,並里 成,2,70
琉球ゴールデンキングス,デモン・ブルックス,寒竹 隼人,2,71
琉球ゴールデンキングス,デモン・ブルックス,満原 優樹,2,72
琉球ゴールデンキングス,ユージーン・フェルプス,並里 成,2,73
琉球ゴールデンキングス,寒竹 隼人,デモン・ブルックス,2,74
琉球ゴールデンキングス,岸本 隆一,牧 隼利,2,75
琉球ゴールデンキングス,小野寺 祥太,ジョシュ・スコット,2,76
琉球ゴールデンキングス,小野寺 祥太,田代 直希,2,77
琉球ゴールデンキングス,小野寺 祥太,福田 真生,2,78
琉球ゴールデンキングス,小野寺 祥太,並里 成,2,79
琉球ゴールデンキングス,石崎 巧,ユージーン・フェルプス,2,80
琉球ゴールデンキングス,石崎 巧,小野寺 祥太,2,81
琉球ゴールデンキングス,石崎 巧,牧 隼利,2,82
琉球ゴールデンキングス,石崎 巧,満原 優樹,2,83
琉球ゴールデンキングス,長谷川 智伸,岸本 隆一,2,84
琉球ゴールデンキングス,長谷川 智伸,石崎 巧,2,85
琉球ゴールデンキングス,長谷川 智伸,並里 成,2,86
琉球ゴールデンキングス,長谷川 智伸,満原 優樹,2,87
琉球ゴールデンキングス,田代 直希,ユージーン・フェルプス,2,88
琉球ゴールデンキングス,田代 直希,福田 真生,2,89
琉球ゴールデンキングス,福田 真生,満原 優樹,2,90
琉球ゴールデンキングス,並里 成,ユージーン・フェルプス,2,91
琉球ゴールデンキングス,並里 成,寒竹 隼人,2,92
琉球ゴールデンキングス,満原 優樹,牧 隼利,2,93
琉球ゴールデンキングス,ジャック・クーリー,寒竹 隼人,1,94
琉球ゴールデンキングス,ジャック・クーリー,福田 真生,1,95
琉球ゴールデンキングス,ジョシュ・スコット,ジャック・クーリー,1,96
琉球ゴールデンキングス,ジョシュ・スコット,寒竹 隼人,1,97
琉球ゴールデンキングス,ユージーン・フェルプス,デモン・ブルックス,1,98
琉球ゴールデンキングス,ユージーン・フェルプス,岸本 隆一,1,99
琉球ゴールデンキングス,ユージーン・フェルプス,田代 直希,1,100
琉球ゴールデンキングス,ユージーン・フェルプス,満原 優樹,1,101
琉球ゴールデンキングス,寒竹 隼人,満原 優樹,1,102
琉球ゴールデンキングス,岸本 隆一,ナナー ダニエル弾,1,103
琉球ゴールデンキングス,岸本 隆一,ユージーン・フェルプス,1,104
琉球ゴールデンキングス,岸本 隆一,福田 真生,1,105
琉球ゴールデンキングス,小野寺 祥太,ユージーン・フェルプス,1,106
琉球ゴールデンキングス,小野寺 祥太,石崎 巧,1,107
琉球ゴールデンキングス,小野寺 祥太,牧 隼利,1,108
琉球ゴールデンキングス,石崎 巧,寒竹 隼人,1,109
琉球ゴールデンキングス,石崎 巧,田代 直希,1,110
琉球ゴールデンキングス,石崎 巧,福田 真生,1,111
琉球ゴールデンキングス,石崎 巧,並里 成,1,112
琉球ゴールデンキングス,長谷川 智伸,小野寺 祥太,1,113
琉球ゴールデンキングス,長谷川 智伸,田代 直希,1,114
琉球ゴールデンキングス,長谷川 智伸,福田 真生,1,115
琉球ゴールデンキングス,田代 直希,石崎 巧,1,116
琉球ゴールデンキングス,福田 真生,岸本 隆一,1,117
琉球ゴールデンキングス,福田 真生,並里 成,1,118
琉球ゴールデンキングス,牧 隼利,ジャック・クーリー,1,119
琉球ゴールデンキングス,牧 隼利,長谷川 智伸,1,120
琉球ゴールデンキングス,牧 隼利,満原 優樹,1,121
琉球ゴールデンキングス,満原 優樹,ジョシュ・スコット,1,122
琉球ゴールデンキングス,満原 優樹,ナナー ダニエル弾,1,123
琉球ゴールデンキングス,満原 優樹,寒竹 隼人,1,124
琉球ゴールデンキングス,満原 優樹,田代 直希,1,125
琉球ゴールデンキングス,満原 優樹,福田 真生,1,126
