チーム,アシストした選手,アシストされた選手,回数,チーム内順位
信州ブレイブウォリアーズ,ウェイン・マーシャル,佐藤 託矢,2,82
信州ブレイブウォリアーズ,オーランド・サンチェス,アンソニー・マクヘンリー,2,83
信州ブレイブウォリアーズ,井上 裕介,アンソニー・マクヘンリー,2,84
信州ブレイブウォリアーズ,井上 裕介,栗原 ルイス,2,85
信州ブレイブウォリアーズ,井上 裕介,青木 龍史,2,86
信州ブレイブウォリアーズ,井上 裕介,渡邊 翔太,2,87
信州ブレイブウォリアーズ,井上 裕介,武井 弘明,2,88
信州ブレイブウォリアーズ,栗原 ルイス,飯田 遼,2,89
信州ブレイブウォリアーズ,佐藤 託矢,アンソニー・マクヘンリー,2,90
信州ブレイブウォリアーズ,佐藤 託矢,ウェイン・マーシャル,2,91
信州ブレイブウォリアーズ,三ツ井 利也,オーランド・サンチェス,2,92
信州ブレイブウォリアーズ,三ツ井 利也,栗原 ルイス,2,93
信州ブレイブウォリアーズ,西山 達哉,佐藤 託矢,2,94
信州ブレイブウォリアーズ,大崎 裕太,オーランド・サンチェス,2,95
信州ブレイブウォリアーズ,ウェイン・マーシャル,オーランド・サンチェス,1,96
信州ブレイブウォリアーズ,オーランド・サンチェス,井上 裕介,1,97
信州ブレイブウォリアーズ,オーランド・サンチェス,佐藤 託矢,1,98
信州ブレイブウォリアーズ,オーランド・サンチェス,武井 弘明,1,99
信州ブレイブウォリアーズ,井上 裕介,大崎 裕太,1,100
信州ブレイブウォリアーズ,栗原 ルイス,佐藤 託矢,1,101
信州ブレイブウォリアーズ,佐藤 託矢,栗原 ルイス,1,102
信州ブレイブウォリアーズ,佐藤 託矢,三ツ井 利也,1,103
信州ブレイブウォリアーズ,佐藤 託矢,大崎 裕太,1,104
信州ブレイブウォリアーズ,三ツ井 利也,大崎 裕太,1,105
信州ブレイブウォリアーズ,三ツ井 利也,渡邊 翔太,1,106
信州ブレイブウォリアーズ,三ツ井 利也,武井 弘明,1,107
信州ブレイブウォリアーズ,西山 達哉,渡邊 翔太,1,108
信州ブレイブウォリアーズ,青木 龍史,井上 裕介,1,109
信州ブレイブウォリアーズ,青木 龍史,武井 弘明,1,110
信州ブレイブウォリアーズ,渡邊 翔太,西山 達哉,1,111
信州ブレイブウォリアーズ,飯田 遼,アンソニー・マクヘンリー,1,112
信州ブレイブウォリアーズ,飯田 遼,ウェイン・マーシャル,1,113
信州ブレイブウォリアーズ,飯田 遼,井上 裕介,1,114
信州ブレイブウォリアーズ,飯田 遼,栗原 ルイス,1,115
信州ブレイブウォリアーズ,飯田 遼,佐藤 託矢,1,116
信州ブレイブウォリアーズ,飯田 遼,西山 達哉,1,117
信州ブレイブウォリアーズ,飯田 遼,武井 弘明,1,118
信州ブレイブウォリアーズ,武井 弘明,オーランド・サンチェス,1,119
信州ブレイブウォリアーズ,武井 弘明,栗原 ルイス,1,120
信州ブレイブウォリアーズ,武井 弘明,三ツ井 利也,1,121
西宮ストークス,ドゥレイロン・バーンズ,ブラッドリー・ウォルドー,96,1
西宮ストークス,道原 紀晃,ブラッドリー・ウォルドー,75,2
西宮ストークス,谷 直樹,ブラッドリー・ウォルドー,48,3
西宮ストークス,ドゥレイロン・バーンズ,谷 直樹,47,4
西宮ストークス,ドゥレイロン・バーンズ,道原 紀晃,44,5
西宮ストークス,松崎 賢人,ブラッドリー・ウォルドー,36,6
西宮ストークス,岸田 篤生,谷 直樹,34,7
西宮ストークス,ブラッドリー・ウォルドー,道原 紀晃,28,8
西宮ストークス,谷口 淳,ブラッドリー・ウォルドー,28,9
西宮ストークス,ブラッドリー・ウォルドー,谷 直樹,26,10
西宮ストークス,岸田 篤生,ブラッドリー・ウォルドー,26,11
西宮ストークス,道原 紀晃,ドゥレイロン・バーンズ,23,12
西宮ストークス,松崎 賢人,ドゥレイロン・バーンズ,21,13
西宮ストークス,松崎 賢人,谷 直樹,21,14
西宮ストークス,谷 直樹,岸田 篤生,20,15
西宮ストークス,ブラッドリー・ウォルドー,松崎 賢人,18,16
西宮ストークス,谷 直樹,道原 紀晃,18,17
西宮ストークス,道原 紀晃,谷 直樹,18,18
西宮ストークス,ブラッドリー・ウォルドー,岸田 篤生,17,19
西宮ストークス,ドゥレイロン・バーンズ,松崎 賢人,16,20
西宮ストークス,松崎 賢人,谷口 淳,16,21
西宮ストークス,道原 紀晃,岸田 篤生,16,22
西宮ストークス,ドゥレイロン・バーンズ,岸田 篤生,15,23
西宮ストークス,松崎 賢人,道原 紀晃,15,24
西宮ストークス,道原 紀晃,松崎 賢人,15,25
西宮ストークス,ブラッドリー・ウォルドー,ドゥレイロン・バーンズ,13,26
西宮ストークス,ドゥレイロン・バーンズ,谷口 淳,12,27
西宮ストークス,岸田 篤生,道原 紀晃,12,28
西宮ストークス,道原 紀晃,谷口 淳,12,29
西宮ストークス,濵高 康明,岸田 篤生,12,30
西宮ストークス,ブラッドリー・ウォルドー,谷口 淳,10,31
西宮ストークス,岸田 篤生,谷口 淳,10,32
西宮ストークス,岸田 篤生,ドゥレイロン・バーンズ,8,33
西宮ストークス,岸田 篤生,濵高 康明,8,34
西宮ストークス,谷 直樹,谷口 淳,8,35
西宮ストークス,谷 直樹,ドゥレイロン・バーンズ,7,36
西宮ストークス,谷口 淳,道原 紀晃,7,37
西宮ストークス,濵高 康明,谷 直樹,7,38
西宮ストークス,ドゥレイロン・バーンズ,濵高 康明,6,39
西宮ストークス,岸田 篤生,<U+200B>劉 瑾,6,40
西宮ストークス,谷 直樹,土屋 アリスター時生,6,41
西宮ストークス,濵高 康明,ブラッドリー・ウォルドー,6,42
西宮ストークス,谷 直樹,松崎 賢人,5,43
西宮ストークス,谷口 淳,谷 直樹,5,44
西宮ストークス,濵高 康明,土屋 アリスター時生,5,45
西宮ストークス,ブラッドリー・ウォルドー,土屋 アリスター時生,4,46
西宮ストークス,谷 直樹,<U+200B>劉 瑾,4,47
西宮ストークス,谷口 淳,岸田 篤生,4,48
西宮ストークス,道原 紀晃,濵高 康明,4,49
西宮ストークス,ドゥレイロン・バーンズ,俊野 佳彦,3,50
西宮ストークス,ドゥレイロン・バーンズ,土屋 アリスター時生,3,51
西宮ストークス,ブラッドリー・ウォルドー,濵高 康明,3,52
西宮ストークス,岸田 篤生,土屋 アリスター時生,3,53
西宮ストークス,松崎 賢人,土屋 アリスター時生,3,54
西宮ストークス,松崎 賢人,濵高 康明,3,55
西宮ストークス,谷 直樹,濵高 康明,3,56
西宮ストークス,谷口 淳,松崎 賢人,3,57
西宮ストークス,内藤 健太,岸田 篤生,3,58
西宮ストークス,<U+200B>劉 瑾,岸田 篤生,2,59
西宮ストークス,<U+200B>劉 瑾,谷 直樹,2,60
西宮ストークス,ドゥレイロン・バーンズ,内藤 健太,2,61
西宮ストークス,ブラッドリー・ウォルドー,内藤 健太,2,62
西宮ストークス,岸田 篤生,内藤 健太,2,63
西宮ストークス,俊野 佳彦,ブラッドリー・ウォルドー,2,64
西宮ストークス,松崎 賢人,<U+200B>劉 瑾,2,65
西宮ストークス,松崎 賢人,内藤 健太,2,66
西宮ストークス,谷 直樹,内藤 健太,2,67
西宮ストークス,谷口 淳,<U+200B>劉 瑾,2,68
西宮ストークス,谷口 淳,土屋 アリスター時生,2,69
西宮ストークス,土屋 アリスター時生,ブラッドリー・ウォルドー,2,70
西宮ストークス,土屋 アリスター時生,道原 紀晃,2,71
西宮ストークス,道原 紀晃,<U+200B>劉 瑾,2,72
西宮ストークス,道原 紀晃,土屋 アリスター時生,2,73
西宮ストークス,濵高 康明,道原 紀晃,2,74
西宮ストークス,<U+200B>劉 瑾,ブラッドリー・ウォルドー,1,75
西宮ストークス,<U+200B>劉 瑾,谷口 淳,1,76
西宮ストークス,ブラッドリー・ウォルドー,俊野 佳彦,1,77
西宮ストークス,岸田 篤生,松崎 賢人,1,78
西宮ストークス,俊野 佳彦,ドゥレイロン・バーンズ,1,79
西宮ストークス,俊野 佳彦,松崎 賢人,1,80
西宮ストークス,俊野 佳彦,谷 直樹,1,81
西宮ストークス,松崎 賢人,俊野 佳彦,1,82
西宮ストークス,谷 直樹,俊野 佳彦,1,83
西宮ストークス,谷口 淳,内藤 健太,1,84
西宮ストークス,谷口 淳,濵高 康明,1,85
西宮ストークス,土屋 アリスター時生,ドゥレイロン・バーンズ,1,86
西宮ストークス,土屋 アリスター時生,松崎 賢人,1,87
西宮ストークス,土屋 アリスター時生,谷 直樹,1,88
西宮ストークス,土屋 アリスター時生,谷口 淳,1,89
西宮ストークス,道原 紀晃,俊野 佳彦,1,90
西宮ストークス,道原 紀晃,内藤 健太,1,91
西宮ストークス,内藤 健太,土屋 アリスター時生,1,92
西宮ストークス,濵高 康明,ドゥレイロン・バーンズ,1,93
西宮ストークス,濵高 康明,松崎 賢人,1,94
青森ワッツ,大塚 勇人,アンジェロ・チョル,39,1
青森ワッツ,ラキーム・ジャクソン,アンジェロ・チョル,37,2
青森ワッツ,菅 俊男,アンジェロ・チョル,31,3
青森ワッツ,綱井 勇介,アンジェロ・チョル,30,4
青森ワッツ,ラキーム・ジャクソン,下山 大地,29,5
青森ワッツ,ラキーム・ジャクソン,菅 俊男,28,6
青森ワッツ,ラキーム・ジャクソン,門馬 圭二郎,28,7
青森ワッツ,菅 俊男,門馬 圭二郎,24,8
青森ワッツ,アンジェロ・チョル,下山 大地,23,9
青森ワッツ,菅 俊男,下山 大地,23,10
青森ワッツ,ラキーム・ジャクソン,大塚 勇人,20,11
青森ワッツ,菅 俊男,ラキーム・ジャクソン,20,12
青森ワッツ,綱井 勇介,ラキーム・ジャクソン,19,13
青森ワッツ,大塚 勇人,ラキーム・ジャクソン,19,14
青森ワッツ,門馬 圭二郎,アンジェロ・チョル,19,15
青森ワッツ,ラキーム・ジャクソン,野里 惇貴,18,16
青森ワッツ,大塚 勇人,門馬 圭二郎,18,17
青森ワッツ,大塚 勇人,野里 惇貴,17,18
青森ワッツ,門馬 圭二郎,ラキーム・ジャクソン,16,19
青森ワッツ,アンジェロ・チョル,野里 惇貴,15,20
青森ワッツ,アンジェロ・チョル,佐野 太一,14,21
青森ワッツ,大塚 勇人,下山 大地,14,22
青森ワッツ,門馬 圭二郎,下山 大地,14,23
青森ワッツ,アンジェロ・チョル,ラキーム・ジャクソン,13,24
青森ワッツ,綱井 勇介,佐野 太一,13,25
青森ワッツ,綱井 勇介,野里 惇貴,13,26
青森ワッツ,菅 俊男,マーカス・ダブ,13,27
青森ワッツ,アンジェロ・チョル,大塚 勇人,12,28
青森ワッツ,綱井 勇介,ビリシベ 実会,12,29
青森ワッツ,マーカス・ダブ,アンジェロ・チョル,11,30
青森ワッツ,綱井 勇介,下山 大地,11,31
青森ワッツ,佐野 太一,アンジェロ・チョル,11,32
青森ワッツ,アンジェロ・チョル,門馬 圭二郎,10,33
青森ワッツ,綱井 勇介,門馬 圭二郎,10,34
青森ワッツ,菅 俊男,佐野 太一,10,35
青森ワッツ,綱井 勇介,宮本 滉希,9,36
青森ワッツ,マーカス・ダブ,下山 大地,8,37
青森ワッツ,下山 大地,アンジェロ・チョル,8,38
青森ワッツ,大塚 勇人,菅 俊男,8,39
青森ワッツ,マーカス・ダブ,菅 俊男,7,40
青森ワッツ,ラキーム・ジャクソン,マーカス・ダブ,7,41
青森ワッツ,ラキーム・ジャクソン,佐野 太一,7,42
青森ワッツ,綱井 勇介,菅 俊男,7,43
青森ワッツ,門馬 圭二郎,菅 俊男,7,44
青森ワッツ,下山 大地,ラキーム・ジャクソン,6,45
青森ワッツ,菅 俊男,宮本 滉希,6,46
青森ワッツ,菅 俊男,野里 惇貴,6,47
青森ワッツ,門馬 圭二郎,佐野 太一,6,48
青森ワッツ,アンジェロ・チョル,菅 俊男,5,49
青森ワッツ,マーカス・ダブ,佐野 太一,5,50
青森ワッツ,ラキーム・ジャクソン,綱井 勇介,5,51
青森ワッツ,下山 大地,門馬 圭二郎,5,52
青森ワッツ,綱井 勇介,マーカス・ダブ,5,53
青森ワッツ,菅 俊男,大塚 勇人,5,54
青森ワッツ,大塚 勇人,マーカス・ダブ,5,55
青森ワッツ,門馬 圭二郎,マーカス・ダブ,5,56
青森ワッツ,門馬 圭二郎,綱井 勇介,5,57
青森ワッツ,野里 惇貴,アンジェロ・チョル,5,58
青森ワッツ,ビリシベ 実会,アンジェロ・チョル,4,59
青森ワッツ,マーカス・ダブ,大塚 勇人,4,60
青森ワッツ,マーカス・ダブ,門馬 圭二郎,4,61
青森ワッツ,ラキーム・ジャクソン,ビリシベ 実会,4,62
青森ワッツ,下山 大地,マーカス・ダブ,4,63
青森ワッツ,大塚 勇人,宮本 滉希,4,64
青森ワッツ,大塚 勇人,佐野 太一,4,65
青森ワッツ,野里 惇貴,ラキーム・ジャクソン,4,66
青森ワッツ,アンジェロ・チョル,ビリシベ 実会,3,67
青森ワッツ,アンジェロ・チョル,綱井 勇介,3,68
青森ワッツ,ビリシベ 実会,佐野 太一,3,69
青森ワッツ,マーカス・ダブ,ラキーム・ジャクソン,3,70
青森ワッツ,マーカス・ダブ,綱井 勇介,3,71
青森ワッツ,マーカス・ダブ,野里 惇貴,3,72
青森ワッツ,下山 大地,菅 俊男,3,73
青森ワッツ,下山 大地,大塚 勇人,3,74
青森ワッツ,下山 大地,野里 惇貴,3,75
青森ワッツ,宮本 滉希,佐野 太一,3,76
青森ワッツ,佐野 太一,大塚 勇人,3,77
青森ワッツ,佐野 太一,野里 惇貴,3,78
青森ワッツ,菅 俊男,ビリシベ 実会,3,79
青森ワッツ,大塚 勇人,ビリシベ 実会,3,80
青森ワッツ,アンジェロ・チョル,マーカス・ダブ,2,81
青森ワッツ,ビリシベ 実会,野里 惇貴,2,82
青森ワッツ,下山 大地,佐野 太一,2,83
青森ワッツ,宮越 康槙,綱井 勇介,2,84
青森ワッツ,宮本 滉希,大塚 勇人,2,85
青森ワッツ,綱井 勇介,大塚 勇人,2,86
青森ワッツ,佐野 太一,マーカス・ダブ,2,87
青森ワッツ,佐野 太一,下山 大地,2,88
青森ワッツ,佐野 太一,宮越 康槙,2,89
青森ワッツ,佐野 太一,菅 俊男,2,90
青森ワッツ,菅 俊男,綱井 勇介,2,91
青森ワッツ,大塚 勇人,綱井 勇介,2,92
青森ワッツ,門馬 圭二郎,大塚 勇人,2,93
青森ワッツ,アンジェロ・チョル,宮越 康槙,1,94
青森ワッツ,ビリシベ 実会,ラキーム・ジャクソン,1,95
青森ワッツ,ビリシベ 実会,下山 大地,1,96
青森ワッツ,ビリシベ 実会,綱井 勇介,1,97
青森ワッツ,ビリシベ 実会,菅 俊男,1,98
青森ワッツ,ビリシベ 実会,大塚 勇人,1,99
青森ワッツ,ビリシベ 実会,門馬 圭二郎,1,100
青森ワッツ,マーカス・ダブ,ビリシベ 実会,1,101
青森ワッツ,ラキーム・ジャクソン,宮本 滉希,1,102
青森ワッツ,下山 大地,綱井 勇介,1,103
青森ワッツ,宮本 滉希,アンジェロ・チョル,1,104
青森ワッツ,宮本 滉希,下山 大地,1,105
青森ワッツ,宮本 滉希,綱井 勇介,1,106
青森ワッツ,宮本 滉希,野里 惇貴,1,107
青森ワッツ,綱井 勇介,宮越 康槙,1,108
青森ワッツ,佐野 太一,ビリシベ 実会,1,109
青森ワッツ,佐野 太一,ラキーム・ジャクソン,1,110
青森ワッツ,佐野 太一,綱井 勇介,1,111
青森ワッツ,大塚 勇人,鈴木　悠介,1,112
青森ワッツ,門馬 圭二郎,ビリシベ 実会,1,113
青森ワッツ,野里 惇貴,マーカス・ダブ,1,114
青森ワッツ,野里 惇貴,下山 大地,1,115
青森ワッツ,野里 惇貴,門馬 圭二郎,1,116
仙台89ERS,新号 健,ダニエル・ミラー,58,1
仙台89ERS,片岡 大晴,ダニエル・ミラー,47,2
仙台89ERS,ダニエル・ミラー,ジェロウム・ティルマン,44,3
仙台89ERS,ダニエル・ミラー,白戸 大聖,40,4
仙台89ERS,新号 健,ジェロウム・ティルマン,39,5
仙台89ERS,ダニエル・ミラー,片岡 大晴,34,6
仙台89ERS,澤邉 圭太,ジェロウム・ティルマン,32,7
仙台89ERS,新号 健,白戸 大聖,29,8
仙台89ERS,澤邉 圭太,ダニエル・ミラー,28,9
仙台89ERS,ジェロウム・ティルマン,ダニエル・ミラー,26,10
仙台89ERS,新号 健,片岡 大晴,21,11
仙台89ERS,片岡 大晴,ジェロウム・ティルマン,21,12
仙台89ERS,ジェロウム・ティルマン,白戸 大聖,20,13
仙台89ERS,ダニエル・ミラー,新号 健,20,14
仙台89ERS,澤邉 圭太,臼井 弘樹,20,15
仙台89ERS,ジェロウム・ティルマン,片岡 大晴,19,16
仙台89ERS,白戸 大聖,ダニエル・ミラー,18,17
仙台89ERS,澤邉 圭太,片岡 大晴,18,18
仙台89ERS,白戸 大聖,ジェロウム・ティルマン,16,19
仙台89ERS,ダニエル・ミラー,澤邉 圭太,14,20
仙台89ERS,金城 茂之,エリック・ジェイコブセン,14,21
仙台89ERS,片岡 大晴,白戸 大聖,14,22
仙台89ERS,ジェロウム・ティルマン,新号 健,11,23
仙台89ERS,ダニエル・ミラー,阿部 翔太,11,24
仙台89ERS,新号 健,澤邉 圭太,11,25
仙台89ERS,阿部 翔太,ダニエル・ミラー,10,26
仙台89ERS,月野 雅人,片岡 大晴,10,27
仙台89ERS,月野 雅人,澤邉 圭太,10,28
仙台89ERS,ジェロウム・ティルマン,澤邉 圭太,9,29
仙台89ERS,片岡 大晴,澤邉 圭太,9,30
仙台89ERS,澤邉 圭太,阿部 翔太,9,31
仙台89ERS,月野 雅人,エリック・ジェイコブセン,8,32
仙台89ERS,月野 雅人,ダニエル・ミラー,8,33
仙台89ERS,月野 雅人,白戸 大聖,8,34
仙台89ERS,白戸 大聖,片岡 大晴,7,35
仙台89ERS,白戸 大聖,澤邉 圭太,7,36
仙台89ERS,澤邉 圭太,エリック・ジェイコブセン,7,37
仙台89ERS,ダニエル・ミラー,金城 茂之,6,38
仙台89ERS,ダニエル・ミラー,月野 雅人,6,39
仙台89ERS,月野 雅人,ジェロウム・ティルマン,6,40
仙台89ERS,新号 健,臼井 弘樹,6,41
仙台89ERS,澤邉 圭太,月野 雅人,6,42
仙台89ERS,澤邉 圭太,白戸 大聖,6,43
仙台89ERS,ダニエル・ミラー,エリック・ジェイコブセン,5,44
仙台89ERS,阿部 翔太,ジェロウム・ティルマン,5,45
仙台89ERS,臼井 弘樹,片岡 大晴,5,46
仙台89ERS,金城 茂之,ジェロウム・ティルマン,5,47
仙台89ERS,新号 健,エリック・ジェイコブセン,5,48
仙台89ERS,新号 健,泉 秀岳,5,49
仙台89ERS,白戸 大聖,新号 健,5,50
仙台89ERS,片岡 大晴,臼井 弘樹,5,51
仙台89ERS,片岡 大晴,月野 雅人,5,52
仙台89ERS,エリック・ジェイコブセン,月野 雅人,4,53
仙台89ERS,ジェロウム・ティルマン,臼井 弘樹,4,54
仙台89ERS,ダニエル・ミラー,臼井 弘樹,4,55
仙台89ERS,臼井 弘樹,澤邉 圭太,4,56
仙台89ERS,金城 知紗,片岡 大晴,4,57
仙台89ERS,金城 茂之,ダニエル・ミラー,4,58
仙台89ERS,白戸 大聖,エリック・ジェイコブセン,4,59
仙台89ERS,白戸 大聖,臼井 弘樹,4,60
仙台89ERS,片岡 大晴,阿部 翔太,4,61
仙台89ERS,エリック・ジェイコブセン,新号 健,3,62
仙台89ERS,エリック・ジェイコブセン,片岡 大晴,3,63
仙台89ERS,エリック・ジェイコブセン,澤邉 圭太,3,64
仙台89ERS,阿部 翔太,臼井 弘樹,3,65
仙台89ERS,金城 知紗,臼井 弘樹,3,66
仙台89ERS,月野 雅人,金城 茂之,3,67
仙台89ERS,新号 健,阿部 翔太,3,68
仙台89ERS,泉 秀岳,ジェロウム・ティルマン,3,69
仙台89ERS,片岡 大晴,エリック・ジェイコブセン,3,70
仙台89ERS,エリック・ジェイコブセン,白戸 大聖,2,71
仙台89ERS,ジェロウム・ティルマン,エリック・ジェイコブセン,2,72
仙台89ERS,ジェロウム・ティルマン,金城 茂之,2,73
仙台89ERS,臼井 弘樹,ダニエル・ミラー,2,74
仙台89ERS,金城 知紗,ジェロウム・ティルマン,2,75
仙台89ERS,金城 知紗,ダニエル・ミラー,2,76
仙台89ERS,金城 知紗,澤邉 圭太,2,77
仙台89ERS,金城 茂之,月野 雅人,2,78
仙台89ERS,金城 茂之,白戸 大聖,2,79
仙台89ERS,金城 茂之,片岡 大晴,2,80
仙台89ERS,金城 茂之,澤邉 圭太,2,81
仙台89ERS,月野 雅人,臼井 弘樹,2,82
仙台89ERS,月野 雅人,泉 秀岳,2,83
仙台89ERS,泉 秀岳,ダニエル・ミラー,2,84
仙台89ERS,泉 秀岳,片岡 大晴,2,85
仙台89ERS,白戸 大聖,阿部 翔太,2,86
仙台89ERS,白戸 大聖,月野 雅人,2,87
仙台89ERS,澤邉 圭太,新号 健,2,88
仙台89ERS,澤邉 圭太,泉 秀岳,2,89
仙台89ERS,エリック・ジェイコブセン,ジェロウム・ティルマン,1,90
仙台89ERS,エリック・ジェイコブセン,ダニエル・ミラー,1,91
仙台89ERS,エリック・ジェイコブセン,金城 茂之,1,92
仙台89ERS,ジェロウム・ティルマン,金城 知紗,1,93
仙台89ERS,ジェロウム・ティルマン,月野 雅人,1,94
仙台89ERS,ダニエル・ミラー,泉 秀岳,1,95
仙台89ERS,阿部 翔太,金城 知紗,1,96
仙台89ERS,阿部 翔太,泉 秀岳,1,97
仙台89ERS,阿部 翔太,白戸 大聖,1,98
仙台89ERS,阿部 翔太,澤邉 圭太,1,99
仙台89ERS,臼井 弘樹,ジェロウム・ティルマン,1,100
仙台89ERS,臼井 弘樹,白戸 大聖,1,101
仙台89ERS,金城 茂之,新号 健,1,102
仙台89ERS,新号 健,金城 茂之,1,103
仙台89ERS,新号 健,月野 雅人,1,104
仙台89ERS,泉 秀岳,澤邉 圭太,1,105
仙台89ERS,白戸 大聖,金城 茂之,1,106
仙台89ERS,片岡 大晴,新号 健,1,107
仙台89ERS,片岡 大晴,泉 秀岳,1,108
仙台89ERS,澤邉 圭太,金城 知紗,1,109
仙台89ERS,澤邉 圭太,金城 茂之,1,110
東京エクセレンス,ジョーダン・フェイゾン,ライアン・ステファン,155,1
東京エクセレンス,ライアン・ステファン,ジョーダン・フェイゾン,64,2
東京エクセレンス,宮田 諭,ライアン・ステファン,37,3
東京エクセレンス,田口 暖,ライアン・ステファン,35,4
東京エクセレンス,宮田 諭,ジョーダン・フェイゾン,31,5
東京エクセレンス,ジョーダン・フェイゾン,樋口 大倫,29,6
東京エクセレンス,田口 暖,ジョーダン・フェイゾン,28,7
東京エクセレンス,長澤 健司,ライアン・ステファン,24,8
東京エクセレンス,樋口 大倫,ジョーダン・フェイゾン,24,9
東京エクセレンス,ジョーダン・フェイゾン,田口 暖,23,10
東京エクセレンス,ライアン・ステファン,田口 暖,21,11
東京エクセレンス,田口 暖,樋口 大倫,21,12
東京エクセレンス,樋口 大倫,ライアン・ステファン,19,13
東京エクセレンス,上松 大輝,ジョーダン・フェイゾン,18,14
東京エクセレンス,上松 大輝,ライアン・ステファン,18,15
東京エクセレンス,丹野 合気,ライアン・ステファン,18,16
東京エクセレンス,ライアン・ステファン,樋口 大倫,17,17
東京エクセレンス,丹野 合気,ジョーダン・フェイゾン,17,18
東京エクセレンス,ジョーダン・フェイゾン,宮田 諭,15,19
東京エクセレンス,宮田 諭,丹野 合気,15,20
東京エクセレンス,長澤 健司,ジョーダン・フェイゾン,13,21
東京エクセレンス,宮田 諭,樋口 大倫,12,22
東京エクセレンス,齋藤 豊,ライアン・ステファン,12,23
東京エクセレンス,ジョーダン・フェイゾン,丹野 合気,11,24
東京エクセレンス,ライアン・ステファン,宮田 諭,11,25
東京エクセレンス,ジョーダン・フェイゾン,長澤 健司,10,26
東京エクセレンス,ジョーダン・フェイゾン,齋藤 豊,10,27
東京エクセレンス,田口 暖,上松 大輝,10,28
東京エクセレンス,ジョーダン・フェイゾン,上松 大輝,8,29
東京エクセレンス,宮田 諭,長澤 健司,8,30
東京エクセレンス,宮田 諭,齋藤 豊,8,31
東京エクセレンス,ジョーダン・フェイゾン,佐野 隆司,7,32
東京エクセレンス,ジョーダン・フェイゾン,小倉 渓,7,33
東京エクセレンス,ライアン・ステファン,齋藤 豊,7,34
東京エクセレンス,田口 暖,丹野 合気,7,35
東京エクセレンス,ライアン・ステファン,上松 大輝,6,36
東京エクセレンス,ライアン・ステファン,丹野 合気,6,37
東京エクセレンス,ライアン・ステファン,長澤 健司,6,38
東京エクセレンス,丹野 合気,宮田 諭,6,39
東京エクセレンス,丹野 合気,小倉 渓,6,40
東京エクセレンス,齋藤 豊,ジョーダン・フェイゾン,6,41
東京エクセレンス,ライアン・ステファン,佐野 隆司,5,42
東京エクセレンス,ライアン・ステファン,小倉 渓,5,43
東京エクセレンス,上松 大輝,長澤 健司,5,44
東京エクセレンス,丹野 合気,樋口 大倫,5,45
東京エクセレンス,長澤 健司,田口 暖,5,46
東京エクセレンス,田口 暖,長澤 健司,5,47
東京エクセレンス,樋口 大倫,田口 暖,5,48
東京エクセレンス,ジョーダン・フェイゾン,長谷川 凌,4,49
東京エクセレンス,宮田 諭,佐野 隆司,4,50
東京エクセレンス,上松 大輝,齋藤 豊,4,51
東京エクセレンス,樋口 大倫,上松 大輝,4,52
東京エクセレンス,樋口 大倫,長澤 健司,4,53
東京エクセレンス,齋藤 豊,樋口 大倫,4,54
東京エクセレンス,宮田 諭,長谷川 凌,3,55
東京エクセレンス,宮田 諭,椎名 雄大,3,56
東京エクセレンス,佐野 隆司,ジョーダン・フェイゾン,3,57
東京エクセレンス,上松 大輝,田口 暖,3,58
東京エクセレンス,丹野 合気,佐野 隆司,3,59
東京エクセレンス,丹野 合気,長澤 健司,3,60
東京エクセレンス,丹野 合気,田口 暖,3,61
東京エクセレンス,長澤 健司,上松 大輝,3,62
東京エクセレンス,長澤 健司,樋口 大倫,3,63
東京エクセレンス,田口 暖,佐野 隆司,3,64
東京エクセレンス,田口 暖,長谷川 凌,3,65
東京エクセレンス,樋口 大倫,佐野 隆司,3,66
東京エクセレンス,樋口 大倫,小倉 渓,3,67
東京エクセレンス,ジョーダン・フェイゾン,中村 ジャズ,2,68
東京エクセレンス,宮田 諭,上松 大輝,2,69
東京エクセレンス,宮田 諭,田口 暖,2,70
東京エクセレンス,佐野 隆司,上松 大輝,2,71
東京エクセレンス,佐野 隆司,丹野 合気,2,72
東京エクセレンス,佐野 隆司,樋口 大倫,2,73
東京エクセレンス,上松 大輝,宮田 諭,2,74
東京エクセレンス,上松 大輝,佐野 隆司,2,75
東京エクセレンス,上松 大輝,長谷川 凌,2,76
東京エクセレンス,丹野 合気,齋藤 豊,2,77
東京エクセレンス,長谷川 凌,ライアン・ステファン,2,78
東京エクセレンス,長澤 健司,宮田 諭,2,79
東京エクセレンス,長澤 健司,丹野 合気,2,80
東京エクセレンス,田口 暖,小倉 渓,2,81
東京エクセレンス,樋口 大倫,宮田 諭,2,82
東京エクセレンス,樋口 大倫,丹野 合気,2,83
東京エクセレンス,齋藤 豊,宮田 諭,2,84
東京エクセレンス,ジョーダン・フェイゾン,椎名 雄大,1,85
東京エクセレンス,ライアン・ステファン,中村 ジャズ,1,86
東京エクセレンス,宮田 諭,小倉 渓,1,87
東京エクセレンス,佐野 隆司,ライアン・ステファン,1,88
東京エクセレンス,佐野 隆司,宮田 諭,1,89
東京エクセレンス,佐野 隆司,小倉 渓,1,90
東京エクセレンス,佐野 隆司,田口 暖,1,91
東京エクセレンス,佐野 隆司,齋藤 豊,1,92
東京エクセレンス,小倉 渓,ジョーダン・フェイゾン,1,93
東京エクセレンス,小倉 渓,丹野 合気,1,94
東京エクセレンス,小倉 渓,齋藤 豊,1,95
