"","GAMEIDX","DATE","SHEDULEKEY","TEAM.A","TEAM.B","ISHOME.A","ISHOME.B","ATTENDANCE_RAW"
"92",7,"10.21","3036","千葉","新潟",TRUE,FALSE,"人数：4938人"
"93",8,"10.24","3050","千葉","北海道",TRUE,FALSE,"人数：4008人"
"94",9,"10.27","3072","千葉","大阪",FALSE,TRUE,"人数：3765人"
"95",10,"10.28","3073","千葉","大阪",FALSE,TRUE,"人数：3845人"
"96",11,"11.03","3080","千葉","SR渋谷",TRUE,FALSE,"人数：4831人"
"97",12,"11.04","3081","千葉","SR渋谷",TRUE,FALSE,"人数：5226人"
"98",13,"11.07","3095","千葉","栃木",FALSE,TRUE,"人数：3917人"
"99",14,"11.10","3105","千葉","琉球",TRUE,FALSE,"人数：4648人"
"100",15,"11.11","3106","千葉","琉球",TRUE,FALSE,"人数：5423人"
"101",16,"11.17","3125","千葉","大阪",TRUE,FALSE,"人数：4635人"
"102",17,"11.18","3126","千葉","大阪",TRUE,FALSE,"人数：5586人"
"103",1,"10.06","3000","新潟","滋賀",FALSE,TRUE,"人数：2568人"
"104",2,"10.07","3001","新潟","滋賀",FALSE,TRUE,"人数：2480人"
"105",3,"10.11","3012","新潟","秋田",TRUE,FALSE,"人数：1909人"
"106",4,"10.12","3013","新潟","秋田",TRUE,FALSE,"人数：2053人"
"107",5,"10.17","3027","新潟","三遠",TRUE,FALSE,"人数：2957人"
"108",6,"10.20","3035","新潟","千葉",FALSE,TRUE,"人数：4526人"
"109",7,"10.21","3036","新潟","千葉",FALSE,TRUE,"人数：4938人"
"110",8,"10.24","3053","新潟","横浜",FALSE,TRUE,"人数：2242人"
"111",9,"10.27","3062","新潟","三遠",TRUE,FALSE,"人数：1952人"
"112",10,"10.28","3063","新潟","三遠",TRUE,FALSE,"人数：1958人"
"113",11,"11.03","3084","新潟","横浜",FALSE,TRUE,"人数：2536人"
"114",12,"11.04","3085","新潟","横浜",FALSE,TRUE,"人数：2833人"
"115",13,"11.07","3098","新潟","三河",TRUE,FALSE,"人数：3129人"
"116",14,"11.10","3111","新潟","北海道",TRUE,FALSE,"人数：2325人"
"117",15,"11.11","3112","新潟","北海道",TRUE,FALSE,"人数：2351人"
"118",16,"11.17","3123","新潟","秋田",FALSE,TRUE,"人数：2118人"
"119",17,"11.18","3124","新潟","秋田",FALSE,TRUE,"人数：2330人"
"120",1,"10.06","2994","富山","横浜",TRUE,FALSE,"人数：3903人"
"121",2,"10.07","2995","富山","横浜",TRUE,FALSE,"人数：3116人"
"122",3,"10.12","3004","富山","栃木",FALSE,TRUE,"人数：3796人"
"123",4,"10.13","3005","富山","栃木",FALSE,TRUE,"人数：4014人"
"124",5,"10.17","3026","富山","横浜",FALSE,TRUE,"人数：3288人"
"125",6,"10.20","3041","富山","京都",TRUE,FALSE,"人数：2220人"
"126",7,"10.21","3042","富山","京都",TRUE,FALSE,"人数：2075人"
"127",8,"10.24","3054","富山","三河",FALSE,TRUE,"人数：2170人"
"128",9,"10.27","3064","富山","秋田",TRUE,FALSE,"人数：1829人"
"129",10,"10.28","3065","富山","秋田",TRUE,FALSE,"人数：1805人"
"130",11,"11.03","3088","富山","三河",FALSE,TRUE,"人数：2468人"
"131",12,"11.04","3089","富山","三河",FALSE,TRUE,"人数：2701人"
"132",13,"11.07","3099","富山","川崎",TRUE,FALSE,"人数：1551人"
"133",14,"11.10","3115","富山","滋賀",FALSE,TRUE,"人数：2219人"
"134",15,"11.11","3116","富山","滋賀",FALSE,TRUE,"人数：2174人"
"135",16,"11.17","3131","富山","栃木",TRUE,FALSE,"人数：3800人"
"136",17,"11.18","3132","富山","栃木",TRUE,FALSE,"人数：4016人"
"137",1,"10.06","2994","横浜","富山",FALSE,TRUE,"人数：3903人"
"138",2,"10.07","2995","横浜","富山",FALSE,TRUE,"人数：3116人"
"139",3,"10.12","3016","横浜","京都",FALSE,TRUE,"人数：1458人"
"140",4,"10.13","3017","横浜","京都",FALSE,TRUE,"人数：1384人"
"141",5,"10.17","3026","横浜","富山",TRUE,FALSE,"人数：3288人"
"142",6,"10.20","3039","横浜","滋賀",TRUE,FALSE,"人数：2794人"
"143",7,"10.21","3040","横浜","滋賀",TRUE,FALSE,"人数：2691人"
"144",8,"10.24","3053","横浜","新潟",TRUE,FALSE,"人数：2242人"
"145",9,"10.27","3060","横浜","SR渋谷",FALSE,TRUE,"人数：2253人"
"146",10,"10.28","3061","横浜","SR渋谷",FALSE,TRUE,"人数：2277人"
"147",11,"11.03","3084","横浜","新潟",TRUE,FALSE,"人数：2536人"
"148",12,"11.04","3085","横浜","新潟",TRUE,FALSE,"人数：2833人"
"149",13,"11.07","3097","横浜","三遠",TRUE,FALSE,"人数：2213人"
"150",14,"11.10","3119","横浜","大阪",FALSE,TRUE,"人数：1605人"
"151",15,"11.11","3120","横浜","大阪",FALSE,TRUE,"人数：3088人"
"152",16,"11.17","3129","横浜","福岡",TRUE,FALSE,"人数：2736人"
"153",17,"11.18","3130","横浜","福岡",TRUE,FALSE,"人数：2901人"
"154",1,"10.04","2990","川崎","千葉",FALSE,TRUE,"人数：5067人"
"155",2,"10.06","2991","川崎","千葉",FALSE,TRUE,"人数：4941人"
"156",3,"10.12","3010","川崎","滋賀",TRUE,FALSE,"人数：4708人"
"157",4,"10.13","3011","川崎","滋賀",TRUE,FALSE,"人数：4815人"
"158",5,"10.17","3025","川崎","三河",TRUE,FALSE,"人数：2403人"
"159",6,"10.20","3037","川崎","A東京",FALSE,TRUE,"人数：2542人"
"160",7,"10.21","3038","川崎","A東京",FALSE,TRUE,"人数：3074人"
"161",8,"10.24","3052","川崎","三遠",TRUE,FALSE,"人数：3021人"
"162",9,"10.26","3074","川崎","琉球",FALSE,TRUE,"人数：3311人"
"163",10,"10.27","3075","川崎","琉球",FALSE,TRUE,"人数：3362人"
"164",11,"11.03","3090","川崎","大阪",FALSE,TRUE,"人数：2271人"
"165",12,"11.04","3091","川崎","大阪",FALSE,TRUE,"人数：2358人"
"166",13,"11.07","3099","川崎","富山",FALSE,TRUE,"人数：1551人"
"167",14,"11.10","3109","川崎","A東京",TRUE,FALSE,"人数：4238人"
"168",15,"11.11","3110","川崎","A東京",TRUE,FALSE,"人数：4470人"
"169",16,"11.17","3121","川崎","北海道",FALSE,TRUE,"人数：2084人"
"170",17,"11.18","3122","川崎","北海道",FALSE,TRUE,"人数：2464人"
"171",1,"10.06","2996","三遠","京都",TRUE,FALSE,"人数：2146人"
"172",2,"10.07","2997","三遠","京都",TRUE,FALSE,"人数：2139人"
"173",3,"10.13","3006","三遠","千葉",FALSE,TRUE,"人数：3890人"
"174",4,"10.14","3007","三遠","千葉",FALSE,TRUE,"人数：4222人"
"175",5,"10.17","3027","三遠","新潟",FALSE,TRUE,"人数：2957人"
"176",6,"10.20","3043","三遠","琉球",TRUE,FALSE,"人数：1436人"
"177",7,"10.21","3044","三遠","琉球",TRUE,FALSE,"人数：1985人"
"178",8,"10.24","3052","三遠","川崎",FALSE,TRUE,"人数：3021人"
"179",9,"10.27","3062","三遠","新潟",FALSE,TRUE,"人数：1952人"
"180",10,"10.28","3063","三遠","新潟",FALSE,TRUE,"人数：1958人"
"181",11,"11.03","3086","三遠","北海道",TRUE,FALSE,"人数：1531人"
"182",12,"11.04","3087","三遠","北海道",TRUE,FALSE,"人数：2705人"
"183",13,"11.07","3097","三遠","横浜",FALSE,TRUE,"人数：2213人"
"184",14,"11.10","3117","三遠","京都",FALSE,TRUE,"人数：3703人"
"185",15,"11.11","3118","三遠","京都",FALSE,TRUE,"人数：1664人"
"186",16,"11.17","3133","三遠","滋賀",TRUE,FALSE,"人数：1360人"
"187",17,"11.18","3134","三遠","滋賀",TRUE,FALSE,"人数：1803人"
"188",1,"10.06","2998","三河","名古屋D",FALSE,TRUE,"人数：3420人"
"189",2,"10.07","2999","三河","名古屋D",FALSE,TRUE,"人数：3133人"
"190",3,"10.13","3014","三河","A東京",TRUE,FALSE,"人数：2912人"
"191",4,"10.14","3015","三河","A東京",TRUE,FALSE,"人数：3002人"
"192",5,"10.17","3025","三河","川崎",FALSE,TRUE,"人数：2403人"
"193",6,"10.20","3045","三河","SR渋谷",TRUE,FALSE,"人数：2137人"
"194",7,"10.21","3046","三河","SR渋谷",TRUE,FALSE,"人数：2604人"
"195",8,"10.24","3054","三河","富山",TRUE,FALSE,"人数：2170人"
"196",9,"10.29","3068","三河","滋賀",FALSE,TRUE,"人数：1587人"
"197",10,"10.30","3069","三河","滋賀",FALSE,TRUE,"人数：1628人"
"198",11,"11.03","3088","三河","富山",TRUE,FALSE,"人数：2468人"
"199",12,"11.04","3089","三河","富山",TRUE,FALSE,"人数：2701人"
"200",13,"11.07","3098","三河","新潟",FALSE,TRUE,"人数：3129人"
"201",14,"11.10","3107","三河","SR渋谷",FALSE,TRUE,"人数：2003人"
"202",15,"11.11","3108","三河","SR渋谷",FALSE,TRUE,"人数：1952人"
"203",16,"11.16","3135","三河","名古屋D",TRUE,FALSE,"人数：3160人"
"204",17,"11.17","3136","三河","名古屋D",TRUE,FALSE,"人数：3855人"
"205",1,"10.06","2998","名古屋D","三河",TRUE,FALSE,"人数：3420人"
"206",2,"10.07","2999","名古屋D","三河",TRUE,FALSE,"人数：3133人"
"207",3,"10.12","3020","名古屋D","琉球",FALSE,TRUE,"人数：3240人"
"208",4,"10.13","3021","名古屋D","琉球",FALSE,TRUE,"人数：3261人"
"209",5,"10.17","3028","名古屋D","福岡",TRUE,FALSE,"人数：2041人"
"210",6,"10.20","3047","名古屋D","大阪",FALSE,TRUE,"人数：2484人"
"211",7,"10.21","3048","名古屋D","大阪",FALSE,TRUE,"人数：2619人"
"212",8,"10.24","3055","名古屋D","滋賀",FALSE,TRUE,"人数：1475人"
"213",9,"10.27","3066","名古屋D","福岡",TRUE,FALSE,"人数：3846人"
"214",10,"10.28","3067","名古屋D","福岡",TRUE,FALSE,"人数：4186人"
"215",11,"11.03","3076","名古屋D","秋田",FALSE,TRUE,"人数：2531人"
"216",12,"11.04","3077","名古屋D","秋田",FALSE,TRUE,"人数：2707人"
"217",13,"11.07","3100","名古屋D","滋賀",TRUE,FALSE,"人数：1640人"
"218",14,"11.10","3113","名古屋D","秋田",TRUE,FALSE,"人数：2469人"
"219",15,"11.11","3114","名古屋D","秋田",TRUE,FALSE,"人数：2534人"
"220",16,"11.16","3135","名古屋D","三河",FALSE,TRUE,"人数：3160人"
"221",17,"11.17","3136","名古屋D","三河",FALSE,TRUE,"人数：3855人"
"222",1,"10.06","3000","滋賀","新潟",TRUE,FALSE,"人数：2568人"
"223",2,"10.07","3001","滋賀","新潟",TRUE,FALSE,"人数：2480人"
"224",3,"10.12","3010","滋賀","川崎",FALSE,TRUE,"人数：4708人"
"225",4,"10.13","3011","滋賀","川崎",FALSE,TRUE,"人数：4815人"
"226",5,"10.17","3029","滋賀","大阪",TRUE,FALSE,"人数：1529人"
"227",6,"10.20","3039","滋賀","横浜",FALSE,TRUE,"人数：2794人"
"228",7,"10.21","3040","滋賀","横浜",FALSE,TRUE,"人数：2691人"
"229",8,"10.24","3055","滋賀","名古屋D",TRUE,FALSE,"人数：1475人"
"230",9,"10.29","3068","滋賀","三河",TRUE,FALSE,"人数：1587人"
"231",10,"10.30","3069","滋賀","三河",TRUE,FALSE,"人数：1628人"
"232",11,"11.03","3078","滋賀","栃木",FALSE,TRUE,"人数：3647人"
"233",12,"11.04","3079","滋賀","栃木",FALSE,TRUE,"人数：3489人"
"234",13,"11.07","3100","滋賀","名古屋D",FALSE,TRUE,"人数：1640人"
"235",14,"11.10","3115","滋賀","富山",TRUE,FALSE,"人数：2219人"
"236",15,"11.11","3116","滋賀","富山",TRUE,FALSE,"人数：2174人"
"237",16,"11.17","3133","滋賀","三遠",FALSE,TRUE,"人数：1360人"
"238",17,"11.18","3134","滋賀","三遠",FALSE,TRUE,"人数：1803人"
"239",1,"10.06","2986","大阪","北海道",FALSE,TRUE,"人数：4738人"
"240",2,"10.07","2987","大阪","北海道",FALSE,TRUE,"人数：3843人"
"241",3,"10.12","3018","大阪","福岡",TRUE,FALSE,"人数：1383人"
"242",4,"10.13","3019","大阪","福岡",TRUE,FALSE,"人数：1750人"
"243",5,"10.17","3029","大阪","滋賀",FALSE,TRUE,"人数：1529人"
"244",6,"10.20","3047","大阪","名古屋D",TRUE,FALSE,"人数：2484人"
"245",7,"10.21","3048","大阪","名古屋D",TRUE,FALSE,"人数：2619人"
"246",8,"10.24","3057","大阪","琉球",FALSE,TRUE,"人数：3146人"
"247",9,"10.27","3072","大阪","千葉",TRUE,FALSE,"人数：3765人"
"248",10,"10.28","3073","大阪","千葉",TRUE,FALSE,"人数：3845人"
"249",11,"11.03","3090","大阪","川崎",TRUE,FALSE,"人数：2271人"
"250",12,"11.04","3091","大阪","川崎",TRUE,FALSE,"人数：2358人"
"251",13,"11.07","3101","大阪","京都",FALSE,TRUE,"人数：1430人"
"252",14,"11.10","3119","大阪","横浜",TRUE,FALSE,"人数：1605人"
"253",15,"11.11","3120","大阪","横浜",TRUE,FALSE,"人数：3088人"
"254",16,"11.17","3125","大阪","千葉",FALSE,TRUE,"人数：4635人"
"255",17,"11.18","3126","大阪","千葉",FALSE,TRUE,"人数：5586人"
"256",1,"10.06","2996","京都","三遠",FALSE,TRUE,"人数：2146人"
"257",2,"10.07","2997","京都","三遠",FALSE,TRUE,"人数：2139人"
"258",3,"10.12","3016","京都","横浜",TRUE,FALSE,"人数：1458人"
"259",4,"10.13","3017","京都","横浜",TRUE,FALSE,"人数：1384人"
"260",5,"10.17","3030","京都","琉球",TRUE,FALSE,"人数：1387人"
"261",6,"10.20","3041","京都","富山",FALSE,TRUE,"人数：2220人"
"262",7,"10.21","3042","京都","富山",FALSE,TRUE,"人数：2075人"
"263",8,"10.24","3056","京都","福岡",FALSE,TRUE,"人数：1535人"
"264",9,"10.27","3070","京都","A東京",TRUE,FALSE,"人数：1792人"
"265",10,"10.28","3071","京都","A東京",TRUE,FALSE,"人数：1932人"
"266",11,"11.02","3092","京都","福岡",FALSE,TRUE,"人数：1205人"
"267",12,"11.03","3093","京都","福岡",FALSE,TRUE,"人数：1339人"
"268",13,"11.07","3101","京都","大阪",TRUE,FALSE,"人数：1430人"
"269",14,"11.10","3117","京都","三遠",TRUE,FALSE,"人数：3703人"
"270",15,"11.11","3118","京都","三遠",TRUE,FALSE,"人数：1664人"
"271",16,"11.17","3127","京都","SR渋谷",FALSE,TRUE,"人数：1984人"
"272",17,"11.18","3128","京都","SR渋谷",FALSE,TRUE,"人数：1956人"
"273",1,"10.06","3002","福岡","栃木",TRUE,FALSE,"人数：3263人"
"274",2,"10.07","3003","福岡","栃木",TRUE,FALSE,"人数：3024人"
"275",3,"10.12","3018","福岡","大阪",FALSE,TRUE,"人数：1383人"
"276",4,"10.13","3019","福岡","大阪",FALSE,TRUE,"人数：1750人"
"277",5,"10.17","3028","福岡","名古屋D",FALSE,TRUE,"人数：2041人"
"278",6,"10.20","3031","福岡","秋田",FALSE,TRUE,"人数：2475人"
"279",7,"10.21","3032","福岡","秋田",FALSE,TRUE,"人数：3179人"
"280",8,"10.24","3056","福岡","京都",TRUE,FALSE,"人数：1535人"
"281",9,"10.27","3066","福岡","名古屋D",FALSE,TRUE,"人数：3846人"
"282",10,"10.28","3067","福岡","名古屋D",FALSE,TRUE,"人数：4186人"
"283",11,"11.02","3092","福岡","京都",TRUE,FALSE,"人数：1205人"
"284",12,"11.03","3093","福岡","京都",TRUE,FALSE,"人数：1339人"
"285",13,"11.07","3102","福岡","琉球",FALSE,TRUE,"人数：3321人"
"286",14,"11.10","3103","福岡","栃木",FALSE,TRUE,"人数：4016人"
"287",15,"11.11","3104","福岡","栃木",FALSE,TRUE,"人数：3505人"
"288",16,"11.17","3129","福岡","横浜",FALSE,TRUE,"人数：2736人"
"289",17,"11.18","3130","福岡","横浜",FALSE,TRUE,"人数：2901人"
"290",1,"10.06","2988","琉球","秋田",FALSE,TRUE,"人数：3873人"
"291",2,"10.07","2989","琉球","秋田",FALSE,TRUE,"人数：3788人"
"292",3,"10.12","3020","琉球","名古屋D",TRUE,FALSE,"人数：3240人"
"293",4,"10.13","3021","琉球","名古屋D",TRUE,FALSE,"人数：3261人"
"294",5,"10.17","3030","琉球","京都",FALSE,TRUE,"人数：1387人"
"295",6,"10.20","3043","琉球","三遠",FALSE,TRUE,"人数：1436人"
"296",7,"10.21","3044","琉球","三遠",FALSE,TRUE,"人数：1985人"
"297",8,"10.24","3057","琉球","大阪",TRUE,FALSE,"人数：3146人"
"298",9,"10.26","3074","琉球","川崎",TRUE,FALSE,"人数：3311人"
"299",10,"10.27","3075","琉球","川崎",TRUE,FALSE,"人数：3362人"
"300",11,"11.02","3082","琉球","A東京",FALSE,TRUE,"人数：2363人"
"301",12,"11.03","3083","琉球","A東京",FALSE,TRUE,"人数：2936人"
"302",13,"11.07","3102","琉球","福岡",TRUE,FALSE,"人数：3321人"
"303",14,"11.10","3105","琉球","千葉",FALSE,TRUE,"人数：4648人"
"304",15,"11.11","3106","琉球","千葉",FALSE,TRUE,"人数：5423人"
"305",16,"11.17","3137","琉球","A東京",TRUE,FALSE,"人数：3558人"
"306",17,"11.18","3138","琉球","A東京",TRUE,FALSE,"人数：3467人"
