"","1Q.A","2Q.A","3Q.A","4Q.A","F.A","2POINTSFGM.A","2POINTSFGA.A","2POINTSFGR.A","3POINTSFGM.A","3POINTSFGA.A","3POINTSFGR.A","FREE-THROWSM.A","FREE-THROWSA.A","FREE-THROWSR.A","OFFENSIVEREBOUNDS.A","DEFENSIVEREBOUNDS.A","TOTALREBOUNDS.A","ASSIST.A","TURNOVER.A","STEALS.A","BLOCKS.A","FOULS.A","FASTBREAKPOINTS.A","BIGGESTLEAD.A","POINTSINTHEPAINT.A","POINTSFROMTURNOVER.A","SECONDCHANCEPOINTS.A","BIGGESTSCORINGRUN.A","1Q.B","2Q.B","3Q.B","4Q.B","F.B","2POINTSFGM.B","2POINTSFGA.B","2POINTSFGR.B","3POINTSFGM.B","3POINTSFGA.B","3POINTSFGR.B","FREE-THROWSM.B","FREE-THROWSA.B","FREE-THROWSR.B","OFFENSIVEREBOUNDS.B","DEFENSIVEREBOUNDS.B","TOTALREBOUNDS.B","ASSIST.B","TURNOVER.B","STEALS.B","BLOCKS.B","FOULS.B","FASTBREAKPOINTS.B","BIGGESTLEAD.B","POINTSINTHEPAINT.B","POINTSFROMTURNOVER.B","SECONDCHANCEPOINTS.B","BIGGESTSCORINGRUN.B","GAMEIDX","DATE","SHEDULEKEY","TEAM.A","TEAM.B","ISHOME.A","ISHOME.B","ATTENDANCE_RAW","EX1.A","EX1.B","EX2.A","EX2.B","EX3.A","EX3.B"
"270","16","17","27","29","89","18","34","52.9%","16","34","47.1%","5","8","62.5%","10","26","36","29","11","9","4","18","19","24","32","15","3","10-0(46-31)","15","14","16","20","65","20","46","43.5%","4","12","33.3%","13","16","81.3%","10","24","34","19","16","8","4","16","8","3","36","12","5","7-0(16-19)",4,"10.13","3019","大阪","福岡",TRUE,FALSE,"人数：1750人",0,0,0,0,0,0
"271","12","20","12","20","64","18","37","48.6%","7","19","36.8%","7","12","58.3%","9","29","38","20","13","5","4","8","14","9","28","9","4","11-0(46-55)","15","16","15","14","60","22","56","39.3%","3","16","18.8%","7","10","70%","18","23","41","18","8","11","2","14","7","10","26","16","10","13-0(19-12)",5,"10.17","3029","大阪","滋賀",FALSE,TRUE,"人数：1529人",0,0,0,0,0,0
"272","15","16","18","14","63","17","37","45.9%","6","19","31.6%","11","18","61.1%","5","31","36","16","14","5","1","12","4","2","24","0","8","11-0(17-15)","15","28","20","13","76","25","47","53.2%","8","18","44.4%","2","3","66.7%","2","31","33","19","9","7","1","16","9","19","38","24","4","9-0(31-46)",6,"10.20","3047","大阪","名古屋D",TRUE,FALSE,"人数：2484人",0,0,0,0,0,0
"273","13","19","21","17","70","23","52","44.2%","5","18","27.8%","9","12","75%","13","30","43","17","10","4","4","16","6","1","38","6","9","6-0(22-25)","22","21","16","21","80","19","42","45.2%","10","24","41.7%","12","14","85.7%","8","30","38","16","7","6","3","15","1","14","28","14","9","9-0(11-19)",7,"10.21","3048","大阪","名古屋D",TRUE,FALSE,"人数：2619人",0,0,0,0,0,0
"274","9","12","14","13","48","12","33","36.4%","6","24","25%","6","10","60%","8","23","31","11","14","8","0","11","4","0","18","2","7","10-0(19-17)","19","21","21","20","81","18","38","47.4%","13","28","46.4%","6","9","66.7%","14","34","48","21","12","7","3","15","8","33","30","11","15","17-0(39-19)",8,"10.24","3057","大阪","琉球",FALSE,TRUE,"人数：3146人",0,0,0,0,0,0
"275","16","20","16","17","69","18","42","42.9%","8","30","26.7%","9","17","52.9%","15","25","40","11","9","10","0","12","9","6","32","7","11","7-0(7-3)","19","15","22","24","80","23","45","51.1%","10","22","45.5%","4","7","57.1%","10","32","42","16","12","7","7","20","13","11","36","9","7","13-0(52-63)",9,"10.27","3072","大阪","千葉",TRUE,FALSE,"人数：3765人",0,0,0,0,0,0
"276","16","18","11","18","63","20","37","54.1%","3","22","13.6%","14","22","63.6%","12","21","33","16","10","9","3","13","12","5","28","13","11","8-0(32-27)","20","11","29","17","77","22","43","51.2%","8","20","40%","9","12","75%","13","28","41","25","12","6","3","20","11","18","36","11","13","11-0(34-40)",10,"10.28","3073","大阪","千葉",TRUE,FALSE,"人数：3845人",0,0,0,0,0,0
"277","24","17","11","27","79","29","48","60.4%","3","19","15.8%","12","18","66.7%","13","20","33","12","14","8","4","15","8","4","50","14","13","9-0(67-74)","24","21","19","16","80","33","51","64.7%","2","10","20%","8","12","66.7%","7","26","33","22","13","11","0","15","3","16","46","20","7","8-0(49-60)",11,"11.03","3090","大阪","川崎",TRUE,FALSE,"人数：2271人",0,0,0,0,0,0
"278","22","18","20","20","80","22","42","52.4%","11","31","35.5%","3","4","75%","13","19","32","25","9","8","4","17","10","10","32","15","11","9-0(11-4)","15","21","21","26","83","25","43","58.1%","8","15","53.3%","9","15","60%","8","27","35","15","14","6","1","10","2","7","44","14","11","10-0(75-82)",12,"11.04","3091","大阪","川崎",TRUE,FALSE,"人数：2358人",0,0,0,0,0,0
"279","19","14","13","19","65","21","40","52.5%","4","20","20%","11","19","57.9%","7","31","38","15","15","4","3","17","10","6","24","9","12","7-0(17-16)","21","16","19","22","78","26","48","54.2%","4","15","26.7%","14","20","70%","6","30","36","24","11","10","3","15","7","19","40","12","6","11-0(43-33)",13,"11.07","3101","大阪","京都",FALSE,TRUE,"人数：1430人",0,0,0,0,0,0
"280","16","21","21","28","86","23","49","46.9%","8","19","42.1%","16","19","84.2%","11","34","45","19","12","5","8","15","8","5","44","13","14","8-0(63-58)","24","22","12","23","81","23","53","43.4%","9","23","39.1%","8","14","57.1%","13","28","41","17","8","6","4","20","10","16","32","12","10","12-0(16-29)",14,"11.10","3119","大阪","横浜",TRUE,FALSE,"人数：1605人",0,0,0,0,0,0
"281","17","26","17","18","78","25","50","50%","6","16","37.5%","10","14","71.4%","7","33","40","16","12","6","5","13","11","14","44","16","9","9-0(26-25)","21","12","19","16","68","28","67","41.8%","2","11","18.2%","6","10","60%","17","30","47","15","9","8","2","17","10","8","40","12","14","7-0(9-15)",15,"11.11","3120","大阪","横浜",TRUE,FALSE,"人数：3088人",0,0,0,0,0,0
"282","11","17","15","15","58","15","30","50%","5","16","31.3%","13","19","68.4%","3","24","27","14","24","6","2","15","2","2","22","6","3","6-0(26-15)","26","22","22","18","88","32","49","65.3%","7","17","41.2%","3","11","27.3%","6","24","30","26","10","13","2","19","19","30","54","31","5","15-0(20-6)",16,"11.17","3125","大阪","千葉",FALSE,TRUE,"人数：4635人",0,0,0,0,0,0
"283","20","14","12","13","59","16","40","40%","3","14","21.4%","18","24","75%","11","23","34","11","20","8","3","14","5","3","28","15","9","7-0(11-14)","23","12","26","20","81","21","42","50%","11","20","55%","6","12","50%","11","27","38","20","15","13","4","22","13","23","28","18","8","9-0(57-44)",17,"11.18","3126","大阪","千葉",FALSE,TRUE,"人数：5586人",0,0,0,0,0,0
"284","22","25","18","16","81","15","37","40.5%","12","18","66.7%","15","23","65.2%","11","21","32","21","13","8","4","17","3","20","24","18","10","15-0(20-6)","16","15","17","22","70","21","44","47.7%","5","21","23.8%","13","15","86.7%","19","20","39","18","14","10","0","18","5","1","30","15","12","10-0(20-16)",18,"11.23","3153","大阪","北海道",TRUE,FALSE,"人数：2222人",0,0,0,0,0,0
"285","23","20","20","27","90","18","34","52.9%","13","24","54.2%","15","22","68.2%","6","27","33","24","14","9","3","20","10","22","20","10","4","8-0(23-11)","11","11","20","34","76","25","47","53.2%","5","17","29.4%","11","17","64.7%","9","24","33","21","15","10","1","21","9","0","40","18","10","5-0(15-11)",19,"11.24","3154","大阪","北海道",TRUE,FALSE,"人数：1872人",0,0,0,0,0,0
"286","9","25","20","10","64","20","42","47.6%","5","14","35.7%","9","11","81.8%","5","25","30","11","15","4","5","15","4","2","34","5","3","11-0(41-34)","22","21","17","17","77","21","47","44.7%","9","22","40.9%","8","12","66.7%","14","26","40","23","8","11","1","15","11","18","38","21","9","9-0(22-9)",1,"10.06","2996","京都","三遠",FALSE,TRUE,"人数：2146人",0,0,0,0,0,0
"287","22","23","22","26","93","23","38","60.5%","9","21","42.9%","20","28","71.4%","6","20","26","18","8","7","4","13","15","8","42","15","8","8-0(82-89)","25","16","21","26","88","30","50","60%","7","15","46.7%","7","9","77.8%","10","25","35","19","14","4","1","24","8","7","52","10","9","7-0(19-13)",2,"10.07","2997","京都","三遠",FALSE,TRUE,"人数：2139人",0,0,0,0,0,0
"288","31","14","21","18","84","22","34","64.7%","11","33","33.3%","7","10","70%","8","25","33","24","11","4","5","12","9","25","34","16","10","21-0(35-10)","10","26","17","27","80","24","43","55.8%","9","24","37.5%","5","11","45.5%","11","27","38","22","11","8","2","17","12","0","38","16","8","13-0(43-36)",3,"10.12","3016","京都","横浜",TRUE,FALSE,"人数：1458人",0,0,0,0,0,0
"289","19","25","17","26","87","21","30","70%","11","28","39.3%","12","14","85.7%","5","25","30","27","11","6","3","15","0","9","34","5","5","9-0(19-13)","18","20","22","21","81","22","44","50%","10","28","35.7%","7","8","87.5%","15","22","37","20","10","5","2","18","12","3","30","11","12","7-0(76-75)",4,"10.13","3017","京都","横浜",TRUE,FALSE,"人数：1384人",0,0,0,0,0,0
"290","18","22","28","26","94","23","34","67.6%","9","27","33.3%","21","25","84%","4","22","26","24","10","11","4","20","6","6","34","12","6","9-0(52-53)","23","25","22","19","89","22","39","56.4%","9","24","37.5%","18","19","94.7%","10","28","38","23","15","7","4","20","6","10","34","16","9","7-0(33-40)",5,"10.17","3030","京都","琉球",TRUE,FALSE,"人数：1387人",0,0,0,0,0,0
"291","26","11","22","12","71","14","27","51.9%","11","37","29.7%","10","14","71.4%","11","25","36","19","15","6","4","17","19","14","20","15","10","9-0(10-23)","15","29","22","24","90","24","55","43.6%","9","20","45%","15","20","75%","19","29","48","29","10","9","2","15","9","22","44","14","14","13-0(42-34)",6,"10.20","3041","京都","富山",FALSE,TRUE,"人数：2220人",0,0,0,0,0,0
"292","12","21","18","13","64","16","31","51.6%","6","26","23.1%","14","20","70%","7","21","28","15","13","6","1","13","4","0","26","5","4","7-0(67-51)","27","19","25","24","95","29","54","53.7%","10","18","55.6%","7","9","77.8%","13","30","43","22","10","9","2","18","12","33","52","25","17","12-0(85-54)",7,"10.21","3042","京都","富山",FALSE,TRUE,"人数：2075人",0,0,0,0,0,0
"293","23","24","13","21","81","18","36","50%","11","28","39.3%","12","13","92.3%","6","23","29","22","13","10","1","16","12","11","24","26","5","7-0(32-37)","21","19","15","17","72","20","37","54.1%","6","17","35.3%","14","21","66.7%","9","29","38","22","21","10","1","13","4","3","30","13","9","5-0(23-23)",8,"10.24","3056","京都","福岡",FALSE,TRUE,"人数：1535人",0,0,0,0,0,0
"294","11","11","28","17","67","20","35","57.1%","6","20","30%","9","14","64.3%","7","24","31","15","12","5","5","10","2","0","32","7","7","9-0(31-37)","24","13","15","25","77","27","56","48.2%","5","15","33.3%","8","9","88.9%","16","27","43","19","8","6","1","20","10","15","38","15","18","8-0(3-12)",9,"10.27","3070","京都","A東京",TRUE,FALSE,"人数：1792人",0,0,0,0,0,0
"295","25","20","19","15","79","20","34","58.8%","10","19","52.6%","9","10","90%","4","26","30","22","12","4","0","11","2","24","30","12","3","12-0(52-28)","15","13","16","26","70","24","48","50%","6","20","30%","4","8","50%","13","18","31","14","9","9","1","17","13","2","36","16","19","10-0(68-59)",10,"10.28","3071","京都","A東京",TRUE,FALSE,"人数：1932人",0,0,0,0,0,0
"296","26","11","22","24","98","21","43","48.8%","10","39","25.6%","26","41","63.4%","21","26","47","17","6","9","1","21","9","17","36","24","28","15-0(38-48)","15","23","21","24","95","25","53","47.2%","8","15","53.3%","21","32","65.6%","12","36","48","18","16","5","2","29","10","11","34","7","17","10-0(38-33)",11,"11.02","3092","京都","福岡",FALSE,TRUE,"人数：1205人",15,12,0,0,0,0
"297","9","12","15","11","47","12","42","28.6%","5","23","21.7%","8","11","72.7%","9","19","28","7","10","5","1","13","2","0","22","2","8","5-0(63-26)","26","28","27","19","100","25","40","62.5%","13","31","41.9%","11","15","73.3%","14","40","54","28","8","6","2","17","8","54","40","15","23","19-0(63-21)",12,"11.03","3093","京都","福岡",FALSE,TRUE,"人数：1339人",0,0,0,0,0,0
"298","21","16","19","22","78","26","48","54.2%","4","15","26.7%","14","20","70%","6","30","36","24","11","10","3","15","7","19","40","12","6","11-0(43-33)","19","14","13","19","65","21","40","52.5%","4","20","20%","11","19","57.9%","7","31","38","15","15","4","3","17","10","6","24","9","12","7-0(17-16)",13,"11.07","3101","京都","大阪",TRUE,FALSE,"人数：1430人",0,0,0,0,0,0
"299","19","13","28","20","80","24","44","54.5%","5","15","33.3%","17","21","81%","4","29","33","17","10","7","5","12","7","7","44","10","4","11-0(41-40)","21","19","16","20","76","20","48","41.7%","11","27","40.7%","3","4","75%","15","27","42","19","12","2","3","22","4","10","34","5","9","8-0(23-31)",14,"11.10","3117","京都","三遠",TRUE,FALSE,"人数：3703人",0,0,0,0,0,0
"300","14","12","17","22","65","22","49","44.9%","3","11","27.3%","12","19","63.2%","7","27","34","16","13","5","3","15","5","2","36","3","11","9-0(45-56)","18","21","17","22","78","25","48","52.1%","7","15","46.7%","7","9","77.8%","5","33","38","29","12","4","2","19","13","20","36","14","6","7-0(6-16)",15,"11.11","3118","京都","三遠",TRUE,FALSE,"人数：1664人",0,0,0,0,0,0
"301","18","17","11","19","65","20","46","43.5%","7","21","33.3%","4","7","57.1%","5","33","38","20","15","8","2","16","18","13","32","11","5","14-0(7-20)","7","16","19","22","64","25","55","45.5%","2","15","13.3%","8","15","53.3%","10","37","47","15","15","12","1","16","19","2","42","16","3","9-0(32-35)",16,"11.17","3127","京都","SR渋谷",FALSE,TRUE,"人数：1984人",0,0,0,0,0,0
"302","20","23","26","9","78","24","44","54.5%","7","19","36.8%","9","10","90%","6","25","31","21","11","6","3","19","12","2","38","7","7","7-0(63-58)","28","21","20","16","85","16","38","42.1%","12","26","46.2%","17","20","85%","10","27","37","26","11","7","2","15","10","13","26","12","8","9-0(85-76)",17,"11.18","3128","京都","SR渋谷",FALSE,TRUE,"人数：1956人",0,0,0,0,0,0
"303","29","21","14","23","87","23","36","63.9%","11","26","42.3%","8","9","88.9%","7","26","33","23","9","2","7","16","4","24","40","4","7","8-0(0-8)","17","14","25","29","85","24","55","43.6%","10","20","50%","7","14","50%","16","19","35","15","4","4","4","13","10","2","36","13","16","11-0(82-80)",18,"11.23","3141","京都","A東京",FALSE,TRUE,"人数：3006人",0,0,0,0,0,0
"304","19","20","21","22","82","18","34","52.9%","11","28","39.3%","13","14","92.9%","4","20","24","16","8","3","3","11","5","0","32","11","5","13-0(44-39)","25","23","19","18","85","33","48","68.8%","4","22","18.2%","7","8","87.5%","11","29","40","26","8","6","2","15","14","19","48","15","12","11-0(13-2)",19,"11.24","3142","京都","A東京",FALSE,TRUE,"人数：2663人",0,0,0,0,0,0
"305","26","12","12","17","67","19","36","52.8%","8","17","47.1%","5","10","50%","4","30","34","25","19","5","4","17","7","15","28","5","4","7-0(22-7)","15","28","22","14","79","23","48","47.9%","8","27","29.6%","9","15","60%","15","25","40","28","6","11","4","13","10","16","38","27","13","17-0(27-35)",1,"10.06","3002","福岡","栃木",TRUE,FALSE,"人数：3263人",0,0,0,0,0,0
"306","15","21","18","19","73","20","34","58.8%","7","15","46.7%","12","17","70.6%","5","29","34","24","17","2","1","22","5","1","34","3","6","12-0(32-32)","19","19","25","19","82","20","40","50%","10","30","33.3%","12","16","75%","12","19","31","26","3","8","4","19","8","13","28","20","12","8-0(39-48)",2,"10.07","3003","福岡","栃木",TRUE,FALSE,"人数：3024人",0,0,0,0,0,0
"307","12","16","11","17","56","19","39","48.7%","5","18","27.8%","3","7","42.9%","9","29","38","11","20","6","5","19","0","6","26","4","10","11-0(19-25)","13","19","18","23","73","18","42","42.9%","9","25","36%","10","20","50%","14","26","40","20","8","8","1","14","11","18","28","21","15","13-0(32-25)",3,"10.12","3018","福岡","大阪",FALSE,TRUE,"人数：1383人",0,0,0,0,0,0
"308","15","14","16","20","65","20","46","43.5%","4","12","33.3%","13","16","81.3%","10","24","34","19","16","8","4","16","8","3","36","12","5","7-0(16-19)","16","17","27","29","89","18","34","52.9%","16","34","47.1%","5","8","62.5%","10","26","36","29","11","9","4","18","19","24","32","15","3","10-0(46-31)",4,"10.13","3019","福岡","大阪",FALSE,TRUE,"人数：1750人",0,0,0,0,0,0
"309","17","14","21","24","76","25","55","45.5%","6","20","30%","8","10","80%","16","24","40","17","11","6","2","17","5","0","42","14","19","8-0(69-55)","29","16","24","20","89","19","40","47.5%","12","21","57.1%","15","21","71.4%","10","28","38","18","11","6","2","11","6","25","30","10","8","8-0(11-2)",5,"10.17","3028","福岡","名古屋D",FALSE,TRUE,"人数：2041人",0,0,0,0,0,0
"310","15","18","21","17","71","21","46","45.7%","6","16","37.5%","11","16","68.8%","10","24","34","17","17","11","3","24","8","6","36","19","7","8-0(7-8)","13","20","26","13","72","22","47","46.8%","4","14","28.6%","16","26","61.5%","15","25","40","16","20","12","8","20","22","11","38","21","6","10-0(46-35)",6,"10.20","3031","福岡","秋田",FALSE,TRUE,"人数：2475人",0,0,0,0,0,0
"311","7","17","16","13","53","18","43","41.9%","3","17","17.6%","8","16","50%","13","23","36","15","17","11","3","18","10","0","26","18","2","9-0(61-53)","19","16","17","21","73","17","41","41.5%","8","22","36.4%","15","18","83.3%","15","29","44","20","15","7","4","21","5","20","34","18","12","17-0(17-0)",7,"10.21","3032","福岡","秋田",FALSE,TRUE,"人数：3179人",0,0,0,0,0,0
"312","21","19","15","17","72","20","37","54.1%","6","17","35.3%","14","21","66.7%","9","29","38","22","21","10","1","13","4","3","30","13","9","5-0(23-23)","23","24","13","21","81","18","36","50%","11","28","39.3%","12","13","92.3%","6","23","29","22","13","10","1","16","12","11","24","26","5","7-0(32-37)",8,"10.24","3056","福岡","京都",TRUE,FALSE,"人数：1535人",0,0,0,0,0,0
"313","21","10","24","23","78","29","54","53.7%","3","19","15.8%","11","13","84.6%","13","25","38","17","8","5","1","21","2","5","54","9","18","13-0(81-73)","33","24","15","18","90","18","27","66.7%","13","39","33.3%","15","18","83.3%","10","29","39","22","9","4","1","20","13","27","30","4","8","12-0(52-29)",9,"10.27","3066","福岡","名古屋D",FALSE,TRUE,"人数：3846人",0,0,0,0,0,0
"314","18","24","20","26","88","23","38","60.5%","8","19","42.1%","18","23","78.3%","3","25","28","19","13","4","4","19","9","10","44","13","4","10-0(33-42)","21","12","30","28","91","16","35","45.7%","14","33","42.4%","17","20","85%","12","25","37","23","11","9","0","22","12","9","26","12","13","10-0(13-8)",10,"10.28","3067","福岡","名古屋D",FALSE,TRUE,"人数：4186人",0,0,0,0,0,0
"315","15","23","21","24","95","25","53","47.2%","8","15","53.3%","21","32","65.6%","12","36","48","18","16","5","2","29","10","11","34","7","17","10-0(38-33)","26","11","22","24","98","21","43","48.8%","10","39","25.6%","26","41","63.4%","21","26","47","17","6","9","1","21","9","17","36","24","28","15-0(38-48)",11,"11.02","3092","福岡","京都",TRUE,FALSE,"人数：1205人",12,15,0,0,0,0
"316","26","28","27","19","100","25","40","62.5%","13","31","41.9%","11","15","73.3%","14","40","54","28","8","6","2","17","8","54","40","15","23","19-0(63-21)","9","12","15","11","47","12","42","28.6%","5","23","21.7%","8","11","72.7%","9","19","28","7","10","5","1","13","2","0","22","2","8","5-0(63-26)",12,"11.03","3093","福岡","京都",TRUE,FALSE,"人数：1339人",0,0,0,0,0,0
"317","25","15","21","16","77","22","43","51.2%","7","20","35%","12","17","70.6%","12","30","42","20","14","5","3","18","2","23","24","12","15","15-0(4-17)","10","19","13","31","73","21","44","47.7%","6","28","21.4%","13","18","72.2%","13","23","36","23","6","9","1","22","12","2","34","10","14","9-0(51-63)",13,"11.07","3102","福岡","琉球",FALSE,TRUE,"人数：3321人",0,0,0,0,0,0
"318","17","14","20","14","65","22","44","50%","5","17","29.4%","6","8","75%","10","21","31","13","15","5","7","9","0","6","42","3","9","7-0(77-53)","26","28","23","20","97","26","46","56.5%","12","29","41.4%","9","10","90%","16","26","42","28","7","8","2","14","23","37","46","21","14","12-0(62-31)",14,"11.10","3103","福岡","栃木",FALSE,TRUE,"人数：4016人",0,0,0,0,0,0
"319","15","13","15","23","66","22","43","51.2%","4","13","30.8%","10","16","62.5%","5","22","27","11","10","4","2","10","8","0","42","9","6","9-0(83-66)","22","29","21","14","86","22","41","53.7%","11","27","40.7%","9","12","75%","13","28","41","21","11","7","5","15","10","30","30","18","13","13-0(44-24)",15,"11.11","3104","福岡","栃木",FALSE,TRUE,"人数：3505人",0,0,0,0,0,0
"320","13","20","19","26","78","23","40","57.5%","7","15","46.7%","11","18","61.1%","7","26","33","24","20","9","2","17","12","8","40","22","2","10-0(68-76)","14","17","20","20","71","20","42","47.6%","7","25","28%","10","14","71.4%","15","23","38","19","19","11","1","20","11","7","26","23","13","8-0(20-13)",16,"11.17","3129","福岡","横浜",FALSE,TRUE,"人数：2736人",0,0,0,0,0,0
"321","13","16","17","27","73","23","50","46%","2","11","18.2%","21","30","70%","11","26","37","18","19","9","2","24","10","0","40","11","6","12-0(76-60)","29","19","22","15","85","22","54","40.7%","8","19","42.1%","17","26","65.4%","20","29","49","21","17","14","4","25","21","28","36","16","13","11-0(59-31)",17,"11.18","3130","福岡","横浜",FALSE,TRUE,"人数：2901人",0,0,0,0,0,0
"322","23","10","20","18","71","15","45","33.3%","11","24","45.8%","8","14","57.1%","10","38","48","20","7","3","1","15","10","14","26","7","8","9-0(9-0)","14","23","16","15","68","26","44","59.1%","4","28","14.3%","4","8","50%","7","35","42","21","4","2","2","14","12","6","50","7","4","12-0(23-21)",18,"11.23","3155","福岡","新潟",TRUE,FALSE,"人数：1731人",0,0,0,0,0,0
"323","15","9","28","17","69","18","37","48.6%","8","22","36.4%","9","10","90%","9","36","45","18","15","2","1","14","5","7","32","5","12","9-0(37-37)","13","22","15","23","73","17","31","54.8%","10","33","30.3%","9","12","75%","3","24","27","20","4","6","4","8","3","11","30","16","0","12-0(19-28)",19,"11.24","3156","福岡","新潟",TRUE,FALSE,"人数：1426人",0,0,0,0,0,0
"324","18","17","20","29","84","25","35","71.4%","5","17","29.4%","19","29","65.5%","5","28","33","25","15","7","2","22","13","21","46","12","5","12-0(7-16)","18","5","20","24","67","21","48","43.8%","4","14","28.6%","13","22","59.1%","10","23","33","17","14","10","3","30","12","3","34","16","14","6-0(18-18)",1,"10.06","2988","琉球","秋田",FALSE,TRUE,"人数：3873人",0,0,0,0,0,0
"325","17","24","19","11","71","13","32","40.6%","8","27","29.6%","21","28","75%","15","30","45","15","13","10","4","22","7","16","22","13","12","12-0(17-28)","17","10","20","19","66","11","28","39.3%","11","35","31.4%","11","17","64.7%","14","26","40","19","17","6","6","28","5","7","20","16","18","6-0(13-6)",2,"10.07","2989","琉球","秋田",FALSE,TRUE,"人数：3788人",0,0,0,0,0,0
"326","20","25","20","23","88","24","43","55.8%","11","21","52.4%","7","9","77.8%","12","26","38","21","11","2","2","18","8","10","38","8","15","13-0(13-3)","17","24","22","24","87","23","37","62.2%","11","32","34.4%","8","15","53.3%","11","17","28","24","4","6","1","13","11","3","32","15","12","10-0(49-51)",3,"10.12","3020","琉球","名古屋D",TRUE,FALSE,"人数：3240人",0,0,0,0,0,0
"327","21","21","22","15","79","22","43","51.2%","9","24","37.5%","8","11","72.7%","14","28","42","23","8","4","2","19","5","16","32","15","9","8-0(60-45)","14","24","12","18","68","17","39","43.6%","8","19","42.1%","10","12","83.3%","5","24","29","19","8","5","2","16","5","0","30","7","5","7-0(11-9)",4,"10.13","3021","琉球","名古屋D",TRUE,FALSE,"人数：3261人",0,0,0,0,0,0
"328","23","25","22","19","89","22","39","56.4%","9","24","37.5%","18","19","94.7%","10","28","38","23","15","7","4","20","6","10","34","16","9","7-0(33-40)","18","22","28","26","94","23","34","67.6%","9","27","33.3%","21","25","84%","4","22","26","24","10","11","4","20","6","6","34","12","6","9-0(52-53)",5,"10.17","3030","琉球","京都",FALSE,TRUE,"人数：1387人",0,0,0,0,0,0
"329","22","18","30","26","96","29","45","64.4%","7","18","38.9%","17","20","85%","11","33","44","24","9","6","3","16","10","33","32","10","10","12-0(42-59)","23","15","12","13","63","24","52","46.2%","3","16","18.8%","6","9","66.7%","11","16","27","19","8","7","0","23","6","5","38","10","7","8-0(13-8)",6,"10.20","3043","琉球","三遠",FALSE,TRUE,"人数：1436人",0,0,0,0,0,0
"330","26","19","22","24","91","27","51","52.9%","7","21","33.3%","16","19","84.2%","12","29","41","17","7","6","1","20","7","32","38","17","13","8-0(13-26)","17","10","13","20","60","25","52","48.1%","1","10","10%","7","13","53.8%","9","27","36","12","15","1","3","21","2","3","38","3","9","6-0(46-69)",7,"10.21","3044","琉球","三遠",FALSE,TRUE,"人数：1985人",0,0,0,0,0,0
"331","19","21","21","20","81","18","38","47.4%","13","28","46.4%","6","9","66.7%","14","34","48","21","12","7","3","15","8","33","30","11","15","17-0(39-19)","9","12","14","13","48","12","33","36.4%","6","24","25%","6","10","60%","8","23","31","11","14","8","0","11","4","0","18","2","7","10-0(19-17)",8,"10.24","3057","琉球","大阪",TRUE,FALSE,"人数：3146人",0,0,0,0,0,0
"332","29","5","17","17","68","18","31","58.1%","8","27","29.6%","8","12","66.7%","10","31","41","14","14","3","1","16","8","25","28","9","7","13-0(27-5)","6","19","14","21","60","21","48","43.8%","3","15","20%","9","11","81.8%","8","23","31","11","7","8","0","13","8","0","40","15","8","13-0(31-19)",9,"10.26","3074","琉球","川崎",TRUE,FALSE,"人数：3311人",0,0,0,0,0,0
"333","16","28","9","19","72","20","46","43.5%","8","22","36.4%","8","10","80%","11","27","38","20","7","8","2","14","7","6","32","10","14","8-0(44-39)","23","16","24","12","75","21","37","56.8%","8","21","38.1%","9","12","75%","4","30","34","19","8","4","1","10","2","12","36","10","5","17-0(49-61)",10,"10.27","3075","琉球","川崎",TRUE,FALSE,"人数：3362人",0,0,0,0,0,0
"334","26","15","14","12","67","20","44","45.5%","8","16","50%","3","3","100%","9","36","45","24","12","3","3","18","6","23","20","11","2","12-0(8-26)","10","17","12","14","53","17","45","37.8%","2","16","12.5%","13","17","76.5%","8","23","31","11","5","5","3","10","4","0","16","11","6","9-0(27-41)",11,"11.02","3082","琉球","A東京",FALSE,TRUE,"人数：2363人",0,0,0,0,0,0
"335","18","13","24","20","75","18","34","52.9%","10","26","38.5%","9","11","81.8%","5","25","30","17","7","7","2","18","2","10","26","9","5","6-0(5-13)","15","19","13","22","69","23","40","57.5%","4","19","21.1%","11","15","73.3%","9","27","36","20","11","0","1","19","0","5","30","6","8","7-0(12-13)",12,"11.03","3083","琉球","A東京",FALSE,TRUE,"人数：2936人",0,0,0,0,0,0
"336","10","19","13","31","73","21","44","47.7%","6","28","21.4%","13","18","72.2%","13","23","36","23","6","9","1","22","12","2","34","10","14","9-0(51-63)","25","15","21","16","77","22","43","51.2%","7","20","35%","12","17","70.6%","12","30","42","20","14","5","3","18","2","23","24","12","15","15-0(4-17)",13,"11.07","3102","琉球","福岡",TRUE,FALSE,"人数：3321人",0,0,0,0,0,0
"337","22","23","22","19","86","23","45","51.1%","11","23","47.8%","7","10","70%","11","24","35","22","9","7","3","19","6","17","44","15","10","9-0(56-69)","25","14","17","28","84","18","31","58.1%","12","32","37.5%","12","15","80%","10","24","34","19","11","8","2","13","10","9","26","14","14","10-0(47-45)",14,"11.10","3105","琉球","千葉",FALSE,TRUE,"人数：4648人",0,0,0,0,0,0
