"","1Q.A","2Q.A","3Q.A","4Q.A","F.A","2POINTSFGM.A","2POINTSFGA.A","2POINTSFGR.A","3POINTSFGM.A","3POINTSFGA.A","3POINTSFGR.A","FREE-THROWSM.A","FREE-THROWSA.A","FREE-THROWSR.A","OFFENSIVEREBOUNDS.A","DEFENSIVEREBOUNDS.A","TOTALREBOUNDS.A","ASSIST.A","TURNOVER.A","STEALS.A","BLOCKS.A","FOULS.A","FASTBREAKPOINTS.A","BIGGESTLEAD.A","POINTSINTHEPAINT.A","POINTSFROMTURNOVER.A","SECONDCHANCEPOINTS.A","BIGGESTSCORINGRUN.A","1Q.B","2Q.B","3Q.B","4Q.B","F.B","2POINTSFGM.B","2POINTSFGA.B","2POINTSFGR.B","3POINTSFGM.B","3POINTSFGA.B","3POINTSFGR.B","FREE-THROWSM.B","FREE-THROWSA.B","FREE-THROWSR.B","OFFENSIVEREBOUNDS.B","DEFENSIVEREBOUNDS.B","TOTALREBOUNDS.B","ASSIST.B","TURNOVER.B","STEALS.B","BLOCKS.B","FOULS.B","FASTBREAKPOINTS.B","BIGGESTLEAD.B","POINTSINTHEPAINT.B","POINTSFROMTURNOVER.B","SECONDCHANCEPOINTS.B","BIGGESTSCORINGRUN.B","GAMEIDX","DATE","SHEDULEKEY","TEAM.A","TEAM.B","ISHOME.A","ISHOME.B","ATTENDANCE_RAW","EX1.A","EX1.B","EX2.A","EX2.B","EX3.A","EX3.B"
"65","17","15","20","9","61","19","50","38%","5","14","35.7%","8","13","61.5%","7","27","34","15","6","6","5","21","4","10","32","6","5","9-0(9-2)","14","16","14","18","62","18","48","37.5%","3","13","23.1%","17","21","81%","12","34","46","17","8","2","3","13","6","2","20","3","12","7-0(61-62)",8,"10.24","3051","SR渋谷","A東京",TRUE,FALSE,"人数：2118人",0,0,0,0,0,0
"66","21","21","12","25","79","29","54","53.7%","5","20","25%","6","10","60%","8","29","37","23","10","4","4","27","6","11","50","4","4","7-0(30-22)","19","17","21","27","84","22","50","44%","5","14","35.7%","25","32","78.1%","10","31","41","11","9","7","1","12","6","8","36","7","12","6-0(51-52)",9,"10.27","3060","SR渋谷","横浜",TRUE,FALSE,"人数：2253人",0,0,0,0,0,0
"67","17","19","16","25","77","24","40","60%","3","25","12%","20","25","80%","15","32","47","24","13","7","1","16","13","5","30","13","7","10-0(62-59)","26","25","6","16","73","20","45","44.4%","10","27","37%","3","7","42.9%","12","25","37","20","14","6","3","25","10","22","30","11","8","11-0(24-46)",10,"10.28","3061","SR渋谷","横浜",TRUE,FALSE,"人数：2277人",0,0,0,0,0,0
"68","21","22","17","17","83","25","47","53.2%","6","19","31.6%","15","15","100%","8","32","40","21","15","5","0","23","12","12","38","14","9","8-0(48-60)","19","20","18","20","85","22","42","52.4%","8","27","29.6%","17","26","65.4%","12","25","37","21","9","8","3","13","4","3","34","13","12","11-0(59-60)",11,"11.03","3080","SR渋谷","千葉",FALSE,TRUE,"人数：4831人",6,8,0,0,0,0
"69","23","8","24","15","70","14","34","41.2%","10","20","50%","12","13","92.3%","5","21","26","14","15","6","2","22","6","7","18","19","4","7-0(42-38)","21","21","12","24","78","17","30","56.7%","9","23","39.1%","17","22","77.3%","10","24","34","18","15","8","2","16","0","11","28","13","11","11-0(37-27)",12,"11.04","3081","SR渋谷","千葉",FALSE,TRUE,"人数：5226人",0,0,0,0,0,0
"70","26","23","24","18","91","30","51","58.8%","4","11","36.4%","19","22","86.4%","8","23","31","20","6","11","2","17","10","27","48","25","15","7-0(22-41)","10","25","15","22","72","19","42","45.2%","5","21","23.8%","19","22","86.4%","17","20","37","21","16","2","2","20","5","0","28","8","8","7-0(21-32)",13,"11.07","3094","SR渋谷","北海道",FALSE,TRUE,"人数：3008人",0,0,0,0,0,0
"71","10","15","22","29","76","26","48","54.2%","4","16","25%","12","17","70.6%","8","27","35","17","7","5","3","13","15","6","40","12","8","9-0(49-51)","16","18","17","20","71","22","50","44%","7","18","38.9%","6","8","75%","11","27","38","16","9","3","0","18","0","12","36","6","8","6-0(4-10)",14,"11.10","3107","SR渋谷","三河",TRUE,FALSE,"人数：2003人",0,0,0,0,0,0
"72","19","19","21","22","81","31","55","56.4%","4","11","36.4%","7","12","58.3%","12","30","42","21","8","3","5","14","6","9","42","4","9","8-0(54-47)","16","19","18","26","79","25","48","52.1%","9","23","39.1%","2","6","33.3%","10","20","30","26","4","6","3","11","4","4","40","12","13","8-0(19-20)",15,"11.11","3108","SR渋谷","三河",TRUE,FALSE,"人数：1952人",0,0,0,0,0,0
"73","7","16","19","22","64","25","55","45.5%","2","15","13.3%","8","15","53.3%","10","37","47","15","15","12","1","16","19","2","42","16","3","9-0(32-35)","18","17","11","19","65","20","46","43.5%","7","21","33.3%","4","7","57.1%","5","33","38","20","15","8","2","16","18","13","32","11","5","14-0(7-20)",16,"11.17","3127","SR渋谷","京都",TRUE,FALSE,"人数：1984人",0,0,0,0,0,0
"74","28","21","20","16","85","16","38","42.1%","12","26","46.2%","17","20","85%","10","27","37","26","11","7","2","15","10","13","26","12","8","9-0(85-76)","20","23","26","9","78","24","44","54.5%","7","19","36.8%","9","10","90%","6","25","31","21","11","6","3","19","12","2","38","7","7","7-0(63-58)",17,"11.18","3128","SR渋谷","京都",TRUE,FALSE,"人数：1956人",0,0,0,0,0,0
"75","21","21","23","22","87","25","44","56.8%","6","14","42.9%","19","27","70.4%","9","34","43","26","10","4","7","16","12","29","40","5","6","9-0(32-51)","19","11","19","9","58","20","46","43.5%","4","26","15.4%","6","13","46.2%","16","21","37","22","9","3","2","26","2","2","24","13","14","5-0(9-7)",18,"11.23","3151","SR渋谷","滋賀",FALSE,TRUE,"人数：2094人",0,0,0,0,0,0
"76","19","23","21","18","81","27","49","55.1%","6","18","33.3%","9","13","69.2%","10","23","33","21","6","4","1","14","7","9","40","14","12","16-0(52-55)","25","27","12","14","78","23","45","51.1%","8","26","30.8%","8","11","72.7%","16","26","42","22","9","2","2","13","12","14","30","6","16","13-0(17-4)",19,"11.24","3152","SR渋谷","滋賀",FALSE,TRUE,"人数：2022人",0,0,0,0,0,0
"77","13","26","13","21","73","27","52","51.9%","2","13","15.4%","13","17","76.5%","8","28","36","17","7","5","4","8","10","7","32","11","8","8-0(23-16)","14","24","11","22","71","24","49","49%","6","18","33.3%","5","5","100%","9","30","39","19","9","2","5","20","3","4","28","8","13","6-0(61-61)",1,"10.06","2992","A東京","SR渋谷",TRUE,FALSE,"人数：2787人",0,0,0,0,0,0
"78","17","23","22","25","87","24","42","57.1%","9","19","47.4%","12","15","80%","6","29","35","19","8","4","1","19","2","12","26","13","8","11-0(81-70)","18","23","22","16","79","23","41","56.1%","8","21","38.1%","9","15","60%","5","21","26","15","7","6","2","21","7","6","36","10","6","9-0(54-60)",2,"10.07","2993","A東京","SR渋谷",TRUE,FALSE,"人数：3102人",0,0,0,0,0,0
"79","17","12","21","27","77","25","52","48.1%","5","15","33.3%","12","14","85.7%","12","26","38","16","11","7","4","12","8","10","28","14","11","13-0(44-50)","13","21","14","21","69","26","48","54.2%","2","13","15.4%","11","13","84.6%","8","24","32","10","12","5","3","13","7","7","48","8","10","8-0(28-23)",3,"10.13","3014","A東京","三河",FALSE,TRUE,"人数：2912人",0,0,0,0,0,0
"80","10","18","24","13","65","21","44","47.7%","4","17","23.5%","11","17","64.7%","9","34","43","14","11","8","3","14","11","20","34","15","6","8-0(33-48)","14","10","11","20","55","13","37","35.1%","7","20","35%","8","12","66.7%","3","27","30","10","10","7","1","14","2","7","22","9","8","11-0(53-62)",4,"10.14","3015","A東京","三河",FALSE,TRUE,"人数：3002人",0,0,0,0,0,0
"81","16","20","19","14","74","18","44","40.9%","8","23","34.8%","14","20","70%","10","30","40","19","9","5","3","21","6","7","24","13","2","7-0(49-43)","20","17","16","16","79","28","63","44.4%","3","9","33.3%","14","27","51.9%","18","32","50","17","10","6","3","24","5","8","42","8","11","8-0(69-73)",5,"10.17","3023","A東京","栃木",TRUE,FALSE,"人数：2780人",5,10,0,0,0,0
"82","23","13","27","26","89","28","52","53.8%","8","23","34.8%","9","11","81.8%","12","30","42","23","5","7","2","19","9","22","46","15","9","9-0(85-65)","17","19","20","11","67","21","41","51.2%","3","20","15%","16","20","80%","7","27","34","15","10","3","4","9","5","2","38","4","3","11-0(34-36)",6,"10.20","3037","A東京","川崎",TRUE,FALSE,"人数：2542人",0,0,0,0,0,0
"83","18","18","15","15","66","25","56","44.6%","4","14","28.6%","4","7","57.1%","11","33","44","15","10","11","6","15","23","23","38","21","8","9-0(64-41)","12","8","16","10","46","20","53","37.7%","0","8","0%","6","10","60%","10","31","41","9","15","6","6","11","4","2","28","9","8","6-0(38-26)",7,"10.21","3038","A東京","川崎",TRUE,FALSE,"人数：3074人",0,0,0,0,0,0
"84","14","16","14","18","62","18","48","37.5%","3","13","23.1%","17","21","81%","12","34","46","17","8","2","3","13","6","2","20","3","12","7-0(61-62)","17","15","20","9","61","19","50","38%","5","14","35.7%","8","13","61.5%","7","27","34","15","6","6","5","21","4","10","32","6","5","9-0(9-2)",8,"10.24","3051","A東京","SR渋谷",FALSE,TRUE,"人数：2118人",0,0,0,0,0,0
"85","24","13","15","25","77","27","56","48.2%","5","15","33.3%","8","9","88.9%","16","27","43","19","8","6","1","20","10","15","38","15","18","8-0(3-12)","11","11","28","17","67","20","35","57.1%","6","20","30%","9","14","64.3%","7","24","31","15","12","5","5","10","2","0","32","7","7","9-0(31-37)",9,"10.27","3070","A東京","京都",FALSE,TRUE,"人数：1792人",0,0,0,0,0,0
"86","15","13","16","26","70","24","48","50%","6","20","30%","4","8","50%","13","18","31","14","9","9","1","17","13","2","36","16","19","10-0(68-59)","25","20","19","15","79","20","34","58.8%","10","19","52.6%","9","10","90%","4","26","30","22","12","4","0","11","2","24","30","12","3","12-0(52-28)",10,"10.28","3071","A東京","京都",FALSE,TRUE,"人数：1932人",0,0,0,0,0,0
"87","10","17","12","14","53","17","45","37.8%","2","16","12.5%","13","17","76.5%","8","23","31","11","5","5","3","10","4","0","16","11","6","9-0(27-41)","26","15","14","12","67","20","44","45.5%","8","16","50%","3","3","100%","9","36","45","24","12","3","3","18","6","23","20","11","2","12-0(8-26)",11,"11.02","3082","A東京","琉球",TRUE,FALSE,"人数：2363人",0,0,0,0,0,0
"88","15","19","13","22","69","23","40","57.5%","4","19","21.1%","11","15","73.3%","9","27","36","20","11","0","1","19","0","5","30","6","8","7-0(12-13)","18","13","24","20","75","18","34","52.9%","10","26","38.5%","9","11","81.8%","5","25","30","17","7","7","2","18","2","10","26","9","5","6-0(5-13)",12,"11.03","3083","A東京","琉球",TRUE,FALSE,"人数：2936人",0,0,0,0,0,0
"89","28","25","24","23","100","28","50","56%","6","15","40%","26","27","96.3%","15","22","37","25","11","11","4","18","12","45","44","33","19","12-0(24-6)","8","17","13","17","55","21","45","46.7%","1","5","20%","10","17","58.8%","8","16","24","14","23","4","4","22","6","0","32","5","9","6-0(36-21)",13,"11.07","3096","A東京","秋田",TRUE,FALSE,"人数：1879人",0,0,0,0,0,0
"90","14","20","14","18","66","19","45","42.2%","5","17","29.4%","13","18","72.2%","11","18","29","17","8","8","3","19","5","0","28","11","10","6-0(6-6)","17","20","25","17","79","25","41","61%","6","11","54.5%","11","22","50%","8","29","37","17","14","5","2","19","6","18","40","10","11","10-0(59-44)",14,"11.10","3109","A東京","川崎",FALSE,TRUE,"人数：4238人",0,0,0,0,0,0
"91","25","23","17","22","87","17","31","54.8%","12","25","48%","17","23","73.9%","7","29","36","25","7","3","0","23","6","24","24","11","6","9-0(15-25)","15","15","15","25","70","19","50","38%","4","12","33.3%","20","24","83.3%","13","22","35","16","5","4","2","21","5","2","34","8","8","8-0(58-70)",15,"11.11","3110","A東京","川崎",FALSE,TRUE,"人数：4470人",0,0,0,0,0,0
"92","13","14","15","15","57","14","35","40%","7","22","31.8%","8","11","72.7%","11","29","40","16","12","4","2","11","5","6","22","16","10","8-0(49-55)","20","12","8","14","54","12","36","33.3%","7","23","30.4%","9","9","100%","9","26","35","15","10","5","6","16","4","7","18","7","14","8-0(20-13)",16,"11.17","3137","A東京","琉球",FALSE,TRUE,"人数：3558人",0,0,0,0,0,0
"93","20","10","17","9","56","14","36","38.9%","6","20","30%","10","16","62.5%","10","26","36","11","11","1","2","15","3","5","20","0","7","8-0(47-42)","20","18","15","18","71","23","46","50%","5","18","27.8%","10","14","71.4%","13","29","42","18","6","8","1","15","8","17","34","11","18","9-0(69-53)",17,"11.18","3138","A東京","琉球",FALSE,TRUE,"人数：3467人",0,0,0,0,0,0
"94","17","14","25","29","85","24","55","43.6%","10","20","50%","7","14","50%","16","19","35","15","4","4","4","13","10","2","36","13","16","11-0(82-80)","29","21","14","23","87","23","36","63.9%","11","26","42.3%","8","9","88.9%","7","26","33","23","9","2","7","16","4","24","40","4","7","8-0(0-8)",18,"11.23","3141","A東京","京都",TRUE,FALSE,"人数：3006人",0,0,0,0,0,0
"95","25","23","19","18","85","33","48","68.8%","4","22","18.2%","7","8","87.5%","11","29","40","26","8","6","2","15","14","19","48","15","12","11-0(13-2)","19","20","21","22","82","18","34","52.9%","11","28","39.3%","13","14","92.9%","4","20","24","16","8","3","3","11","5","0","32","11","5","13-0(44-39)",19,"11.24","3142","A東京","京都",TRUE,FALSE,"人数：2663人",0,0,0,0,0,0
"96","11","22","22","17","72","21","40","52.5%","4","22","18.2%","18","21","85.7%","12","23","35","15","16","10","3","14","12","6","40","13","10","11-0(24-18)","16","14","28","23","81","25","44","56.8%","6","16","37.5%","13","16","81.3%","7","25","32","24","16","8","2","17","19","16","44","18","11","11-0(61-77)",1,"10.04","2990","千葉","川崎",TRUE,FALSE,"人数：5067人",0,0,0,0,0,0
"97","20","14","14","18","66","16","38","42.1%","7","27","25.9%","13","18","72.2%","12","23","35","13","9","8","3","18","5","21","28","10","13","9-0(19-9)","11","11","24","22","68","15","27","55.6%","10","26","38.5%","8","15","53.3%","7","31","38","21","18","4","3","20","6","2","30","5","4","13-0(39-40)",2,"10.06","2991","千葉","川崎",TRUE,FALSE,"人数：4941人",0,0,0,0,0,0
"98","14","14","19","23","70","21","45","46.7%","4","15","26.7%","16","21","76.2%","12","25","37","11","11","9","4","13","5","13","32","21","13","13-0(66-53)","21","12","18","9","60","20","45","44.4%","5","15","33.3%","5","8","62.5%","9","25","34","16","16","6","4","19","12","10","34","7","3","6-0(38-45)",3,"10.13","3006","千葉","三遠",TRUE,FALSE,"人数：3890人",0,0,0,0,0,0
"99","27","18","21","7","73","24","53","45.3%","7","15","46.7%","4","7","57.1%","10","33","43","14","11","7","4","14","9","27","34","19","9","19-0(31-14)","14","13","12","17","56","20","37","54.1%","3","20","15%","7","12","58.3%","6","28","34","14","16","9","3","12","7","5","34","13","8","8-0(68-50)",4,"10.14","3007","千葉","三遠",TRUE,FALSE,"人数：4222人",0,0,0,0,0,0
"100","23","18","22","30","93","26","43","60.5%","8","20","40%","17","26","65.4%","10","36","46","30","15","7","3","16","13","30","42","10","12","11-0(23-41)","13","16","17","17","63","21","49","42.9%","4","20","20%","9","13","69.2%","9","25","34","17","13","10","0","26","16","4","38","19","12","8-0(19-23)",5,"10.17","3022","千葉","北海道",FALSE,TRUE,"人数：4058人",0,0,0,0,0,0
"101","25","27","24","22","98","24","46","52.2%","13","26","50%","11","18","61.1%","12","28","40","26","9","7","5","16","17","13","32","10","11","9-0(27-19)","19","23","24","24","90","24","42","57.1%","9","26","34.6%","15","21","71.4%","8","26","34","25","10","4","2","16","7","5","42","12","9","9-0(76-74)",6,"10.20","3035","千葉","新潟",TRUE,FALSE,"人数：4526人",0,0,0,0,0,0
"102","30","17","23","24","94","27","44","61.4%","10","27","37%","10","19","52.6%","15","23","38","23","7","8","2","14","15","11","40","18","22","7-0(70-61)","22","24","17","24","87","22","41","53.7%","11","24","45.8%","10","15","66.7%","12","21","33","14","14","5","4","18","8","0","44","3","15","5-0(25-19)",7,"10.21","3036","千葉","新潟",TRUE,FALSE,"人数：4938人",0,0,0,0,0,0
"103","32","27","28","23","110","29","45","64.4%","10","21","47.6%","22","34","64.7%","12","30","42","34","7","9","4","23","14","32","46","18","19","23-0(51-24)","24","14","23","17","78","17","42","40.5%","9","25","36%","17","21","81%","12","22","34","21","15","4","1","26","12","3","30","8","11","8-0(64-50)",8,"10.24","3050","千葉","北海道",TRUE,FALSE,"人数：4008人",0,0,0,0,0,0
"104","19","15","22","24","80","23","45","51.1%","10","22","45.5%","4","7","57.1%","10","32","42","16","12","7","7","20","13","11","36","9","7","13-0(52-63)","16","20","16","17","69","18","42","42.9%","8","30","26.7%","9","17","52.9%","15","25","40","11","9","10","0","12","9","6","32","7","11","7-0(7-3)",9,"10.27","3072","千葉","大阪",FALSE,TRUE,"人数：3765人",0,0,0,0,0,0
"105","20","11","29","17","77","22","43","51.2%","8","20","40%","9","12","75%","13","28","41","25","12","6","3","20","11","18","36","11","13","11-0(34-40)","16","18","11","18","63","20","37","54.1%","3","22","13.6%","14","22","63.6%","12","21","33","16","10","9","3","13","12","5","28","13","11","8-0(32-27)",10,"10.28","3073","千葉","大阪",FALSE,TRUE,"人数：3845人",0,0,0,0,0,0
"106","19","20","18","20","85","22","42","52.4%","8","27","29.6%","17","26","65.4%","12","25","37","21","9","8","3","13","4","3","34","13","12","11-0(59-60)","21","22","17","17","83","25","47","53.2%","6","19","31.6%","15","15","100%","8","32","40","21","15","5","0","23","12","12","38","14","9","8-0(48-60)",11,"11.03","3080","千葉","SR渋谷",TRUE,FALSE,"人数：4831人",8,6,0,0,0,0
"107","21","21","12","24","78","17","30","56.7%","9","23","39.1%","17","22","77.3%","10","24","34","18","15","8","2","16","0","11","28","13","11","11-0(37-27)","23","8","24","15","70","14","34","41.2%","10","20","50%","12","13","92.3%","5","21","26","14","15","6","2","22","6","7","18","19","4","7-0(42-38)",12,"11.04","3081","千葉","SR渋谷",TRUE,FALSE,"人数：5226人",0,0,0,0,0,0
"108","13","15","18","15","61","19","35","54.3%","5","16","31.3%","8","12","66.7%","6","26","32","18","20","0","0","18","7","5","32","6","4","8-0(40-36)","18","17","17","21","73","21","45","46.7%","7","21","33.3%","10","13","76.9%","11","23","34","18","10","13","1","18","15","12","38","20","6","15-0(73-61)",13,"11.07","3095","千葉","栃木",FALSE,TRUE,"人数：3917人",0,0,0,0,0,0
"109","25","14","17","28","84","18","31","58.1%","12","32","37.5%","12","15","80%","10","24","34","19","11","8","2","13","10","9","26","14","14","10-0(47-45)","22","23","22","19","86","23","45","51.1%","11","23","47.8%","7","10","70%","11","24","35","22","9","7","3","19","6","17","44","15","10","9-0(56-69)",14,"11.10","3105","千葉","琉球",TRUE,FALSE,"人数：4648人",0,0,0,0,0,0
"110","16","27","22","19","84","19","34","55.9%","11","20","55%","13","22","59.1%","8","21","29","17","8","10","3","16","7","23","36","18","14","12-0(12-4)","15","17","20","14","66","21","42","50%","6","13","46.2%","6","6","100%","6","19","25","17","16","3","0","22","2","4","36","7","4","9-0(43-38)",15,"11.11","3106","千葉","琉球",TRUE,FALSE,"人数：5423人",0,0,0,0,0,0
"111","26","22","22","18","88","32","49","65.3%","7","17","41.2%","3","11","27.3%","6","24","30","26","10","13","2","19","19","30","54","31","5","15-0(20-6)","11","17","15","15","58","15","30","50%","5","16","31.3%","13","19","68.4%","3","24","27","14","24","6","2","15","2","2","22","6","3","6-0(26-15)",16,"11.17","3125","千葉","大阪",TRUE,FALSE,"人数：4635人",0,0,0,0,0,0
"112","23","12","26","20","81","21","42","50%","11","20","55%","6","12","50%","11","27","38","20","15","13","4","22","13","23","28","18","8","9-0(57-44)","20","14","12","13","59","16","40","40%","3","14","21.4%","18","24","75%","11","23","34","11","20","8","3","14","5","3","28","15","9","7-0(11-14)",17,"11.18","3126","千葉","大阪",TRUE,FALSE,"人数：5586人",0,0,0,0,0,0
"113","21","19","20","27","87","27","43","62.8%","8","25","32%","9","9","100%","7","24","31","25","8","10","5","15","17","27","46","21","4","11-0(15-28)","15","13","16","22","66","18","43","41.9%","8","19","42.1%","6","10","60%","13","25","38","20","20","5","2","16","7","0","32","8","12","8-0(15-17)",18,"11.23","3149","千葉","三遠",FALSE,TRUE,"人数：2251人",0,0,0,0,0,0
"114","27","27","22","19","95","36","53","67.9%","4","16","25%","11","14","78.6%","13","22","35","25","12","10","4","13","9","24","56","23","12","12-0(14-31)","14","19","24","17","74","24","45","53.3%","6","15","40%","8","10","80%","7","18","25","19","17","10","1","17","20","2","44","12","10","5-0(25-42)",19,"11.24","3150","千葉","三遠",FALSE,TRUE,"人数：2330人",0,0,0,0,0,0
"115","27","15","22","14","78","15","34","44.1%","12","32","37.5%","12","20","60%","10","30","40","13","8","6","2","12","6","20","24","11","13","13-0(42-61)","19","13","14","27","73","23","45","51.1%","5","22","22.7%","12","13","92.3%","9","33","42","22","7","2","4","20","0","2","34","11","14","9-0(53-64)",1,"10.06","3000","新潟","滋賀",FALSE,TRUE,"人数：2568人",0,0,0,0,0,0
"116","11","16","26","18","71","17","41","41.5%","7","25","28%","16","18","88.9%","8","27","35","14","12","7","3","14","14","5","32","14","4","11-0(54-45)","23","20","16","16","75","23","43","53.5%","8","26","30.8%","5","8","62.5%","12","31","43","25","15","6","5","17","11","22","20","14","11","12-0(35-13)",2,"10.07","3001","新潟","滋賀",FALSE,TRUE,"人数：2480人",0,0,0,0,0,0
"117","28","13","24","19","84","23","43","53.5%","4","20","20%","26","35","74.3%","18","25","43","17","16","11","5","25","20","17","46","19","13","10-0(54-38)","17","16","17","24","74","20","45","44.4%","5","17","29.4%","19","29","65.5%","17","23","40","18","18","6","2","32","8","0","32","16","20","6-0(33-24)",3,"10.11","3012","新潟","秋田",TRUE,FALSE,"人数：1909人",0,0,0,0,0,0
"118","24","28","21","31","104","26","36","72.2%","8","23","34.8%","28","36","77.8%","8","25","33","29","16","7","3","23","11","16","46","10","8","7-0(14-6)","18","18","28","28","92","21","46","45.7%","8","21","38.1%","26","28","92.9%","13","19","32","18","12","11","3","31","12","2","34","20","13","7-0(16-15)",4,"10.12","3013","新潟","秋田",TRUE,FALSE,"人数：2053人",0,0,0,0,0,0
"119","16","18","10","17","61","18","45","40%","6","22","27.3%","7","10","70%","11","30","41","16","7","7","1","8","3","13","32","5","10","9-0(29-21)","17","8","12","11","48","18","40","45%","2","19","10.5%","6","7","85.7%","9","33","42","13","13","5","4","12","6","6","24","9","4","7-0(3-9)",5,"10.17","3027","新潟","三遠",TRUE,FALSE,"人数：2957人",0,0,0,0,0,0
"120","19","23","24","24","90","24","42","57.1%","9","26","34.6%","15","21","71.4%","8","26","34","25","10","4","2","16","7","5","42","12","9","9-0(76-74)","25","27","24","22","98","24","46","52.2%","13","26","50%","11","18","61.1%","12","28","40","26","9","7","5","16","17","13","32","10","11","9-0(27-19)",6,"10.20","3035","新潟","千葉",FALSE,TRUE,"人数：4526人",0,0,0,0,0,0
"121","22","24","17","24","87","22","41","53.7%","11","24","45.8%","10","15","66.7%","12","21","33","14","14","5","4","18","8","0","44","3","15","5-0(25-19)","30","17","23","24","94","27","44","61.4%","10","27","37%","10","19","52.6%","15","23","38","23","7","8","2","14","15","11","40","18","22","7-0(70-61)",7,"10.21","3036","新潟","千葉",FALSE,TRUE,"人数：4938人",0,0,0,0,0,0
"122","25","20","18","25","88","19","26","73.1%","11","27","40.7%","17","21","81%","7","28","35","23","15","3","0","19","2","18","30","3","9","8-0(4-10)","20","12","19","21","72","27","46","58.7%","2","15","13.3%","12","19","63.2%","7","15","22","22","7","11","2","19","7","2","36","20","8","6-0(45-54)",8,"10.24","3053","新潟","横浜",FALSE,TRUE,"人数：2242人",0,0,0,0,0,0
"123","22","12","23","20","77","19","40","47.5%","9","24","37.5%","12","16","75%","9","33","42","16","9","5","2","14","7","25","36","10","11","7-0(36-21)","8","13","20","13","54","14","35","40%","7","24","29.2%","5","10","50%","6","29","35","14","10","3","1","19","5","0","20","5","6","5-0(22-13)",9,"10.27","3062","新潟","三遠",TRUE,FALSE,"人数：1952人",0,0,0,0,0,0
"124","13","18","20","21","72","25","44","56.8%","3","18","16.7%","13","14","92.9%","4","31","35","14","8","2","2","11","6","0","40","0","3","11-0(17-21)","21","19","29","22","91","26","43","60.5%","11","27","40.7%","6","10","60%","5","30","35","26","3","6","0","13","13","27","38","13","4","11-0(0-11)",10,"10.28","3063","新潟","三遠",TRUE,FALSE,"人数：1958人",0,0,0,0,0,0
"125","18","23","19","19","79","18","37","48.6%","9","26","34.6%","16","20","80%","12","26","38","21","9","7","3","16","12","9","34","13","15","6-0(22-30)","15","17","27","13","72","22","40","55%","7","27","25.9%","7","10","70%","12","25","37","19","12","4","2","19","6","2","22","7","15","6-0(40-43)",11,"11.03","3084","新潟","横浜",FALSE,TRUE,"人数：2536人",0,0,0,0,0,0
"126","27","16","27","17","87","27","42","64.3%","8","25","32%","9","11","81.8%","7","33","40","25","10","6","4","15","10","25","46","15","8","17-0(46-65)","18","19","14","12","63","16","42","38.1%","7","19","36.8%","10","16","62.5%","6","25","31","18","13","9","2","15","17","5","28","15","4","9-0(33-31)",12,"11.04","3085","新潟","横浜",FALSE,TRUE,"人数：2833人",0,0,0,0,0,0
"127","24","16","13","23","76","19","27","70.4%","9","32","28.1%","11","12","91.7%","9","28","37","15","6","4","2","8","3","13","32","7","12","11-0(68-62)","14","18","19","19","70","26","55","47.3%","5","17","29.4%","3","5","60%","15","22","37","12","6","3","2","14","4","5","36","8","19","7-0(40-34)",13,"11.07","3098","新潟","三河",TRUE,FALSE,"人数：3129人",0,0,0,0,0,0
"128","14","20","22","22","78","23","39","59%","6","25","24%","14","22","63.6%","16","30","46","18","13","6","3","13","6","18","42","7","14","12-0(61-44)","13","21","10","19","63","18","45","40%","6","22","27.3%","9","12","75%","13","24","37","19","10","5","0","21","4","4","24","10","6","4-0(6-9)",14,"11.10","3111","新潟","北海道",TRUE,FALSE,"人数：2325人",0,0,0,0,0,0
"129","12","29","26","15","82","22","36","61.1%","7","24","29.2%","17","20","85%","8","31","39","22","10","5","4","11","12","11","40","11","10","10-0(19-23)","23","15","22","16","76","14","44","31.8%","14","31","45.2%","6","6","100%","15","24","39","25","8","6","0","17","8","14","24","6","6","13-0(7-21)",15,"11.11","3112","新潟","北海道",TRUE,FALSE,"人数：2351人",0,0,0,0,0,0
"130","22","11","21","11","65","12","26","46.2%","9","23","39.1%","14","21","66.7%","4","20","24","22","11","7","5","14","7","12","20","9","2","12-0(12-22)","12","19","14","13","58","23","48","47.9%","2","13","15.4%","6","13","46.2%","17","26","43","15","16","4","3","19","2","2","36","12","14","9-0(35-33)",16,"11.17","3123","新潟","秋田",FALSE,TRUE,"人数：2118人",0,0,0,0,0,0
"131","12","19","16","20","67","18","35","51.4%","5","21","23.8%","16","20","80%","12","21","33","17","13","3","2","18","11","4","32","4","10","8-0(43-31)","29","14","16","16","75","20","44","45.5%","9","23","39.1%","8","16","50%","19","19","38","20","8","8","4","24","7","24","26","19","19","12-0(36-12)",17,"11.18","3124","新潟","秋田",FALSE,TRUE,"人数：2330人",0,0,0,0,0,0
"132","14","23","16","15","68","26","44","59.1%","4","28","14.3%","4","8","50%","7","35","42","21","4","2","2","14","12","6","50","7","4","12-0(23-21)","23","10","20","18","71","15","45","33.3%","11","24","45.8%","8","14","57.1%","10","38","48","20","7","3","1","15","10","14","26","7","8","9-0(9-0)",18,"11.23","3155","新潟","福岡",FALSE,TRUE,"人数：1731人",0,0,0,0,0,0
