TEAM,NO,PLAYER,PO,G,GS,MIN,MINPG,PTS,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OR,DR,TR,RPG,AS,APG,TO,ST,BS,BSR,F,FD,EFF,ID,YEAR,LEAGUE
横浜,-,チャールズ・ガルシア,PF,5,5,134:02,26:48,75,15.0,32,70,45.7%,0,0,0.0%,11,19,57.9%,9,19,28,5.6,11,2.2,8,4,3,5,23,13,13,9040,2018,1
三遠,-,シャキール・モリス,C,3,3,75:44,25:14,35,11.7,15,25,60.0%,0,1,0.0%,5,7,71.4%,4,12,16,5.3,1,0.3,4,2,4,0,10,7,14,8649,2018,1
新潟,54,ダバンテ・ガードナー,C,12,12,428:25,35:42,348,29.0,126,221,57.0%,6,24,25.0%,90,110,81.8%,35,91,126,10.5,43,3.6,26,14,5,9,27,87,33,18460,2018,1
栃木,22,ライアン・ロシター,PF/C,12,12,390:34,32:32,301,25.1,115,215,53.5%,14,25,56.0%,57,95,60.0%,51,84,135,11.3,59,4.9,16,19,15,5,18,81,31,10897,2018,1
京都,50,デイヴィッド・サイモン,C,12,12,429:28,35:47,266,22.2,113,193,58.5%,2,15,13.3%,38,53,71.7%,29,53,82,6.8,20,1.7,25,18,20,2,28,47,24,12595,2018,1
富山,0,レオ・ライオンズ,PF,12,12,412:09,34:20,260,21.7,99,189,52.4%,10,40,25.0%,52,69,75.4%,28,100,128,10.7,45,3.8,30,8,1,7,25,51,25,18398,2018,1
北海道,15,マーク・トラソリーニ,PF/C,12,12,393:13,32:46,247,20.6,98,208,47.1%,20,58,34.5%,31,40,77.5%,43,70,113,9.4,25,2.1,17,14,16,3,25,31,23,18431,2018,1
SR渋谷,34,ライアン・ケリー,SF/PF,12,12,413:32,34:27,245,20.4,84,178,47.2%,13,40,32.5%,64,75,85.3%,10,80,90,7.5,49,4.1,16,12,12,6,31,69,24,18172,2018,1
滋賀,31,ガニ・ラワル,PF/C,12,11,370:26,30:52,241,20.1,103,195,52.8%,0,0,0.0%,35,57,61.4%,50,92,142,11.8,24,2.0,27,4,18,6,39,60,24,18166,2018,1
秋田,40,ジャスティン・キーナン,PF/C,11,11,298:33,27:08,239,21.7,85,160,53.1%,13,27,48.1%,56,75,74.7%,37,55,92,8.4,15,1.4,31,17,3,8,39,75,22,12633,2018,1
名古屋D,2,マーキース・カミングス,PF,10,10,326:39,32:39,234,23.4,76,142,53.5%,17,40,42.5%,65,79,82.3%,8,51,59,5.9,30,3.0,18,8,1,4,20,63,23,8579,2018,1
富山,34,ジョシュア・スミス,C,12,12,391:06,32:35,226,18.8,96,143,67.1%,0,0,0.0%,34,64,53.1%,48,91,139,11.6,30,2.5,12,11,12,3,30,52,27,18436,2018,1
千葉,3,マイケル・パーカー,PF,12,11,377:23,31:26,213,17.8,88,129,68.2%,2,15,13.3%,35,57,61.4%,45,75,120,10.0,11,0.9,10,24,23,6,20,40,27,10265,2018,1
三河,0,ジェームズ・サザランド,SF,10,0,264:26,26:26,207,20.7,77,149,51.7%,23,52,44.2%,30,48,62.5%,12,45,57,5.7,11,1.1,11,6,12,8,19,37,19,8592,2018,1
福岡,34,デクスター・ピットマン,C,11,11,342:39,31:09,207,18.8,87,142,61.3%,0,1,0.0%,33,43,76.7%,32,54,86,7.8,18,1.6,32,10,9,7,34,40,21,10819,2018,1
三河,14,金丸 晃輔,SG/SF,12,12,352:54,29:24,206,17.2,77,169,45.6%,29,58,50.0%,23,28,82.1%,2,12,14,1.2,10,0.8,14,6,1,4,10,22,11,8721,2018,1
SR渋谷,6,ロバート・サクレ,C,12,12,398:22,33:11,205,17.1,83,159,52.2%,0,3,0.0%,39,55,70.9%,24,82,106,8.8,19,1.6,15,14,14,2,23,43,21,12631,2018,1
横浜,1,川村 卓也,SG,12,11,386:19,32:11,204,17.0,72,168,42.9%,29,75,38.7%,31,35,88.6%,8,24,32,2.7,66,5.5,24,19,0,7,29,47,16,8709,2018,1
琉球,40,ジョシュ・スコット,C,12,12,374:08,31:10,204,17.0,82,128,64.1%,0,0,0.0%,40,57,70.2%,39,66,105,8.8,16,1.3,21,11,10,7,33,53,22,18396,2018,1
京都,32,ジュリアン・マブンガ,PF,11,11,408:41,37:09,202,18.4,61,156,39.1%,24,80,30.0%,56,77,72.7%,12,89,101,9.2,93,8.5,36,16,10,5,26,86,25,9063,2018,1
北海道,13,デイビッド・ドブラス,C,12,12,322:25,26:52,199,16.6,84,142,59.2%,1,4,25.0%,30,48,62.5%,32,88,120,10.0,14,1.2,39,3,3,9,43,63,19,10815,2018,1
大阪,55,ジョシュ・ハレルソン,PF/C,12,12,404:49,33:44,184,15.3,71,177,40.1%,27,75,36.0%,15,24,62.5%,26,107,133,11.1,24,2.0,18,15,15,8,22,25,20,18168,2018,1
名古屋D,9,安藤 周人,SG,12,12,343:11,28:35,181,15.1,59,116,50.9%,41,82,50.0%,22,26,84.6%,4,27,31,2.6,27,2.3,16,11,3,2,16,23,15,12582,2018,1
横浜,8,アマンゼ・エゲケゼ,SF,11,11,385:31,35:02,181,16.5,65,146,44.5%,19,59,32.2%,32,39,82.1%,20,46,66,6.0,21,1.9,14,10,8,8,31,43,17,10886,2018,1
A東京,53,アレックス・カーク,C,11,11,363:54,33:04,179,16.3,71,150,47.3%,5,17,29.4%,32,38,84.2%,24,69,93,8.5,17,1.5,13,3,18,6,11,35,19,8490,2018,1
琉球,12,ジェフ・エアーズ,PF,12,6,297:22,24:46,172,14.3,64,120,53.3%,20,49,40.8%,24,28,85.7%,16,81,97,8.1,22,1.8,11,2,8,1,20,31,19,9384,2018,1
川崎,22,ニック・ファジーカス,C,10,3,263:07,26:18,169,16.9,62,139,44.6%,5,17,29.4%,40,49,81.6%,13,74,87,8.7,24,2.4,24,14,1,8,10,30,19,18426,2018,1
新潟,34,ラモント・ハミルトン,PF/C,10,10,297:37,29:45,165,16.5,59,126,46.8%,11,28,39.3%,36,58,62.1%,16,70,86,8.6,20,2.0,15,8,17,4,14,44,19,12663,2018,1
川崎,21,バーノン・マクリン,PF/C,12,12,389:47,32:28,162,13.5,71,126,56.3%,0,1,0.0%,20,44,45.5%,32,81,113,9.4,28,2.3,23,8,6,8,22,41,18,9383,2018,1
三遠,45,ウィリアム・マクドナルド,C,10,10,296:40,29:40,162,16.2,73,146,50.0%,1,3,33.3%,15,25,60.0%,32,70,102,10.2,17,1.7,31,6,3,9,36,26,18,12585,2018,1
名古屋D,24,ジャスティン・バーレル,PF/C,10,10,345:58,34:35,161,16.1,66,120,55.0%,7,17,41.2%,22,38,57.9%,19,94,113,11.3,38,3.8,16,10,5,2,25,39,24,9354,2018,1
滋賀,40,ディオール・フィッシャー,PF/C,12,12,407:31,33:57,161,13.4,68,122,55.7%,1,5,20.0%,24,28,85.7%,36,88,124,10.3,40,3.3,24,9,13,4,32,33,22,9055,2018,1
三遠,2,ロバート・ドジャー,PF,11,11,346:51,31:31,160,14.5,62,144,43.1%,13,45,28.9%,23,31,74.2%,22,86,108,9.8,24,2.2,24,6,6,1,30,34,17,18440,2018,1
千葉,2,富樫 勇樹,PG,12,12,302:51,25:14,160,13.3,59,142,41.5%,27,70,38.6%,15,17,88.2%,12,20,32,2.7,69,5.8,19,8,0,6,14,22,14,8835,2018,1
千葉,1,ジョシュ・ダンカン,PF,12,2,286:44,23:53,159,13.3,55,122,45.1%,8,28,28.6%,41,48,85.4%,15,60,75,6.3,21,1.8,23,8,3,3,41,40,14,8596,2018,1
栃木,4,ジェフ・ギブス,PF/C,11,11,315:49,28:42,148,13.5,53,117,45.3%,1,8,12.5%,41,58,70.7%,34,55,89,8.1,32,2.9,10,27,5,10,36,43,19,8645,2018,1
三河,32,桜木 ジェイアール,PF,12,12,362:03,30:10,144,12.0,59,125,47.2%,0,4,0.0%,26,34,76.5%,23,78,101,8.4,72,6.0,19,9,2,4,26,41,20,8463,2018,1
新潟,7,五十嵐 圭,PG,12,12,387:53,32:19,143,11.9,47,123,38.2%,28,85,32.9%,21,27,77.8%,5,35,40,3.3,66,5.5,23,9,2,3,21,26,13,18427,2018,1
滋賀,32,狩野 祐介,SG,12,12,332:03,27:40,143,11.9,52,105,49.5%,31,67,46.3%,8,9,88.9%,8,14,22,1.8,19,1.6,6,9,0,2,22,9,11,9400,2018,1
川崎,31,シェーン・エドワーズ,SF/PF,12,9,312:07,26:00,142,11.8,61,133,45.9%,9,31,29.0%,11,22,50.0%,14,46,60,5.0,21,1.8,22,11,12,8,24,21,12,18442,2018,1
大阪,10,ファイ・パプ月瑠,PF/C,12,9,337:40,28:08,138,11.5,57,109,52.3%,0,1,0.0%,24,47,51.1%,30,55,85,7.1,14,1.2,9,6,3,7,23,46,14,12459,2018,1
福岡,17,ベンジャミン・ローソン,C,9,9,297:09,33:01,133,14.8,48,93,51.6%,0,2,0.0%,37,52,71.2%,21,57,78,8.7,18,2.0,22,11,14,3,30,42,19,8449,2018,1
秋田,43,カディーム・コールビー,PF/C,11,11,291:19,26:29,131,11.9,52,90,57.8%,0,0,0.0%,27,39,69.2%,38,51,89,8.1,12,1.1,25,10,35,2,35,35,18,8483,2018,1
富山,24,大塚 裕土,SG/SF,12,12,317:27,26:27,128,10.7,46,110,41.8%,24,65,36.9%,12,15,80.0%,6,13,19,1.6,16,1.3,9,4,0,3,15,15,8,8593,2018,1
京都,7,晴山 ケビン,SF,12,12,336:35,28:02,126,10.5,44,105,41.9%,26,71,36.6%,12,16,75.0%,16,38,54,4.5,16,1.3,8,7,0,2,27,12,11,8731,2018,1
千葉,21,ギャビン・エドワーズ,PF,11,11,292:16,26:34,126,11.5,48,94,51.1%,3,9,33.3%,27,43,62.8%,22,68,90,8.2,39,3.5,19,10,10,4,27,51,18,12454,2018,1
福岡,31,城宝 匡史,SG,12,6,319:45,26:38,125,10.4,43,107,40.2%,21,51,41.2%,18,24,75.0%,7,37,44,3.7,32,2.7,29,8,1,4,25,26,9,8487,2018,1
横浜,21,田渡 凌,PG,12,9,321:15,26:46,122,10.2,55,121,45.5%,5,20,25.0%,7,9,77.8%,10,24,34,2.8,48,4.0,14,13,0,0,11,17,11,8503,2018,1
川崎,14,辻 直人,SG,12,12,316:17,26:21,121,10.1,37,110,33.6%,16,62,25.8%,31,35,88.6%,3,20,23,1.9,38,3.2,13,11,0,5,20,30,9,12577,2018,1
富山,11,宇都 直輝,PG,12,12,311:48,25:59,119,9.9,44,99,44.4%,2,8,25.0%,29,41,70.7%,10,32,42,3.5,67,5.6,23,14,0,8,23,43,13,9489,2018,1
A東京,6,馬場 雄大,SF,11,3,284:16,25:50,116,10.5,45,99,45.5%,5,19,26.3%,21,29,72.4%,10,46,56,5.1,39,3.5,13,14,3,7,11,32,14,8516,2018,1
琉球,3,並里 成,PG,12,12,296:00,24:40,116,9.7,51,105,48.6%,1,9,11.1%,13,15,86.7%,10,33,43,3.6,94,7.8,22,10,1,4,17,31,16,8447,2018,1
名古屋D,12,中東 泰斗,SG,12,12,277:36,23:08,112,9.3,48,93,51.6%,11,25,44.0%,5,12,41.7%,14,28,42,3.5,32,2.7,14,13,2,6,22,21,11,8500,2018,1
SR渋谷,9,ベンドラメ 礼生,PG,12,12,334:07,27:50,110,9.2,43,113,38.1%,13,42,31.0%,11,16,68.8%,8,14,22,1.8,45,3.8,28,10,0,5,29,21,7,8756,2018,1
琉球,51,古川 孝敏,SF,12,12,319:01,26:35,110,9.2,41,102,40.2%,14,42,33.3%,14,17,82.4%,4,32,36,3.0,8,0.7,9,11,5,4,25,23,8,8712,2018,1
秋田,34,小野寺 祥太,PG,12,10,341:49,28:29,108,9.0,38,90,42.2%,13,35,37.1%,19,24,79.2%,8,19,27,2.3,49,4.1,35,12,0,5,35,31,9,8571,2018,1
横浜,0,細谷 将司,PG,12,4,258:01,21:30,105,8.8,39,78,50.0%,22,53,41.5%,5,6,83.3%,2,8,10,0.8,21,1.8,16,4,0,1,10,10,7,10818,2018,1
三遠,73,田渡 修人,SG,12,10,298:46,24:53,104,8.7,40,80,50.0%,22,54,40.7%,2,2,100.0%,0,18,18,1.5,30,2.5,12,9,0,0,14,4,9,8591,2018,1
滋賀,24,高橋 耕陽,SG/SF,12,6,297:22,24:46,103,8.6,42,132,31.8%,9,51,17.6%,10,13,76.9%,11,20,31,2.6,35,2.9,29,10,2,8,21,15,5,8654,2018,1
三河,5,アイザック・バッツ,C,11,10,372:33,33:52,103,9.4,45,82,54.9%,0,0,0.0%,13,17,76.5%,52,87,139,12.6,38,3.5,15,7,8,6,28,20,22,8690,2018,1
福岡,13,津山 尚大,PG,12,3,249:06,20:45,101,8.4,38,89,42.7%,18,52,34.6%,7,11,63.6%,7,15,22,1.8,31,2.6,13,6,0,2,20,12,8,8482,2018,1
大阪,20,合田 怜,PG/SG,12,5,290:57,24:14,101,8.4,33,76,43.4%,21,47,44.7%,14,19,73.7%,4,16,20,1.7,25,2.1,16,13,0,3,26,23,8,8738,2018,1
川崎,0,藤井 祐眞,PG/SG,12,3,325:34,27:07,99,8.3,34,72,47.2%,8,30,26.7%,23,29,79.3%,9,21,30,2.5,41,3.4,17,19,1,1,20,55,11,8467,2018,1
名古屋D,8,張本 天傑,SF/PF,12,0,216:42,18:03,98,8.2,28,61,45.9%,11,23,47.8%,31,47,66.0%,9,14,23,1.9,14,1.2,11,7,4,4,23,43,7,18459,2018,1
A東京,3,安藤 誓哉,PG,12,12,308:29,25:42,98,8.2,39,88,44.3%,12,31,38.7%,8,9,88.9%,6,14,20,1.7,33,2.8,11,6,0,6,21,15,8,8529,2018,1
横浜,12,ジャボン・マックレア,PF/C,6,6,159:18,26:33,97,16.2,40,76,52.6%,0,0,0.0%,17,35,48.6%,16,27,43,7.2,7,1.2,6,6,3,4,24,25,16,10848,2018,1
栃木,18,鵤 誠司,PG,12,6,299:23,24:56,96,8.0,35,115,30.4%,12,40,30.0%,14,20,70.0%,5,25,30,2.5,43,3.6,11,9,6,3,22,19,7,8729,2018,1
秋田,17,中山 拓哉,PG/SG,11,11,340:29,30:57,95,8.6,35,87,40.2%,6,15,40.0%,19,33,57.6%,21,32,53,4.8,55,5.0,31,28,2,5,28,40,12,8507,2018,1
京都,12,岡田　優介,SG,12,12,304:26,25:22,94,7.8,26,60,43.3%,25,56,44.6%,17,20,85.0%,1,10,11,0.9,15,1.3,9,5,1,0,23,19,7,8499,2018,1
北海道,8,多嶋 朝飛,PG,12,12,318:59,26:34,93,7.8,36,90,40.0%,13,36,36.1%,8,11,72.7%,3,23,26,2.2,51,4.3,16,10,0,3,28,24,9,8588,2018,1
栃木,13,渡邉 裕規,PG,12,6,299:13,24:56,92,7.7,32,99,32.3%,18,59,30.5%,10,11,90.9%,7,13,20,1.7,51,4.3,6,4,0,1,17,12,8,9033,2018,1
