TEAM,NO,PLAYER,PO,G,GS,MIN,MINPG,PTS,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OR,DR,TR,RPG,AS,APG,TO,ST,BS,BSR,F,FD,EFF
横浜,4,ジェフリー パーマー,SF/PF,60,53,1825:16:00,30:25:00,899,15,327,744,44.00%,78,242,32.20%,167,231,72.30%,127,341,468,7.8,96,1.6,109,66,47,26,167,199,16
大阪,32,エグゼビア ギブソン,C,58,39,1380:32:00,23:48,892,15.4,333,683,48.80%,21,72,29.20%,205,287,71.40%,91,287,378,6.5,77,1.3,147,53,54,23,142,234,15
三河,21,ギャビン　エドワーズ,PF,60,16,1560:34:00,26:00:00,874,14.6,330,605,54.50%,7,24,29.20%,207,301,68.80%,123,330,453,7.6,90,1.5,94,46,70,30,153,260,18
三遠,2,ロバート・ドジャー,PF,52,45,1316:41:00,25:19:00,829,15.9,334,659,50.70%,45,124,36.30%,116,154,75.30%,80,319,399,7.7,89,1.7,108,38,52,17,129,147,18
北海道,5,ダニエル　ミラー,C,60,59,1767:54:00,29:27:00,825,13.8,344,659,52.20%,0,4,0.00%,137,186,73.70%,161,348,509,8.5,99,1.7,98,70,99,34,166,139,19
千葉,2,富樫　勇樹,PG,60,60,1763:16:00,29:23:00,793,13.2,267,680,39.30%,104,292,35.60%,155,176,88.10%,32,113,145,2.4,238,4,132,48,2,23,87,182,11
横浜,1,川村　卓也,SG,59,57,1738:01:00,29:27:00,791,13.4,273,679,40.20%,95,296,32.10%,150,192,78.10%,31,153,184,3.1,194,3.3,109,54,8,28,119,240,11
SR渋谷,33,アイラ　ブラウン,SF/PF,57,44,1672:13:00,29:20:00,781,13.7,305,589,51.80%,48,134,35.80%,123,206,59.70%,165,310,475,8.3,142,2.5,105,74,53,27,133,244,18
A東京,24,田中　大貴,SG,58,58,1714:06:00,29:33:00,768,13.2,280,625,44.80%,94,230,40.90%,114,148,77.00%,23,154,177,3.1,155,2.7,80,87,7,22,80,140,13
三河,6,比江島　慎,PG/SG,59,55,1719:07:00,29:08:00,763,12.9,301,635,47.40%,81,193,42.00%,80,104,76.90%,39,144,183,3.1,198,3.4,104,68,22,14,109,137,13
千葉,3,マイケル・パーカー,PF,60,60,1791:09:00,29:51:00,758,12.6,319,541,59.00%,33,127,26.00%,87,121,71.90%,178,332,510,8.5,71,1.2,47,100,108,17,108,99,21
横浜,42,ジェイソン ウォッシュバーン,C,51,37,1352:39:00,26:31:00,757,14.8,322,559,57.60%,1,2,50.00%,112,151,74.20%,113,250,363,7.1,60,1.2,97,33,37,18,123,121,17
名古屋D,24,ジャスティン・バーレル,PF/C,45,45,1241:42:00,27:35:00,756,16.8,292,540,54.10%,1,3,33.30%,171,234,73.10%,83,296,379,8.4,85,1.9,84,20,47,11,110,235,20
京都,42,ケビン・コッツァー,PF,60,31,1289:48:00,21:29,752,12.5,330,576,57.30%,2,9,22.20%,90,144,62.50%,175,323,498,8.3,104,1.7,56,29,25,24,105,139,18
千葉,34,小野　龍猛,SF/PF,60,60,1872:23:00,31:12:00,739,12.3,253,616,41.10%,113,284,39.80%,120,179,67.00%,52,134,186,3.1,141,2.4,90,37,13,18,103,159,10
富山,34,サム ウィラード,PF/C,60,54,1663:29:00,27:43:00,727,12.1,289,572,50.50%,18,74,24.30%,131,170,77.10%,177,401,578,9.6,94,1.6,69,69,40,18,137,145,19
三遠,7,ジョシュ・チルドレス,SF,38,35,978:32:00,25:45:00,707,18.6,270,522,51.70%,26,77,33.80%,141,202,69.80%,82,279,361,9.5,68,1.8,88,23,45,36,73,175,21
琉球,34,ラモント・ハミルトン,PF/C,60,39,1379:17:00,22:59,701,11.7,268,626,42.80%,48,166,28.90%,117,161,72.70%,101,304,405,6.8,178,3,126,42,58,18,110,151,14
秋田,5,田口 成浩,SG,60,60,1945:24:00,32:25:00,689,11.5,238,584,40.80%,129,330,39.10%,84,102,82.40%,68,178,246,4.1,69,1.2,106,54,6,35,148,120,10
京都,5,マーカス・ダブ,PF,55,44,1258:39:00,22:53,673,12.2,272,461,59.00%,0,3,0.00%,129,206,62.60%,137,288,425,7.7,59,1.1,89,98,40,23,183,180,17
三河,32,桜木　ジェイアール,PF,57,57,1346:22:00,23:37,663,11.6,275,515,53.40%,8,34,23.50%,105,153,68.60%,90,309,399,7,232,4.1,93,20,7,19,112,176,16
仙台,15,チリジ・ネパウエ,C,60,54,1474:27:00,24:34:00,651,10.9,256,520,49.20%,1,3,33.30%,138,212,65.10%,153,356,509,8.5,39,0.7,123,34,61,46,162,177,14
琉球,14,岸本 隆一,PG/SG,60,53,1650:19:00,27:30:00,646,10.8,220,593,37.10%,89,289,30.80%,117,144,81.30%,31,141,172,2.9,133,2.2,99,37,8,31,123,197,8
栃木,4,ジェフ ギブス,PF/C,55,2,1129:23:00,20:32,645,11.7,229,446,51.30%,9,50,18.00%,178,217,82.00%,153,286,439,8,93,1.7,70,73,43,48,133,170,18
琉球,7,レイショーン・テリー,F,42,25,805:03:00,19:10,643,15.3,221,436,50.70%,42,109,38.50%,159,189,84.10%,56,177,233,5.5,60,1.4,79,36,13,16,84,153,16
琉球,31,喜多川 修平,SF,56,53,1432:42:00,25:35:00,641,11.4,228,527,43.30%,81,205,39.50%,104,117,88.90%,20,126,146,2.6,35,0.6,39,33,10,19,99,105,9
仙台,41,ウェンデル・ホワイト,PF,35,2,928:40:00,26:32:00,637,18.2,252,576,43.80%,51,156,32.70%,82,111,73.90%,86,214,300,8.6,56,1.6,78,27,13,28,89,100,17
SR渋谷,34,アールティー　グイン,PF/C,60,37,1209:48:00,20:09,627,10.5,227,501,45.30%,115,275,41.80%,58,72,80.60%,40,212,252,4.2,66,1.1,60,39,14,12,106,63,11
秋田,3,安藤 誓哉,PG,60,60,2030:16:00,33:50:00,626,10.4,241,622,38.70%,79,232,34.10%,65,92,70.70%,60,212,272,4.5,180,3,106,60,1,33,115,143,10
名古屋D,21,笹山 貴哉,PG,60,60,1721:37:00,28:41:00,621,10.4,234,598,39.10%,104,287,36.20%,49,64,76.60%,20,133,153,2.6,174,2.9,103,78,14,25,132,90,9
名古屋D,8,張本 天傑,SF/PF,60,54,1562:19:00,26:02:00,615,10.3,209,535,39.10%,72,227,31.70%,125,155,80.60%,69,166,235,3.9,70,1.2,93,33,41,24,141,158,9
京都,12,岡田　優介,SG,60,60,1678:21:00,27:58:00,611,10.2,185,533,34.70%,119,341,34.90%,122,142,85.90%,20,84,104,1.7,84,1.4,100,28,1,21,134,162,6
新潟,7,五十嵐　圭,PG,58,58,1846:12:00,31:49:00,610,10.5,193,489,39.50%,116,326,35.60%,108,139,77.70%,22,167,189,3.3,214,3.7,109,64,5,25,112,178,11
富山,31,城宝　匡史,SG,45,43,1312:27:00,29:09:00,602,13.4,213,543,39.20%,88,228,38.60%,88,103,85.40%,18,87,105,2.3,92,2,99,38,2,20,97,128,9
千葉,16,ヒルトン・アームストロング,C,58,58,1395:22:00,24:03:00,596,10.3,232,386,60.10%,1,6,16.70%,131,205,63.90%,153,297,450,7.8,100,1.7,107,62,86,24,156,205,17
三遠,5,オルー・アシャオル,PF,59,27,987:39:00,16:44,584,9.9,231,426,54.20%,11,34,32.40%,111,180,61.70%,83,231,314,5.3,69,1.2,88,28,12,25,146,226,11
富山,11,宇都 直輝,SG,60,47,1774:58:00,29:34:00,567,9.5,200,481,41.60%,9,31,29.00%,158,207,76.30%,88,150,238,4,255,4.3,118,73,11,56,138,245,12
秋田,13,スコット・モリソン,C,58,53,1261:04:00,21:44,564,9.7,209,395,52.90%,0,2,0.00%,146,223,65.50%,111,220,331,5.7,55,0.9,95,32,29,28,120,210,11
三河,5,アイザック　バッツ,C,60,44,1610:34:00,26:50:00,557,9.3,235,351,67.00%,0,0,0.00%,87,150,58.00%,309,385,694,11.6,57,1,65,15,42,21,146,125,19
仙台,91,片岡 大晴,SG,60,54,1464:09:00,24:24:00,551,9.2,221,570,38.80%,32,147,21.80%,77,91,84.60%,49,98,147,2.5,86,1.4,79,41,13,22,99,108,7
A東京,10,ザック　バランスキー,SF/PF,60,12,1324:05:00,22:04,547,9.1,216,507,42.60%,77,236,32.60%,38,64,59.40%,78,155,233,3.9,62,1,44,48,20,18,129,83,9
A東京,15,竹内　譲次,PF,60,60,1604:24:00,26:44:00,545,9.1,203,452,44.90%,21,72,29.20%,118,151,78.10%,159,348,507,8.5,65,1.1,62,44,50,39,95,163,14
滋賀,34,狩野 祐介,SG,60,24,1637:10:00,27:17:00,545,9.1,200,452,44.20%,111,276,40.20%,34,48,70.80%,19,66,85,1.4,54,0.9,39,27,1,14,70,45,7
千葉,27,石井　講祐,SG,56,46,1435:50:00,25:38:00,544,9.7,198,427,46.40%,110,263,41.80%,38,47,80.90%,62,113,175,3.1,85,1.5,60,50,10,16,134,79,10
川崎,14,辻 直人,SG,50,40,1189:51:00,23:47,538,10.8,176,474,37.10%,117,311,37.60%,69,91,75.80%,13,54,67,1.3,140,2.8,83,41,1,15,54,104,8
北海道,9,折茂 武彦,SG,60,12,1158:15:00,19:18,534,8.9,197,451,43.70%,56,126,44.40%,84,102,82.40%,13,60,73,1.2,70,1.2,70,21,6,23,74,89,6
栃木,25,古川 孝敏,SG/SF,48,44,1094:43:00,22:48,531,11.1,180,438,41.10%,65,174,37.40%,106,119,89.10%,16,63,79,1.6,36,0.8,32,28,4,12,81,91,8
三遠,73,田渡　修人,SG,57,56,1528:19:00,26:48:00,525,9.2,188,436,43.10%,113,274,41.20%,36,45,80.00%,11,127,138,2.4,99,1.7,68,45,7,9,114,47,9
SR渋谷,24,広瀬 健太,SF,58,57,1663:51:00,28:41:00,523,9,175,481,36.40%,60,214,28.00%,113,161,70.20%,88,183,271,4.7,171,2.9,131,116,15,35,135,168,11
北海道,8,多嶋 朝飛,PG,59,57,1621:09:00,27:28:00,521,8.8,173,398,43.50%,62,161,38.50%,113,132,85.60%,36,135,171,2.9,195,3.3,110,67,1,20,135,165,10
川崎,12,ライアン　スパングラー,PF,40,32,978:57:00,24:28:00,501,12.5,207,314,65.90%,7,22,31.80%,80,132,60.60%,113,234,347,8.7,73,1.8,53,22,36,20,71,113,19
新潟,23,佐藤 公威,SG,59,59,1932:35:00,32:45:00,500,8.5,193,548,35.20%,90,265,34.00%,24,32,75.00%,22,123,145,2.5,52,0.9,62,34,6,27,106,43,5
北海道,12,西川 貴之,SF,48,41,1231:30:00,25:39:00,495,10.3,176,471,37.40%,80,254,31.50%,63,74,85.10%,17,82,99,2.1,61,1.3,57,32,8,9,76,113,7
SR渋谷,6,ロバート・サクレ,C,32,32,942:00:00,29:26:00,480,15,181,420,43.10%,0,4,0.00%,118,150,78.70%,86,194,280,8.8,41,1.3,51,28,23,12,64,123,17
富山,33,ドリュー　ヴァイニー,SF/PF,38,7,658:07:00,17:19,479,12.6,169,366,46.20%,47,106,44.30%,94,133,70.70%,51,130,181,4.8,57,1.5,65,33,17,14,92,113,12
北海道,22,ジャマール・ソープ,F,40,4,926:14:00,23:09,478,12,181,381,47.50%,16,60,26.70%,100,129,77.50%,91,173,264,6.6,54,1.4,70,38,17,25,106,119,14
横浜,0,細谷　将司,PG,56,42,1501:53:00,26:49:00,477,8.5,178,439,40.50%,78,214,36.40%,43,55,78.20%,14,121,135,2.4,131,2.3,75,36,3,25,81,90,8
北海道,23,野口 大介,SF/PF,60,52,1227:34:00,20:27,476,7.9,193,437,44.20%,52,159,32.70%,38,53,71.70%,49,98,147,2.5,60,1,79,28,23,26,103,58,7
滋賀,3,ファイ　サンバ,C,58,33,1079:52:00,18:37,475,8.2,198,364,54.40%,2,10,20.00%,77,104,74.00%,104,220,324,5.6,26,0.4,69,13,20,31,129,110,10
横浜,10,ファイ パプ 月瑠,PF/C,60,30,1561:34:00,26:01:00,475,7.9,200,390,51.30%,1,11,9.10%,74,200,37.00%,163,289,452,7.5,75,1.3,86,20,20,35,130,211,11
琉球,5,アンソニー　マクヘンリー,SF/PF,60,31,1250:32:00,20:50,472,7.9,193,354,54.50%,3,14,21.40%,83,124,66.90%,106,280,386,6.4,109,1.8,100,57,64,20,129,123,13
川崎,0,藤井 祐眞,PG,60,0,1308:38:00,21:48,465,7.8,156,383,40.70%,80,201,39.80%,73,90,81.10%,45,123,168,2.8,147,2.5,61,50,14,6,103,122,9
京都,2,川嶋　勇人,PG,60,44,1369:53:00,22:49,465,7.8,184,431,42.70%,45,110,40.90%,52,70,74.30%,40,104,144,2.4,117,2,67,62,14,21,144,94,8
滋賀,33,クレイグ・ブラッキンズ,PF/C,31,21,873:05:00,28:09:00,463,14.9,187,381,49.10%,44,129,34.10%,45,60,75.00%,42,194,236,7.6,45,1.5,47,20,23,12,84,55,17
栃木,10,竹内 公輔,PF/C,60,59,1428:06:00,23:48,462,7.7,184,390,47.20%,6,24,25.00%,88,121,72.70%,130,246,376,6.3,41,0.7,55,24,37,21,70,101,11
栃木,9,遠藤 祐亮,PG/SG,60,60,1447:29:00,24:07:00,457,7.6,178,440,40.50%,70,184,38.00%,31,36,86.10%,25,73,98,1.6,104,1.7,54,42,11,17,146,64,7
滋賀,7,並里　成,PG,46,32,1147:33:00,24:56:00,457,9.9,187,493,37.90%,26,96,27.10%,57,81,70.40%,30,129,159,3.5,195,4.2,104,48,4,15,65,100,9
富山,45,デクスター・ピットマン,C,35,19,695:45:00,19:52,453,12.9,189,351,53.80%,0,0,0.00%,75,125,60.00%,93,181,274,7.8,15,0.4,71,9,37,18,89,128,14
川崎,7,篠山 竜青,PG,60,60,1354:45:00,22:34,450,7.5,179,375,47.70%,35,117,29.90%,57,85,67.10%,47,71,118,2,198,3.3,80,55,4,11,99,114,9
三遠,8,太田　敦也,C,60,4,1399:21:00,23:19,442,7.4,184,349,52.70%,0,1,0.00%,74,109,67.90%,93,166,259,4.3,59,1,60,15,34,22,143,125,9
栃木,13,渡邉 裕規,PG/SG,60,1,1175:36:00,19:35,438,7.3,159,449,35.40%,74,246,30.10%,46,59,78.00%,38,62,100,1.7,149,2.5,66,35,1,12,83,77,6
北海道,11,桜井 良太,SF,60,58,1482:57:00,24:42:00,436,7.3,157,387,40.60%,26,90,28.90%,96,118,81.40%,46,162,208,3.5,200,3.3,136,70,9,26,194,192,9
栃木,0,田臥 勇太,PG,59,59,1227:55:00,20:48,436,7.4,187,376,49.70%,10,36,27.80%,52,62,83.90%,42,63,105,1.8,199,3.4,54,61,5,19,106,114,9
大阪,18,相馬　卓弥,SG,60,47,1313:38:00,21:53,436,7.3,153,393,38.90%,90,224,40.20%,40,58,69.00%,28,66,94,1.6,67,1.1,57,38,5,20,109,83,5
富山,9,水戸 健史,SG,58,52,1393:48:00,24:01:00,432,7.4,170,442,38.50%,31,130,23.80%,61,72,84.70%,34,105,139,2.4,78,1.3,42,51,16,15,146,86,7
滋賀,6,長谷川　智伸,SG/SF,51,37,1204:14:00,23:36,418,8.2,146,393,37.20%,71,233,30.50%,55,77,71.40%,21,78,99,1.9,53,1,52,37,0,12,104,99,6
SR渋谷,9,ベンドラメ 礼生,PG,49,27,1093:35:00,22:19,410,8.4,152,376,40.40%,58,176,33.00%,48,67,71.60%,44,72,116,2.4,132,2.7,89,82,9,14,71,89,9
名古屋D,12,中東 泰斗,SG,56,42,1430:39:00,25:32:00,405,7.2,151,430,35.10%,51,182,28.00%,52,66,78.80%,66,174,240,4.3,100,1.8,66,55,10,21,81,96,8
SR渋谷,0,満原　優樹,PF/C,58,15,1208:05:00,20:49,390,6.7,153,438,34.90%,42,173,24.30%,42,63,66.70%,72,170,242,4.2,82,1.4,65,26,6,13,110,74,6
富山,10,岡田　優,SG,51,14,919:33:00,18:01,375,7.4,142,381,37.30%,40,150,26.70%,51,62,82.30%,24,55,79,1.5,70,1.4,65,38,2,10,58,53,5
仙台,9,熊谷　宜之,SF,60,48,1291:28:00,21:31,368,6.1,129,434,29.70%,53,196,27.00%,57,83,68.70%,55,104,159,2.7,52,0.9,74,44,6,32,122,108,4
三遠,15,鈴木　達也,PG,60,60,1728:01:00,28:48:00,364,6.1,127,346,36.70%,58,163,35.60%,52,70,74.30%,34,125,159,2.7,236,3.9,70,51,4,12,92,112,8
SR渋谷,10,チェンバース アキ,SF,56,42,1199:49:00,21:25,362,6.5,146,319,45.80%,41,117,35.00%,29,35,82.90%,69,111,180,3.2,38,0.7,43,40,6,13,91,41,7
新潟,3,畠山　俊樹,PG,57,13,1407:36:00,24:41:00,359,6.3,127,341,37.20%,21,87,24.10%,84,96,87.50%,35,109,144,2.5,176,3.1,83,87,6,20,148,123,8
A東京,16,松井　啓十郎,SG,59,6,992:45:00,16:49,358,6.1,126,316,39.90%,75,190,39.50%,31,33,93.90%,17,63,80,1.4,25,0.4,24,14,3,2,59,41,4
大阪,17,木下　博之,PG,49,48,1174:25:00,23:58,348,7.1,124,291,42.60%,49,128,38.30%,51,61,83.60%,26,103,129,2.6,159,3.2,75,37,4,7,100,90,9
栃木,11,須田 侑太郎,SG/SF,60,13,950:53:00,15:50,341,5.7,125,316,39.60%,45,142,31.70%,46,71,64.80%,32,37,69,1.2,32,0.5,42,20,7,15,82,72,4
京都,33,内海 慎吾,SG,60,41,1532:10:00,25:32:00,341,5.7,110,301,36.50%,74,204,36.30%,47,55,85.50%,19,100,119,2,26,0.4,44,36,7,15,127,73,5
仙台,3,石川　海斗,PG,48,35,1116:55:00,23:16,337,7,128,324,39.50%,34,130,26.20%,47,64,73.40%,25,75,100,2.1,113,2.4,84,35,8,15,74,98,6
川崎,33,長谷川 技,SG/SF,59,58,1353:03:00,22:55,335,5.7,116,268,43.30%,59,141,41.80%,44,50,88.00%,22,73,95,1.6,111,1.9,61,30,7,9,75,56,6
SR渋谷,7,伊藤 駿,PG,46,30,1129:29:00,24:33:00,335,7.3,133,313,42.50%,23,81,28.40%,46,63,73.00%,32,63,95,2.1,120,2.6,46,36,3,9,73,83,8
大阪,1,今野　翔太,SG/SF,60,37,1497:07:00,24:57:00,333,5.6,128,314,40.80%,33,100,33.00%,44,62,71.00%,49,92,141,2.4,46,0.8,50,45,3,17,97,90,5
A東京,13,菊地　祥平,SF,49,34,1060:14:00,21:38,329,6.7,112,242,46.30%,18,51,35.30%,87,132,65.90%,39,118,157,3.2,73,1.5,53,38,9,16,103,124,8
琉球,13,津山 尚大,PG/SG,58,16,1041:24:00,17:57,328,5.7,116,324,35.80%,62,190,32.60%,34,50,68.00%,12,41,53,0.9,47,0.8,41,19,2,11,67,56,3
新潟,0,遥　天翼,SF,58,32,1359:42:00,23:26,320,5.5,115,313,36.70%,29,111,26.10%,61,84,72.60%,37,95,132,2.3,47,0.8,58,26,11,22,168,109,4
大阪,14,橋本　拓哉,SG,60,38,1124:04:00,18:44,320,5.3,114,261,43.70%,39,100,39.00%,53,69,76.80%,32,101,133,2.2,59,1,53,27,23,25,101,81,6
京都,8,村上 直,PG,59,7,1061:10:00,17:59,315,5.3,112,233,48.10%,32,85,37.60%,59,74,79.70%,30,68,98,1.7,103,1.7,64,53,1,11,101,89,6
大阪,25,リチャード・ロビー,SF,39,5,493:08:00,12:38,312,8,127,297,42.80%,19,65,29.20%,39,85,45.90%,39,75,114,2.9,36,0.9,44,27,18,15,64,84,6
秋田,55,谷口 大智,PF/C,58,37,1047:03:00,18:03,312,5.4,127,352,36.10%,56,177,31.60%,2,8,25.00%,38,104,142,2.4,39,0.7,43,28,31,13,121,27,5
川崎,25,ジュフ 磨々道,PF,50,27,816:40:00,16:20,310,6.2,133,254,52.40%,0,1,0.00%,44,60,73.30%,80,179,259,5.2,74,1.5,59,45,15,26,93,78,10
三遠,11,岡田　慎吾,SG,53,36,1222:48:00,23:04,300,5.7,120,289,41.50%,46,144,31.90%,14,17,82.40%,37,122,159,3,59,1.1,22,22,9,6,78,24,7
富山,30,山崎 稜,SG,54,12,1038:35:00,19:13,295,5.5,111,294,37.80%,54,169,32.00%,19,27,70.40%,27,45,72,1.3,28,0.5,43,28,12,5,99,34,4
三河,22,長谷川　智也,SG,56,10,768:28:00,13:43,290,5.2,110,258,42.60%,56,139,40.30%,14,17,82.40%,14,54,68,1.2,32,0.6,33,13,5,9,86,41,4
琉球,24,田代 直希,SF/PF,50,13,794:54:00,15:53,289,5.8,101,276,36.60%,45,133,33.80%,42,55,76.40%,25,66,91,1.8,31,0.6,58,21,5,12,66,50,4
大阪,15,根来　新之助,SF/PF,37,15,728:46:00,19:41,288,7.8,106,240,44.20%,36,86,41.90%,40,63,63.50%,60,63,123,3.3,35,0.9,41,19,8,16,86,78,7
名古屋D,6,船生 誠也,SF,57,48,1299:45:00,22:48,287,5,95,217,43.80%,22,80,27.50%,75,89,84.30%,51,109,160,2.8,38,0.7,42,63,20,11,113,97,7
秋田,22,レオ・ライオンズ,SG/SF,18,3,399:49:00,22:12,284,15.8,104,177,58.80%,22,39,56.40%,54,70,77.10%,41,91,132,7.3,35,1.9,36,11,3,4,44,68,19
A東京,23,ジェフ・エアーズ,PF,23,12,492:22:00,21:24,282,12.3,107,185,57.80%,14,35,40.00%,54,62,87.10%,38,122,160,7,19,0.8,21,9,14,3,52,51,16
仙台,14,佐藤 文哉,SG,59,2,933:43:00,15:49,277,4.7,104,340,30.60%,62,228,27.20%,7,10,70.00%,11,49,60,1,13,0.2,30,17,8,9,71,19,2
三遠,45,鹿野　洵生,SF,60,17,1060:31:00,17:40,274,4.6,88,257,34.20%,55,173,31.80%,43,58,74.10%,31,65,96,1.6,45,0.8,40,22,4,14,79,62,4
京都,15,佐藤 託矢,PF,59,23,919:58:00,15:35,273,4.6,110,296,37.20%,7,34,20.60%,46,69,66.70%,45,94,139,2.4,40,0.7,71,20,13,17,148,114,3
川崎,43,永吉 佑也,PF/C,60,1,903:53:00,15:03,270,4.5,101,190,53.20%,6,15,40.00%,62,78,79.50%,43,85,128,2.1,42,0.7,26,11,4,12,80,62,5
秋田,30,イバン・ラベネル,PF/C,31,5,582:51:00,18:48,270,8.7,104,255,40.80%,9,41,22.00%,53,67,79.10%,47,121,168,5.4,53,1.7,58,12,7,10,98,69,9
新潟,44,スティーブン・バン・トリース,C,60,4,729:24:00,12:09,264,4.4,117,238,49.20%,0,2,0.00%,30,45,66.70%,99,135,234,3.9,26,0.4,37,48,20,24,74,65,7
栃木,27,熊谷 尚也,SF/PF,60,3,878:31:00,14:38,264,4.4,102,256,39.80%,40,122,32.80%,20,32,62.50%,25,63,88,1.5,28,0.5,27,19,17,12,73,27,4
琉球,6,金城　茂之,SG,60,32,1183:34:00,19:43,263,4.4,107,263,40.70%,17,64,26.60%,32,40,80.00%,16,91,107,1.8,74,1.2,63,27,7,11,92,53,4
秋田,9,白濱　僚祐,SF,43,42,1006:18:00,23:24,259,6,92,234,39.30%,38,99,38.40%,37,55,67.30%,19,84,103,2.4,71,1.7,64,34,8,16,94,63,6
仙台,44,グレッグ・マンガーノ,SG,24,2,519:45:00,21:39,255,10.6,105,267,39.30%,11,55,20.00%,34,53,64.20%,73,137,210,8.8,15,0.6,20,8,17,16,45,48,13
仙台,5,柳川 龍之介,SF,56,15,906:10:00,16:10,250,4.5,106,261,40.60%,25,89,28.10%,13,26,50.00%,11,62,73,1.3,53,0.9,61,15,4,13,91,46,3
京都,22,モー・チャーロ,SF,19,3,364:33:00,19:11,247,13,73,183,39.90%,26,91,28.60%,75,95,78.90%,19,91,110,5.8,23,1.2,30,12,21,6,37,70,13
三河,0,橋本　竜馬,PG,43,35,923:04:00,21:28,246,5.7,85,199,42.70%,48,127,37.80%,28,32,87.50%,12,77,89,2.1,69,1.6,24,29,2,6,104,52,7
京都,34,籔内 幸樹,PG/SG,60,4,1083:08:00,18:03,244,4.1,95,258,36.80%,11,56,19.60%,43,57,75.40%,23,63,86,1.4,69,1.2,57,38,2,11,92,74,3
滋賀,13,菅原　洋介,SG/SF,58,33,1020:41:00,17:35,240,4.1,89,224,39.70%,38,103,36.90%,24,27,88.90%,46,115,161,2.8,43,0.7,51,38,4,15,116,42,5
京都,1,小島 元基,PG/SG,29,28,703:41:00,24:15:00,238,8.2,85,244,34.80%,17,58,29.30%,51,65,78.50%,21,59,80,2.8,89,3.1,63,19,2,13,48,67,7
名古屋D,0,石崎 巧,PG/SG,37,11,752:55:00,20:20,238,6.4,89,216,41.20%,29,89,32.60%,31,43,72.10%,13,62,75,2,90,2.4,46,20,6,12,69,55,7
横浜,5,湊谷　安玲久司朱,SG,53,6,796:00:00,15:01,233,4.4,87,265,32.80%,27,107,25.20%,32,39,82.10%,17,87,104,2,39,0.7,47,16,7,9,64,38,3
大阪,2,橋本　尚明,SG,54,3,837:26:00,15:30,232,4.3,91,244,37.30%,25,90,27.80%,25,29,86.20%,29,51,80,1.5,45,0.8,49,26,8,21,99,39,3
横浜,25,竹田　謙,SG,57,13,846:04:00,14:50,227,4,87,200,43.50%,29,64,45.30%,24,32,75.00%,13,57,70,1.2,44,0.8,32,26,2,11,76,46,4
川崎,9,栗原 貴宏,SF,56,16,1080:54:00,19:18,225,4,77,201,38.30%,39,120,32.50%,32,44,72.70%,34,71,105,1.9,73,1.3,50,22,3,3,97,73,4
三遠,1,大石　慎之介,SG,60,11,875:33:00,14:35,223,3.7,81,235,34.50%,37,115,32.20%,24,31,77.40%,12,58,70,1.2,58,1,53,17,3,9,102,47,3
横浜,2,高島　一貴,SG,52,44,1035:44:00,19:55,221,4.3,101,245,41.20%,2,19,10.50%,17,22,77.30%,43,53,96,1.8,22,0.4,32,30,8,9,96,27,4
