TEAM,NO,PLAYER,PO,G,GS,MIN,MINPG,PTS,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OR,DR,TR,RPG,AS,APG,TO,ST,BS,BSR,F,FD,EFF
京都,5,マーカス・ダブ,PF,46,17,886:59:00,19:16,252,5.5,109,226,48.20%,0,5,0.00%,34,75,45.30%,73,196,269,5.8,70,1.5,48,63,33,12,140,81,10
琉球,11,須田 侑太郎,SF,60,26,1046:51:00,17:26,252,4.2,92,265,34.70%,47,149,31.50%,21,28,75.00%,23,67,90,1.5,93,1.6,56,43,2,16,107,45,4
富山,2,橋本 尚明,SG,52,0,939:22:00,18:03,252,4.8,98,270,36.30%,49,149,32.90%,7,9,77.80%,16,62,78,1.5,73,1.4,39,32,4,13,84,19,4
大阪,20,合田 怜,PG,58,4,1027:14:00,17:42,251,4.3,84,189,44.40%,29,78,37.20%,54,73,74.00%,15,71,86,1.5,145,2.5,71,58,1,11,121,91,6
西宮,19,梁川 禎浩,SG,55,17,989:58:00,17:59,249,4.5,103,288,35.80%,19,72,26.40%,24,31,77.40%,16,78,94,1.7,104,1.9,55,23,6,23,74,60,4
A東京,13,菊地 祥平,SF,57,54,1045:43:00,18:20,249,4.4,83,216,38.40%,21,58,36.20%,62,86,72.10%,18,101,119,2.1,93,1.6,60,37,6,16,134,102,5
A東京,1,小島 元基,PG,54,5,956:46:00,17:43,246,4.6,86,228,37.70%,25,78,32.10%,49,70,70.00%,22,50,72,1.3,144,2.7,66,33,5,14,78,65,5
栃木,24,渡邉 裕規,PG,40,0,679:30:00,16:59,244,6.1,93,265,35.10%,43,139,30.90%,15,18,83.30%,12,30,42,1.1,79,2,28,20,1,5,66,40,5
西宮,55,キャメロン・リドリー,PF/C,31,12,632:19:00,20:23,242,7.8,101,267,37.80%,0,0,0.00%,40,86,46.50%,67,134,201,6.5,28,0.9,51,18,20,12,74,70,8
三遠,45,鹿野 洵生,SF,60,37,1307:03:00,21:47,241,4,82,241,34.00%,56,167,33.50%,21,27,77.80%,27,117,144,2.4,81,1.4,47,25,5,8,58,45,5
京都,33,内海 慎吾,SG,60,4,1110:18:00,18:30,235,3.9,68,177,38.40%,55,142,38.70%,44,49,89.80%,12,58,70,1.2,38,0.6,29,28,3,8,83,51,4
島根,10,波多野 和也,PF,54,46,922:56:00,17:05,231,4.3,104,269,38.70%,4,14,28.60%,19,32,59.40%,36,103,139,2.6,49,0.9,64,15,20,23,116,31,4
横浜,15,佐藤 託矢,PF,58,40,975:32:00,16:49,224,3.9,86,233,36.90%,16,52,30.80%,36,61,59.00%,47,129,176,3,115,2,80,33,14,10,170,98,5
A東京,21,ブレンダン・レーン,PF/C,41,0,555:59:00,13:33,223,5.4,97,185,52.40%,0,4,0.00%,29,44,65.90%,70,105,175,4.3,22,0.5,21,9,17,12,100,46,8
千葉,11,西村 文男,PG,42,13,669:57:00,15:57,222,5.3,82,187,43.90%,31,96,32.30%,27,36,75.00%,12,33,45,1.1,112,2.7,37,41,5,4,67,38,7
SR渋谷,7,伊藤 駿,PG,47,35,1010:29:00,21:29,220,4.7,86,239,36.00%,12,41,29.30%,36,45,80.00%,21,64,85,1.8,102,2.2,41,44,0,10,59,57,5
大阪,3,藤高 宗一郎,SF,49,9,709:35:00,14:28,218,4.4,83,189,43.90%,14,48,29.20%,38,51,74.50%,24,37,61,1.2,57,1.2,50,22,7,17,53,75,4
琉球,0,石崎 巧,PG/SG,55,8,699:03:00,12:42,217,3.9,82,197,41.60%,35,87,40.20%,18,25,72.00%,11,48,59,1.1,114,2.1,57,19,3,5,63,37,4
島根,5,山本 エドワード,PG,48,18,904:22:00,18:50,214,4.5,83,215,38.60%,39,123,31.70%,9,12,75.00%,20,60,80,1.7,100,2.1,65,36,1,3,91,32,5
琉球,8,二ノ宮 康平,PG,57,0,752:41:00,13:12,210,3.7,77,225,34.20%,43,125,34.40%,13,16,81.30%,14,47,61,1.1,125,2.2,61,26,0,10,88,23,4
北海道,17,川邉 亮平,SF,58,10,908:54:00,15:40,202,3.5,80,200,40.00%,17,57,29.80%,25,35,71.40%,50,82,132,2.3,72,1.2,44,27,3,12,72,37,5
富山,9,水戸 健史,SG,58,57,1042:32:00,17:58,194,3.3,81,220,36.80%,15,65,23.10%,17,27,63.00%,31,89,120,2.1,75,1.3,30,46,11,10,111,43,5
三遠,11,岡田 慎吾,SG,49,22,1083:13:00,22:06,186,3.8,80,184,43.50%,22,82,26.80%,4,8,50.00%,36,102,138,2.8,73,1.5,21,26,3,7,53,13,6
横浜,2,高島 一貴,SG,60,41,1071:48:00,17:51,186,3.1,85,215,39.50%,6,28,21.40%,10,17,58.80%,39,62,101,1.7,48,0.8,15,47,6,10,96,30,4
京都,9,綿貫　瞬,PG,41,1,654:33:00,15:57,185,4.5,64,171,37.40%,16,52,30.80%,41,47,87.20%,27,54,81,2,78,1.9,33,35,0,5,43,58,6
三河,44,コートニー・シムズ,PF,21,14,471:30:00,22:27,181,8.6,65,116,56.00%,0,0,0.00%,51,68,75.00%,55,111,166,7.9,14,0.7,22,8,9,9,45,51,14
名古屋D,1,藤永 佳昭,PG,57,7,870:49:00,15:16,175,3.1,64,164,39.00%,28,66,42.40%,19,25,76.00%,24,56,80,1.4,132,2.3,51,27,0,11,69,46,5
三河,4,狩俣 昌也,PG,55,20,680:59:00,12:22,175,3.2,59,162,36.40%,46,128,35.90%,11,12,91.70%,7,44,51,0.9,86,1.6,20,23,1,3,67,23,4
新潟,0,遥 天翼,SF,55,31,847:14:00,15:24,171,3.1,63,156,40.40%,13,45,28.90%,32,44,72.70%,30,76,106,1.9,28,0.5,28,7,5,11,122,53,3
北海道,35,伊藤 大司,PG,52,10,729:04:00,14:01,164,3.2,63,206,30.60%,24,85,28.20%,14,20,70.00%,9,44,53,1,89,1.7,27,24,0,8,44,36,3
三河,8,村上 直,PG,46,0,477:03:00,10:22,162,3.5,60,142,42.30%,11,41,26.80%,31,43,72.10%,7,33,40,0.9,59,1.3,37,13,1,13,53,42,3
西宮,15,谷口 淳,PF,56,47,998:41:00,17:50,159,2.8,72,166,43.40%,2,2,100.00%,13,21,61.90%,54,95,149,2.7,48,0.9,44,36,5,12,137,58,4
名古屋D,18,中務 敏宏,SG/SF,48,3,489:17:00,10:11,152,3.2,54,121,44.60%,27,75,36.00%,17,25,68.00%,19,28,47,1,21,0.4,19,8,0,1,34,36,3
川崎,17,ルー・アマンドソン,PF,34,1,445:18:00,13:05,152,4.5,62,148,41.90%,1,3,33.30%,27,51,52.90%,67,113,180,5.3,14,0.4,41,10,19,11,87,42,7
島根,11,後藤 翔平,PG,53,2,723:35:00,13:39,147,2.8,57,138,41.30%,21,75,28.00%,12,28,42.90%,16,41,57,1.1,59,1.1,47,34,0,10,55,48,3
千葉,31,原 修太,SG/SF,57,24,680:50:00,11:56,139,2.4,52,153,34.00%,23,88,26.10%,12,19,63.20%,16,37,53,0.9,33,0.6,28,21,3,10,77,30,2
SR渋谷,51,菊池 真人,PF,58,29,852:13:00,14:41,138,2.4,50,134,37.30%,22,71,31.00%,16,20,80.00%,37,55,92,1.6,35,0.6,31,20,8,6,95,46,3
川崎,18,鎌田 裕也,PF/C,58,0,787:21:00,13:34,137,2.4,60,118,50.80%,1,5,20.00%,16,23,69.60%,29,52,81,1.4,35,0.6,29,14,5,9,107,26,3
西宮,3,松崎 賢人,PG,37,29,558:12:00,15:05,128,3.5,47,126,37.30%,10,37,27.00%,24,33,72.70%,13,34,47,1.3,37,1,23,25,1,3,68,39,3
西宮,27,石塚 裕也,PF,45,9,739:46:00,16:26,128,2.8,59,130,45.40%,0,0,0.00%,10,19,52.60%,47,61,108,2.4,25,0.6,25,24,6,9,98,21,4
島根,9,熊谷 宜之,SF,43,1,486:47:00,11:19,125,2.9,43,106,40.60%,16,58,27.60%,23,26,88.50%,17,42,59,1.4,26,0.6,27,12,0,3,55,31,3
川崎,15,谷口 光貴,SG,48,2,478:36:00,9:58,122,2.5,46,142,32.40%,19,69,27.50%,11,14,78.60%,9,34,43,0.9,35,0.7,29,14,3,4,63,19,2
A東京,9,ランデン・ルーカス,C,18,0,259:22:00,14:24,118,6.6,39,82,47.60%,0,3,0.00%,40,46,87.00%,37,47,84,4.7,12,0.7,25,11,11,6,49,37,9
北海道,32,松島 良豪,PG,60,5,713:10:00,11:53,117,2,45,138,32.60%,6,28,21.40%,21,37,56.80%,31,48,79,1.3,169,2.8,55,24,3,4,78,42,4
北海道,3,牧 全,SG,33,7,346:34:00,10:30,116,3.5,35,85,41.20%,17,36,47.20%,29,36,80.60%,21,18,39,1.2,27,0.8,13,9,0,2,36,31,4
横浜,25,竹田 謙,SG,46,1,559:23:00,12:09,110,2.4,43,90,47.80%,11,29,37.90%,13,19,68.40%,23,41,64,1.4,33,0.7,20,20,2,7,53,25,3
滋賀,23,横江 豊,PG,53,0,488:04:00,9:12,110,2.1,38,113,33.60%,3,14,21.40%,31,38,81.60%,8,31,39,0.7,66,1.2,37,20,4,3,60,38,2
島根,1,岡本 飛竜,PG,56,6,730:39:00,13:02,106,1.9,43,139,30.90%,10,36,27.80%,10,16,62.50%,18,52,70,1.3,88,1.6,36,21,1,10,69,38,3
滋賀,11,佐藤 卓磨,SF/PF,31,21,477:33:00,15:24,103,3.3,42,120,35.00%,10,46,21.70%,9,16,56.30%,17,49,66,2.1,24,0.8,19,5,4,2,48,27,3
滋賀,0,小林 遥太,PG,51,1,430:14:00,8:26,102,2,38,119,31.90%,4,23,17.40%,22,28,78.60%,12,30,42,0.8,61,1.2,20,12,1,6,37,37,2
川崎,11,野本 建吾,SF/PF,56,0,447:33:00,7:59,100,1.8,37,100,37.00%,0,3,0.00%,26,47,55.30%,30,39,69,1.2,47,0.8,28,10,5,11,54,37,2
川崎,23,ジュフ・バンバ,SF/PF,24,3,159:01:00,6:37,100,4.2,39,71,54.90%,1,5,20.00%,21,27,77.80%,20,43,63,2.6,10,0.4,11,6,1,3,31,24,5
A東京,7,正中 岳城,SG,39,3,469:13:00,12:01,97,2.5,38,99,38.40%,13,47,27.70%,8,13,61.50%,6,34,40,1,48,1.2,20,7,1,3,56,19,3
横浜,3,蒲谷 正之,SG,28,3,318:26:00,11:22,93,3.3,39,97,40.20%,6,19,31.60%,9,16,56.30%,6,20,26,0.9,37,1.3,18,11,1,5,32,17,3
川崎,9,栗原 貴宏,SF,49,1,796:11:00,16:14,92,1.9,33,108,30.60%,12,53,22.60%,14,26,53.80%,21,47,68,1.4,52,1.1,29,18,3,7,68,44,2
千葉,1,阿部 友和,PG,48,1,497:40:00,10:22,86,1.8,29,82,35.40%,14,43,32.60%,14,16,87.50%,15,29,44,0.9,75,1.6,42,26,1,3,58,26,3
西宮,1,セオン・エディ,SG,26,6,367:45:00,14:08,82,3.2,35,93,37.60%,7,32,21.90%,5,11,45.50%,14,27,41,1.6,10,0.4,14,12,2,7,48,15,3
栃木,30,山崎 稜,SG,35,0,236:14:00,6:44,82,2.3,33,88,37.50%,14,46,30.40%,2,2,100.00%,6,6,12,0.3,5,0.1,16,9,1,5,36,8,1
西宮,10,坂井 レオ,PF/C,22,2,270:01:00,12:16,82,3.7,30,66,45.50%,0,0,0.00%,22,31,71.00%,24,31,55,2.5,8,0.4,13,2,2,6,44,29,4
SR渋谷,1,清水 太志郎,PG/SG,28,1,396:26:00,14:09,76,2.7,27,95,28.40%,16,54,29.60%,6,8,75.00%,7,34,41,1.5,28,1,11,13,0,7,38,17,3
京都,14,坂東 拓,SG,42,0,286:41:00,6:49,70,1.7,20,72,27.80%,18,59,30.50%,12,18,66.70%,9,15,24,0.6,20,0.5,19,12,0,2,26,18,1
三河,9,森川 正明,SF,40,3,184:19:00,4:36,69,1.7,26,56,46.40%,4,9,44.40%,13,16,81.30%,5,11,16,0.4,11,0.3,13,6,0,2,27,13,1
島根,22,小阪 彰久,PF,44,3,334:04:00,7:35,69,1.6,28,69,40.60%,0,0,0.00%,13,23,56.50%,13,35,48,1.1,9,0.2,14,6,6,6,54,23,2
西宮,35,内藤 健太,SG,23,3,277:06:00,12:02,66,2.9,23,70,32.90%,6,25,24.00%,14,19,73.70%,12,24,36,1.6,7,0.3,13,5,4,5,42,17,2
琉球,6,金城　茂之,SG,41,0,238:47:00,5:49,65,1.6,26,56,46.40%,11,30,36.70%,2,2,100.00%,6,14,20,0.5,17,0.4,14,4,0,1,15,6,2
滋賀,13,菅原 洋介,SG/SF,32,1,374:11:00,11:41,65,2,22,77,28.60%,9,37,24.30%,12,16,75.00%,17,40,57,1.8,21,0.7,17,16,0,4,48,24,3
名古屋D,3,柏木 真介,PG,34,0,372:43:00,10:57,63,1.9,24,70,34.30%,9,37,24.30%,6,9,66.70%,11,28,39,1.1,43,1.3,21,24,1,5,39,20,3
SR渋谷,41,ルーベン・ボイキン,PF,22,0,209:22:00,9:31,56,2.5,20,49,40.80%,14,36,38.90%,2,2,100.00%,8,38,46,2.1,17,0.8,11,3,2,2,43,6,4
滋賀,22,樋口 大倫,PF,48,4,265:30:00,5:31,55,1.1,19,51,37.30%,0,0,0.00%,17,29,58.60%,19,30,49,1,5,0.1,13,8,6,7,50,23,1
SR渋谷,14,杉浦 佑成,SF,23,3,225:36:00,9:48,53,2.3,18,55,32.70%,11,34,32.40%,6,7,85.70%,5,12,17,0.7,8,0.3,12,6,0,3,20,11,1
大阪,32,安部 潤,PG/SG,45,1,214:53:00,4:46,49,1.1,17,53,32.10%,14,41,34.10%,1,4,25.00%,2,5,7,0.2,15,0.3,8,4,0,1,26,5,1
横浜,13,山田 謙治,PG,31,2,265:04:00,8:33,49,1.6,15,32,46.90%,9,18,50.00%,10,16,62.50%,2,20,22,0.7,28,0.9,17,6,0,1,32,16,2
富山,15,青木 ブレイク,PF,39,14,358:35:00,9:11,41,1.1,19,55,34.50%,0,0,0.00%,3,9,33.30%,26,68,94,2.4,15,0.4,14,9,6,5,66,6,3
富山,7,宮永 雄太,PG,45,2,405:08:00,9:00,41,0.9,14,37,37.80%,3,13,23.10%,10,15,66.70%,7,32,39,0.9,71,1.6,16,4,0,2,28,16,2
新潟,18,森井 健太,PG,35,0,355:23:00,10:09,40,1.1,16,44,36.40%,4,19,21.10%,4,8,50.00%,10,18,28,0.8,60,1.7,31,14,0,0,37,8,2
三遠,6,岩田 涼太,SG/SF,29,0,178:36:00,6:09,37,1.3,13,46,28.30%,7,26,26.90%,4,7,57.10%,4,9,13,0.4,3,0.1,7,1,1,1,16,8,0
横浜,5,湊谷　安玲久司朱,SG,8,4,104:15:00,13:01,37,4.6,12,37,32.40%,3,15,20.00%,10,11,90.90%,2,10,12,1.5,12,1.5,8,2,1,2,8,11,4
三遠,13,比留木 謙司,PF,32,0,121:22:00,3:47,35,1.1,12,18,66.70%,1,1,100.00%,10,16,62.50%,4,15,19,0.6,4,0.1,4,1,0,1,28,19,1
名古屋D,88,大宮 宏正,PF,24,1,126:26:00,5:16,32,1.3,14,31,45.20%,1,4,25.00%,3,5,60.00%,8,20,28,1.2,8,0.3,3,2,4,1,25,6,2
三遠,1,大石 慎之介,SG,24,0,207:33:00,8:38,32,1.3,12,58,20.70%,6,31,19.40%,2,8,25.00%,5,14,19,0.8,15,0.6,10,4,0,3,22,13,0
富山,25,葛原 大智,SG,18,1,178:18:00,9:54,31,1.7,12,27,44.40%,3,7,42.90%,4,12,33.30%,13,12,25,1.4,5,0.3,7,5,0,1,31,14,2
琉球,16,渡辺 竜之佑,PG/SG,35,1,182:54:00,5:13,30,0.9,12,36,33.30%,1,9,11.10%,5,5,100.00%,13,37,50,1.4,12,0.3,10,7,2,2,33,10,2
大阪,12,寒竹 隼人,SF/PF,34,0,88:32:00,2:36,26,0.8,9,28,32.10%,7,25,28.00%,1,1,100.00%,1,7,8,0.2,4,0.1,5,3,1,0,19,2,1
川崎,6,小澤 智将,SG,28,0,170:25:00,6:05,23,0.8,8,34,23.50%,5,23,21.70%,2,4,50.00%,4,7,11,0.4,5,0.2,11,6,0,1,25,8,0
栃木,3,前村 雄大,PG/SG,36,0,126:11:00,3:30,22,0.6,6,31,19.40%,3,17,17.60%,7,12,58.30%,4,3,7,0.2,7,0.2,5,4,0,0,20,9,0
西宮,47,土屋　アリスター時生,C,13,2,135:07:00,10:23,22,1.7,7,21,33.30%,0,0,0.00%,8,10,80.00%,14,10,24,1.8,3,0.2,4,4,3,2,18,9,3
A東京,2,齋藤 拓実,PG,9,0,62:53:00,6:59,18,2,6,14,42.90%,1,4,25.00%,5,8,62.50%,2,1,3,0.3,7,0.8,4,1,0,1,6,5,2
三遠,3,大口 真洋,SG,10,1,42:35:00,4:15,18,1.8,7,17,41.20%,4,13,30.80%,0,0,0.00%,3,2,5,0.5,2,0.2,3,0,0,1,6,2,1
富山,81,小原 翼,PF,38,23,312:57:00,8:14,17,0.4,8,29,27.60%,0,0,0.00%,1,6,16.70%,16,35,51,1.3,7,0.2,6,4,5,3,40,7,1
滋賀,54,澤地　サミュエルJr.,PF,20,0,78:20:00,3:55,17,0.9,8,19,42.10%,0,1,0.00%,1,2,50.00%,5,5,10,0.5,2,0.1,4,2,0,3,13,5,1
新潟,5,佐藤 優樹,SG,25,0,129:38:00,5:11,17,0.7,6,22,27.30%,3,10,30.00%,2,3,66.70%,10,10,20,0.8,6,0.2,3,1,0,3,9,2,1
北海道,21,田原 隆徳,SG,8,0,25:04:00,3:08,16,2,6,20,30.00%,3,5,60.00%,1,2,50.00%,0,1,1,0.1,0,0,4,1,0,2,1,1,0
三河,24,加藤 寿一,SG,31,0,59:21:00,1:54,16,0.5,7,22,31.80%,1,5,20.00%,1,4,25.00%,1,4,5,0.2,4,0.1,5,4,1,2,8,4,0
SR渋谷,13,阿部 諒,SG,15,0,55:42:00,3:42,15,1,4,11,36.40%,2,5,40.00%,5,8,62.50%,3,6,9,0.6,4,0.3,5,4,0,0,4,6,1
栃木,21,橋本 晃佑,PF/C,12,1,69:39:00,5:48,15,1.3,6,24,25.00%,3,12,25.00%,0,0,0.00%,5,3,8,0.7,1,0.1,2,0,1,0,11,4,0
京都,45,頓宮 裕人,PF/C,26,0,79:52:00,3:04,15,0.6,5,25,20.00%,0,0,0.00%,5,12,41.70%,5,2,7,0.3,0,0,4,2,1,4,8,9,0
千葉,44,伊藤 俊亮,C,39,1,148:10:00,3:47,15,0.4,5,23,21.70%,0,0,0.00%,5,13,38.50%,6,20,26,0.7,5,0.1,14,3,0,3,34,14,0
川崎,4,青木 保憲,PG,16,0,64:16:00,4:01,14,0.9,6,16,37.50%,0,6,0.00%,2,4,50.00%,0,6,6,0.4,1,0.1,5,1,0,0,2,6,0
琉球,21,平岩 玄,C,4,0,18:41,4:40,9,2.3,4,7,57.10%,0,0,0.00%,1,2,50.00%,1,4,5,1.3,0,0,2,1,0,1,3,1,2
栃木,8,須田 昂太郎,SG,3,0,5:36,1:52,8,2.7,3,5,60.00%,2,4,50.00%,0,0,0.00%,0,0,0,0,0,0,0,2,0,0,2,0,3
大阪,7,澤邉 圭太,SG,7,0,18:51,2:41,8,1.1,3,8,37.50%,0,1,0.00%,2,3,66.70%,0,2,2,0.3,1,0.1,0,2,0,0,1,2,1
千葉,25,荒尾 岳,PF,22,0,118:18:00,5:22,6,0.3,2,8,25.00%,0,0,0.00%,2,4,50.00%,3,14,17,0.8,5,0.2,5,1,3,0,12,3,1
三遠,12,ダシルバ　ヒサシ,SG,4,0,7:05,1:46,5,1.3,2,4,50.00%,1,2,50.00%,0,0,0.00%,0,3,3,0.8,0,0,0,0,0,0,1,0,2
川崎,3,林 翔太郎,SF,5,0,9:31,1:54,3,0.6,1,2,50.00%,1,1,100.00%,0,0,0.00%,1,0,1,0.2,0,0,1,0,1,0,0,0,1
富山,12,田中 健介,PG,3,0,8:37,2:52,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,1,0.3,1,0,0,0,4,1,0
富山,6,中村 太地,PG,1,0,1:42,1:42,0,0,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,-1
新潟,41,輪島 射矢,SG,4,0,3:09,0:47,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0
三河,-,ダニエル・オルトン,PF,38,37,919:49:00,24:12:00,444,11.7,155,298,52.00%,13,55,23.60%,121,163,74.20%,52,206,258,6.8,79,2.1,84,18,35,6,113,157,15
富山,-,ドリュー・ヴァイニー,SF/PF,35,3,696:43:00,19:54,438,12.5,160,350,45.70%,48,122,39.30%,70,94,74.50%,25,152,177,5.1,110,3.1,69,32,17,16,87,93,14
西宮,-,コナー・ ラマート,PF,26,20,680:40:00,26:10:00,333,12.8,128,295,43.40%,39,110,35.50%,38,58,65.50%,51,181,232,8.9,55,2.1,34,19,39,10,70,67,18
三遠,-,カルティエ・マーティン,SG/SF,17,12,430:00:00,25:17:00,328,19.3,110,261,42.10%,41,106,38.70%,67,89,75.30%,14,86,100,5.9,21,1.2,45,10,0,12,41,80,14
滋賀,-,オマール・サムハン,C,28,2,733:45:00,26:12:00,287,10.3,109,288,37.80%,21,82,25.60%,48,79,60.80%,74,150,224,8,67,2.4,64,21,27,15,101,80,13
島根,-,タイラー・ストーン,PF,15,0,310:36:00,20:42,217,14.5,80,206,38.80%,16,71,22.50%,41,54,75.90%,17,74,91,6.1,54,3.6,38,16,6,8,27,50,14
島根,-,ギャレット・スタツ,C,28,0,348:02:00,12:25,214,7.6,87,144,60.40%,2,4,50.00%,38,48,79.20%,33,85,118,4.2,22,0.8,34,9,16,11,56,49,10
北海道,-,グレゴリー・ウィッティントン,SF/PF,18,5,334:02:00,18:33,198,11,73,183,39.90%,22,66,33.30%,30,43,69.80%,29,81,110,6.1,33,1.8,13,15,7,7,35,35,13
大阪,-,グレッグ・スミス,PF/C,20,14,438:19:00,21:54,182,9.1,74,147,50.30%,0,0,0.00%,34,62,54.80%,36,114,150,7.5,37,1.9,28,26,8,7,55,53,14
島根,-,ブレンダン・レーン,PF,17,2,352:47:00,20:45,142,8.4,51,118,43.20%,17,45,37.80%,23,32,71.90%,28,82,110,6.5,29,1.7,28,8,18,4,41,31,12
新潟,-,ジャレッド・バーグレン,PF/C,27,5,446:20:00,16:31,141,5.2,63,115,54.80%,0,0,0.00%,15,39,38.50%,39,82,121,4.5,10,0.4,11,8,20,11,45,27,8
西宮,-,ジョーダン・ヴァンデンバーグ,C,26,8,375:55:00,14:27,115,4.4,48,97,49.50%,0,0,0.00%,19,30,63.30%,67,75,142,5.5,21,0.8,33,12,12,0,55,29,8
富山,-,岡田 優,SG,18,0,244:38:00,13:35,101,5.6,41,113,36.30%,12,42,28.60%,7,10,70.00%,6,11,17,0.9,14,0.8,20,10,1,6,15,11,3
千葉,-,トニー・ガフニー,PF,17,0,360:40:00,21:12,99,5.8,35,110,31.80%,8,47,17.00%,21,31,67.70%,21,50,71,4.2,33,1.9,20,23,13,1,20,33,8
SR渋谷,-,ジャマール・ソープ,SF/PF,24,0,259:00:00,10:47,89,3.7,30,74,40.50%,3,7,42.90%,26,36,72.20%,26,41,67,2.8,12,0.5,20,7,1,5,33,36,4
栃木,-,アンドリュー・ネイミック,C,19,3,253:13:00,13:19,82,4.3,37,58,63.80%,0,0,0.00%,8,16,50.00%,20,38,58,3.1,16,0.8,10,13,18,3,47,16,8
SR渋谷,-,ブランデン・ドーソン,SF/PF,10,0,122:26:00,12:14,66,6.6,28,61,45.90%,0,3,0.00%,10,18,55.60%,13,16,29,2.9,3,0.3,9,5,9,1,14,20,6
西宮,-,大塚 勇人,PG,19,12,259:23:00,13:39,58,3.1,22,57,38.60%,9,27,33.30%,5,6,83.30%,3,16,19,1,37,1.9,24,13,1,3,27,18,4
横浜,-,ジェイソン・ウォッシュバーン,C,4,4,85:49:00,21:27,48,12,18,29,62.10%,0,0,0.00%,12,17,70.60%,9,14,23,5.8,4,1,10,1,3,1,6,17,13
三遠,-,ローレンス・ブラックレッジ,PF,8,0,87:07:00,10:53,38,4.8,15,33,45.50%,0,2,0.00%,8,10,80.00%,9,14,23,2.9,4,0.5,6,3,10,0,7,7,7
島根,-,ジャミール・マッケイ,PF,10,2,131:06:00,13:06,25,2.5,9,33,27.30%,0,0,0.00%,7,13,53.80%,18,36,54,5.4,7,0.7,11,6,4,5,15,11,6
栃木,-,カイル・リチャードソン,PF,4,0,32:59:00,8:14,23,5.8,9,15,60.00%,0,0,0.00%,5,8,62.50%,6,3,9,2.3,0,0,0,1,2,1,5,5,7
北海道,-,ジャスティン・レイノルズ,PF,5,0,44:17:00,8:51,20,4,5,13,38.50%,2,5,40.00%,8,10,80.00%,6,12,18,3.6,1,0.2,2,3,1,0,10,7,6
京都,-,ローレンス・ブラックレッジ,PF,6,0,37:14:00,6:12,17,2.8,6,12,50.00%,1,2,50.00%,4,7,57.10%,3,3,6,1,4,0.7,2,1,1,0,7,7,3
栃木,-,落合 知也,SF/PF,24,0,68:36:00,2:51,15,0.6,5,21,23.80%,2,5,40.00%,3,4,75.00%,1,5,6,0.3,3,0.1,1,0,0,1,14,3,0
滋賀,-,田中 大地,SF,11,2,143:31:00,13:02,8,0.7,4,13,30.80%,0,1,0.00%,0,0,0.00%,14,17,31,2.8,4,0.4,5,9,1,0,11,7,4
