"","GAMEIDX","DATE","SHEDULEKEY","TEAM.A","TEAM.B","ISHOME.A","ISHOME.B","ATTENDANCE_RAW"
"92",16,"11.17","3137","A東京","琉球",FALSE,TRUE,"人数：3558人"
"93",17,"11.18","3138","A東京","琉球",FALSE,TRUE,"人数：3467人"
"94",18,"11.23","3141","A東京","京都",TRUE,FALSE,"人数：3006人"
"95",19,"11.24","3142","A東京","京都",TRUE,FALSE,"人数：2663人"
"96",1,"10.04","2990","千葉","川崎",TRUE,FALSE,"人数：5067人"
"97",2,"10.06","2991","千葉","川崎",TRUE,FALSE,"人数：4941人"
"98",3,"10.13","3006","千葉","三遠",TRUE,FALSE,"人数：3890人"
"99",4,"10.14","3007","千葉","三遠",TRUE,FALSE,"人数：4222人"
"100",5,"10.17","3022","千葉","北海道",FALSE,TRUE,"人数：4058人"
"101",6,"10.20","3035","千葉","新潟",TRUE,FALSE,"人数：4526人"
"102",7,"10.21","3036","千葉","新潟",TRUE,FALSE,"人数：4938人"
"103",8,"10.24","3050","千葉","北海道",TRUE,FALSE,"人数：4008人"
"104",9,"10.27","3072","千葉","大阪",FALSE,TRUE,"人数：3765人"
"105",10,"10.28","3073","千葉","大阪",FALSE,TRUE,"人数：3845人"
"106",11,"11.03","3080","千葉","SR渋谷",TRUE,FALSE,"人数：4831人"
"107",12,"11.04","3081","千葉","SR渋谷",TRUE,FALSE,"人数：5226人"
"108",13,"11.07","3095","千葉","栃木",FALSE,TRUE,"人数：3917人"
"109",14,"11.10","3105","千葉","琉球",TRUE,FALSE,"人数：4648人"
"110",15,"11.11","3106","千葉","琉球",TRUE,FALSE,"人数：5423人"
"111",16,"11.17","3125","千葉","大阪",TRUE,FALSE,"人数：4635人"
"112",17,"11.18","3126","千葉","大阪",TRUE,FALSE,"人数：5586人"
"113",18,"11.23","3149","千葉","三遠",FALSE,TRUE,"人数：2251人"
"114",19,"11.24","3150","千葉","三遠",FALSE,TRUE,"人数：2330人"
"115",1,"10.06","3000","新潟","滋賀",FALSE,TRUE,"人数：2568人"
"116",2,"10.07","3001","新潟","滋賀",FALSE,TRUE,"人数：2480人"
"117",3,"10.11","3012","新潟","秋田",TRUE,FALSE,"人数：1909人"
"118",4,"10.12","3013","新潟","秋田",TRUE,FALSE,"人数：2053人"
"119",5,"10.17","3027","新潟","三遠",TRUE,FALSE,"人数：2957人"
"120",6,"10.20","3035","新潟","千葉",FALSE,TRUE,"人数：4526人"
"121",7,"10.21","3036","新潟","千葉",FALSE,TRUE,"人数：4938人"
"122",8,"10.24","3053","新潟","横浜",FALSE,TRUE,"人数：2242人"
"123",9,"10.27","3062","新潟","三遠",TRUE,FALSE,"人数：1952人"
"124",10,"10.28","3063","新潟","三遠",TRUE,FALSE,"人数：1958人"
"125",11,"11.03","3084","新潟","横浜",FALSE,TRUE,"人数：2536人"
"126",12,"11.04","3085","新潟","横浜",FALSE,TRUE,"人数：2833人"
"127",13,"11.07","3098","新潟","三河",TRUE,FALSE,"人数：3129人"
"128",14,"11.10","3111","新潟","北海道",TRUE,FALSE,"人数：2325人"
"129",15,"11.11","3112","新潟","北海道",TRUE,FALSE,"人数：2351人"
"130",16,"11.17","3123","新潟","秋田",FALSE,TRUE,"人数：2118人"
"131",17,"11.18","3124","新潟","秋田",FALSE,TRUE,"人数：2330人"
"132",18,"11.23","3155","新潟","福岡",FALSE,TRUE,"人数：1731人"
"133",19,"11.24","3156","新潟","福岡",FALSE,TRUE,"人数：1426人"
"134",1,"10.06","2994","富山","横浜",TRUE,FALSE,"人数：3903人"
"135",2,"10.07","2995","富山","横浜",TRUE,FALSE,"人数：3116人"
"136",3,"10.12","3004","富山","栃木",FALSE,TRUE,"人数：3796人"
"137",4,"10.13","3005","富山","栃木",FALSE,TRUE,"人数：4014人"
"138",5,"10.17","3026","富山","横浜",FALSE,TRUE,"人数：3288人"
"139",6,"10.20","3041","富山","京都",TRUE,FALSE,"人数：2220人"
"140",7,"10.21","3042","富山","京都",TRUE,FALSE,"人数：2075人"
"141",8,"10.24","3054","富山","三河",FALSE,TRUE,"人数：2170人"
"142",9,"10.27","3064","富山","秋田",TRUE,FALSE,"人数：1829人"
"143",10,"10.28","3065","富山","秋田",TRUE,FALSE,"人数：1805人"
"144",11,"11.03","3088","富山","三河",FALSE,TRUE,"人数：2468人"
"145",12,"11.04","3089","富山","三河",FALSE,TRUE,"人数：2701人"
"146",13,"11.07","3099","富山","川崎",TRUE,FALSE,"人数：1551人"
"147",14,"11.10","3115","富山","滋賀",FALSE,TRUE,"人数：2219人"
"148",15,"11.11","3116","富山","滋賀",FALSE,TRUE,"人数：2174人"
"149",16,"11.17","3131","富山","栃木",TRUE,FALSE,"人数：3800人"
"150",17,"11.18","3132","富山","栃木",TRUE,FALSE,"人数：4016人"
"151",18,"11.23","3147","富山","名古屋D",TRUE,FALSE,"人数：2226人"
"152",19,"11.24","3148","富山","名古屋D",TRUE,FALSE,"人数：1939人"
"153",1,"10.06","2994","横浜","富山",FALSE,TRUE,"人数：3903人"
"154",2,"10.07","2995","横浜","富山",FALSE,TRUE,"人数：3116人"
"155",3,"10.12","3016","横浜","京都",FALSE,TRUE,"人数：1458人"
"156",4,"10.13","3017","横浜","京都",FALSE,TRUE,"人数：1384人"
"157",5,"10.17","3026","横浜","富山",TRUE,FALSE,"人数：3288人"
"158",6,"10.20","3039","横浜","滋賀",TRUE,FALSE,"人数：2794人"
"159",7,"10.21","3040","横浜","滋賀",TRUE,FALSE,"人数：2691人"
"160",8,"10.24","3053","横浜","新潟",TRUE,FALSE,"人数：2242人"
"161",9,"10.27","3060","横浜","SR渋谷",FALSE,TRUE,"人数：2253人"
"162",10,"10.28","3061","横浜","SR渋谷",FALSE,TRUE,"人数：2277人"
"163",11,"11.03","3084","横浜","新潟",TRUE,FALSE,"人数：2536人"
"164",12,"11.04","3085","横浜","新潟",TRUE,FALSE,"人数：2833人"
"165",13,"11.07","3097","横浜","三遠",TRUE,FALSE,"人数：2213人"
"166",14,"11.10","3119","横浜","大阪",FALSE,TRUE,"人数：1605人"
"167",15,"11.11","3120","横浜","大阪",FALSE,TRUE,"人数：3088人"
"168",16,"11.17","3129","横浜","福岡",TRUE,FALSE,"人数：2736人"
"169",17,"11.18","3130","横浜","福岡",TRUE,FALSE,"人数：2901人"
"170",18,"11.23","3145","横浜","琉球",TRUE,FALSE,"人数：3541人"
"171",19,"11.24","3146","横浜","琉球",TRUE,FALSE,"人数：3463人"
"172",1,"10.04","2990","川崎","千葉",FALSE,TRUE,"人数：5067人"
"173",2,"10.06","2991","川崎","千葉",FALSE,TRUE,"人数：4941人"
"174",3,"10.12","3010","川崎","滋賀",TRUE,FALSE,"人数：4708人"
"175",4,"10.13","3011","川崎","滋賀",TRUE,FALSE,"人数：4815人"
"176",5,"10.17","3025","川崎","三河",TRUE,FALSE,"人数：2403人"
"177",6,"10.20","3037","川崎","A東京",FALSE,TRUE,"人数：2542人"
"178",7,"10.21","3038","川崎","A東京",FALSE,TRUE,"人数：3074人"
"179",8,"10.24","3052","川崎","三遠",TRUE,FALSE,"人数：3021人"
"180",9,"10.26","3074","川崎","琉球",FALSE,TRUE,"人数：3311人"
"181",10,"10.27","3075","川崎","琉球",FALSE,TRUE,"人数：3362人"
"182",11,"11.03","3090","川崎","大阪",FALSE,TRUE,"人数：2271人"
"183",12,"11.04","3091","川崎","大阪",FALSE,TRUE,"人数：2358人"
"184",13,"11.07","3099","川崎","富山",FALSE,TRUE,"人数：1551人"
"185",14,"11.10","3109","川崎","A東京",TRUE,FALSE,"人数：4238人"
"186",15,"11.11","3110","川崎","A東京",TRUE,FALSE,"人数：4470人"
"187",16,"11.17","3121","川崎","北海道",FALSE,TRUE,"人数：2084人"
"188",17,"11.18","3122","川崎","北海道",FALSE,TRUE,"人数：2464人"
"189",18,"11.23","3143","川崎","栃木",TRUE,FALSE,"人数：4532人"
"190",19,"11.24","3144","川崎","栃木",TRUE,FALSE,"人数：4567人"
"191",1,"10.06","2996","三遠","京都",TRUE,FALSE,"人数：2146人"
"192",2,"10.07","2997","三遠","京都",TRUE,FALSE,"人数：2139人"
"193",3,"10.13","3006","三遠","千葉",FALSE,TRUE,"人数：3890人"
"194",4,"10.14","3007","三遠","千葉",FALSE,TRUE,"人数：4222人"
"195",5,"10.17","3027","三遠","新潟",FALSE,TRUE,"人数：2957人"
"196",6,"10.20","3043","三遠","琉球",TRUE,FALSE,"人数：1436人"
"197",7,"10.21","3044","三遠","琉球",TRUE,FALSE,"人数：1985人"
"198",8,"10.24","3052","三遠","川崎",FALSE,TRUE,"人数：3021人"
"199",9,"10.27","3062","三遠","新潟",FALSE,TRUE,"人数：1952人"
"200",10,"10.28","3063","三遠","新潟",FALSE,TRUE,"人数：1958人"
"201",11,"11.03","3086","三遠","北海道",TRUE,FALSE,"人数：1531人"
"202",12,"11.04","3087","三遠","北海道",TRUE,FALSE,"人数：2705人"
"203",13,"11.07","3097","三遠","横浜",FALSE,TRUE,"人数：2213人"
"204",14,"11.10","3117","三遠","京都",FALSE,TRUE,"人数：3703人"
"205",15,"11.11","3118","三遠","京都",FALSE,TRUE,"人数：1664人"
"206",16,"11.17","3133","三遠","滋賀",TRUE,FALSE,"人数：1360人"
"207",17,"11.18","3134","三遠","滋賀",TRUE,FALSE,"人数：1803人"
"208",18,"11.23","3149","三遠","千葉",TRUE,FALSE,"人数：2251人"
"209",19,"11.24","3150","三遠","千葉",TRUE,FALSE,"人数：2330人"
"210",1,"10.06","2998","三河","名古屋D",FALSE,TRUE,"人数：3420人"
"211",2,"10.07","2999","三河","名古屋D",FALSE,TRUE,"人数：3133人"
"212",3,"10.13","3014","三河","A東京",TRUE,FALSE,"人数：2912人"
"213",4,"10.14","3015","三河","A東京",TRUE,FALSE,"人数：3002人"
"214",5,"10.17","3025","三河","川崎",FALSE,TRUE,"人数：2403人"
"215",6,"10.20","3045","三河","SR渋谷",TRUE,FALSE,"人数：2137人"
"216",7,"10.21","3046","三河","SR渋谷",TRUE,FALSE,"人数：2604人"
"217",8,"10.24","3054","三河","富山",TRUE,FALSE,"人数：2170人"
"218",9,"10.29","3068","三河","滋賀",FALSE,TRUE,"人数：1587人"
"219",10,"10.30","3069","三河","滋賀",FALSE,TRUE,"人数：1628人"
"220",11,"11.03","3088","三河","富山",TRUE,FALSE,"人数：2468人"
"221",12,"11.04","3089","三河","富山",TRUE,FALSE,"人数：2701人"
"222",13,"11.07","3098","三河","新潟",FALSE,TRUE,"人数：3129人"
"223",14,"11.10","3107","三河","SR渋谷",FALSE,TRUE,"人数：2003人"
"224",15,"11.11","3108","三河","SR渋谷",FALSE,TRUE,"人数：1952人"
"225",16,"11.16","3135","三河","名古屋D",TRUE,FALSE,"人数：3160人"
"226",17,"11.17","3136","三河","名古屋D",TRUE,FALSE,"人数：3855人"
"227",18,"11.23","3139","三河","秋田",FALSE,TRUE,"人数：3250人"
"228",19,"11.24","3140","三河","秋田",FALSE,TRUE,"人数：2997人"
"229",1,"10.06","2998","名古屋D","三河",TRUE,FALSE,"人数：3420人"
"230",2,"10.07","2999","名古屋D","三河",TRUE,FALSE,"人数：3133人"
"231",3,"10.12","3020","名古屋D","琉球",FALSE,TRUE,"人数：3240人"
"232",4,"10.13","3021","名古屋D","琉球",FALSE,TRUE,"人数：3261人"
"233",5,"10.17","3028","名古屋D","福岡",TRUE,FALSE,"人数：2041人"
"234",6,"10.20","3047","名古屋D","大阪",FALSE,TRUE,"人数：2484人"
"235",7,"10.21","3048","名古屋D","大阪",FALSE,TRUE,"人数：2619人"
"236",8,"10.24","3055","名古屋D","滋賀",FALSE,TRUE,"人数：1475人"
"237",9,"10.27","3066","名古屋D","福岡",TRUE,FALSE,"人数：3846人"
"238",10,"10.28","3067","名古屋D","福岡",TRUE,FALSE,"人数：4186人"
"239",11,"11.03","3076","名古屋D","秋田",FALSE,TRUE,"人数：2531人"
"240",12,"11.04","3077","名古屋D","秋田",FALSE,TRUE,"人数：2707人"
"241",13,"11.07","3100","名古屋D","滋賀",TRUE,FALSE,"人数：1640人"
"242",14,"11.10","3113","名古屋D","秋田",TRUE,FALSE,"人数：2469人"
"243",15,"11.11","3114","名古屋D","秋田",TRUE,FALSE,"人数：2534人"
"244",16,"11.16","3135","名古屋D","三河",FALSE,TRUE,"人数：3160人"
"245",17,"11.17","3136","名古屋D","三河",FALSE,TRUE,"人数：3855人"
"246",18,"11.23","3147","名古屋D","富山",FALSE,TRUE,"人数：2226人"
"247",19,"11.24","3148","名古屋D","富山",FALSE,TRUE,"人数：1939人"
"248",1,"10.06","3000","滋賀","新潟",TRUE,FALSE,"人数：2568人"
"249",2,"10.07","3001","滋賀","新潟",TRUE,FALSE,"人数：2480人"
"250",3,"10.12","3010","滋賀","川崎",FALSE,TRUE,"人数：4708人"
"251",4,"10.13","3011","滋賀","川崎",FALSE,TRUE,"人数：4815人"
"252",5,"10.17","3029","滋賀","大阪",TRUE,FALSE,"人数：1529人"
"253",6,"10.20","3039","滋賀","横浜",FALSE,TRUE,"人数：2794人"
"254",7,"10.21","3040","滋賀","横浜",FALSE,TRUE,"人数：2691人"
"255",8,"10.24","3055","滋賀","名古屋D",TRUE,FALSE,"人数：1475人"
"256",9,"10.29","3068","滋賀","三河",TRUE,FALSE,"人数：1587人"
"257",10,"10.30","3069","滋賀","三河",TRUE,FALSE,"人数：1628人"
"258",11,"11.03","3078","滋賀","栃木",FALSE,TRUE,"人数：3647人"
"259",12,"11.04","3079","滋賀","栃木",FALSE,TRUE,"人数：3489人"
"260",13,"11.07","3100","滋賀","名古屋D",FALSE,TRUE,"人数：1640人"
"261",14,"11.10","3115","滋賀","富山",TRUE,FALSE,"人数：2219人"
"262",15,"11.11","3116","滋賀","富山",TRUE,FALSE,"人数：2174人"
"263",16,"11.17","3133","滋賀","三遠",FALSE,TRUE,"人数：1360人"
"264",17,"11.18","3134","滋賀","三遠",FALSE,TRUE,"人数：1803人"
"265",18,"11.23","3151","滋賀","SR渋谷",TRUE,FALSE,"人数：2094人"
"266",19,"11.24","3152","滋賀","SR渋谷",TRUE,FALSE,"人数：2022人"
"267",1,"10.06","2986","大阪","北海道",FALSE,TRUE,"人数：4738人"
"268",2,"10.07","2987","大阪","北海道",FALSE,TRUE,"人数：3843人"
"269",3,"10.12","3018","大阪","福岡",TRUE,FALSE,"人数：1383人"
"270",4,"10.13","3019","大阪","福岡",TRUE,FALSE,"人数：1750人"
"271",5,"10.17","3029","大阪","滋賀",FALSE,TRUE,"人数：1529人"
"272",6,"10.20","3047","大阪","名古屋D",TRUE,FALSE,"人数：2484人"
"273",7,"10.21","3048","大阪","名古屋D",TRUE,FALSE,"人数：2619人"
"274",8,"10.24","3057","大阪","琉球",FALSE,TRUE,"人数：3146人"
"275",9,"10.27","3072","大阪","千葉",TRUE,FALSE,"人数：3765人"
"276",10,"10.28","3073","大阪","千葉",TRUE,FALSE,"人数：3845人"
"277",11,"11.03","3090","大阪","川崎",TRUE,FALSE,"人数：2271人"
"278",12,"11.04","3091","大阪","川崎",TRUE,FALSE,"人数：2358人"
"279",13,"11.07","3101","大阪","京都",FALSE,TRUE,"人数：1430人"
"280",14,"11.10","3119","大阪","横浜",TRUE,FALSE,"人数：1605人"
"281",15,"11.11","3120","大阪","横浜",TRUE,FALSE,"人数：3088人"
"282",16,"11.17","3125","大阪","千葉",FALSE,TRUE,"人数：4635人"
"283",17,"11.18","3126","大阪","千葉",FALSE,TRUE,"人数：5586人"
"284",18,"11.23","3153","大阪","北海道",TRUE,FALSE,"人数：2222人"
"285",19,"11.24","3154","大阪","北海道",TRUE,FALSE,"人数：1872人"
"286",1,"10.06","2996","京都","三遠",FALSE,TRUE,"人数：2146人"
"287",2,"10.07","2997","京都","三遠",FALSE,TRUE,"人数：2139人"
"288",3,"10.12","3016","京都","横浜",TRUE,FALSE,"人数：1458人"
"289",4,"10.13","3017","京都","横浜",TRUE,FALSE,"人数：1384人"
"290",5,"10.17","3030","京都","琉球",TRUE,FALSE,"人数：1387人"
"291",6,"10.20","3041","京都","富山",FALSE,TRUE,"人数：2220人"
"292",7,"10.21","3042","京都","富山",FALSE,TRUE,"人数：2075人"
"293",8,"10.24","3056","京都","福岡",FALSE,TRUE,"人数：1535人"
"294",9,"10.27","3070","京都","A東京",TRUE,FALSE,"人数：1792人"
"295",10,"10.28","3071","京都","A東京",TRUE,FALSE,"人数：1932人"
"296",11,"11.02","3092","京都","福岡",FALSE,TRUE,"人数：1205人"
"297",12,"11.03","3093","京都","福岡",FALSE,TRUE,"人数：1339人"
"298",13,"11.07","3101","京都","大阪",TRUE,FALSE,"人数：1430人"
"299",14,"11.10","3117","京都","三遠",TRUE,FALSE,"人数：3703人"
"300",15,"11.11","3118","京都","三遠",TRUE,FALSE,"人数：1664人"
"301",16,"11.17","3127","京都","SR渋谷",FALSE,TRUE,"人数：1984人"
"302",17,"11.18","3128","京都","SR渋谷",FALSE,TRUE,"人数：1956人"
"303",18,"11.23","3141","京都","A東京",FALSE,TRUE,"人数：3006人"
"304",19,"11.24","3142","京都","A東京",FALSE,TRUE,"人数：2663人"
"305",1,"10.06","3002","福岡","栃木",TRUE,FALSE,"人数：3263人"
"306",2,"10.07","3003","福岡","栃木",TRUE,FALSE,"人数：3024人"
"307",3,"10.12","3018","福岡","大阪",FALSE,TRUE,"人数：1383人"
"308",4,"10.13","3019","福岡","大阪",FALSE,TRUE,"人数：1750人"
"309",5,"10.17","3028","福岡","名古屋D",FALSE,TRUE,"人数：2041人"
"310",6,"10.20","3031","福岡","秋田",FALSE,TRUE,"人数：2475人"
"311",7,"10.21","3032","福岡","秋田",FALSE,TRUE,"人数：3179人"
"312",8,"10.24","3056","福岡","京都",TRUE,FALSE,"人数：1535人"
"313",9,"10.27","3066","福岡","名古屋D",FALSE,TRUE,"人数：3846人"
"314",10,"10.28","3067","福岡","名古屋D",FALSE,TRUE,"人数：4186人"
"315",11,"11.02","3092","福岡","京都",TRUE,FALSE,"人数：1205人"
"316",12,"11.03","3093","福岡","京都",TRUE,FALSE,"人数：1339人"
"317",13,"11.07","3102","福岡","琉球",FALSE,TRUE,"人数：3321人"
"318",14,"11.10","3103","福岡","栃木",FALSE,TRUE,"人数：4016人"
"319",15,"11.11","3104","福岡","栃木",FALSE,TRUE,"人数：3505人"
"320",16,"11.17","3129","福岡","横浜",FALSE,TRUE,"人数：2736人"
"321",17,"11.18","3130","福岡","横浜",FALSE,TRUE,"人数：2901人"
"322",18,"11.23","3155","福岡","新潟",TRUE,FALSE,"人数：1731人"
"323",19,"11.24","3156","福岡","新潟",TRUE,FALSE,"人数：1426人"
"324",1,"10.06","2988","琉球","秋田",FALSE,TRUE,"人数：3873人"
"325",2,"10.07","2989","琉球","秋田",FALSE,TRUE,"人数：3788人"
"326",3,"10.12","3020","琉球","名古屋D",TRUE,FALSE,"人数：3240人"
"327",4,"10.13","3021","琉球","名古屋D",TRUE,FALSE,"人数：3261人"
"328",5,"10.17","3030","琉球","京都",FALSE,TRUE,"人数：1387人"
"329",6,"10.20","3043","琉球","三遠",FALSE,TRUE,"人数：1436人"
"330",7,"10.21","3044","琉球","三遠",FALSE,TRUE,"人数：1985人"
"331",8,"10.24","3057","琉球","大阪",TRUE,FALSE,"人数：3146人"
"332",9,"10.26","3074","琉球","川崎",TRUE,FALSE,"人数：3311人"
"333",10,"10.27","3075","琉球","川崎",TRUE,FALSE,"人数：3362人"
"334",11,"11.02","3082","琉球","A東京",FALSE,TRUE,"人数：2363人"
"335",12,"11.03","3083","琉球","A東京",FALSE,TRUE,"人数：2936人"
"336",13,"11.07","3102","琉球","福岡",TRUE,FALSE,"人数：3321人"
"337",14,"11.10","3105","琉球","千葉",FALSE,TRUE,"人数：4648人"
"338",15,"11.11","3106","琉球","千葉",FALSE,TRUE,"人数：5423人"
"339",16,"11.17","3137","琉球","A東京",TRUE,FALSE,"人数：3558人"
"340",17,"11.18","3138","琉球","A東京",TRUE,FALSE,"人数：3467人"
"341",18,"11.23","3145","琉球","横浜",FALSE,TRUE,"人数：3541人"
"342",19,"11.24","3146","琉球","横浜",FALSE,TRUE,"人数：3463人"
