"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"1807",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,4,6,0,0,0,0,0,0,0,0,6,"3602","信州"
"1808",NA,"","合計","","200:00",85,29,63,"46.0%",12,31,"38.7%",15,20,"75.0%",12,21,33,26,11,5,3,3,20,21,0,102,"3602","信州"
"1809",0,"","浅野 崇史浅野","SF","25:27",7,3,7,"42.9%",1,1,"100.0%",0,0,"-",1,0,1,1,0,1,0,0,5,1,0,6,"3602","八王子"
"1810",2,"","大城 侑朔大城","PG","12:01",3,1,3,"33.3%",1,2,"50.0%",0,0,"-",0,1,1,1,0,0,0,0,0,1,0,3,"3602","八王子"
"1811",3,"〇","亀崎 光博亀崎","SF","25:37",2,1,5,"20.0%",0,1,"0.0%",0,0,"-",0,2,2,1,0,0,0,0,1,1,0,1,"3602","八王子"
"1812",5,"","ウェスリー・ミッターミッター","PG","25:10",11,3,4,"75.0%",1,2,"50.0%",4,4,"100.0%",0,1,1,0,0,2,0,0,0,3,0,13,"3602","八王子"
"1813",11,"〇","ルブライアン・ナッシュナッシュ","SF","27:15",28,8,17,"47.1%",3,4,"75.0%",9,12,"75.0%",4,3,7,5,5,1,2,0,3,8,0,26,"3602","八王子"
"1814",14,"〇","地久里 謙成地久里","SF","13:44",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",1,1,2,0,1,0,1,0,3,0,0,0,"3602","八王子"
"1815",39,"","福田 幹也福田","SF/PF","07:05",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,2,0,0,0,"3602","八王子"
"1816",52,"〇","アレクサンダー・ジョーンズジョーンズ","C","30:58",21,8,11,"72.7%",0,0,"-",5,5,"100.0%",5,11,16,2,5,2,0,2,5,4,0,33,"3602","八王子"
"1817",77,"〇","大金 広弥大金","PG","32:43",12,4,11,"36.4%",2,3,"66.7%",2,3,"66.7%",0,1,1,2,0,2,0,1,2,2,0,9,"3602","八王子"
"1818",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,5,5,0,1,0,0,0,0,0,0,4,"3602","八王子"
"1819",NA,"","合計","","200:00",84,28,60,"46.7%",8,14,"57.1%",20,24,"83.3%",11,25,36,12,12,8,3,3,21,20,0,95,"3602","八王子"
"1820",1,"〇","デンゼル・ボウルズボウルズ","PF","33:08",15,5,16,"31.3%",0,0,"-",5,8,"62.5%",4,10,14,1,4,0,1,2,3,5,2,13,"3536","金沢"
"1821",2,"","八幡 圭祐八幡","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3536","金沢"
"1822",3,"〇","ライアン・リードリード","PF","32:39",12,6,16,"37.5%",0,2,"0.0%",0,0,"-",0,11,11,6,3,0,1,0,2,0,0,17,"3536","金沢"
"1823",5,"","柳川 龍之介柳川","SF","30:09",5,2,6,"33.3%",1,3,"33.3%",0,0,"-",0,3,3,4,3,0,1,1,1,0,0,6,"3536","金沢"
"1824",6,"〇","木田 貴明木田","SF","24:20",9,4,10,"40.0%",1,2,"50.0%",0,1,"0.0%",1,2,3,0,2,2,0,2,4,1,0,5,"3536","金沢"
"1825",7,"","井上 裕介井上","PF","14:13",3,1,3,"33.3%",1,2,"50.0%",0,0,"-",0,4,4,0,0,0,0,0,1,0,0,5,"3536","金沢"
"1826",13,"","本間 遼太郎本間","PG/SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3536","金沢"
"1827",21,"","鈴木 豊鈴木","SF/PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3536","金沢"
"1828",22,"","武田 倫太郎武田","PG/SG","05:03",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,1,1,0,-1,"3536","金沢"
"1829",33,"〇","与那嶺 翼与那嶺","PG","32:43",4,2,4,"50.0%",0,0,"-",0,0,"-",0,2,2,3,2,0,0,0,3,0,0,5,"3536","金沢"
"1830",38,"〇","井手 勇次井手","SG/SF","27:45",10,4,5,"80.0%",2,3,"66.7%",0,0,"-",0,3,3,3,4,0,0,0,2,3,0,11,"3536","金沢"
"1831",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,3,3,0,0,0,0,0,0,0,0,3,"3536","金沢"
"1832",NA,"","合計","","200:00",58,24,60,"40.0%",5,12,"41.7%",5,9,"55.6%",5,38,43,17,19,2,3,5,17,10,2,64,"3536","金沢"
"1833",3,"","蒲谷 正之蒲谷","SG","16:15",0,0,5,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,0,0,4,0,2,1,0,0,0,"3536","信州"
"1834",5,"〇","武井 弘明武井","PG","26:27",9,3,5,"60.0%",2,4,"50.0%",1,2,"50.0%",1,2,3,1,1,0,0,0,2,1,0,9,"3536","信州"
"1835",6,"","齋藤 崇人齋藤","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3536","信州"
"1836",11,"〇","石川 海斗石川","PG","27:55",18,7,12,"58.3%",3,5,"60.0%",1,2,"50.0%",1,2,3,2,0,2,0,0,2,5,0,19,"3536","信州"
"1837",15,"","佐藤 託矢佐藤","PF","08:15",1,0,2,"0.0%",0,0,"-",1,2,"50.0%",1,2,3,0,1,0,0,0,0,1,0,0,"3536","信州"
"1838",17,"","飯田 遼飯田","PG/SG","03:28",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3536","信州"
"1839",19,"〇","大崎 裕太大崎","PG/SG","31:00",13,5,18,"27.8%",1,7,"14.3%",2,2,"100.0%",1,2,3,3,1,4,0,1,0,2,0,9,"3536","信州"
"1840",26,"","上杉 翔上杉","SF/PF","05:29",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,1,0,0,0,0,0,0,"3536","信州"
"1841",31,"","三ツ井 利也三ツ井","SF/PF","13:33",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",1,0,1,0,1,0,0,0,0,0,0,-1,"3536","信州"
"1842",50,"〇","ウェイン・マーシャルマーシャル","C","31:31",14,6,11,"54.5%",0,1,"0.0%",2,2,"100.0%",0,8,8,2,1,1,3,0,3,2,0,22,"3536","信州"
"1843",55,"〇","アンソニー・マクヘンリーマクヘンリー","PF/C","36:07",17,7,19,"36.8%",0,5,"0.0%",3,4,"75.0%",4,9,13,7,0,2,2,0,2,6,1,28,"3536","信州"
"1844",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,7,8,0,2,0,0,0,0,0,0,6,"3536","信州"
"1845",NA,"","合計","","200:00",72,28,74,"37.8%",6,24,"25.0%",10,14,"71.4%",10,33,43,15,7,14,5,3,10,17,1,92,"3536","信州"
"1846",1,"〇","デンゼル・ボウルズボウルズ","PF","39:15",14,7,16,"43.8%",0,0,"-",0,1,"0.0%",4,12,16,4,2,0,1,2,2,2,0,23,"3537","金沢"
"1847",2,"","八幡 圭祐八幡","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3537","金沢"
"1848",3,"〇","ライアン・リードリード","PF","33:31",18,8,16,"50.0%",0,0,"-",2,3,"66.7%",5,8,13,3,2,1,1,0,3,3,0,25,"3537","金沢"
"1849",5,"〇","柳川 龍之介柳川","SF","34:46",12,6,16,"37.5%",0,1,"0.0%",0,0,"-",0,4,4,3,2,1,0,0,4,2,0,8,"3537","金沢"
"1850",6,"〇","木田 貴明木田","SF","34:24",18,6,16,"37.5%",2,9,"22.2%",4,4,"100.0%",1,3,4,1,1,0,0,1,3,5,0,12,"3537","金沢"
"1851",7,"","井上 裕介井上","PF","08:41",2,0,3,"0.0%",0,2,"0.0%",2,2,"100.0%",1,0,1,0,1,0,0,0,3,1,0,-1,"3537","金沢"
"1852",13,"","本間 遼太郎本間","PG/SG","04:41",0,0,2,"0.0%",0,0,"-",0,0,"-",0,1,1,0,0,0,0,1,1,0,0,-1,"3537","金沢"
"1853",21,"","鈴木 豊鈴木","SF/PF","03:05",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3537","金沢"
"1854",22,"","武田 倫太郎武田","PG/SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3537","金沢"
"1855",33,"","与那嶺 翼与那嶺","PG","17:01",0,0,3,"0.0%",0,0,"-",0,0,"-",2,3,5,2,0,1,0,0,1,0,0,5,"3537","金沢"
"1856",38,"〇","井手 勇次井手","SG/SF","24:36",2,0,1,"0.0%",0,1,"0.0%",2,2,"100.0%",0,1,1,4,2,1,0,0,4,4,0,5,"3537","金沢"
"1857",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,2,4,0,1,0,0,0,0,0,0,3,"3537","金沢"
"1858",NA,"","合計","","200:00",66,27,73,"37.0%",2,13,"15.4%",10,12,"83.3%",15,34,49,17,11,4,2,4,21,17,0,79,"3537","金沢"
"1859",3,"","蒲谷 正之蒲谷","SG","03:30",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,-2,"3537","信州"
"1860",5,"〇","武井 弘明武井","PG","24:42",0,0,6,"0.0%",0,1,"0.0%",0,0,"-",0,2,2,2,0,0,0,0,4,0,0,-2,"3537","信州"
"1861",6,"","齋藤 崇人齋藤","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3537","信州"
"1862",11,"〇","石川 海斗石川","PG","33:34",15,4,11,"36.4%",0,5,"0.0%",7,7,"100.0%",0,2,2,6,1,1,0,0,1,6,0,16,"3537","信州"
"1863",15,"","佐藤 託矢佐藤","PF","01:54",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,1,0,0,-1,"3537","信州"
"1864",17,"","飯田 遼飯田","PG/SG","10:47",0,0,2,"0.0%",0,2,"0.0%",0,0,"-",0,2,2,0,1,1,0,0,2,1,0,0,"3537","信州"
"1865",19,"〇","大崎 裕太大崎","PG/SG","32:45",10,4,8,"50.0%",2,5,"40.0%",0,0,"-",1,4,5,4,0,0,1,0,2,0,0,16,"3537","信州"
"1866",26,"","上杉 翔上杉","SF/PF","03:38",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3537","信州"
"1867",31,"","三ツ井 利也三ツ井","SF/PF","14:42",0,0,4,"0.0%",0,2,"0.0%",0,0,"-",1,0,1,0,0,1,0,1,1,1,0,-2,"3537","信州"
"1868",50,"〇","ウェイン・マーシャルマーシャル","C","38:06",26,8,14,"57.1%",5,8,"62.5%",5,5,"100.0%",1,11,12,2,1,1,3,0,3,6,0,37,"3537","信州"
"1869",55,"〇","アンソニー・マクヘンリーマクヘンリー","PF/C","36:22",24,8,15,"53.3%",2,4,"50.0%",6,9,"66.7%",1,8,9,3,1,1,0,1,2,7,1,26,"3537","信州"
"1870",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,4,5,0,0,0,0,0,0,0,0,5,"3537","信州"
"1871",NA,"","合計","","200:00",75,24,62,"38.7%",9,28,"32.1%",18,21,"85.7%",5,33,38,17,5,5,4,2,17,21,1,93,"3537","信州"
"1872",2,"","福澤 晃平福澤","PG/SG","19:21",5,1,5,"20.0%",1,5,"20.0%",2,2,"100.0%",0,0,0,3,1,1,0,0,2,2,0,4,"3548","茨城"
"1873",5,"","友利 健哉友利","PG","10:19",2,0,2,"0.0%",0,2,"0.0%",2,2,"100.0%",0,1,1,3,1,2,0,0,0,1,0,5,"3548","茨城"
"1874",11,"","須田 昂太郎須田","SG/SF","01:31",9,3,3,"100.0%",3,3,"100.0%",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,10,"3548","茨城"
"1875",12,"","ジャーラ 志多斗ジャーラ","C","10:15",0,0,0,"-",0,0,"-",0,0,"-",0,2,2,0,0,0,0,0,3,0,0,2,"3548","茨城"
"1876",14,"〇","髙橋 祐二髙橋","PG","30:01",3,1,5,"20.0%",1,2,"50.0%",0,0,"-",0,4,4,6,2,0,0,0,0,1,0,7,"3548","茨城"
"1877",16,"","久保田 遼久保田","PF","09:01",7,2,4,"50.0%",0,1,"0.0%",3,3,"100.0%",1,4,5,0,0,0,0,0,1,2,0,10,"3548","茨城"
"1878",21,"〇","コナー・ラマートラマート","PF","32:48",19,8,12,"66.7%",2,2,"100.0%",1,2,"50.0%",4,8,12,2,2,2,2,0,1,3,0,30,"3548","茨城"
"1879",25,"〇","平尾 充庸平尾","PG","20:38",15,5,10,"50.0%",2,4,"50.0%",3,4,"75.0%",1,0,1,3,0,1,0,0,3,3,0,14,"3548","茨城"
"1880",27,"〇","眞庭 城聖眞庭","SF","28:24",13,4,9,"44.4%",1,4,"25.0%",4,5,"80.0%",0,5,5,3,3,0,1,0,1,4,0,13,"3548","茨城"
"1881",33,"〇","カール・バプティストバプティスト","PF","26:20",14,4,10,"40.0%",0,3,"0.0%",6,8,"75.0%",3,5,8,3,1,1,1,1,1,5,1,18,"3548","茨城"
"1882",55,"","横尾 達泰横尾","SG/SF","11:22",3,1,1,"100.0%",1,1,"100.0%",0,2,"0.0%",0,0,0,1,0,0,0,0,1,1,0,2,"3548","茨城"
"1883",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,1,4,0,2,0,0,0,0,0,0,2,"3548","茨城"
"1884",NA,"","合計","","200:00",90,29,61,"47.5%",11,27,"40.7%",21,28,"75.0%",12,31,43,24,12,7,4,1,13,22,1,117,"3548","茨城"
"1885",1,"〇","デンゼル・ボウルズボウルズ","PF","29:41",15,6,12,"50.0%",0,0,"-",3,4,"75.0%",6,6,12,2,1,0,0,1,1,5,2,21,"3548","金沢"
"1886",2,"","八幡 圭祐八幡","SF","01:12",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"3548","金沢"
"1887",3,"〇","ライアン・リードリード","PF","28:31",12,6,12,"50.0%",0,1,"0.0%",0,0,"-",2,3,5,0,6,2,1,0,5,0,0,8,"3548","金沢"
"1888",5,"","柳川 龍之介柳川","SF","25:49",11,5,8,"62.5%",1,3,"33.3%",0,0,"-",1,0,1,3,2,0,0,0,3,1,0,10,"3548","金沢"
"1889",6,"〇","木田 貴明木田","SF","30:18",7,2,11,"18.2%",0,7,"0.0%",3,4,"75.0%",1,2,3,1,2,1,0,0,4,3,0,0,"3548","金沢"
"1890",7,"","井上 裕介井上","PF","21:48",11,3,10,"30.0%",3,5,"60.0%",2,2,"100.0%",1,2,3,1,0,1,0,1,3,1,0,9,"3548","金沢"
"1891",13,"〇","本間 遼太郎本間","PG/SG","22:44",0,0,4,"0.0%",0,3,"0.0%",0,0,"-",0,2,2,1,0,0,0,1,3,1,0,-1,"3548","金沢"
"1892",21,"","鈴木 豊鈴木","SF/PF","03:17",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3548","金沢"
"1893",22,"","武田 倫太郎武田","PG/SG","08:00",2,1,3,"33.3%",0,1,"0.0%",0,0,"-",0,1,1,1,0,0,0,1,2,1,0,2,"3548","金沢"
"1894",33,"","与那嶺 翼与那嶺","PG","09:16",0,0,0,"-",0,0,"-",0,0,"-",0,2,2,0,0,0,0,0,0,0,0,2,"3548","金沢"
"1895",38,"〇","井手 勇次井手","SG/SF","19:24",2,1,4,"25.0%",0,3,"0.0%",0,0,"-",0,3,3,3,2,2,0,0,0,1,0,5,"3548","金沢"
"1896",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,3,3,0,2,0,0,0,0,0,0,1,"3548","金沢"
"1897",NA,"","合計","","200:00",60,24,65,"36.9%",4,23,"17.4%",8,10,"80.0%",11,24,35,12,15,6,1,4,22,13,2,56,"3548","金沢"
"1898",2,"〇","福澤 晃平福澤","PG/SG","30:35",19,7,15,"46.7%",5,10,"50.0%",0,0,"-",0,1,1,0,0,2,0,0,2,1,0,14,"3549","茨城"
"1899",5,"","友利 健哉友利","PG","04:41",0,0,1,"0.0%",0,0,"-",0,2,"0.0%",0,0,0,1,1,0,0,0,0,3,0,-3,"3549","茨城"
"1900",11,"","須田 昂太郎須田","SG/SF","00:34",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3549","茨城"
"1901",12,"","ジャーラ 志多斗ジャーラ","C","07:40",4,2,2,"100.0%",0,0,"-",0,0,"-",2,0,2,1,2,0,0,0,2,1,0,5,"3549","茨城"
"1902",14,"","髙橋 祐二髙橋","PG","20:18",4,2,4,"50.0%",0,1,"0.0%",0,0,"-",0,2,2,3,0,1,0,0,3,0,0,8,"3549","茨城"
"1903",16,"","久保田 遼久保田","PF","03:52",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,1,0,0,0,0,1,0,0,0,"3549","茨城"
"1904",21,"〇","コナー・ラマートラマート","PF","37:17",15,6,11,"54.5%",1,3,"33.3%",2,3,"66.7%",6,10,16,1,0,2,0,0,2,4,0,28,"3549","茨城"
"1905",25,"〇","平尾 充庸平尾","PG","36:02",10,3,8,"37.5%",0,3,"0.0%",4,5,"80.0%",0,3,3,11,2,3,0,0,0,4,0,19,"3549","茨城"
"1906",27,"〇","眞庭 城聖眞庭","SF","22:28",5,2,9,"22.2%",0,4,"0.0%",1,2,"50.0%",0,3,3,0,1,0,0,0,3,3,0,-1,"3549","茨城"
"1907",33,"〇","カール・バプティストバプティスト","PF","30:50",18,6,14,"42.9%",0,3,"0.0%",6,8,"75.0%",2,9,11,1,4,1,3,1,2,4,3,20,"3549","茨城"
"1908",55,"","横尾 達泰横尾","SG/SF","05:43",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,1,0,1,0,0,0,0,0,1,"3549","茨城"
"1909",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,0,2,0,2,0,0,0,0,0,0,0,"3549","茨城"
"1910",NA,"","合計","","200:00",75,28,66,"42.4%",6,25,"24.0%",13,20,"65.0%",12,28,40,20,12,10,3,1,15,20,3,91,"3549","茨城"
"1911",1,"〇","デンゼル・ボウルズボウルズ","PF","33:36",22,9,17,"52.9%",0,0,"-",4,4,"100.0%",3,7,10,2,1,0,0,0,3,6,3,25,"3549","金沢"
"1912",2,"","八幡 圭祐八幡","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3549","金沢"
"1913",3,"〇","ライアン・リードリード","PF","30:04",16,8,16,"50.0%",0,2,"0.0%",0,0,"-",1,6,7,5,4,0,1,1,1,0,0,17,"3549","金沢"
"1914",5,"","柳川 龍之介柳川","SF","27:05",2,1,5,"20.0%",0,4,"0.0%",0,0,"-",0,2,2,1,4,1,0,0,1,0,0,-2,"3549","金沢"
"1915",6,"〇","木田 貴明木田","SF","18:24",8,3,8,"37.5%",0,4,"0.0%",2,3,"66.7%",0,2,2,1,1,2,0,1,2,4,0,6,"3549","金沢"
"1916",7,"","井上 裕介井上","PF","16:20",4,2,7,"28.6%",0,3,"0.0%",0,0,"-",1,2,3,1,3,0,0,0,2,0,0,0,"3549","金沢"
"1917",13,"〇","本間 遼太郎本間","PG/SG","09:25",2,1,1,"100.0%",0,0,"-",0,0,"-",0,3,3,0,0,1,0,0,1,1,0,6,"3549","金沢"
"1918",21,"","鈴木 豊鈴木","SF/PF","13:09",0,0,0,"-",0,0,"-",0,0,"-",1,0,1,1,0,1,0,0,3,0,0,3,"3549","金沢"
"1919",22,"","武田 倫太郎武田","PG/SG","18:09",6,2,4,"50.0%",1,1,"100.0%",1,1,"100.0%",0,0,0,3,0,1,0,1,5,2,0,8,"3549","金沢"
"1920",33,"","与那嶺 翼与那嶺","PG","12:26",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,1,1,0,0,0,0,0,0,-2,"3549","金沢"
"1921",38,"〇","井手 勇次井手","SG/SF","21:22",4,1,5,"20.0%",0,4,"0.0%",2,2,"100.0%",0,4,4,3,1,0,0,0,2,2,0,6,"3549","金沢"
"1922",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,0,4,0,0,0,0,0,0,0,0,4,"3549","金沢"
"1923",NA,"","合計","","200:00",64,27,65,"41.5%",1,19,"5.3%",9,10,"90.0%",10,26,36,18,15,6,1,3,20,15,3,71,"3549","金沢"
"1924",0,"〇","佐藤 公威佐藤","SG","32:33",3,1,12,"8.3%",0,7,"0.0%",1,2,"50.0%",0,0,0,0,1,2,0,0,1,2,0,-8,"3574","島根"
"1925",1,"","和田 保彦和田","PG/SG","10:39",0,0,4,"0.0%",0,3,"0.0%",0,0,"-",0,0,0,2,1,0,0,0,2,0,0,-3,"3574","島根"
"1926",6,"〇","北川 弘北川","PG","27:14",6,2,6,"33.3%",2,5,"40.0%",0,0,"-",0,2,2,5,1,0,0,0,4,0,0,8,"3574","島根"
"1927",8,"〇","グレゴリー・エチェニケエチェニケ","C","38:02",32,14,15,"93.3%",0,0,"-",4,7,"57.1%",7,4,11,0,1,2,1,0,5,8,3,41,"3574","島根"
"1928",11,"","後藤 翔平後藤","PG","10:48",2,1,3,"33.3%",0,1,"0.0%",0,0,"-",0,0,0,0,3,0,0,0,1,0,0,-3,"3574","島根"
"1929",13,"","阿部 諒阿部","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3574","島根"
"1930",18,"〇","相馬 卓弥相馬","SG","29:46",11,4,13,"30.8%",3,6,"50.0%",0,0,"-",0,0,0,4,4,1,0,1,2,1,0,3,"3574","島根"
"1931",22,"","小阪 彰久小阪","PF","05:08",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,2,0,0,-1,"3574","島根"
"1932",24,"","伊集 貴也伊集","PG","09:28",3,0,2,"0.0%",0,1,"0.0%",3,4,"75.0%",0,0,0,1,0,0,0,0,3,2,0,1,"3574","島根"
"1933",30,"〇","ジーノ・ポマーレポマーレ","PF","36:22",14,6,10,"60.0%",0,0,"-",2,4,"50.0%",3,8,11,7,3,3,3,0,2,4,0,29,"3574","島根"
"1934",50,"","梅津 大介梅津","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3574","島根"
"1935",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,4,8,0,0,0,0,0,0,0,0,8,"3574","島根"
"1936",NA,"","合計","","200:00",71,28,65,"43.1%",5,23,"21.7%",10,17,"58.8%",14,18,32,19,15,8,4,1,22,17,3,75,"3574","島根"
"1937",1,"〇","デンゼル・ボウルズボウルズ","PF","27:54",16,7,12,"58.3%",0,0,"-",2,2,"100.0%",3,7,10,3,2,0,0,1,5,1,1,22,"3574","金沢"
"1938",2,"","八幡 圭祐八幡","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3574","金沢"
"1939",3,"〇","ライアン・リードリード","PF","35:52",9,4,12,"33.3%",0,1,"0.0%",1,2,"50.0%",3,6,9,4,6,3,1,0,4,3,0,11,"3574","金沢"
"1940",5,"","柳川 龍之介柳川","SF","21:37",6,2,4,"50.0%",1,2,"50.0%",1,2,"50.0%",1,2,3,1,2,3,0,1,0,1,0,8,"3574","金沢"
"1941",6,"〇","木田 貴明木田","SF","35:30",14,4,6,"66.7%",3,4,"75.0%",3,4,"75.0%",0,2,2,1,2,1,0,0,4,5,0,13,"3574","金沢"
"1942",7,"","井上 裕介井上","PF","15:46",6,3,6,"50.0%",0,2,"0.0%",0,2,"0.0%",0,3,3,2,0,0,0,0,1,1,0,6,"3574","金沢"
"1943",13,"","本間 遼太郎本間","PG/SG","05:42",0,0,0,"-",0,0,"-",0,0,"-",1,0,1,1,2,0,0,0,0,0,0,0,"3574","金沢"
"1944",21,"","鈴木 豊鈴木","SF/PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3574","金沢"
"1945",22,"〇","武田 倫太郎武田","PG/SG","18:57",4,2,4,"50.0%",0,1,"0.0%",0,0,"-",1,0,1,1,3,0,0,0,1,3,0,1,"3574","金沢"
"1946",33,"","与那嶺 翼与那嶺","PG","15:21",10,2,6,"33.3%",0,1,"0.0%",6,6,"100.0%",0,3,3,4,1,2,0,2,2,4,0,14,"3574","金沢"
"1947",38,"〇","井手 勇次井手","SG/SF","23:21",8,3,7,"42.9%",2,2,"100.0%",0,0,"-",0,2,2,4,3,1,0,0,0,4,0,8,"3574","金沢"
"1948",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,3,7,0,0,0,0,0,0,0,0,7,"3574","金沢"
"1949",NA,"","合計","","200:00",73,27,57,"47.4%",6,13,"46.2%",13,18,"72.2%",13,28,41,21,21,10,1,4,17,22,1,90,"3574","金沢"
"1950",0,"〇","佐藤 公威佐藤","SG","26:41",5,2,7,"28.6%",1,5,"20.0%",0,0,"-",0,4,4,0,1,0,0,0,4,1,0,3,"3575","島根"
"1951",1,"","和田 保彦和田","PG/SG","09:55",5,1,3,"33.3%",1,3,"33.3%",2,2,"100.0%",0,3,3,3,1,0,0,0,1,1,0,8,"3575","島根"
"1952",6,"〇","北川 弘北川","PG","29:08",8,2,10,"20.0%",1,5,"20.0%",3,3,"100.0%",1,1,2,5,2,2,0,0,5,3,0,7,"3575","島根"
"1953",8,"〇","グレゴリー・エチェニケエチェニケ","C","45:00",29,10,13,"76.9%",0,0,"-",9,10,"90.0%",5,9,14,1,2,1,2,0,1,7,4,41,"3575","島根"
"1954",11,"","後藤 翔平後藤","PG","17:46",3,1,4,"25.0%",1,3,"33.3%",0,0,"-",1,1,2,1,2,0,0,0,5,0,0,1,"3575","島根"
"1955",13,"","阿部 諒阿部","SG","07:04",3,1,1,"100.0%",1,1,"100.0%",0,0,"-",0,0,0,1,1,0,0,0,1,0,0,3,"3575","島根"
"1956",18,"〇","相馬 卓弥相馬","SG","43:18",22,8,14,"57.1%",2,5,"40.0%",4,5,"80.0%",2,2,4,5,1,2,0,0,3,3,0,25,"3575","島根"
"1957",22,"","小阪 彰久小阪","PF","03:45",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-1,"3575","島根"
"1958",24,"","伊集 貴也伊集","PG","01:08",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,2,0,0,0,1,0,0,-2,"3575","島根"
"1959",30,"〇","ジーノ・ポマーレポマーレ","PF","41:15",16,7,14,"50.0%",0,0,"-",2,5,"40.0%",2,3,5,6,6,4,4,0,4,4,0,19,"3575","島根"
"1960",50,"","梅津 大介梅津","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3575","島根"
"1961",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,1,2,0,1,0,0,0,0,0,0,1,"3575","島根"
"1962",NA,"","合計","","225:00",91,32,66,"48.5%",7,22,"31.8%",20,25,"80.0%",12,24,36,22,20,9,6,0,25,19,4,105,"3575","島根"
"1963",1,"〇","デンゼル・ボウルズボウルズ","PF","34:41",11,4,7,"57.1%",0,0,"-",3,4,"75.0%",2,11,13,3,3,1,0,2,4,2,3,21,"3575","金沢"
