"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"624",22,"","長谷川 智也長谷川","SG","22:25",8,3,4,"75.0%",2,3,"66.7%",0,0,"-",0,1,1,0,2,1,0,0,3,0,0,7,"2993","SR渋谷"
"625",24,"〇","広瀬 健太広瀬","SF","18:07",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,0,1,0,0,1,2,1,0,-1,"2993","SR渋谷"
"626",32,"","山内 盛久山内","PG/SG","10:58",6,2,4,"50.0%",1,3,"33.3%",1,2,"50.0%",0,1,1,3,0,1,0,0,1,2,0,8,"2993","SR渋谷"
"627",34,"〇","ライアン・ケリーケリー","SF/PF","33:14",25,8,16,"50.0%",2,5,"40.0%",7,8,"87.5%",1,9,10,4,1,0,0,0,3,7,0,29,"2993","SR渋谷"
"628",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,1,2,0,0,0,0,0,0,0,0,2,"2993","SR渋谷"
"629",NA,"","合計","","200:00",79,31,62,"50.0%",8,21,"38.1%",9,15,"60.0%",5,21,26,15,7,6,2,1,21,18,3,84,"2993","SR渋谷"
"630",0,"","満原 優樹満原","PF/C","12:11",2,1,2,"50.0%",0,0,"-",0,0,"-",1,4,5,0,5,2,0,0,3,0,0,3,"3008","SR渋谷"
"631",1,"","清水 太志郎清水","PG/SG","02:59",3,1,2,"50.0%",1,1,"100.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,2,"3008","SR渋谷"
"632",2,"","秋葉 真司秋葉","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3008","SR渋谷"
"633",3,"","ファイ サンバファイ","C","13:04",6,3,8,"37.5%",0,0,"-",0,0,"-",3,1,4,1,0,1,0,1,1,0,1,7,"3008","SR渋谷"
"634",6,"〇","ロバート・サクレサクレ","C","29:51",19,8,17,"47.1%",0,0,"-",3,3,"100.0%",5,3,8,0,0,3,1,0,2,4,2,22,"3008","SR渋谷"
"635",7,"","伊藤 駿伊藤","PG","17:33",0,0,4,"0.0%",0,1,"0.0%",0,0,"-",2,1,3,2,0,2,0,0,1,0,0,3,"3008","SR渋谷"
"636",9,"〇","ベンドラメ 礼生ベンドラメ","PG","24:10",9,4,8,"50.0%",1,3,"33.3%",0,0,"-",0,1,1,3,1,1,0,0,3,2,0,9,"3008","SR渋谷"
"637",14,"〇","杉浦 佑成杉浦","SF","17:25",0,0,4,"0.0%",0,3,"0.0%",0,0,"-",0,0,0,0,0,1,0,0,2,0,0,-3,"3008","SR渋谷"
"638",22,"","長谷川 智也長谷川","SG","12:10",3,1,4,"25.0%",1,4,"25.0%",0,0,"-",0,0,0,1,1,0,0,0,0,0,0,0,"3008","SR渋谷"
"639",24,"〇","広瀬 健太広瀬","SF","24:55",4,2,6,"33.3%",0,4,"0.0%",0,0,"-",1,0,1,2,1,4,0,0,1,1,0,6,"3008","SR渋谷"
"640",32,"","山内 盛久山内","PG/SG","15:44",3,1,5,"20.0%",1,4,"25.0%",0,0,"-",3,1,4,1,0,0,0,0,3,0,0,4,"3008","SR渋谷"
"641",34,"〇","ライアン・ケリーケリー","SF/PF","29:58",18,4,11,"36.4%",0,0,"-",10,12,"83.3%",0,7,7,3,0,0,0,0,4,9,2,19,"3008","SR渋谷"
"642",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,5,8,0,0,0,0,0,0,0,0,8,"3008","SR渋谷"
"643",NA,"","合計","","200:00",67,25,71,"35.2%",4,20,"20.0%",13,15,"86.7%",18,23,41,13,8,14,1,1,20,16,5,80,"3008","SR渋谷"
"644",0,"","溝口 秀人溝口","SG","02:20",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3008","北海道"
"645",1,"","関野 剛平関野","SG/SF","08:24",0,0,4,"0.0%",0,3,"0.0%",0,0,"-",0,3,3,0,0,0,0,0,0,1,0,-1,"3008","北海道"
"646",2,"","山本 柊輔山本","PG","00:55",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,0,1,0,-1,"3008","北海道"
"647",8,"〇","多嶋 朝飛多嶋","PG","25:10",12,5,8,"62.5%",2,4,"50.0%",0,1,"0.0%",0,3,3,3,1,1,0,0,1,0,0,14,"3008","北海道"
"648",9,"","折茂 武彦折茂","SG","16:13",2,1,6,"16.7%",0,0,"-",0,0,"-",0,0,0,0,2,1,0,0,1,0,0,-4,"3008","北海道"
"649",10,"","市岡 ショーン市岡","PF","14:21",2,1,2,"50.0%",0,0,"-",0,0,"-",1,3,4,1,0,0,0,0,2,1,0,6,"3008","北海道"
"650",11,"〇","桜井 良太桜井","SF","21:45",2,0,2,"0.0%",0,1,"0.0%",2,2,"100.0%",0,2,2,4,0,2,0,0,2,4,0,8,"3008","北海道"
"651",13,"〇","デイビッド・ドブラスドブラス","C","24:12",10,4,7,"57.1%",1,1,"100.0%",1,2,"50.0%",2,5,7,1,6,0,0,1,5,3,0,8,"3008","北海道"
"652",15,"〇","マーク・トラソリーニトラソリーニ","PF/C","34:24",27,11,17,"64.7%",2,2,"100.0%",3,4,"75.0%",1,5,6,1,2,0,1,0,4,2,0,26,"3008","北海道"
"653",17,"","川邉 亮平川邉","SF","03:36",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,0,"3008","北海道"
"654",23,"","野口 大介野口","PF","18:19",6,2,3,"66.7%",1,1,"100.0%",1,3,"33.3%",0,6,6,1,2,0,0,0,1,3,0,8,"3008","北海道"
"655",32,"〇","松島 良豪松島","PG","30:21",5,2,4,"50.0%",1,1,"100.0%",0,2,"0.0%",1,0,1,4,3,2,0,0,1,4,0,5,"3008","北海道"
"656",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,1,5,0,0,0,0,0,0,0,0,5,"3008","北海道"
"657",NA,"","合計","","200:00",66,26,54,"48.1%",7,14,"50.0%",7,14,"50.0%",9,29,38,15,17,6,1,1,17,19,0,74,"3008","北海道"
"658",0,"","満原 優樹満原","PF/C","17:15",4,2,5,"40.0%",0,3,"0.0%",0,1,"0.0%",2,3,5,0,0,0,0,0,2,1,0,5,"3009","SR渋谷"
"659",1,"","清水 太志郎清水","PG/SG","04:29",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3009","SR渋谷"
"660",2,"","秋葉 真司秋葉","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3009","SR渋谷"
"661",3,"","ファイ サンバファイ","C","11:03",4,1,4,"25.0%",0,1,"0.0%",2,2,"100.0%",3,2,5,0,1,0,0,0,4,1,0,5,"3009","SR渋谷"
"662",6,"〇","ロバート・サクレサクレ","C","33:12",21,8,14,"57.1%",0,1,"0.0%",5,6,"83.3%",3,7,10,3,1,0,2,0,3,3,0,28,"3009","SR渋谷"
"663",7,"","伊藤 駿伊藤","PG","11:17",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-1,"3009","SR渋谷"
"664",9,"〇","ベンドラメ 礼生ベンドラメ","PG","32:02",3,1,6,"16.7%",0,2,"0.0%",1,4,"25.0%",1,2,3,3,6,1,0,0,3,3,0,-4,"3009","SR渋谷"
"665",14,"〇","杉浦 佑成杉浦","SF","16:58",11,4,7,"57.1%",3,6,"50.0%",0,0,"-",0,1,1,2,2,1,0,0,3,0,0,10,"3009","SR渋谷"
"666",22,"","長谷川 智也長谷川","SG","07:54",0,0,8,"0.0%",0,4,"0.0%",0,0,"-",0,0,0,0,0,0,0,1,1,2,0,-8,"3009","SR渋谷"
"667",24,"〇","広瀬 健太広瀬","SF","21:21",2,1,2,"50.0%",0,1,"0.0%",0,0,"-",0,1,1,3,1,0,1,0,3,0,0,5,"3009","SR渋谷"
"668",32,"","山内 盛久山内","PG/SG","15:05",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",1,0,1,4,0,0,0,0,1,1,0,3,"3009","SR渋谷"
"669",34,"〇","ライアン・ケリーケリー","SF/PF","29:24",12,5,16,"31.3%",1,4,"25.0%",1,1,"100.0%",3,9,12,3,0,0,0,1,4,6,1,16,"3009","SR渋谷"
"670",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,2,2,0,1,0,0,0,0,0,0,1,"3009","SR渋谷"
"671",NA,"","合計","","200:00",57,22,64,"34.4%",4,23,"17.4%",9,14,"64.3%",13,27,40,18,13,2,3,2,24,17,1,60,"3009","SR渋谷"
"672",0,"","溝口 秀人溝口","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3009","北海道"
"673",1,"","関野 剛平関野","SG/SF","08:02",3,1,4,"25.0%",0,1,"0.0%",1,2,"50.0%",0,0,0,0,0,0,0,0,0,1,0,-1,"3009","北海道"
"674",2,"","山本 柊輔山本","PG","05:06",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,2,0,0,0,1,1,0,0,1,"3009","北海道"
"675",8,"〇","多嶋 朝飛多嶋","PG","28:08",11,4,8,"50.0%",1,3,"33.3%",2,2,"100.0%",0,5,5,6,1,0,0,0,2,2,0,17,"3009","北海道"
"676",9,"","折茂 武彦折茂","SG","11:42",2,1,4,"25.0%",0,0,"-",0,0,"-",0,0,0,1,0,2,0,0,1,1,0,2,"3009","北海道"
"677",10,"","市岡 ショーン市岡","PF","11:33",0,0,1,"0.0%",0,0,"-",0,0,"-",2,4,6,0,1,1,0,0,4,1,0,5,"3009","北海道"
"678",11,"〇","桜井 良太桜井","SF","26:13",6,2,2,"100.0%",0,0,"-",2,4,"50.0%",2,3,5,3,2,1,0,0,3,4,0,11,"3009","北海道"
"679",13,"〇","デイビッド・ドブラスドブラス","C","26:30",21,9,16,"56.3%",0,1,"0.0%",3,6,"50.0%",2,6,8,1,2,0,0,1,2,5,1,18,"3009","北海道"
"680",15,"〇","マーク・トラソリーニトラソリーニ","PF/C","32:32",23,7,17,"41.2%",2,6,"33.3%",7,8,"87.5%",4,5,9,4,0,3,2,0,1,7,1,30,"3009","北海道"
"681",17,"","川邉 亮平川邉","SF","16:20",6,2,3,"66.7%",0,0,"-",2,2,"100.0%",2,1,3,1,0,1,0,1,1,1,0,10,"3009","北海道"
"682",23,"","野口 大介野口","PF","09:25",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,2,0,0,0,0,1,0,0,1,"3009","北海道"
"683",32,"〇","松島 良豪松島","PG","24:29",4,1,7,"14.3%",0,1,"0.0%",2,2,"100.0%",0,1,1,2,1,0,0,0,1,2,0,0,"3009","北海道"
"684",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,5,7,0,0,0,0,0,0,0,0,7,"3009","北海道"
"685",NA,"","合計","","200:00",76,27,64,"42.2%",3,13,"23.1%",19,26,"73.1%",14,30,44,22,7,8,2,3,17,24,2,101,"3009","北海道"
"686",0,"〇","満原 優樹満原","PF/C","19:19",1,0,5,"0.0%",0,2,"0.0%",1,2,"50.0%",1,3,4,0,0,1,0,0,4,1,0,0,"3024","SR渋谷"
"687",1,"","清水 太志郎清水","PG/SG","06:05",0,0,2,"0.0%",0,2,"0.0%",0,0,"-",1,1,2,0,0,0,0,0,0,0,0,0,"3024","SR渋谷"
"688",2,"","秋葉 真司秋葉","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3024","SR渋谷"
"689",3,"","ファイ サンバファイ","C","15:51",3,1,4,"25.0%",1,2,"50.0%",0,0,"-",0,1,1,1,1,0,0,0,5,0,0,1,"3024","SR渋谷"
"690",6,"〇","ロバート・サクレサクレ","C","35:06",8,3,11,"27.3%",0,1,"0.0%",2,4,"50.0%",1,10,11,0,3,0,2,1,0,3,1,8,"3024","SR渋谷"
"691",7,"","伊藤 駿伊藤","PG","09:05",4,2,3,"66.7%",0,0,"-",0,0,"-",0,0,0,1,1,0,0,0,1,0,0,3,"3024","SR渋谷"
"692",9,"〇","ベンドラメ 礼生ベンドラメ","PG","31:29",16,6,14,"42.9%",1,3,"33.3%",3,4,"75.0%",2,0,2,4,3,2,0,1,1,5,0,12,"3024","SR渋谷"
"693",14,"","杉浦 佑成杉浦","SF","14:23",9,3,6,"50.0%",3,5,"60.0%",0,0,"-",1,0,1,0,2,0,0,0,2,0,0,5,"3024","SR渋谷"
"694",22,"","長谷川 智也長谷川","SG","04:49",0,0,1,"0.0%",0,0,"-",0,0,"-",0,1,1,0,0,0,0,1,2,0,0,0,"3024","SR渋谷"
"695",24,"","広瀬 健太広瀬","SF","14:08",5,2,3,"66.7%",1,2,"50.0%",0,0,"-",0,0,0,1,4,2,0,0,1,1,0,3,"3024","SR渋谷"
"696",32,"〇","山内 盛久山内","PG/SG","15:28",2,1,2,"50.0%",0,0,"-",0,0,"-",0,0,0,5,2,2,0,1,1,1,0,6,"3024","SR渋谷"
"697",34,"〇","ライアン・ケリーケリー","SF/PF","34:17",10,2,6,"33.3%",0,1,"0.0%",6,8,"75.0%",0,5,5,3,1,3,2,0,1,6,0,16,"3024","SR渋谷"
"698",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",5,4,9,0,1,0,0,0,0,0,0,8,"3024","SR渋谷"
"699",NA,"","合計","","200:00",58,20,57,"35.1%",6,18,"33.3%",12,18,"66.7%",11,25,36,15,18,10,4,4,18,17,1,62,"3024","SR渋谷"
"700",7,"","野本 建吾野本","SF/PF","12:39",5,2,3,"66.7%",0,0,"-",1,2,"50.0%",2,4,6,1,0,0,0,0,0,1,0,10,"3024","秋田"
"701",9,"〇","白濱 僚祐白濱","SF","28:28",1,0,5,"0.0%",0,2,"0.0%",1,2,"50.0%",0,2,2,2,1,1,0,1,3,2,0,-1,"3024","秋田"
"702",13,"","成田 正弘成田","PG","14:37",5,2,5,"40.0%",0,1,"0.0%",1,2,"50.0%",2,1,3,0,1,2,0,1,2,1,0,5,"3024","秋田"
"703",15,"","下山 貴裕下山","PF","01:46",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3024","秋田"
"704",17,"〇","中山 拓哉中山","PG/SG","35:37",10,3,9,"33.3%",2,3,"66.7%",2,4,"50.0%",0,4,4,2,6,4,1,0,2,2,0,7,"3024","秋田"
"705",24,"","保岡 龍斗保岡","SG","07:01",2,1,1,"100.0%",0,0,"-",0,0,"-",0,1,1,0,1,0,0,0,2,0,0,2,"3024","秋田"
"706",33,"","俊野 達彦俊野","PG/SG","10:12",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-3,"3024","秋田"
"707",34,"〇","小野寺 祥太小野寺","PG","23:31",0,0,4,"0.0%",0,3,"0.0%",0,0,"-",1,4,5,3,3,2,0,0,4,3,0,3,"3024","秋田"
"708",40,"〇","ジャスティン・キーナンキーナン","PF/C","26:48",25,10,19,"52.6%",1,2,"50.0%",4,5,"80.0%",6,5,11,1,1,0,0,2,2,4,0,26,"3024","秋田"
"709",43,"〇","カディーム・コールビーコールビー","PF/C","29:53",15,5,11,"45.5%",0,0,"-",5,6,"83.3%",4,4,8,1,1,2,3,0,1,5,1,21,"3024","秋田"
"710",55,"","谷口 大智谷口","PF/C","09:28",0,0,3,"0.0%",0,2,"0.0%",0,0,"-",0,1,1,0,0,1,0,0,1,0,0,-1,"3024","秋田"
"711",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,0,1,0,0,0,0,0,0,0,"3024","秋田"
"712",NA,"","合計","","200:00",63,23,62,"37.1%",3,14,"21.4%",14,21,"66.7%",15,27,42,10,16,12,4,4,17,18,1,69,"3024","秋田"
"713",0,"","ジェームズ・サザランドサザランド","SF","29:50",13,5,11,"45.5%",0,2,"0.0%",3,7,"42.9%",0,8,8,1,2,0,1,1,1,5,2,11,"3045","三河"
"714",4,"","狩俣 昌也狩俣","PG","18:22",6,2,4,"50.0%",2,4,"50.0%",0,0,"-",0,0,0,0,0,0,0,0,4,1,0,4,"3045","三河"
"715",5,"〇","アイザック・バッツバッツ","C","34:14",4,2,4,"50.0%",0,0,"-",0,0,"-",1,9,10,5,2,0,0,0,2,0,0,15,"3045","三河"
"716",8,"","村上 直村上","PG","00:20",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3045","三河"
"717",9,"","森川 正明森川","SF","01:59",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3045","三河"
"718",12,"","西川 貴之西川","SF","13:41",2,1,2,"50.0%",0,0,"-",0,0,"-",0,1,1,0,0,0,0,1,0,0,0,2,"3045","三河"
"719",14,"〇","金丸 晃輔金丸","SG/SF","25:35",15,4,12,"33.3%",1,2,"50.0%",6,8,"75.0%",0,4,4,0,0,1,0,0,1,4,0,10,"3045","三河"
"720",16,"","松井 啓十郎松井","SG","08:47",2,1,2,"50.0%",0,0,"-",0,0,"-",1,1,2,1,1,0,0,0,0,0,0,3,"3045","三河"
"721",24,"〇","加藤 寿一加藤","SG","04:50",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,3,0,0,0,"3045","三河"
"722",32,"〇","桜木 ジェイアール桜木","PF","31:49",16,6,14,"42.9%",0,1,"0.0%",4,6,"66.7%",4,7,11,9,1,0,0,0,2,7,0,25,"3045","三河"
"723",46,"〇","生原 秀将生原","PG","30:33",16,6,12,"50.0%",3,6,"50.0%",1,1,"100.0%",1,2,3,2,2,2,0,0,4,1,0,15,"3045","三河"
"724",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,2,2,0,0,0,0,0,0,0,0,2,"3045","三河"
"725",NA,"","合計","","200:00",74,27,61,"44.3%",6,15,"40.0%",14,22,"63.6%",7,34,41,18,8,3,1,2,17,18,2,87,"3045","三河"
"726",0,"〇","満原 優樹満原","PF/C","10:56",2,1,2,"50.0%",0,1,"0.0%",0,0,"-",1,3,4,2,1,0,0,0,3,1,0,6,"3045","SR渋谷"
"727",1,"","清水 太志郎清水","PG/SG","08:37",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,1,0,0,0,0,2,0,0,0,"3045","SR渋谷"
"728",2,"","秋葉 真司秋葉","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3045","SR渋谷"
"729",3,"","ファイ サンバファイ","C","12:59",5,2,7,"28.6%",1,4,"25.0%",0,0,"-",0,4,4,2,0,0,0,0,3,0,0,6,"3045","SR渋谷"
"730",6,"〇","ロバート・サクレサクレ","C","34:14",10,4,9,"44.4%",0,0,"-",2,4,"50.0%",3,7,10,1,1,3,0,0,1,2,1,16,"3045","SR渋谷"
"731",7,"","伊藤 駿伊藤","PG","04:26",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,0,1,0,-1,"3045","SR渋谷"
"732",9,"〇","ベンドラメ 礼生ベンドラメ","PG","25:19",7,2,11,"18.2%",0,3,"0.0%",3,3,"100.0%",0,0,0,2,1,0,0,0,2,1,0,-1,"3045","SR渋谷"
"733",14,"","杉浦 佑成杉浦","SF","14:23",3,1,5,"20.0%",0,4,"0.0%",1,2,"50.0%",0,2,2,0,0,0,0,0,0,1,0,0,"3045","SR渋谷"
"734",22,"","長谷川 智也長谷川","SG","12:21",6,2,6,"33.3%",1,1,"100.0%",1,2,"50.0%",0,2,2,2,0,0,0,0,2,1,0,5,"3045","SR渋谷"
"735",24,"〇","広瀬 健太広瀬","SF","21:10",5,2,6,"33.3%",1,4,"25.0%",0,0,"-",0,3,3,1,0,1,0,0,4,2,0,6,"3045","SR渋谷"
"736",32,"","山内 盛久山内","PG/SG","17:41",5,2,6,"33.3%",1,3,"33.3%",0,0,"-",2,1,3,1,1,0,0,0,0,0,0,4,"3045","SR渋谷"
"737",34,"〇","ライアン・ケリーケリー","SF/PF","37:54",21,6,13,"46.2%",0,4,"0.0%",9,9,"100.0%",1,9,10,3,1,1,2,1,1,8,0,29,"3045","SR渋谷"
"738",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,0,2,0,0,0,0,0,0,0,0,2,"3045","SR渋谷"
"739",NA,"","合計","","200:00",64,22,66,"33.3%",4,24,"16.7%",16,20,"80.0%",9,31,40,15,6,5,2,1,18,17,1,72,"3045","SR渋谷"
"740",0,"","ジェームズ・サザランドサザランド","SF","26:39",25,8,11,"72.7%",4,4,"100.0%",5,7,"71.4%",0,5,5,0,2,0,1,1,1,4,0,24,"3046","三河"
"741",4,"","狩俣 昌也狩俣","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3046","三河"
"742",5,"〇","アイザック・バッツバッツ","C","32:31",2,1,3,"33.3%",0,0,"-",0,0,"-",3,11,14,1,1,0,0,0,4,0,0,14,"3046","三河"
"743",8,"","村上 直村上","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3046","三河"
"744",9,"","森川 正明森川","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3046","三河"
"745",12,"","西川 貴之西川","SF","11:48",0,0,1,"0.0%",0,0,"-",0,0,"-",0,1,1,2,0,0,0,0,1,1,0,2,"3046","三河"
"746",14,"〇","金丸 晃輔金丸","SG/SF","27:57",6,1,8,"12.5%",1,2,"50.0%",3,4,"75.0%",0,0,0,1,1,1,0,0,1,3,0,-1,"3046","三河"
"747",16,"","松井 啓十郎松井","SG","12:03",4,2,6,"33.3%",0,1,"0.0%",0,0,"-",1,0,1,0,0,0,0,1,2,0,0,1,"3046","三河"
"748",24,"〇","加藤 寿一加藤","SG","15:56",0,0,0,"-",0,0,"-",0,0,"-",1,3,4,1,0,1,0,0,0,0,0,6,"3046","三河"
"749",32,"〇","桜木 ジェイアール桜木","PF","33:08",24,9,16,"56.3%",0,1,"0.0%",6,8,"75.0%",2,7,9,4,3,0,0,0,3,9,0,25,"3046","三河"
"750",46,"〇","生原 秀将生原","PG","39:58",15,6,13,"46.2%",1,3,"33.3%",2,2,"100.0%",0,3,3,6,1,1,1,0,0,3,0,18,"3046","三河"
"751",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,0,3,0,2,0,0,0,0,0,0,1,"3046","三河"
"752",NA,"","合計","","200:00",76,27,58,"46.6%",6,11,"54.5%",16,21,"76.2%",10,30,40,15,10,3,2,2,12,20,0,90,"3046","三河"
"753",0,"〇","満原 優樹満原","PF/C","26:26",5,2,6,"33.3%",1,2,"50.0%",0,0,"-",1,3,4,2,0,1,0,0,2,1,0,8,"3046","SR渋谷"
"754",1,"","清水 太志郎清水","PG/SG","04:12",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"3046","SR渋谷"
"755",2,"","秋葉 真司秋葉","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3046","SR渋谷"
"756",3,"","ファイ サンバファイ","C","07:12",4,1,4,"25.0%",1,2,"50.0%",1,2,"50.0%",1,0,1,0,0,0,0,1,3,1,0,1,"3046","SR渋谷"
"757",6,"〇","ロバート・サクレサクレ","C","35:48",15,6,10,"60.0%",0,0,"-",3,4,"75.0%",0,4,4,1,1,2,0,0,1,2,0,16,"3046","SR渋谷"
"758",7,"","伊藤 駿伊藤","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3046","SR渋谷"
"759",9,"〇","ベンドラメ 礼生ベンドラメ","PG","28:33",9,4,9,"44.4%",1,3,"33.3%",0,0,"-",1,1,2,4,2,0,0,1,4,0,0,8,"3046","SR渋谷"
"760",14,"","杉浦 佑成杉浦","SF","17:06",5,1,6,"16.7%",1,4,"25.0%",2,2,"100.0%",0,3,3,1,1,0,1,0,2,1,0,4,"3046","SR渋谷"
"761",22,"","長谷川 智也長谷川","SG","01:04",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3046","SR渋谷"
"762",24,"〇","広瀬 健太広瀬","SF","25:55",8,3,5,"60.0%",2,2,"100.0%",0,0,"-",0,1,1,0,0,1,0,0,3,1,0,8,"3046","SR渋谷"
"763",32,"","山内 盛久山内","PG/SG","16:09",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,3,0,0,0,0,2,0,0,1,"3046","SR渋谷"
"764",34,"〇","ライアン・ケリーケリー","SF/PF","37:35",25,7,16,"43.8%",3,4,"75.0%",8,8,"100.0%",0,8,8,4,3,1,1,0,3,6,1,27,"3046","SR渋谷"
"765",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,2,5,0,0,0,0,0,0,0,0,5,"3046","SR渋谷"
"766",NA,"","合計","","200:00",71,24,59,"40.7%",9,18,"50.0%",14,16,"87.5%",6,22,28,15,7,5,2,2,20,12,1,77,"3046","SR渋谷"
"767",1,"","小島 元基小島","PG","15:11",1,0,3,"0.0%",0,2,"0.0%",1,2,"50.0%",1,0,1,2,0,0,0,0,0,4,0,0,"2992","A東京"
"768",2,"","齋藤 拓実齋藤","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2992","A東京"
"769",3,"〇","安藤 誓哉安藤","PG","22:35",7,3,5,"60.0%",0,1,"0.0%",1,1,"100.0%",1,0,1,2,0,0,0,0,0,1,0,8,"2992","A東京"
"770",6,"","馬場 雄大馬場","SF","22:57",13,6,7,"85.7%",1,1,"100.0%",0,1,"0.0%",1,6,7,4,1,2,0,0,0,2,0,23,"2992","A東京"
"771",7,"","正中 岳城正中","SG","02:19",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"2992","A東京"
"772",10,"","ザック・バランスキーバランスキー","SF/PF","22:54",7,3,8,"37.5%",1,5,"20.0%",0,0,"-",0,4,4,1,2,2,0,0,4,1,0,7,"2992","A東京"
"773",13,"〇","菊地 祥平菊地","SF","11:53",0,0,2,"0.0%",0,0,"-",0,0,"-",0,2,2,0,0,0,0,1,1,1,0,0,"2992","A東京"
"774",15,"〇","竹内 譲次竹内","PF/C","25:19",4,1,4,"25.0%",0,3,"0.0%",2,2,"100.0%",0,8,8,3,1,1,2,0,1,3,0,14,"2992","A東京"
"775",24,"〇","田中 大貴田中","SG","26:48",13,5,10,"50.0%",0,0,"-",3,4,"75.0%",0,0,0,5,1,0,0,1,1,2,0,11,"2992","A東京"
"776",51,"","ミルコ・ビエリツァビエリツァ","PF","17:53",1,0,8,"0.0%",0,0,"-",1,2,"50.0%",1,0,1,0,1,0,0,1,1,3,0,-8,"2992","A東京"
"777",53,"〇","アレックス・カークカーク","C","32:11",27,11,17,"64.7%",0,1,"0.0%",5,5,"100.0%",0,6,6,0,1,0,2,2,0,3,2,28,"2992","A東京"
"778",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,2,6,0,0,0,0,0,0,0,0,6,"2992","A東京"
"779",NA,"","合計","","200:00",73,29,65,"44.6%",2,13,"15.4%",13,17,"76.5%",8,28,36,17,7,5,4,5,8,20,2,88,"2992","A東京"
