"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"1729",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,2,6,0,0,0,0,0,0,0,0,6,"2991","千葉"
"1730",NA,"","合計","","200:00",66,23,65,"35.4%",7,27,"25.9%",13,18,"72.2%",12,23,35,13,9,8,3,3,18,20,0,69,"2991","千葉"
"1731",0,"","藤井 祐眞藤井","PG/SG","27:29",8,3,7,"42.9%",2,6,"33.3%",0,0,"-",1,1,2,2,1,0,0,0,0,4,0,7,"2991","川崎"
"1732",3,"","林 翔太郎林","SF","14:31",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,2,2,0,1,0,1,0,4,0,0,1,"2991","川崎"
"1733",4,"","青木 保憲青木","PG","08:00",2,1,3,"33.3%",0,1,"0.0%",0,0,"-",0,2,2,1,0,0,0,1,0,0,0,3,"2991","川崎"
"1734",7,"〇","篠山 竜青篠山","PG","28:49",4,2,3,"66.7%",0,1,"0.0%",0,0,"-",0,2,2,5,2,1,0,0,2,1,0,9,"2991","川崎"
"1735",14,"〇","辻 直人辻","SG","18:23",11,4,6,"66.7%",3,5,"60.0%",0,0,"-",0,2,2,5,0,1,0,0,3,1,0,17,"2991","川崎"
"1736",18,"","鎌田 裕也鎌田","PF/C","17:00",0,0,5,"0.0%",0,2,"0.0%",0,0,"-",0,3,3,0,2,0,0,1,1,0,0,-4,"2991","川崎"
"1737",21,"〇","バーノン・マクリンマクリン","PF/C","35:37",12,3,5,"60.0%",0,0,"-",6,13,"46.2%",2,9,11,3,6,1,1,0,3,11,0,13,"2991","川崎"
"1738",22,"","ニック・ファジーカスファジーカス","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2991","川崎"
"1739",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","27:23",19,8,17,"47.1%",1,4,"25.0%",2,2,"100.0%",2,5,7,1,3,1,1,1,4,1,3,17,"2991","川崎"
"1740",33,"〇","長谷川 技長谷川","SF","22:48",12,4,6,"66.7%",4,6,"66.7%",0,0,"-",0,1,1,4,1,0,0,0,3,0,0,14,"2991","川崎"
"1741",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,4,6,0,2,0,0,0,0,0,0,4,"2991","川崎"
"1742",NA,"","合計","","200:00",68,25,53,"47.2%",10,26,"38.5%",8,15,"53.3%",7,31,38,21,18,4,3,3,20,18,3,81,"2991","川崎"
"1743",0,"","藤井 祐眞藤井","PG/SG","24:43",11,2,4,"50.0%",2,3,"66.7%",5,6,"83.3%",0,2,2,3,1,2,0,0,2,5,0,14,"3010","川崎"
"1744",3,"","林 翔太郎林","SF","23:29",12,5,7,"71.4%",2,2,"100.0%",0,0,"-",0,2,2,3,1,0,0,0,3,0,0,14,"3010","川崎"
"1745",4,"","青木 保憲青木","PG","01:16",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,1,0,0,0,0,0,0,0,1,"3010","川崎"
"1746",7,"〇","篠山 竜青篠山","PG","26:56",2,1,3,"33.3%",0,1,"0.0%",0,2,"0.0%",0,2,2,2,2,1,0,0,2,1,0,1,"3010","川崎"
"1747",14,"〇","辻 直人辻","SG","27:05",3,0,9,"0.0%",0,6,"0.0%",3,4,"75.0%",0,1,1,4,0,0,0,0,2,3,0,-2,"3010","川崎"
"1748",18,"","鎌田 裕也鎌田","PF/C","06:45",2,1,2,"50.0%",0,0,"-",0,0,"-",1,1,2,1,0,0,0,0,0,1,0,4,"3010","川崎"
"1749",21,"〇","バーノン・マクリンマクリン","PF/C","31:23",14,6,12,"50.0%",0,1,"0.0%",2,4,"50.0%",4,4,8,4,0,3,1,2,0,4,0,22,"3010","川崎"
"1750",22,"","ニック・ファジーカスファジーカス","C","16:33",9,4,11,"36.4%",0,1,"0.0%",1,2,"50.0%",2,10,12,1,2,0,0,2,1,2,0,12,"3010","川崎"
"1751",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","24:27",21,8,15,"53.3%",1,4,"25.0%",4,5,"80.0%",0,3,3,2,2,3,3,0,3,4,3,22,"3010","川崎"
"1752",33,"〇","長谷川 技長谷川","SF","17:23",2,1,2,"50.0%",0,1,"0.0%",0,0,"-",0,1,1,0,1,1,0,0,2,1,0,2,"3010","川崎"
"1753",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,3,6,0,1,0,0,0,0,0,0,5,"3010","川崎"
"1754",NA,"","合計","","200:00",76,28,65,"43.1%",5,19,"26.3%",15,23,"65.2%",10,29,39,21,10,10,4,4,15,21,3,95,"3010","川崎"
"1755",1,"","西 裕太郎西","PG","00:52",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3010","滋賀"
"1756",8,"","二ノ宮 康平二ノ宮","PG","20:23",4,2,9,"22.2%",0,3,"0.0%",0,0,"-",0,0,0,0,2,0,0,1,1,0,0,-5,"3010","滋賀"
"1757",10,"","紺野 ニズベット 翔紺野","SG/SF","05:28",1,0,0,"-",0,0,"-",1,2,"50.0%",0,2,2,0,1,0,0,0,0,1,0,1,"3010","滋賀"
"1758",22,"","樋口 大倫樋口","PF","00:52",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3010","滋賀"
"1759",24,"〇","高橋 耕陽高橋","SG/SF","32:00",19,8,18,"44.4%",0,6,"0.0%",3,3,"100.0%",0,1,1,2,3,2,0,1,1,3,0,11,"3010","滋賀"
"1760",25,"","荒尾 岳荒尾","PF","13:42",0,0,2,"0.0%",0,0,"-",0,0,"-",0,2,2,0,0,0,0,0,2,0,0,0,"3010","滋賀"
"1761",31,"〇","ガニ・ラワルラワル","PF/C","30:51",11,5,11,"45.5%",0,0,"-",1,2,"50.0%",4,4,8,2,3,0,2,0,5,4,0,13,"3010","滋賀"
"1762",32,"〇","狩野 祐介狩野","SG","29:17",13,5,10,"50.0%",3,6,"50.0%",0,0,"-",1,3,4,1,1,3,0,0,4,1,0,15,"3010","滋賀"
"1763",35,"〇","伊藤 大司伊藤","PG","18:45",3,1,6,"16.7%",1,4,"25.0%",0,0,"-",1,3,4,0,1,0,0,1,1,1,0,1,"3010","滋賀"
"1764",40,"〇","ディオール・フィッシャーフィッシャー","PF/C","34:35",11,4,8,"50.0%",0,1,"0.0%",3,3,"100.0%",4,8,12,6,2,0,2,1,4,5,0,25,"3010","滋賀"
"1765",45,"","鹿野 洵生鹿野","SF","13:15",2,1,4,"25.0%",0,2,"0.0%",0,0,"-",0,1,1,1,3,1,0,0,2,0,0,-1,"3010","滋賀"
"1766",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,4,7,0,0,0,0,0,0,0,0,7,"3010","滋賀"
"1767",NA,"","合計","","200:00",64,26,68,"38.2%",4,22,"18.2%",8,10,"80.0%",13,28,41,12,16,6,4,4,21,15,0,67,"3010","滋賀"
"1768",0,"","藤井 祐眞藤井","PG/SG","29:03",1,0,5,"0.0%",0,4,"0.0%",1,2,"50.0%",1,3,4,4,2,1,0,0,2,2,0,2,"3011","川崎"
"1769",3,"","林 翔太郎林","SF","15:57",3,1,1,"100.0%",1,1,"100.0%",0,0,"-",0,2,2,1,0,0,1,0,1,2,0,7,"3011","川崎"
"1770",4,"","青木 保憲青木","PG","01:44",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3011","川崎"
"1771",7,"〇","篠山 竜青篠山","PG","23:09",9,3,6,"50.0%",0,2,"0.0%",3,3,"100.0%",0,3,3,1,1,1,0,0,4,2,0,10,"3011","川崎"
"1772",14,"〇","辻 直人辻","SG","26:04",6,1,8,"12.5%",0,5,"0.0%",4,5,"80.0%",0,1,1,7,0,1,0,0,3,4,0,7,"3011","川崎"
"1773",18,"","鎌田 裕也鎌田","PF/C","00:39",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,2,0,0,0,"3011","川崎"
"1774",21,"〇","バーノン・マクリンマクリン","PF/C","29:24",6,3,7,"42.9%",0,0,"-",0,1,"0.0%",7,6,13,5,2,0,2,0,4,2,1,19,"3011","川崎"
"1775",22,"","ニック・ファジーカスファジーカス","C","20:49",16,5,15,"33.3%",0,2,"0.0%",6,8,"75.0%",2,6,8,3,2,0,0,1,0,4,0,13,"3011","川崎"
"1776",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","29:08",16,7,15,"46.7%",1,3,"33.3%",1,6,"16.7%",2,3,5,1,1,0,0,1,4,4,1,8,"3011","川崎"
"1777",33,"〇","長谷川 技長谷川","SF","24:03",11,3,4,"75.0%",2,3,"66.7%",3,3,"100.0%",0,1,1,0,1,0,0,0,1,2,0,10,"3011","川崎"
"1778",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3011","川崎"
"1779",NA,"","合計","","200:00",68,23,61,"37.7%",4,20,"20.0%",18,28,"64.3%",12,25,37,22,9,3,3,2,21,22,2,76,"3011","川崎"
"1780",1,"","西 裕太郎西","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3011","滋賀"
"1781",8,"","二ノ宮 康平二ノ宮","PG","22:42",5,1,5,"20.0%",1,5,"20.0%",2,2,"100.0%",0,2,2,5,2,1,0,0,2,2,0,7,"3011","滋賀"
"1782",10,"","紺野 ニズベット 翔紺野","SG/SF","04:12",0,0,1,"0.0%",0,0,"-",0,0,"-",0,1,1,0,0,1,0,1,2,0,0,1,"3011","滋賀"
"1783",22,"","樋口 大倫樋口","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3011","滋賀"
"1784",24,"〇","高橋 耕陽高橋","SG/SF","32:01",7,3,13,"23.1%",1,4,"25.0%",0,0,"-",0,2,2,7,3,0,0,0,3,2,0,3,"3011","滋賀"
"1785",25,"〇","荒尾 岳荒尾","PF","23:35",8,4,4,"100.0%",0,0,"-",0,0,"-",2,4,6,2,0,0,0,0,3,0,0,16,"3011","滋賀"
"1786",31,"","ガニ・ラワルラワル","PF/C","27:15",30,10,14,"71.4%",0,0,"-",10,12,"83.3%",4,8,12,1,0,0,1,0,1,9,3,38,"3011","滋賀"
"1787",32,"〇","狩野 祐介狩野","SG","29:20",11,4,11,"36.4%",2,7,"28.6%",1,1,"100.0%",1,1,2,0,0,2,0,0,3,2,0,8,"3011","滋賀"
"1788",35,"〇","伊藤 大司伊藤","PG","17:51",7,2,3,"66.7%",2,3,"66.7%",1,2,"50.0%",0,1,1,4,1,2,0,0,2,1,0,11,"3011","滋賀"
"1789",40,"〇","ディオール・フィッシャーフィッシャー","PF/C","29:55",6,2,11,"18.2%",0,0,"-",2,3,"66.7%",2,10,12,2,0,0,1,2,4,3,0,11,"3011","滋賀"
"1790",45,"","鹿野 洵生鹿野","SF","13:09",6,2,2,"100.0%",0,0,"-",2,2,"100.0%",0,0,0,0,0,0,0,0,2,1,0,6,"3011","滋賀"
"1791",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,2,5,0,1,0,0,0,0,0,0,4,"3011","滋賀"
"1792",NA,"","合計","","200:00",80,28,64,"43.8%",6,19,"31.6%",18,22,"81.8%",12,31,43,21,7,6,2,3,22,20,3,105,"3011","滋賀"
"1793",0,"","藤井 祐眞藤井","PG/SG","22:49",13,5,7,"71.4%",0,2,"0.0%",3,3,"100.0%",1,5,6,3,1,0,0,0,1,7,0,19,"3025","川崎"
"1794",3,"","林 翔太郎林","SF","22:49",7,3,6,"50.0%",1,2,"50.0%",0,0,"-",0,1,1,1,0,0,1,0,0,0,0,7,"3025","川崎"
"1795",4,"","青木 保憲青木","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3025","川崎"
"1796",7,"〇","篠山 竜青篠山","PG","26:40",7,2,9,"22.2%",0,3,"0.0%",3,4,"75.0%",0,2,2,2,1,1,0,1,1,2,0,3,"3025","川崎"
"1797",14,"〇","辻 直人辻","SG","30:31",10,2,8,"25.0%",1,4,"25.0%",5,5,"100.0%",1,2,3,1,1,4,0,1,1,4,0,11,"3025","川崎"
"1798",18,"","鎌田 裕也鎌田","PF/C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3025","川崎"
"1799",21,"〇","バーノン・マクリンマクリン","PF/C","35:06",22,9,10,"90.0%",0,0,"-",4,4,"100.0%",3,8,11,5,3,1,0,0,0,4,1,35,"3025","川崎"
"1800",22,"","ニック・ファジーカスファジーカス","C","22:27",1,0,9,"0.0%",0,1,"0.0%",1,2,"50.0%",0,7,7,3,1,1,0,1,2,1,0,1,"3025","川崎"
"1801",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","22:27",9,4,9,"44.4%",1,2,"50.0%",0,2,"0.0%",1,3,4,3,1,0,2,3,1,1,1,10,"3025","川崎"
"1802",33,"〇","長谷川 技長谷川","SF","17:11",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,1,0,-1,"3025","川崎"
"1803",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,5,7,0,3,0,0,0,0,0,0,4,"3025","川崎"
"1804",NA,"","合計","","200:00",69,25,59,"42.4%",3,14,"21.4%",16,20,"80.0%",8,33,41,18,11,7,3,6,7,20,2,89,"3025","川崎"
"1805",4,"","狩俣 昌也狩俣","PG","06:08",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,5,0,0,0,"3025","三河"
"1806",5,"","アイザック・バッツバッツ","C","28:27",10,4,10,"40.0%",0,0,"-",2,2,"100.0%",4,8,12,3,0,1,2,0,2,2,0,22,"3025","三河"
"1807",8,"","村上 直村上","PG","03:27",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,1,0,0,-2,"3025","三河"
"1808",9,"","森川 正明森川","SF","09:34",4,2,2,"100.0%",0,0,"-",0,0,"-",1,2,3,0,2,0,0,0,0,0,0,5,"3025","三河"
"1809",12,"","西川 貴之西川","SF","01:19",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"3025","三河"
"1810",14,"〇","金丸 晃輔金丸","SG/SF","35:24",21,10,23,"43.5%",1,5,"20.0%",0,0,"-",1,0,1,0,3,0,0,1,0,1,0,6,"3025","三河"
"1811",16,"","松井 啓十郎松井","SG","06:12",3,1,3,"33.3%",1,2,"50.0%",0,0,"-",0,0,0,1,1,1,0,0,0,0,0,2,"3025","三河"
"1812",24,"〇","加藤 寿一加藤","SG","25:02",8,3,4,"75.0%",2,3,"66.7%",0,0,"-",0,2,2,0,0,2,1,0,4,0,0,12,"3025","三河"
"1813",32,"〇","桜木 ジェイアール桜木","PF","31:54",8,3,9,"33.3%",0,0,"-",2,2,"100.0%",2,9,11,9,2,2,1,0,3,1,0,23,"3025","三河"
"1814",33,"〇","グラント・ジェレットジェレット","PF","19:39",3,1,10,"10.0%",0,3,"0.0%",1,1,"100.0%",2,4,6,1,0,0,2,2,1,2,0,3,"3025","三河"
"1815",46,"〇","生原 秀将生原","PG","32:54",3,1,6,"16.7%",1,4,"25.0%",0,0,"-",0,1,1,3,1,1,0,0,4,1,0,2,"3025","三河"
"1816",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,2,2,0,1,0,0,0,0,0,0,1,"3025","三河"
"1817",NA,"","合計","","200:00",60,25,69,"36.2%",5,18,"27.8%",5,5,"100.0%",10,28,38,17,11,7,6,3,20,7,0,73,"3025","三河"
"1818",1,"","小島 元基小島","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3037","A東京"
"1819",2,"","齋藤 拓実齋藤","PG","13:03",5,1,1,"100.0%",1,1,"100.0%",2,2,"100.0%",0,0,0,1,0,1,0,0,3,2,0,7,"3037","A東京"
"1820",3,"〇","安藤 誓哉安藤","PG","24:56",7,3,7,"42.9%",1,2,"50.0%",0,0,"-",0,0,0,5,2,2,0,1,3,0,0,8,"3037","A東京"
"1821",6,"","馬場 雄大馬場","SF","19:40",6,2,9,"22.2%",0,2,"0.0%",2,2,"100.0%",1,3,4,2,0,1,0,0,2,2,1,6,"3037","A東京"
"1822",7,"","正中 岳城正中","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3037","A東京"
"1823",10,"","ザック・バランスキーバランスキー","SF/PF","21:07",5,2,8,"25.0%",0,5,"0.0%",1,2,"50.0%",1,1,2,3,1,1,0,0,1,1,0,3,"3037","A東京"
"1824",13,"〇","菊地 祥平菊地","SF","16:56",0,0,0,"-",0,0,"-",0,0,"-",1,4,5,3,1,1,0,0,5,0,0,8,"3037","A東京"
"1825",15,"〇","竹内 譲次竹内","PF/C","26:45",18,8,12,"66.7%",2,5,"40.0%",0,0,"-",2,10,12,1,1,0,1,1,2,0,0,27,"3037","A東京"
"1826",24,"〇","田中 大貴田中","SG","24:18",14,6,11,"54.5%",1,2,"50.0%",1,1,"100.0%",0,2,2,6,0,0,0,0,0,1,0,17,"3037","A東京"
"1827",51,"","ミルコ・ビエリツァビエリツァ","PF","19:44",16,6,10,"60.0%",1,2,"50.0%",3,4,"75.0%",2,3,5,0,0,1,1,1,2,3,1,18,"3037","A東京"
"1828",53,"〇","アレックス・カークカーク","C","33:31",18,8,17,"47.1%",2,4,"50.0%",0,0,"-",1,6,7,2,0,0,0,1,1,0,3,18,"3037","A東京"
"1829",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,1,5,0,0,0,0,0,0,0,0,5,"3037","A東京"
"1830",NA,"","合計","","200:00",89,36,75,"48.0%",8,23,"34.8%",9,11,"81.8%",12,30,42,23,5,7,2,4,19,9,5,117,"3037","A東京"
"1831",0,"","藤井 祐眞藤井","PG/SG","21:21",7,2,4,"50.0%",0,1,"0.0%",3,4,"75.0%",0,1,1,3,1,0,0,1,2,4,0,7,"3037","川崎"
"1832",3,"","林 翔太郎林","SF","14:42",0,0,2,"0.0%",0,2,"0.0%",0,0,"-",0,0,0,1,1,0,1,0,0,0,0,-1,"3037","川崎"
"1833",4,"","青木 保憲青木","PG","05:25",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,1,0,0,0,0,0,0,0,1,"3037","川崎"
"1834",7,"〇","篠山 竜青篠山","PG","22:53",2,1,3,"33.3%",0,2,"0.0%",0,0,"-",0,1,1,2,3,1,0,0,1,1,0,1,"3037","川崎"
"1835",14,"〇","辻 直人辻","SG","26:46",12,3,11,"27.3%",1,8,"12.5%",5,5,"100.0%",1,3,4,2,1,0,0,0,1,5,0,9,"3037","川崎"
"1836",18,"","鎌田 裕也鎌田","PF/C","01:18",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3037","川崎"
"1837",21,"〇","バーノン・マクリンマクリン","PF/C","30:49",18,9,14,"64.3%",0,0,"-",0,0,"-",3,5,8,1,1,0,0,0,1,2,0,21,"3037","川崎"
"1838",22,"","ニック・ファジーカスファジーカス","C","22:27",16,5,13,"38.5%",1,2,"50.0%",5,5,"100.0%",1,7,8,2,1,1,0,1,0,3,0,18,"3037","川崎"
"1839",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","26:08",11,4,10,"40.0%",1,3,"33.3%",2,4,"50.0%",1,6,7,1,1,1,3,0,1,3,0,14,"3037","川崎"
"1840",33,"〇","長谷川 技長谷川","SF","28:11",1,0,3,"0.0%",0,2,"0.0%",1,2,"50.0%",0,0,0,2,1,0,0,0,2,1,0,-2,"3037","川崎"
"1841",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,4,4,0,0,0,0,0,0,0,0,4,"3037","川崎"
"1842",NA,"","合計","","200:00",67,24,60,"40.0%",3,20,"15.0%",16,20,"80.0%",6,27,33,15,10,3,4,2,9,19,0,72,"3037","川崎"
"1843",1,"","小島 元基小島","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3038","A東京"
"1844",2,"","齋藤 拓実齋藤","PG","14:31",2,1,1,"100.0%",0,0,"-",0,0,"-",1,2,3,2,0,0,0,0,4,0,0,7,"3038","A東京"
"1845",3,"〇","安藤 誓哉安藤","PG","24:10",5,2,8,"25.0%",1,4,"25.0%",0,0,"-",0,3,3,4,1,1,0,1,1,1,0,6,"3038","A東京"
"1846",6,"","馬場 雄大馬場","SF","24:41",13,5,12,"41.7%",1,3,"33.3%",2,2,"100.0%",0,4,4,3,2,2,0,2,0,1,2,13,"3038","A東京"
"1847",7,"","正中 岳城正中","SG","00:09",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3038","A東京"
"1848",10,"","ザック・バランスキーバランスキー","SF/PF","22:17",7,3,8,"37.5%",1,2,"50.0%",0,0,"-",0,3,3,0,2,2,0,0,2,0,0,5,"3038","A東京"
"1849",13,"〇","菊地 祥平菊地","SF","13:41",2,1,2,"50.0%",0,0,"-",0,0,"-",0,0,0,1,1,0,0,1,4,0,0,1,"3038","A東京"
"1850",15,"〇","竹内 譲次竹内","PF/C","26:42",9,4,8,"50.0%",0,1,"0.0%",1,2,"50.0%",4,4,8,0,1,3,2,1,1,2,0,16,"3038","A東京"
"1851",24,"〇","田中 大貴田中","SG","22:53",4,2,10,"20.0%",0,1,"0.0%",0,1,"0.0%",1,2,3,3,1,2,0,1,2,3,0,2,"3038","A東京"
"1852",31,"","ジャワッド・ウィリアムズウィリアムズ","PF","24:05",4,2,7,"28.6%",0,2,"0.0%",0,1,"0.0%",0,6,6,1,0,1,0,0,1,1,0,6,"3038","A東京"
"1853",53,"〇","アレックス・カークカーク","C","26:51",20,9,14,"64.3%",1,1,"100.0%",1,1,"100.0%",4,7,11,1,2,0,3,0,0,2,2,28,"3038","A東京"
"1854",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,0,0,0,0,0,0,0,3,"3038","A東京"
"1855",NA,"","合計","","200:00",66,29,70,"41.4%",4,14,"28.6%",4,7,"57.1%",11,33,44,15,10,11,5,6,15,10,4,87,"3038","A東京"
"1856",0,"","藤井 祐眞藤井","PG/SG","24:52",3,1,2,"50.0%",0,0,"-",1,2,"50.0%",0,0,0,1,1,2,0,0,2,3,0,3,"3038","川崎"
"1857",3,"","林 翔太郎林","SF","15:14",0,0,1,"0.0%",0,0,"-",0,0,"-",0,3,3,0,1,1,2,0,0,0,0,4,"3038","川崎"
"1858",4,"","青木 保憲青木","PG","07:42",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,2,0,0,0,0,0,0,-2,"3038","川崎"
"1859",7,"〇","篠山 竜青篠山","PG","19:42",0,0,3,"0.0%",0,1,"0.0%",0,0,"-",1,1,2,2,2,0,0,1,2,1,0,-1,"3038","川崎"
"1860",14,"〇","辻 直人辻","SG","27:44",12,6,13,"46.2%",0,3,"0.0%",0,0,"-",0,3,3,2,0,1,0,0,0,0,0,11,"3038","川崎"
"1861",18,"","鎌田 裕也鎌田","PF/C","02:22",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"3038","川崎"
"1862",21,"〇","バーノン・マクリンマクリン","PF/C","29:38",13,6,15,"40.0%",0,0,"-",1,4,"25.0%",3,6,9,2,2,0,2,3,1,5,0,12,"3038","川崎"
"1863",22,"","ニック・ファジーカスファジーカス","C","22:57",12,4,10,"40.0%",0,0,"-",4,4,"100.0%",1,9,10,0,5,2,0,0,0,3,0,13,"3038","川崎"
"1864",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","25:03",6,3,12,"25.0%",0,2,"0.0%",0,0,"-",1,2,3,1,1,0,1,1,1,2,1,1,"3038","川崎"
"1865",33,"〇","長谷川 技長谷川","SF","24:46",0,0,3,"0.0%",0,2,"0.0%",0,0,"-",0,3,3,1,1,0,1,0,4,1,0,1,"3038","川崎"
"1866",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,4,7,0,0,0,0,0,1,0,0,7,"3038","川崎"
"1867",NA,"","合計","","200:00",46,20,60,"33.3%",0,8,"0.0%",6,10,"60.0%",9,31,40,9,15,6,6,5,11,15,1,48,"3038","川崎"
"1868",2,"〇","ロバート・ドジャードジャー","PF","36:16",17,7,17,"41.2%",3,6,"50.0%",0,0,"-",2,9,11,2,2,2,1,1,3,1,1,21,"2996","三遠"
"1869",4,"〇","寺園 脩斗寺園","PG","29:27",5,1,10,"10.0%",1,4,"25.0%",2,4,"50.0%",0,1,1,5,0,1,0,1,2,3,0,1,"2996","三遠"
"1870",5,"","川嶋 勇人川嶋","SG","28:46",7,3,9,"33.3%",1,5,"20.0%",0,0,"-",0,3,3,5,1,2,0,1,1,3,0,10,"2996","三遠"
"1871",6,"〇","長谷川 智伸長谷川","SG/SF","17:43",12,5,7,"71.4%",2,3,"66.7%",0,0,"-",2,1,3,1,0,1,0,0,0,0,0,15,"2996","三遠"
"1872",8,"","太田 敦也太田","C","13:07",7,2,2,"100.0%",0,0,"-",3,4,"75.0%",2,2,4,1,0,2,0,0,4,3,0,13,"2996","三遠"
"1873",11,"〇","岡田 慎吾岡田","SG","25:56",4,2,4,"50.0%",0,1,"0.0%",0,0,"-",0,1,1,5,1,0,0,0,1,1,0,7,"2996","三遠"
"1874",12,"","ダシルバ　ヒサシダシルバ","SG","01:18",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"2996","三遠"
"1875",21,"","菅野 翔太菅野","SF","02:19",1,0,0,"-",0,0,"-",1,2,"50.0%",0,0,0,0,0,0,0,0,0,1,0,0,"2996","三遠"
"1876",45,"〇","ウィリアム・マクドナルドマクドナルド","C","28:18",19,8,17,"47.1%",1,1,"100.0%",2,2,"100.0%",4,7,11,1,2,2,0,2,3,3,0,22,"2996","三遠"
"1877",73,"","田渡 修人田渡","SG","16:50",5,2,2,"100.0%",1,1,"100.0%",0,0,"-",0,1,1,3,2,1,0,0,1,0,0,8,"2996","三遠"
"1878",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,1,5,0,0,0,0,0,0,0,0,5,"2996","三遠"
"1879",NA,"","合計","","200:00",77,30,69,"43.5%",9,22,"40.9%",8,12,"66.7%",14,26,40,23,8,11,1,5,15,15,1,101,"2996","三遠"
"1880",3,"〇","伊藤 達哉伊藤","PG","29:51",16,7,15,"46.7%",2,3,"66.7%",0,0,"-",1,3,4,3,3,0,0,1,1,0,0,12,"2996","京都"
"1881",7,"〇","晴山 ケビン晴山","SF","32:02",5,2,5,"40.0%",0,1,"0.0%",1,3,"33.3%",3,4,7,1,0,2,0,0,2,3,0,10,"2996","京都"
"1882",9,"","綿貫　瞬綿貫","PG","11:30",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,1,2,0,0,0,0,0,0,-1,"2996","京都"
"1883",12,"〇","岡田　優介岡田","SG","32:03",6,2,3,"66.7%",2,3,"66.7%",0,0,"-",0,1,1,0,0,0,0,0,1,3,0,6,"2996","京都"
"1884",13,"","近 忍近","SF","01:56",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2996","京都"
