"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"640",7,"","正中 岳城正中","SG","06:45",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3015","A東京"
"641",10,"","ザック・バランスキーバランスキー","SF/PF","21:45",6,2,6,"33.3%",0,3,"0.0%",2,2,"100.0%",0,4,4,1,0,2,0,0,2,2,0,9,"3015","A東京"
"642",13,"〇","菊地 祥平菊地","SF","17:22",2,1,3,"33.3%",0,0,"-",0,0,"-",1,2,3,1,1,2,0,0,1,0,0,5,"3015","A東京"
"643",15,"〇","竹内 譲次竹内","PF/C","20:40",7,3,6,"50.0%",1,4,"25.0%",0,0,"-",0,7,7,0,0,0,0,0,3,1,0,11,"3015","A東京"
"644",24,"〇","田中 大貴田中","SG","25:57",4,1,8,"12.5%",0,2,"0.0%",2,2,"100.0%",1,0,1,4,0,0,0,0,1,1,0,2,"3015","A東京"
"645",51,"","ミルコ・ビエリツァビエリツァ","PF","19:26",16,6,10,"60.0%",0,2,"0.0%",4,6,"66.7%",4,6,10,1,3,1,0,0,1,3,1,19,"3015","A東京"
"646",53,"〇","アレックス・カークカーク","C","30:50",13,5,12,"41.7%",2,2,"100.0%",1,2,"50.0%",0,7,7,1,2,1,3,0,3,3,0,15,"3015","A東京"
"647",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,3,4,0,1,0,0,0,0,0,0,3,"3015","A東京"
"648",NA,"","合計","","200:00",65,25,61,"41.0%",4,17,"23.5%",11,17,"64.7%",9,34,43,14,11,8,3,1,14,14,2,80,"3015","A東京"
"649",2,"","齋藤 拓実齋藤","PG","11:10",3,1,3,"33.3%",0,1,"0.0%",1,2,"50.0%",1,1,2,2,0,0,0,0,2,2,0,4,"3023","A東京"
"650",3,"〇","安藤 誓哉安藤","PG","33:19",11,4,13,"30.8%",3,8,"37.5%",0,0,"-",1,3,4,0,0,0,0,1,3,1,0,6,"3023","A東京"
"651",6,"〇","馬場 雄大馬場","SF","34:13",9,2,7,"28.6%",0,2,"0.0%",5,8,"62.5%",0,4,4,10,1,3,0,1,1,7,1,17,"3023","A東京"
"652",7,"","正中 岳城正中","SG","03:38",0,0,2,"0.0%",0,2,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-2,"3023","A東京"
"653",10,"","ザック・バランスキーバランスキー","SF/PF","27:50",10,4,11,"36.4%",2,4,"50.0%",0,0,"-",1,1,2,2,0,1,0,1,2,1,0,8,"3023","A東京"
"654",13,"〇","菊地 祥平菊地","SF","25:29",10,2,5,"40.0%",1,1,"100.0%",5,6,"83.3%",0,1,1,3,2,1,0,0,1,5,0,9,"3023","A東京"
"655",15,"〇","竹内 譲次竹内","PF/C","29:45",3,1,5,"20.0%",1,2,"50.0%",0,0,"-",1,7,8,1,3,0,1,0,5,3,0,6,"3023","A東京"
"656",24,"","田中 大貴田中","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3023","A東京"
"657",31,"","ジャワッド・ウィリアムズウィリアムズ","PF","21:25",13,6,9,"66.7%",1,2,"50.0%",0,0,"-",1,1,2,1,2,0,0,0,5,1,0,11,"3023","A東京"
"658",53,"〇","アレックス・カークカーク","C","38:11",15,6,12,"50.0%",0,1,"0.0%",3,4,"75.0%",4,9,13,0,1,0,2,0,1,4,2,22,"3023","A東京"
"659",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,3,4,0,0,0,0,0,1,0,0,4,"3023","A東京"
"660",NA,"","合計","","225:00",74,26,67,"38.8%",8,23,"34.8%",14,20,"70.0%",10,30,40,19,9,5,3,3,21,24,3,85,"3023","A東京"
"661",0,"〇","田臥 勇太田臥","PG","27:48",7,2,3,"66.7%",0,0,"-",3,3,"100.0%",0,1,1,1,1,1,0,0,1,2,0,8,"3023","栃木"
"662",4,"〇","ジェフ・ギブスギブス","PF/C","35:21",21,9,14,"64.3%",0,1,"0.0%",3,5,"60.0%",4,12,16,1,2,2,0,0,4,4,0,31,"3023","栃木"
"663",9,"〇","遠藤 祐亮遠藤","PG/SG","26:28",5,2,8,"25.0%",0,1,"0.0%",1,4,"25.0%",0,2,2,3,0,0,0,1,5,3,0,1,"3023","栃木"
"664",10,"","竹内 公輔竹内","PF/C","15:59",1,0,1,"0.0%",0,0,"-",1,2,"50.0%",1,2,3,2,1,0,1,1,1,1,0,4,"3023","栃木"
"665",11,"","田原 隆徳田原","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3023","栃木"
"666",13,"","渡邉 裕規渡邉","PG","22:09",6,2,8,"25.0%",0,2,"0.0%",2,2,"100.0%",1,0,1,4,0,0,0,0,1,1,0,5,"3023","栃木"
"667",18,"","鵤 誠司鵤","PG","26:21",2,1,6,"16.7%",0,1,"0.0%",0,2,"0.0%",1,3,4,3,2,0,0,0,2,1,0,0,"3023","栃木"
"668",21,"","橋本 晃佑橋本","PF/C","10:18",0,0,1,"0.0%",0,0,"-",0,0,"-",0,2,2,0,0,0,0,0,1,0,0,1,"3023","栃木"
"669",22,"〇","ライアン・ロシターロシター","PF/C","38:40",35,14,29,"48.3%",3,4,"75.0%",4,9,"44.4%",8,6,14,2,3,3,2,1,3,8,0,33,"3023","栃木"
"670",24,"〇","栗原 貴宏栗原","SF","08:26",2,1,1,"100.0%",0,0,"-",0,0,"-",0,0,0,1,1,0,0,0,4,0,0,2,"3023","栃木"
"671",25,"","エリック・ロバーツロバーツ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3023","栃木"
"672",30,"","山崎 稜山崎","SG","13:30",0,0,1,"0.0%",0,0,"-",0,0,"-",0,1,1,0,0,0,0,0,2,0,0,0,"3023","栃木"
"673",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,3,6,0,0,0,0,0,0,0,0,6,"3023","栃木"
"674",NA,"","合計","","225:00",79,31,72,"43.1%",3,9,"33.3%",14,27,"51.9%",18,32,50,17,10,6,3,3,24,20,0,91,"3023","栃木"
"675",1,"〇","ジョシュ・ダンカンダンカン","PF","25:16",6,3,6,"50.0%",0,0,"-",0,0,"-",1,8,9,1,4,3,0,0,2,2,0,12,"2990","千葉"
"676",2,"〇","富樫 勇樹富樫","PG","27:11",18,6,16,"37.5%",1,7,"14.3%",5,5,"100.0%",1,0,1,2,1,0,0,1,1,3,0,10,"2990","千葉"
"677",3,"","マイケル・パーカーパーカー","PF","25:52",11,4,7,"57.1%",0,1,"0.0%",3,4,"75.0%",2,5,7,0,3,2,3,0,1,2,0,16,"2990","千葉"
"678",5,"〇","田口 成浩田口","SG","10:07",0,0,2,"0.0%",0,2,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,3,0,0,-2,"2990","千葉"
"679",8,"","大宮 宏正大宮","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2990","千葉"
"680",10,"","アキ・チェンバースチェンバース","SF","15:49",5,2,3,"66.7%",1,2,"50.0%",0,0,"-",0,1,1,1,2,2,0,0,2,0,0,6,"2990","千葉"
"681",11,"","西村 文男西村","PG","12:45",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",1,0,1,1,0,1,0,0,1,0,0,2,"2990","千葉"
"682",15,"","藤永 佳昭藤永","PG","00:04",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2990","千葉"
"683",21,"〇","ギャビン・エドワーズエドワーズ","PF","28:52",16,4,8,"50.0%",0,1,"0.0%",8,8,"100.0%",3,5,8,5,3,2,0,1,2,7,1,24,"2990","千葉"
"684",27,"","石井 講祐石井","SG","27:13",7,2,8,"25.0%",1,4,"25.0%",2,2,"100.0%",1,1,2,3,1,0,0,0,2,1,0,5,"2990","千葉"
"685",31,"","原 修太原","SG/SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2990","千葉"
"686",34,"〇","小野 龍猛小野","SF/PF","26:51",9,4,11,"36.4%",1,4,"25.0%",0,2,"0.0%",1,1,2,2,1,0,0,0,0,2,0,3,"2990","千葉"
"687",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,2,4,0,1,0,0,0,0,0,0,3,"2990","千葉"
"688",NA,"","合計","","200:00",72,25,62,"40.3%",4,22,"18.2%",18,21,"85.7%",12,23,35,15,16,10,3,2,14,17,1,79,"2990","千葉"
"689",0,"","藤井 祐眞藤井","PG/SG","22:01",18,6,12,"50.0%",1,2,"50.0%",5,5,"100.0%",1,1,2,2,2,3,0,0,1,7,0,17,"2990","川崎"
"690",3,"","林 翔太郎林","SF","13:09",2,1,4,"25.0%",0,2,"0.0%",0,0,"-",0,1,1,0,1,2,0,0,2,0,0,1,"2990","川崎"
"691",4,"","青木 保憲青木","PG","01:12",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2990","川崎"
"692",7,"〇","篠山 竜青篠山","PG","31:05",10,5,8,"62.5%",0,1,"0.0%",0,0,"-",1,3,4,8,0,0,1,1,2,2,0,20,"2990","川崎"
"693",14,"〇","辻 直人辻","SG","28:15",20,5,9,"55.6%",4,7,"57.1%",6,7,"85.7%",0,2,2,1,2,0,0,1,3,3,0,16,"2990","川崎"
"694",18,"","鎌田 裕也鎌田","PF/C","11:55",0,0,0,"-",0,0,"-",0,0,"-",1,0,1,1,0,1,0,0,1,0,0,3,"2990","川崎"
"695",21,"〇","バーノン・マクリンマクリン","PF/C","34:09",14,6,11,"54.5%",0,0,"-",2,4,"50.0%",0,11,11,1,4,1,0,0,3,2,3,16,"2990","川崎"
"696",22,"","ニック・ファジーカスファジーカス","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2990","川崎"
"697",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","33:56",15,7,12,"58.3%",1,3,"33.3%",0,0,"-",3,5,8,7,5,0,1,1,3,0,2,21,"2990","川崎"
"698",33,"〇","長谷川 技長谷川","SF","24:18",2,1,4,"25.0%",0,1,"0.0%",0,0,"-",0,1,1,4,1,1,0,0,2,0,0,4,"2990","川崎"
"699",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,1,2,0,1,0,0,0,0,0,0,1,"2990","川崎"
"700",NA,"","合計","","200:00",81,31,60,"51.7%",6,16,"37.5%",13,16,"81.3%",7,25,32,24,16,8,2,3,17,14,5,99,"2990","川崎"
"701",1,"","ジョシュ・ダンカンダンカン","PF","28:27",22,8,16,"50.0%",1,3,"33.3%",5,5,"100.0%",3,8,11,1,2,2,0,1,3,5,0,26,"2991","千葉"
"702",2,"〇","富樫 勇樹富樫","PG","32:42",11,4,14,"28.6%",2,8,"25.0%",1,1,"100.0%",1,2,3,4,2,0,0,1,1,2,0,6,"2991","千葉"
"703",3,"〇","マイケル・パーカーパーカー","PF","37:30",11,4,8,"50.0%",0,2,"0.0%",3,6,"50.0%",3,6,9,0,1,2,2,0,1,5,0,16,"2991","千葉"
"704",5,"","田口 成浩田口","SG","08:11",3,1,4,"25.0%",1,2,"50.0%",0,0,"-",0,0,0,0,1,0,1,1,1,1,0,0,"2991","千葉"
"705",8,"","大宮 宏正大宮","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2991","千葉"
"706",10,"","アキ・チェンバースチェンバース","SF","18:28",1,0,1,"0.0%",0,1,"0.0%",1,2,"50.0%",0,2,2,0,0,0,0,0,2,1,0,1,"2991","千葉"
"707",11,"","西村 文男西村","PG","07:08",5,2,3,"66.7%",1,2,"50.0%",0,0,"-",0,0,0,2,0,1,0,0,2,0,0,7,"2991","千葉"
"708",15,"","藤永 佳昭藤永","PG","00:10",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"2991","千葉"
"709",21,"〇","ギャビン・エドワーズエドワーズ","PF","14:03",4,1,3,"33.3%",0,0,"-",2,2,"100.0%",0,1,1,3,1,0,0,0,4,2,0,5,"2991","千葉"
"710",27,"〇","石井 講祐石井","SG","25:07",6,2,5,"40.0%",2,5,"40.0%",0,0,"-",0,0,0,1,0,3,0,0,1,1,0,7,"2991","千葉"
"711",31,"","原 修太原","SG/SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2991","千葉"
"712",34,"〇","小野 龍猛小野","SF/PF","28:14",3,1,11,"9.1%",0,4,"0.0%",1,2,"50.0%",1,2,3,2,2,0,0,0,2,3,0,-5,"2991","千葉"
"713",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,2,6,0,0,0,0,0,0,0,0,6,"2991","千葉"
"714",NA,"","合計","","200:00",66,23,65,"35.4%",7,27,"25.9%",13,18,"72.2%",12,23,35,13,9,8,3,3,18,20,0,69,"2991","千葉"
"715",0,"","藤井 祐眞藤井","PG/SG","27:29",8,3,7,"42.9%",2,6,"33.3%",0,0,"-",1,1,2,2,1,0,0,0,0,4,0,7,"2991","川崎"
"716",3,"","林 翔太郎林","SF","14:31",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,2,2,0,1,0,1,0,4,0,0,1,"2991","川崎"
"717",4,"","青木 保憲青木","PG","08:00",2,1,3,"33.3%",0,1,"0.0%",0,0,"-",0,2,2,1,0,0,0,1,0,0,0,3,"2991","川崎"
"718",7,"〇","篠山 竜青篠山","PG","28:49",4,2,3,"66.7%",0,1,"0.0%",0,0,"-",0,2,2,5,2,1,0,0,2,1,0,9,"2991","川崎"
"719",14,"〇","辻 直人辻","SG","18:23",11,4,6,"66.7%",3,5,"60.0%",0,0,"-",0,2,2,5,0,1,0,0,3,1,0,17,"2991","川崎"
"720",18,"","鎌田 裕也鎌田","PF/C","17:00",0,0,5,"0.0%",0,2,"0.0%",0,0,"-",0,3,3,0,2,0,0,1,1,0,0,-4,"2991","川崎"
"721",21,"〇","バーノン・マクリンマクリン","PF/C","35:37",12,3,5,"60.0%",0,0,"-",6,13,"46.2%",2,9,11,3,6,1,1,0,3,11,0,13,"2991","川崎"
"722",22,"","ニック・ファジーカスファジーカス","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2991","川崎"
"723",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","27:23",19,8,17,"47.1%",1,4,"25.0%",2,2,"100.0%",2,5,7,1,3,1,1,1,4,1,3,17,"2991","川崎"
"724",33,"〇","長谷川 技長谷川","SF","22:48",12,4,6,"66.7%",4,6,"66.7%",0,0,"-",0,1,1,4,1,0,0,0,3,0,0,14,"2991","川崎"
"725",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,4,6,0,2,0,0,0,0,0,0,4,"2991","川崎"
"726",NA,"","合計","","200:00",68,25,53,"47.2%",10,26,"38.5%",8,15,"53.3%",7,31,38,21,18,4,3,3,20,18,3,81,"2991","川崎"
"727",1,"〇","ジョシュ・ダンカンダンカン","PF","33:48",6,1,9,"11.1%",0,3,"0.0%",4,4,"100.0%",1,6,7,4,4,0,2,1,2,3,0,7,"3006","千葉"
"728",2,"〇","富樫 勇樹富樫","PG","21:50",10,3,12,"25.0%",2,5,"40.0%",2,2,"100.0%",2,0,2,2,1,1,0,2,0,4,0,5,"3006","千葉"
"729",3,"〇","マイケル・パーカーパーカー","PF","35:09",19,8,11,"72.7%",0,1,"0.0%",3,4,"75.0%",4,6,10,0,1,2,1,0,2,4,0,27,"3006","千葉"
"730",5,"","田口 成浩田口","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3006","千葉"
"731",7,"〇","トレイ・ジョーンズジョーンズ","SF","36:45",13,4,10,"40.0%",1,2,"50.0%",4,4,"100.0%",1,4,5,1,3,1,1,1,1,2,0,12,"3006","千葉"
"732",8,"","大宮 宏正大宮","PF","04:41",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-2,"3006","千葉"
"733",10,"","アキ・チェンバースチェンバース","SF","06:04",4,2,4,"50.0%",0,1,"0.0%",0,1,"0.0%",0,1,1,0,0,1,0,0,2,1,0,3,"3006","千葉"
"734",11,"","西村 文男西村","PG","18:10",2,1,2,"50.0%",0,0,"-",0,0,"-",0,3,3,2,0,2,0,0,1,1,0,8,"3006","千葉"
"735",15,"","藤永 佳昭藤永","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3006","千葉"
"736",27,"","石井 講祐石井","SG","20:26",2,1,3,"33.3%",0,1,"0.0%",0,0,"-",0,4,4,1,1,1,0,0,4,0,0,5,"3006","千葉"
"737",31,"","原 修太原","SG/SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3006","千葉"
"738",34,"〇","小野 龍猛小野","SF/PF","23:07",14,5,8,"62.5%",1,1,"100.0%",3,6,"50.0%",1,1,2,1,0,1,0,0,1,4,0,12,"3006","千葉"
"739",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,0,3,0,0,0,0,0,0,0,0,3,"3006","千葉"
"740",NA,"","合計","","200:00",70,25,60,"41.7%",4,15,"26.7%",16,21,"76.2%",12,25,37,11,11,9,4,4,13,19,0,80,"3006","千葉"
"741",2,"〇","ロバート・ドジャードジャー","PF","37:16",14,6,12,"50.0%",1,2,"50.0%",1,2,"50.0%",4,9,13,2,3,0,1,0,3,2,1,20,"3006","三遠"
"742",4,"〇","寺園 脩斗寺園","PG","32:25",5,2,6,"33.3%",0,1,"0.0%",1,2,"50.0%",1,2,3,4,2,1,0,1,3,1,0,6,"3006","三遠"
"743",5,"〇","川嶋 勇人川嶋","SG","30:02",13,5,10,"50.0%",1,1,"100.0%",2,3,"66.7%",0,1,1,4,3,3,0,0,3,2,0,12,"3006","三遠"
"744",6,"","長谷川 智伸長谷川","SG/SF","17:28",0,0,4,"0.0%",0,2,"0.0%",0,0,"-",0,0,0,1,1,1,0,1,4,3,0,-3,"3006","三遠"
"745",7,"","渡邊 翔太渡邊","PG","01:52",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3006","三遠"
"746",8,"","太田 敦也太田","C","11:38",9,4,9,"44.4%",0,0,"-",1,1,"100.0%",1,3,4,1,0,0,0,2,2,3,0,9,"3006","三遠"
"747",11,"","岡田 慎吾岡田","SG","14:47",2,1,4,"25.0%",0,1,"0.0%",0,0,"-",0,1,1,0,1,0,0,0,0,0,0,-1,"3006","三遠"
"748",12,"","ダシルバ　ヒサシダシルバ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3006","三遠"
"749",21,"","菅野 翔太菅野","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3006","三遠"
"750",23,"〇","シャキール・モリスモリス","C","31:06",6,3,5,"60.0%",0,0,"-",0,0,"-",1,4,5,0,4,1,3,0,3,2,2,9,"3006","三遠"
"751",73,"〇","田渡 修人田渡","SG","23:26",11,4,10,"40.0%",3,8,"37.5%",0,0,"-",0,3,3,4,0,0,0,0,0,0,0,12,"3006","三遠"
"752",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,2,4,0,2,0,0,0,0,0,0,2,"3006","三遠"
"753",NA,"","合計","","200:00",60,25,60,"41.7%",5,15,"33.3%",5,8,"62.5%",9,25,34,16,16,6,4,4,19,13,3,66,"3006","三遠"
"754",1,"","ジョシュ・ダンカンダンカン","PF","12:32",2,1,6,"16.7%",0,0,"-",0,2,"0.0%",1,4,5,0,1,0,0,0,3,1,0,-1,"3007","千葉"
"755",2,"〇","富樫 勇樹富樫","PG","21:16",15,6,12,"50.0%",3,5,"60.0%",0,0,"-",1,3,4,6,1,0,0,1,1,1,0,18,"3007","千葉"
"756",3,"〇","マイケル・パーカーパーカー","PF","28:39",16,7,8,"87.5%",1,1,"100.0%",1,1,"100.0%",3,5,8,0,2,0,2,1,1,1,1,23,"3007","千葉"
"757",5,"","田口 成浩田口","SG","23:27",10,4,7,"57.1%",2,4,"50.0%",0,0,"-",1,0,1,0,0,1,1,0,0,1,0,10,"3007","千葉"
"758",8,"","大宮 宏正大宮","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3007","千葉"
"759",10,"","アキ・チェンバースチェンバース","SF","21:33",7,3,7,"42.9%",0,1,"0.0%",1,2,"50.0%",1,1,2,1,1,1,0,0,1,1,0,5,"3007","千葉"
"760",11,"","西村 文男西村","PG","18:44",0,0,4,"0.0%",0,1,"0.0%",0,0,"-",0,5,5,3,3,1,0,0,1,0,0,2,"3007","千葉"
"761",15,"","藤永 佳昭藤永","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3007","千葉"
"762",21,"〇","ギャビン・エドワーズエドワーズ","PF","38:49",17,8,17,"47.1%",1,2,"50.0%",0,0,"-",2,12,14,3,2,3,1,1,5,4,1,27,"3007","千葉"
"763",27,"〇","石井 講祐石井","SG","16:33",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,1,0,1,0,0,1,2,0,2,"3007","千葉"
"764",31,"","原 修太原","SG/SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3007","千葉"
"765",34,"〇","小野 龍猛小野","SF/PF","18:27",6,2,7,"28.6%",0,1,"0.0%",2,2,"100.0%",0,0,0,0,1,0,0,0,1,1,0,0,"3007","千葉"
"766",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,3,4,0,0,0,0,0,0,0,0,4,"3007","千葉"
"767",NA,"","合計","","200:00",73,31,68,"45.6%",7,15,"46.7%",4,7,"57.1%",10,33,43,14,11,7,4,3,14,12,2,90,"3007","千葉"
"768",2,"〇","ロバート・ドジャードジャー","PF","31:06",8,3,10,"30.0%",0,4,"0.0%",2,3,"66.7%",2,6,8,4,4,2,0,0,1,3,0,10,"3007","三遠"
"769",4,"〇","寺園 脩斗寺園","PG","19:50",2,0,5,"0.0%",0,3,"0.0%",2,2,"100.0%",0,0,0,3,1,4,0,1,0,2,0,3,"3007","三遠"
"770",5,"〇","川嶋 勇人川嶋","SG","27:45",5,1,5,"20.0%",0,1,"0.0%",3,4,"75.0%",1,0,1,4,1,0,1,1,4,3,0,5,"3007","三遠"
"771",6,"","長谷川 智伸長谷川","SG/SF","13:39",3,1,6,"16.7%",1,5,"20.0%",0,0,"-",0,1,1,1,1,1,0,0,1,0,0,0,"3007","三遠"
"772",7,"","渡邊 翔太渡邊","PG","10:14",0,0,1,"0.0%",0,0,"-",0,0,"-",0,1,1,1,0,0,0,0,0,0,0,1,"3007","三遠"
"773",8,"","太田 敦也太田","C","17:43",6,3,4,"75.0%",0,0,"-",0,1,"0.0%",0,7,7,0,1,0,0,1,2,2,0,10,"3007","三遠"
"774",11,"","岡田 慎吾岡田","SG","21:09",4,2,4,"50.0%",0,1,"0.0%",0,0,"-",0,3,3,0,0,0,1,1,1,0,0,6,"3007","三遠"
"775",12,"","ダシルバ　ヒサシダシルバ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3007","三遠"
"776",21,"","菅野 翔太菅野","SF","02:37",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3007","三遠"
"777",45,"〇","ウィリアム・マクドナルドマクドナルド","C","31:12",18,9,13,"69.2%",0,0,"-",0,2,"0.0%",1,8,9,0,5,0,1,0,3,3,1,17,"3007","三遠"
"778",73,"〇","田渡 修人田渡","SG","24:45",10,4,9,"44.4%",2,6,"33.3%",0,0,"-",0,1,1,1,2,2,0,0,0,1,0,7,"3007","三遠"
"779",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,1,0,0,0,0,0,0,2,"3007","三遠"
"780",NA,"","合計","","200:00",56,23,57,"40.4%",3,20,"15.0%",7,12,"58.3%",6,28,34,14,16,9,3,4,12,14,1,61,"3007","三遠"
"781",0,"","溝口 秀人溝口","SG","03:51",3,1,2,"50.0%",1,2,"50.0%",0,0,"-",0,0,0,0,1,0,0,1,1,1,0,1,"3022","北海道"
"782",1,"","関野 剛平関野","SG/SF","12:45",0,0,4,"0.0%",0,3,"0.0%",0,0,"-",0,3,3,0,2,0,0,1,0,0,0,-3,"3022","北海道"
"783",2,"","山本 柊輔山本","PG","03:02",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3022","北海道"
"784",8,"〇","多嶋 朝飛多嶋","PG","13:36",0,0,6,"0.0%",0,3,"0.0%",0,0,"-",0,1,1,2,0,0,0,1,2,0,0,-3,"3022","北海道"
"785",9,"","折茂 武彦折茂","SG","23:03",12,4,12,"33.3%",2,4,"50.0%",2,2,"100.0%",0,0,0,1,1,0,0,0,1,3,0,4,"3022","北海道"
"786",10,"","市岡 ショーン市岡","PF","12:13",3,1,1,"100.0%",0,0,"-",1,2,"50.0%",1,1,2,1,1,1,0,0,5,1,0,5,"3022","北海道"
"787",11,"〇","桜井 良太桜井","SF","34:39",6,2,6,"33.3%",0,1,"0.0%",2,2,"100.0%",1,2,3,5,0,3,0,0,4,2,0,13,"3022","北海道"
"788",13,"〇","デイビッド・ドブラスドブラス","C","25:32",11,5,7,"71.4%",0,0,"-",1,4,"25.0%",4,7,11,0,3,0,0,0,4,6,0,14,"3022","北海道"
"789",15,"〇","マーク・トラソリーニトラソリーニ","PF/C","30:08",12,5,14,"35.7%",0,3,"0.0%",2,2,"100.0%",2,8,10,2,2,2,0,0,4,1,3,15,"3022","北海道"
"790",17,"","川邉 亮平川邉","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3022","北海道"
"791",23,"","野口 大介野口","PF","12:07",5,2,6,"33.3%",1,4,"25.0%",0,0,"-",0,0,0,0,0,1,0,0,1,0,0,2,"3022","北海道"
"792",32,"〇","松島 良豪松島","PG","29:04",11,5,11,"45.5%",0,0,"-",1,1,"100.0%",0,1,1,6,2,3,0,0,3,2,0,13,"3022","北海道"
"793",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,1,0,0,0,0,0,0,2,"3022","北海道"
"794",NA,"","合計","","200:00",63,25,69,"36.2%",4,20,"20.0%",9,13,"69.2%",9,25,34,17,13,10,0,3,26,16,3,63,"3022","北海道"
"795",1,"","ジョシュ・ダンカンダンカン","PF","21:47",21,6,8,"75.0%",1,1,"100.0%",8,9,"88.9%",1,3,4,0,3,0,0,0,4,7,0,19,"3022","千葉"
"796",2,"〇","富樫 勇樹富樫","PG","29:36",7,3,8,"37.5%",1,3,"33.3%",0,0,"-",0,2,2,8,3,2,0,0,2,2,0,11,"3022","千葉"
"797",3,"〇","マイケル・パーカーパーカー","PF","34:30",30,13,15,"86.7%",1,2,"50.0%",3,6,"50.0%",7,9,16,3,1,4,3,0,1,3,2,50,"3022","千葉"
