"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"1114",1,"〇","川村 卓也川村","SG","33:00",20,9,16,"56.3%",1,4,"25.0%",1,1,"100.0%",1,2,3,6,0,1,0,0,1,4,0,23,"2995","横浜"
"1115",2,"","高島 一貴高島","SG","10:40",2,1,6,"16.7%",0,0,"-",0,0,"-",0,0,0,0,0,0,2,0,2,1,0,-1,"2995","横浜"
"1116",5,"","湊谷 安玲久司朱湊谷","SG","03:32",2,1,2,"50.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,1,"2995","横浜"
"1117",10,"","ハンター・コートコート","PG","16:22",2,1,5,"20.0%",0,3,"0.0%",0,0,"-",0,1,1,3,1,2,0,0,0,0,0,3,"2995","横浜"
"1118",12,"〇","ジャボン・マックレアマックレア","PF/C","19:15",10,5,11,"45.5%",0,0,"-",0,1,"0.0%",2,3,5,0,0,1,1,0,3,1,0,10,"2995","横浜"
"1119",21,"","田渡 凌田渡","PG","26:24",11,5,11,"45.5%",1,2,"50.0%",0,0,"-",1,3,4,3,2,1,0,0,3,1,0,11,"2995","横浜"
"1120",25,"〇","竹田 謙竹田","SG","10:36",3,1,3,"33.3%",0,1,"0.0%",1,1,"100.0%",0,0,0,1,0,0,0,0,1,1,0,2,"2995","横浜"
"1121",32,"","エドワード・モリスモリス","PF","26:56",6,3,6,"50.0%",0,1,"0.0%",0,0,"-",6,7,13,2,0,0,2,1,1,2,0,20,"2995","横浜"
"1122",36,"〇","チャールズ・ガルシアガルシア","PF","30:18",21,8,15,"53.3%",0,0,"-",5,6,"83.3%",4,3,7,4,1,0,0,0,5,4,1,23,"2995","横浜"
"1123",81,"","小原 翼小原","PF","03:31",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,2,0,0,0,"2995","横浜"
"1124",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,1,2,0,0,0,0,0,0,0,0,2,"2995","横浜"
"1125",NA,"","合計","","200:00",77,34,78,"43.6%",2,13,"15.4%",7,9,"77.8%",15,20,35,20,8,6,5,1,19,14,1,89,"2995","横浜"
"1126",3,"〇","伊藤 達哉伊藤","PG","26:57",6,3,11,"27.3%",0,3,"0.0%",0,0,"-",0,6,6,6,2,1,0,0,0,2,0,9,"3016","京都"
"1127",7,"〇","晴山 ケビン晴山","SF","31:14",15,5,12,"41.7%",5,10,"50.0%",0,0,"-",1,1,2,1,1,1,0,1,2,1,0,11,"3016","京都"
"1128",9,"","綿貫　瞬綿貫","PG","20:27",16,6,8,"75.0%",3,3,"100.0%",1,1,"100.0%",2,1,3,0,1,0,0,1,3,1,0,16,"3016","京都"
"1129",12,"〇","岡田　優介岡田","SG","26:03",12,4,8,"50.0%",3,6,"50.0%",1,2,"50.0%",0,1,1,0,0,0,1,0,2,2,0,9,"3016","京都"
"1130",13,"","近 忍近","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3016","京都"
"1131",20,"","岸田 篤生岸田","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3016","京都"
"1132",32,"〇","ジュリアン・マブンガマブンガ","PF","38:58",15,6,10,"60.0%",0,4,"0.0%",3,3,"100.0%",1,10,11,14,6,0,0,0,3,7,0,30,"3016","京都"
"1133",33,"","内海 慎吾内海","SG","17:46",0,0,6,"0.0%",0,6,"0.0%",0,0,"-",0,1,1,0,0,1,0,0,0,0,0,-4,"3016","京都"
"1134",45,"","頓宮 裕人頓宮","PF/C","01:25",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3016","京都"
"1135",50,"〇","デイヴィッド・サイモンサイモン","C","37:10",20,9,12,"75.0%",0,1,"0.0%",2,4,"50.0%",2,5,7,3,1,1,4,0,2,4,3,29,"3016","京都"
"1136",91,"","片岡 大晴片岡","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3016","京都"
"1137",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,0,2,0,0,0,0,0,0,0,0,2,"3016","京都"
"1138",NA,"","合計","","200:00",84,33,67,"49.3%",11,33,"33.3%",7,10,"70.0%",8,25,33,24,11,4,5,2,12,17,3,102,"3016","京都"
"1139",0,"〇","細谷 将司細谷","PG","22:40",7,3,5,"60.0%",1,3,"33.3%",0,0,"-",0,0,0,3,3,0,0,0,0,0,0,5,"3016","横浜"
"1140",1,"〇","川村 卓也川村","SG","31:50",15,6,14,"42.9%",3,8,"37.5%",0,0,"-",0,1,1,5,1,0,0,1,5,2,0,12,"3016","横浜"
"1141",2,"〇","高島 一貴高島","SG","05:18",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",1,0,1,2,0,0,0,0,0,0,0,2,"3016","横浜"
"1142",5,"","湊谷 安玲久司朱湊谷","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3016","横浜"
"1143",7,"","橋本 尚明橋本","SG","10:32",0,0,2,"0.0%",0,2,"0.0%",0,0,"-",0,1,1,0,1,0,0,0,1,0,0,-2,"3016","横浜"
"1144",8,"〇","アマンゼ・エゲケゼエゲケゼ","SF","30:02",18,7,14,"50.0%",2,5,"40.0%",2,2,"100.0%",2,4,6,1,1,1,1,1,3,1,1,19,"3016","横浜"
"1145",10,"","ハンター・コートコート","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3016","横浜"
"1146",21,"","田渡 凌田渡","PG","24:28",12,5,9,"55.6%",2,3,"66.7%",0,0,"-",2,6,8,4,0,0,0,0,0,1,0,20,"3016","横浜"
"1147",25,"","竹田 謙竹田","SG","07:51",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",2,1,3,2,0,1,0,0,1,1,0,5,"3016","横浜"
"1148",32,"","エドワード・モリスモリス","PF","35:51",14,6,8,"75.0%",1,1,"100.0%",1,3,"33.3%",1,10,11,2,1,4,0,0,2,3,1,26,"3016","横浜"
"1149",36,"〇","チャールズ・ガルシアガルシア","PF","28:31",14,6,13,"46.2%",0,0,"-",2,6,"33.3%",2,3,5,3,3,2,0,3,3,4,1,10,"3016","横浜"
"1150",81,"","小原 翼小原","PF","02:57",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,1,0,2,0,0,0,"3016","横浜"
"1151",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,1,2,0,0,0,0,0,0,0,0,2,"3016","横浜"
"1152",NA,"","合計","","200:00",80,33,67,"49.3%",9,24,"37.5%",5,11,"45.5%",11,27,38,22,11,8,2,5,17,12,3,99,"3016","横浜"
"1153",3,"〇","伊藤 達哉伊藤","PG","23:09",4,2,3,"66.7%",0,0,"-",0,0,"-",0,1,1,2,4,1,0,0,1,2,0,3,"3017","京都"
"1154",7,"〇","晴山 ケビン晴山","SF","15:33",8,3,4,"75.0%",2,3,"66.7%",0,0,"-",0,1,1,0,0,0,0,0,4,0,0,8,"3017","京都"
"1155",9,"","綿貫　瞬綿貫","PG","16:52",7,2,4,"50.0%",1,3,"33.3%",2,2,"100.0%",0,2,2,2,2,2,0,0,2,2,0,9,"3017","京都"
"1156",12,"〇","岡田　優介岡田","SG","34:20",11,3,9,"33.3%",3,9,"33.3%",2,2,"100.0%",0,1,1,5,1,0,0,0,2,1,0,10,"3017","京都"
"1157",13,"","近 忍近","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3017","京都"
"1158",20,"","岸田 篤生岸田","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3017","京都"
"1159",32,"〇","ジュリアン・マブンガマブンガ","PF","38:35",19,6,15,"40.0%",4,8,"50.0%",3,4,"75.0%",2,6,8,16,1,1,2,2,1,6,0,35,"3017","京都"
"1160",33,"","内海 慎吾内海","SG","29:00",6,2,7,"28.6%",1,5,"20.0%",1,1,"100.0%",0,3,3,1,0,1,0,0,3,0,0,6,"3017","京都"
"1161",45,"","頓宮 裕人頓宮","PF/C","04:40",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3017","京都"
"1162",50,"〇","デイヴィッド・サイモンサイモン","C","37:51",32,14,16,"87.5%",0,0,"-",4,5,"80.0%",2,7,9,1,2,1,1,0,2,6,4,39,"3017","京都"
"1163",91,"","片岡 大晴片岡","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3017","京都"
"1164",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,4,5,0,1,0,0,0,0,0,0,4,"3017","京都"
"1165",NA,"","合計","","200:00",87,32,58,"55.2%",11,28,"39.3%",12,14,"85.7%",5,25,30,27,11,6,3,2,15,17,4,114,"3017","京都"
"1166",0,"","細谷 将司細谷","PG","14:23",8,3,8,"37.5%",2,6,"33.3%",0,0,"-",1,0,1,0,1,1,0,0,1,1,0,4,"3017","横浜"
"1167",1,"〇","川村 卓也川村","SG","31:13",23,8,15,"53.3%",6,9,"66.7%",1,1,"100.0%",0,5,5,8,1,1,0,0,2,4,0,29,"3017","横浜"
"1168",2,"","高島 一貴高島","SG","05:41",2,1,1,"100.0%",0,0,"-",0,0,"-",1,0,1,1,0,0,0,0,0,0,0,4,"3017","横浜"
"1169",5,"","湊谷 安玲久司朱湊谷","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3017","横浜"
"1170",7,"","橋本 尚明橋本","SG","15:31",2,1,7,"14.3%",0,5,"0.0%",0,0,"-",0,1,1,2,1,0,0,0,2,0,0,-2,"3017","横浜"
"1171",8,"〇","アマンゼ・エゲケゼエゲケゼ","SF","38:37",17,6,12,"50.0%",2,4,"50.0%",3,4,"75.0%",6,4,10,1,3,0,0,1,2,5,1,18,"3017","横浜"
"1172",10,"","ハンター・コートコート","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3017","横浜"
"1173",21,"〇","田渡 凌田渡","PG","27:02",12,6,11,"54.5%",0,3,"0.0%",0,0,"-",0,1,1,4,0,2,0,0,0,2,0,14,"3017","横浜"
"1174",25,"","竹田 謙竹田","SG","02:42",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,1,0,0,"3017","横浜"
"1175",32,"〇","エドワード・モリスモリス","PF","35:00",2,1,4,"25.0%",0,1,"0.0%",0,0,"-",3,5,8,0,1,0,2,0,3,0,0,8,"3017","横浜"
"1176",36,"〇","チャールズ・ガルシアガルシア","PF","21:59",15,6,14,"42.9%",0,0,"-",3,3,"100.0%",2,2,4,4,1,1,0,2,5,2,2,15,"3017","横浜"
"1177",81,"","小原 翼小原","PF","07:52",0,0,0,"-",0,0,"-",0,0,"-",0,3,3,0,1,0,0,0,2,0,0,2,"3017","横浜"
"1178",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,1,0,0,0,0,0,0,2,"3017","横浜"
"1179",NA,"","合計","","200:00",81,32,72,"44.4%",10,28,"35.7%",7,8,"87.5%",15,22,37,20,10,5,2,3,18,15,3,94,"3017","横浜"
"1180",0,"〇","細谷 将司細谷","PG","21:06",10,3,8,"37.5%",2,5,"40.0%",2,2,"100.0%",0,1,1,3,2,0,0,0,0,1,0,7,"3026","横浜"
"1181",1,"","川村 卓也川村","SG","28:50",8,3,11,"27.3%",1,5,"20.0%",1,2,"50.0%",0,0,0,4,2,1,0,0,3,2,0,2,"3026","横浜"
"1182",2,"","高島 一貴高島","SG","05:23",2,1,1,"100.0%",0,0,"-",0,0,"-",2,0,2,0,0,0,0,0,0,0,0,4,"3026","横浜"
"1183",5,"","湊谷 安玲久司朱湊谷","SG","07:44",6,2,3,"66.7%",2,2,"100.0%",0,0,"-",0,1,1,0,0,1,0,1,1,0,0,7,"3026","横浜"
"1184",7,"","橋本 尚明橋本","SG","11:06",2,1,4,"25.0%",0,3,"0.0%",0,0,"-",0,1,1,2,0,2,0,0,0,1,0,4,"3026","横浜"
"1185",8,"〇","アマンゼ・エゲケゼエゲケゼ","SF","30:59",23,8,14,"57.1%",3,7,"42.9%",4,4,"100.0%",1,5,6,1,0,1,2,0,5,3,1,27,"3026","横浜"
"1186",10,"","ハンター・コートコート","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3026","横浜"
"1187",21,"〇","田渡 凌田渡","PG","26:37",18,9,13,"69.2%",0,1,"0.0%",0,0,"-",2,0,2,4,4,0,0,0,0,1,0,16,"3026","横浜"
"1188",25,"","竹田 謙竹田","SG","04:51",3,1,1,"100.0%",0,0,"-",1,2,"50.0%",0,0,0,0,0,0,0,0,0,2,0,2,"3026","横浜"
"1189",32,"〇","エドワード・モリスモリス","PF","32:30",1,0,1,"0.0%",0,0,"-",1,2,"50.0%",2,5,7,8,0,4,3,0,3,3,0,21,"3026","横浜"
"1190",36,"〇","チャールズ・ガルシアガルシア","PF","28:26",8,4,13,"30.8%",0,0,"-",0,2,"0.0%",0,5,5,0,2,1,1,0,5,1,0,2,"3026","横浜"
"1191",81,"","小原 翼小原","PF","02:28",3,1,2,"50.0%",1,1,"100.0%",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,3,"3026","横浜"
"1192",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,1,4,0,1,0,0,0,0,0,0,3,"3026","横浜"
"1193",NA,"","合計","","200:00",84,33,71,"46.5%",9,24,"37.5%",9,14,"64.3%",10,20,30,22,11,10,6,1,17,14,1,98,"3026","横浜"
"1194",0,"〇","レオ・ライオンズライオンズ","PF","35:48",24,8,11,"72.7%",0,0,"-",8,10,"80.0%",2,11,13,3,3,0,0,1,0,8,1,32,"3026","富山"
"1195",6,"〇","船生 誠也船生","SF","29:08",9,3,5,"60.0%",1,2,"50.0%",2,3,"66.7%",0,0,0,1,1,2,0,1,4,2,0,8,"3026","富山"
"1196",7,"","阿部 友和阿部","PG","08:48",2,1,2,"50.0%",0,0,"-",0,0,"-",0,1,1,3,1,4,0,1,1,1,0,8,"3026","富山"
"1197",8,"","山田 大治山田","PF","10:41",6,3,5,"60.0%",0,0,"-",0,0,"-",0,1,1,1,2,0,0,0,1,0,0,4,"3026","富山"
"1198",9,"","水戸 健史水戸","SG","19:46",3,1,6,"16.7%",1,4,"25.0%",0,0,"-",0,1,1,4,3,1,0,0,1,1,0,1,"3026","富山"
"1199",11,"〇","宇都 直輝宇都","PG","31:12",13,5,9,"55.6%",0,0,"-",3,4,"75.0%",0,4,4,12,2,0,0,2,3,2,0,22,"3026","富山"
"1200",13,"","比留木 謙司比留木","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3026","富山"
"1201",24,"〇","大塚 裕土大塚","SG/SF","29:26",12,4,12,"33.3%",4,9,"44.4%",0,0,"-",0,1,1,2,0,0,0,1,0,0,0,7,"3026","富山"
"1202",25,"","葛原 大智葛原","SG","01:40",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3026","富山"
"1203",31,"","青野 文彦青野","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3026","富山"
"1204",34,"〇","ジョシュア・スミススミス","C","33:31",19,9,10,"90.0%",0,0,"-",1,4,"25.0%",3,11,14,2,2,1,1,0,3,3,1,31,"3026","富山"
"1205",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,1,4,0,0,0,0,0,0,0,0,4,"3026","富山"
"1206",NA,"","合計","","200:00",88,34,60,"56.7%",6,15,"40.0%",14,21,"66.7%",8,31,39,28,14,8,1,6,14,17,2,117,"3026","富山"
"1207",1,"〇","ジョシュ・ダンカンダンカン","PF","25:16",6,3,6,"50.0%",0,0,"-",0,0,"-",1,8,9,1,4,3,0,0,2,2,0,12,"2990","千葉"
"1208",2,"〇","富樫 勇樹富樫","PG","27:11",18,6,16,"37.5%",1,7,"14.3%",5,5,"100.0%",1,0,1,2,1,0,0,1,1,3,0,10,"2990","千葉"
"1209",3,"","マイケル・パーカーパーカー","PF","25:52",11,4,7,"57.1%",0,1,"0.0%",3,4,"75.0%",2,5,7,0,3,2,3,0,1,2,0,16,"2990","千葉"
"1210",5,"〇","田口 成浩田口","SG","10:07",0,0,2,"0.0%",0,2,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,3,0,0,-2,"2990","千葉"
"1211",8,"","大宮 宏正大宮","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2990","千葉"
"1212",10,"","アキ・チェンバースチェンバース","SF","15:49",5,2,3,"66.7%",1,2,"50.0%",0,0,"-",0,1,1,1,2,2,0,0,2,0,0,6,"2990","千葉"
"1213",11,"","西村 文男西村","PG","12:45",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",1,0,1,1,0,1,0,0,1,0,0,2,"2990","千葉"
"1214",15,"","藤永 佳昭藤永","PG","00:04",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2990","千葉"
"1215",21,"〇","ギャビン・エドワーズエドワーズ","PF","28:52",16,4,8,"50.0%",0,1,"0.0%",8,8,"100.0%",3,5,8,5,3,2,0,1,2,7,1,24,"2990","千葉"
"1216",27,"","石井 講祐石井","SG","27:13",7,2,8,"25.0%",1,4,"25.0%",2,2,"100.0%",1,1,2,3,1,0,0,0,2,1,0,5,"2990","千葉"
"1217",31,"","原 修太原","SG/SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2990","千葉"
"1218",34,"〇","小野 龍猛小野","SF/PF","26:51",9,4,11,"36.4%",1,4,"25.0%",0,2,"0.0%",1,1,2,2,1,0,0,0,0,2,0,3,"2990","千葉"
"1219",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,2,4,0,1,0,0,0,0,0,0,3,"2990","千葉"
"1220",NA,"","合計","","200:00",72,25,62,"40.3%",4,22,"18.2%",18,21,"85.7%",12,23,35,15,16,10,3,2,14,17,1,79,"2990","千葉"
"1221",0,"","藤井 祐眞藤井","PG/SG","22:01",18,6,12,"50.0%",1,2,"50.0%",5,5,"100.0%",1,1,2,2,2,3,0,0,1,7,0,17,"2990","川崎"
"1222",3,"","林 翔太郎林","SF","13:09",2,1,4,"25.0%",0,2,"0.0%",0,0,"-",0,1,1,0,1,2,0,0,2,0,0,1,"2990","川崎"
"1223",4,"","青木 保憲青木","PG","01:12",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2990","川崎"
"1224",7,"〇","篠山 竜青篠山","PG","31:05",10,5,8,"62.5%",0,1,"0.0%",0,0,"-",1,3,4,8,0,0,1,1,2,2,0,20,"2990","川崎"
"1225",14,"〇","辻 直人辻","SG","28:15",20,5,9,"55.6%",4,7,"57.1%",6,7,"85.7%",0,2,2,1,2,0,0,1,3,3,0,16,"2990","川崎"
"1226",18,"","鎌田 裕也鎌田","PF/C","11:55",0,0,0,"-",0,0,"-",0,0,"-",1,0,1,1,0,1,0,0,1,0,0,3,"2990","川崎"
"1227",21,"〇","バーノン・マクリンマクリン","PF/C","34:09",14,6,11,"54.5%",0,0,"-",2,4,"50.0%",0,11,11,1,4,1,0,0,3,2,3,16,"2990","川崎"
"1228",22,"","ニック・ファジーカスファジーカス","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2990","川崎"
"1229",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","33:56",15,7,12,"58.3%",1,3,"33.3%",0,0,"-",3,5,8,7,5,0,1,1,3,0,2,21,"2990","川崎"
"1230",33,"〇","長谷川 技長谷川","SF","24:18",2,1,4,"25.0%",0,1,"0.0%",0,0,"-",0,1,1,4,1,1,0,0,2,0,0,4,"2990","川崎"
"1231",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,1,2,0,1,0,0,0,0,0,0,1,"2990","川崎"
"1232",NA,"","合計","","200:00",81,31,60,"51.7%",6,16,"37.5%",13,16,"81.3%",7,25,32,24,16,8,2,3,17,14,5,99,"2990","川崎"
"1233",1,"","ジョシュ・ダンカンダンカン","PF","28:27",22,8,16,"50.0%",1,3,"33.3%",5,5,"100.0%",3,8,11,1,2,2,0,1,3,5,0,26,"2991","千葉"
"1234",2,"〇","富樫 勇樹富樫","PG","32:42",11,4,14,"28.6%",2,8,"25.0%",1,1,"100.0%",1,2,3,4,2,0,0,1,1,2,0,6,"2991","千葉"
"1235",3,"〇","マイケル・パーカーパーカー","PF","37:30",11,4,8,"50.0%",0,2,"0.0%",3,6,"50.0%",3,6,9,0,1,2,2,0,1,5,0,16,"2991","千葉"
"1236",5,"","田口 成浩田口","SG","08:11",3,1,4,"25.0%",1,2,"50.0%",0,0,"-",0,0,0,0,1,0,1,1,1,1,0,0,"2991","千葉"
"1237",8,"","大宮 宏正大宮","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2991","千葉"
"1238",10,"","アキ・チェンバースチェンバース","SF","18:28",1,0,1,"0.0%",0,1,"0.0%",1,2,"50.0%",0,2,2,0,0,0,0,0,2,1,0,1,"2991","千葉"
"1239",11,"","西村 文男西村","PG","07:08",5,2,3,"66.7%",1,2,"50.0%",0,0,"-",0,0,0,2,0,1,0,0,2,0,0,7,"2991","千葉"
"1240",15,"","藤永 佳昭藤永","PG","00:10",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"2991","千葉"
"1241",21,"〇","ギャビン・エドワーズエドワーズ","PF","14:03",4,1,3,"33.3%",0,0,"-",2,2,"100.0%",0,1,1,3,1,0,0,0,4,2,0,5,"2991","千葉"
"1242",27,"〇","石井 講祐石井","SG","25:07",6,2,5,"40.0%",2,5,"40.0%",0,0,"-",0,0,0,1,0,3,0,0,1,1,0,7,"2991","千葉"
"1243",31,"","原 修太原","SG/SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2991","千葉"
"1244",34,"〇","小野 龍猛小野","SF/PF","28:14",3,1,11,"9.1%",0,4,"0.0%",1,2,"50.0%",1,2,3,2,2,0,0,0,2,3,0,-5,"2991","千葉"
"1245",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,2,6,0,0,0,0,0,0,0,0,6,"2991","千葉"
"1246",NA,"","合計","","200:00",66,23,65,"35.4%",7,27,"25.9%",13,18,"72.2%",12,23,35,13,9,8,3,3,18,20,0,69,"2991","千葉"
"1247",0,"","藤井 祐眞藤井","PG/SG","27:29",8,3,7,"42.9%",2,6,"33.3%",0,0,"-",1,1,2,2,1,0,0,0,0,4,0,7,"2991","川崎"
"1248",3,"","林 翔太郎林","SF","14:31",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,2,2,0,1,0,1,0,4,0,0,1,"2991","川崎"
"1249",4,"","青木 保憲青木","PG","08:00",2,1,3,"33.3%",0,1,"0.0%",0,0,"-",0,2,2,1,0,0,0,1,0,0,0,3,"2991","川崎"
"1250",7,"〇","篠山 竜青篠山","PG","28:49",4,2,3,"66.7%",0,1,"0.0%",0,0,"-",0,2,2,5,2,1,0,0,2,1,0,9,"2991","川崎"
"1251",14,"〇","辻 直人辻","SG","18:23",11,4,6,"66.7%",3,5,"60.0%",0,0,"-",0,2,2,5,0,1,0,0,3,1,0,17,"2991","川崎"
"1252",18,"","鎌田 裕也鎌田","PF/C","17:00",0,0,5,"0.0%",0,2,"0.0%",0,0,"-",0,3,3,0,2,0,0,1,1,0,0,-4,"2991","川崎"
"1253",21,"〇","バーノン・マクリンマクリン","PF/C","35:37",12,3,5,"60.0%",0,0,"-",6,13,"46.2%",2,9,11,3,6,1,1,0,3,11,0,13,"2991","川崎"
"1254",22,"","ニック・ファジーカスファジーカス","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2991","川崎"
"1255",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","27:23",19,8,17,"47.1%",1,4,"25.0%",2,2,"100.0%",2,5,7,1,3,1,1,1,4,1,3,17,"2991","川崎"
"1256",33,"〇","長谷川 技長谷川","SF","22:48",12,4,6,"66.7%",4,6,"66.7%",0,0,"-",0,1,1,4,1,0,0,0,3,0,0,14,"2991","川崎"
"1257",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,4,6,0,2,0,0,0,0,0,0,4,"2991","川崎"
"1258",NA,"","合計","","200:00",68,25,53,"47.2%",10,26,"38.5%",8,15,"53.3%",7,31,38,21,18,4,3,3,20,18,3,81,"2991","川崎"
"1259",0,"","藤井 祐眞藤井","PG/SG","24:43",11,2,4,"50.0%",2,3,"66.7%",5,6,"83.3%",0,2,2,3,1,2,0,0,2,5,0,14,"3010","川崎"
"1260",3,"","林 翔太郎林","SF","23:29",12,5,7,"71.4%",2,2,"100.0%",0,0,"-",0,2,2,3,1,0,0,0,3,0,0,14,"3010","川崎"
"1261",4,"","青木 保憲青木","PG","01:16",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,1,0,0,0,0,0,0,0,1,"3010","川崎"
"1262",7,"〇","篠山 竜青篠山","PG","26:56",2,1,3,"33.3%",0,1,"0.0%",0,2,"0.0%",0,2,2,2,2,1,0,0,2,1,0,1,"3010","川崎"
"1263",14,"〇","辻 直人辻","SG","27:05",3,0,9,"0.0%",0,6,"0.0%",3,4,"75.0%",0,1,1,4,0,0,0,0,2,3,0,-2,"3010","川崎"
"1264",18,"","鎌田 裕也鎌田","PF/C","06:45",2,1,2,"50.0%",0,0,"-",0,0,"-",1,1,2,1,0,0,0,0,0,1,0,4,"3010","川崎"
"1265",21,"〇","バーノン・マクリンマクリン","PF/C","31:23",14,6,12,"50.0%",0,1,"0.0%",2,4,"50.0%",4,4,8,4,0,3,1,2,0,4,0,22,"3010","川崎"
"1266",22,"","ニック・ファジーカスファジーカス","C","16:33",9,4,11,"36.4%",0,1,"0.0%",1,2,"50.0%",2,10,12,1,2,0,0,2,1,2,0,12,"3010","川崎"
"1267",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","24:27",21,8,15,"53.3%",1,4,"25.0%",4,5,"80.0%",0,3,3,2,2,3,3,0,3,4,3,22,"3010","川崎"
"1268",33,"〇","長谷川 技長谷川","SF","17:23",2,1,2,"50.0%",0,1,"0.0%",0,0,"-",0,1,1,0,1,1,0,0,2,1,0,2,"3010","川崎"
"1269",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,3,6,0,1,0,0,0,0,0,0,5,"3010","川崎"
"1270",NA,"","合計","","200:00",76,28,65,"43.1%",5,19,"26.3%",15,23,"65.2%",10,29,39,21,10,10,4,4,15,21,3,95,"3010","川崎"
"1271",1,"","西 裕太郎西","PG","00:52",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3010","滋賀"
