"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"316",4,"〇","ジェフリー・パーマーパーマー","PF","40:00",24,10,22,"45.5%",3,9,"33.3%",1,2,"50.0%",5,9,14,4,2,2,1,0,4,4,0,30,"3626","奈良"
"317",5,"","仁平 拓海仁平","SF/PF","01:58",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3626","奈良"
"318",10,"","種市 幸祐種市","SG/SF","18:14",2,1,6,"16.7%",0,4,"0.0%",0,0,"-",0,1,1,0,1,0,0,0,2,0,0,-3,"3626","奈良"
"319",13,"〇","小松 秀平小松","SG","21:57",9,2,9,"22.2%",1,6,"16.7%",4,4,"100.0%",0,1,1,0,1,1,0,0,1,2,0,3,"3626","奈良"
"320",23,"","横江 豊横江","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3626","奈良"
"321",24,"","本多 純平本多","SF","20:25",8,3,7,"42.9%",0,2,"0.0%",2,2,"100.0%",0,3,3,0,2,1,0,1,2,3,0,6,"3626","奈良"
"322",26,"","松本 健児リオン松本","PG/SG","14:27",3,1,2,"50.0%",1,2,"50.0%",0,0,"-",1,0,1,3,1,0,0,0,0,0,0,5,"3626","奈良"
"323",27,"〇","石塚 裕也石塚","SF/PF","19:24",10,5,7,"71.4%",0,1,"0.0%",0,0,"-",0,2,2,0,0,1,0,0,2,1,0,11,"3626","奈良"
"324",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,3,3,0,0,0,0,0,0,0,0,3,"3626","奈良"
"325",NA,"","合計","","200:00",66,26,66,"39.4%",5,25,"20.0%",9,11,"81.8%",9,38,47,18,13,5,1,2,15,12,0,82,"3626","奈良"
"326",0,"〇","浅野 崇史浅野","SF","27:38",1,0,2,"0.0%",0,0,"-",1,2,"50.0%",3,6,9,4,1,0,0,0,5,1,0,10,"3653","八王子"
"327",2,"","大城 侑朔大城","PG","21:30",8,4,7,"57.1%",0,0,"-",0,0,"-",0,1,1,2,2,1,0,0,0,1,0,7,"3653","八王子"
"328",3,"〇","亀崎 光博亀崎","SF","36:04",8,3,11,"27.3%",0,3,"0.0%",2,2,"100.0%",2,1,3,2,0,2,0,2,1,2,0,7,"3653","八王子"
"329",5,"","ウェスリー・ミッターミッター","PG","12:09",5,2,4,"50.0%",1,2,"50.0%",0,1,"0.0%",0,1,1,0,1,0,0,0,3,1,0,2,"3653","八王子"
"330",9,"","岡田 優岡田","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3653","八王子"
"331",10,"","セオン・エディエディ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3653","八王子"
"332",14,"〇","地久里 謙成地久里","SF","29:52",7,3,13,"23.1%",1,3,"33.3%",0,0,"-",1,3,4,2,4,1,1,2,1,0,0,1,"3653","八王子"
"333",39,"","福田 幹也福田","SF/PF","13:39",3,1,2,"50.0%",1,2,"50.0%",0,0,"-",0,1,1,0,1,2,0,0,2,2,0,4,"3653","八王子"
"334",52,"〇","アレクサンダー・ジョーンズジョーンズ","C","38:13",30,14,23,"60.9%",0,1,"0.0%",2,3,"66.7%",5,7,12,2,4,1,1,2,3,4,1,32,"3653","八王子"
"335",77,"〇","大金 広弥大金","PG","20:55",7,3,7,"42.9%",1,1,"100.0%",0,0,"-",1,1,2,2,1,3,0,0,2,1,0,9,"3653","八王子"
"336",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,1,0,0,0,1,0,0,2,"3653","八王子"
"337",NA,"","合計","","200:00",69,30,69,"43.5%",4,12,"33.3%",5,8,"62.5%",13,23,36,14,15,10,2,6,18,12,1,74,"3653","八王子"
"338",0,"〇","會田 圭佑會田","PG","33:44",3,1,5,"20.0%",0,3,"0.0%",1,1,"100.0%",0,2,2,3,5,1,1,1,1,1,0,1,"3653","青森"
"339",2,"〇","カレン・ルッソルッソ","SF/PF","35:58",22,9,16,"56.3%",2,5,"40.0%",2,3,"66.7%",0,9,9,5,4,2,0,0,0,4,0,26,"3653","青森"
"340",3,"","鮫島 和人鮫島","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3653","青森"
"341",8,"","佐野 太一佐野","PG/SG","16:32",8,3,5,"60.0%",2,4,"50.0%",0,0,"-",0,0,0,1,1,0,0,0,2,0,0,6,"3653","青森"
"342",18,"〇","菅 俊男菅","SF","30:29",15,5,13,"38.5%",0,2,"0.0%",5,5,"100.0%",3,4,7,0,2,1,0,1,2,5,0,13,"3653","青森"
"343",21,"","橋本 龍弥橋本","PG","02:36",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3653","青森"
"344",22,"〇","門馬 圭二郎門馬","SG/SF","36:16",10,3,6,"50.0%",1,4,"25.0%",3,4,"75.0%",0,2,2,2,0,3,1,0,2,3,0,14,"3653","青森"
"345",27,"〇","ユリアス・ユツィカスユツィカス","PF/C","32:31",16,8,14,"57.1%",0,2,"0.0%",0,1,"0.0%",3,5,8,1,2,1,4,0,2,3,1,21,"3653","青森"
"346",32,"","臼井 弘樹臼井","PF","08:42",1,0,1,"0.0%",0,0,"-",1,2,"50.0%",0,1,1,0,2,0,0,0,3,1,0,-2,"3653","青森"
"347",39,"","船山 裕士船山","PF","03:12",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,0,1,0,0,0,0,0,4,"3653","青森"
"348",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,3,4,0,1,0,0,0,0,0,0,3,"3653","青森"
"349",NA,"","合計","","200:00",75,29,60,"48.3%",5,20,"25.0%",12,16,"75.0%",8,28,36,12,17,9,6,2,12,17,1,86,"3653","青森"
"350",0,"〇","浅野 崇史浅野","SF","35:30",11,3,7,"42.9%",0,3,"0.0%",5,6,"83.3%",2,5,7,2,3,1,0,0,3,6,0,13,"3654","八王子"
"351",2,"","大城 侑朔大城","PG","16:05",1,0,2,"0.0%",0,2,"0.0%",1,2,"50.0%",0,1,1,3,0,0,0,0,1,2,0,2,"3654","八王子"
"352",3,"〇","亀崎 光博亀崎","SF","27:40",5,2,8,"25.0%",1,3,"33.3%",0,0,"-",0,1,1,5,3,2,0,1,2,1,0,4,"3654","八王子"
"353",5,"","ウェスリー・ミッターミッター","PG","06:35",2,1,4,"25.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,1,1,0,-1,"3654","八王子"
"354",9,"","岡田 優岡田","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3654","八王子"
"355",10,"","セオン・エディエディ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3654","八王子"
"356",14,"〇","地久里 謙成地久里","SF","36:15",17,7,14,"50.0%",3,7,"42.9%",0,0,"-",0,2,2,3,0,2,0,1,1,0,0,17,"3654","八王子"
"357",39,"","福田 幹也福田","SF/PF","08:18",2,1,2,"50.0%",0,1,"0.0%",0,0,"-",0,1,1,0,1,1,1,0,4,1,0,3,"3654","八王子"
"358",52,"〇","アレクサンダー・ジョーンズジョーンズ","C","36:12",29,11,16,"68.8%",0,0,"-",7,11,"63.6%",6,7,13,1,0,1,1,2,2,9,0,36,"3654","八王子"
"359",77,"〇","大金 広弥大金","PG","33:25",15,6,14,"42.9%",2,3,"66.7%",1,3,"33.3%",1,3,4,6,2,2,0,1,3,3,0,15,"3654","八王子"
"360",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,2,4,0,3,0,0,0,0,0,0,1,"3654","八王子"
"361",NA,"","合計","","200:00",82,31,67,"46.3%",6,20,"30.0%",14,22,"63.6%",11,22,33,20,12,9,2,5,17,23,0,90,"3654","八王子"
"362",0,"〇","會田 圭佑會田","PG","35:52",17,6,10,"60.0%",2,2,"100.0%",3,4,"75.0%",2,4,6,5,2,2,0,0,1,4,0,23,"3654","青森"
"363",2,"〇","カレン・ルッソルッソ","SF/PF","38:06",29,11,20,"55.0%",3,6,"50.0%",4,5,"80.0%",5,8,13,4,9,0,2,0,3,5,3,29,"3654","青森"
"364",3,"","鮫島 和人鮫島","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3654","青森"
"365",8,"","佐野 太一佐野","PG/SG","22:06",12,4,9,"44.4%",3,6,"50.0%",1,1,"100.0%",0,3,3,2,0,0,0,0,3,3,0,12,"3654","青森"
"366",18,"〇","菅 俊男菅","SF","34:14",3,1,3,"33.3%",1,2,"50.0%",0,0,"-",0,3,3,2,1,2,0,0,2,0,0,7,"3654","青森"
"367",21,"","橋本 龍弥橋本","PG","03:18",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,1,0,0,0,0,1,0,0,2,"3654","青森"
"368",22,"〇","門馬 圭二郎門馬","SG/SF","22:16",10,4,7,"57.1%",2,5,"40.0%",0,0,"-",1,0,1,1,0,0,1,0,4,0,0,10,"3654","青森"
"369",27,"〇","ユリアス・ユツィカスユツィカス","PF/C","30:09",13,6,14,"42.9%",0,2,"0.0%",1,1,"100.0%",2,4,6,1,0,1,1,1,4,3,1,14,"3654","青森"
"370",32,"","臼井 弘樹臼井","PF","13:59",10,4,5,"80.0%",0,0,"-",2,3,"66.7%",1,4,5,1,2,0,1,1,5,2,0,13,"3654","青森"
"371",39,"","船山 裕士船山","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3654","青森"
"372",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,0,1,0,0,0,0,0,0,0,"3654","青森"
"373",NA,"","合計","","200:00",94,36,68,"52.9%",11,23,"47.8%",11,14,"78.6%",11,28,39,17,15,5,5,2,23,17,4,110,"3654","青森"
"374",2,"〇","徳川 慎之介徳川","SG","09:44",0,0,3,"0.0%",0,1,"0.0%",0,0,"-",1,0,1,0,1,0,0,0,0,1,0,-3,"3528","福島"
"375",4,"","猪狩 渉猪狩","PG","00:13",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3528","福島"
"376",8,"〇","村上 慎也村上","PG","31:50",13,5,10,"50.0%",1,2,"50.0%",2,4,"50.0%",0,0,0,8,5,1,1,0,1,5,0,11,"3528","福島"
"377",9,"〇","神原 裕司神原","PG/SG","28:01",12,4,8,"50.0%",2,3,"66.7%",2,4,"50.0%",1,3,4,2,2,2,0,1,1,4,0,12,"3528","福島"
"378",18,"","川満 寿史川満","SF","09:02",2,1,2,"50.0%",0,0,"-",0,0,"-",0,2,2,0,0,1,0,0,1,0,0,4,"3528","福島"
"379",24,"","鈴木 大鈴木","PG/SG","21:51",6,2,3,"66.7%",0,0,"-",2,2,"100.0%",0,2,2,1,2,0,0,0,1,2,0,6,"3528","福島"
"380",30,"〇","イバン・ラベネルラベネル","PF","25:23",15,6,11,"54.5%",1,3,"33.3%",2,2,"100.0%",1,7,8,2,0,3,1,0,5,1,0,24,"3528","福島"
"381",32,"","武藤 修平武藤","PF","21:44",6,2,8,"25.0%",0,3,"0.0%",2,2,"100.0%",1,0,1,2,1,1,1,0,2,4,0,4,"3528","福島"
"382",34,"","前田 陽介前田","PF","16:24",12,4,9,"44.4%",4,8,"50.0%",0,0,"-",0,0,0,0,2,0,0,1,1,1,0,5,"3528","福島"
"383",43,"〇","クリス・ブレディブレディ","C","35:25",13,5,9,"55.6%",0,0,"-",3,8,"37.5%",5,12,17,1,1,0,1,0,4,6,1,22,"3528","福島"
"384",51,"","安慶 大樹安慶","PF","00:23",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3528","福島"
"385",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,0,0,0,0,0,0,0,3,"3528","福島"
"386",NA,"","合計","","200:00",79,29,63,"46.0%",8,20,"40.0%",13,22,"59.1%",10,28,38,16,14,8,4,2,16,24,1,88,"3528","福島"
"387",1,"〇","タイラー・ハリスハリス","PF","37:42",36,14,22,"63.6%",0,0,"-",8,19,"42.1%",1,13,14,4,3,1,0,0,4,11,1,33,"3528","仙台"
"388",5,"〇","ダニエル・ミラーミラー","C","38:47",4,1,6,"16.7%",0,0,"-",2,2,"100.0%",3,8,11,4,5,1,0,1,4,1,0,10,"3528","仙台"
"389",6,"","新号 健新号","PG","18:48",5,2,4,"50.0%",0,1,"0.0%",1,1,"100.0%",0,1,1,0,0,2,0,0,2,0,0,6,"3528","仙台"
"390",7,"〇","澤邉 圭太澤邉","SG","27:00",4,1,5,"20.0%",0,3,"0.0%",2,2,"100.0%",1,1,2,2,3,1,0,1,2,1,0,2,"3528","仙台"
"391",8,"〇","月野 雅人月野","PG","21:12",7,3,4,"75.0%",1,1,"100.0%",0,0,"-",0,1,1,5,2,2,0,0,3,0,0,12,"3528","仙台"
"392",10,"","菅澤 紀行菅澤","PF","01:56",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,-1,"3528","仙台"
"393",11,"〇","白戸 大聖白戸","SG","24:45",10,4,7,"57.1%",1,2,"50.0%",1,1,"100.0%",0,1,1,1,0,1,2,0,1,1,0,12,"3528","仙台"
"394",12,"","泉 秀岳泉","SF","10:13",2,1,1,"100.0%",0,0,"-",0,0,"-",0,1,1,0,0,2,0,0,2,0,0,5,"3528","仙台"
"395",22,"","宮本 滉希宮本","PF","01:34",0,0,2,"0.0%",0,0,"-",0,0,"-",1,0,1,0,1,0,0,2,0,0,0,-2,"3528","仙台"
"396",32,"","安部 潤安部","PG/SG","18:03",4,1,4,"25.0%",1,3,"33.3%",1,1,"100.0%",0,0,0,0,1,0,0,0,5,1,0,0,"3528","仙台"
"397",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,0,0,0,0,0,0,0,3,"3528","仙台"
"398",NA,"","合計","","200:00",72,27,56,"48.2%",3,11,"27.3%",15,26,"57.7%",7,28,35,16,15,10,2,4,24,15,1,80,"3528","仙台"
"399",2,"〇","徳川 慎之介徳川","SG","10:35",2,0,0,"-",0,0,"-",2,4,"50.0%",0,1,1,1,0,0,0,0,0,3,0,2,"3529","福島"
"400",4,"","猪狩 渉猪狩","PG","00:55",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,1,1,0,0,0,1,0,0,0,"3529","福島"
"401",8,"〇","村上 慎也村上","PG","33:35",13,5,11,"45.5%",1,5,"20.0%",2,2,"100.0%",1,2,3,3,2,1,0,1,1,3,0,12,"3529","福島"
"402",9,"〇","神原 裕司神原","PG/SG","21:31",4,1,5,"20.0%",0,4,"0.0%",2,2,"100.0%",1,1,2,1,0,2,0,0,4,2,0,5,"3529","福島"
"403",18,"","川満 寿史川満","SF","07:28",4,1,1,"100.0%",0,0,"-",2,2,"100.0%",0,0,0,0,0,0,0,0,0,1,0,4,"3529","福島"
"404",24,"","鈴木 大鈴木","PG/SG","20:07",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,1,1,0,0,0,1,0,0,-1,"3529","福島"
"405",30,"〇","イバン・ラベネルラベネル","PF","34:26",19,7,17,"41.2%",0,0,"-",5,6,"83.3%",3,8,11,4,3,1,0,1,4,7,0,21,"3529","福島"
"406",32,"","武藤 修平武藤","PF","22:27",4,2,6,"33.3%",0,1,"0.0%",0,0,"-",1,1,2,5,1,1,0,1,5,0,0,7,"3529","福島"
"407",34,"","前田 陽介前田","PF","24:00",11,4,7,"57.1%",3,5,"60.0%",0,0,"-",0,2,2,0,0,0,0,1,1,0,0,10,"3529","福島"
"408",43,"〇","クリス・ブレディブレディ","C","20:19",10,5,11,"45.5%",0,0,"-",0,2,"0.0%",1,3,4,1,3,1,0,0,4,1,1,5,"3529","福島"
"409",51,"","安慶 大樹安慶","PF","04:37",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3529","福島"
"410",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,5,5,0,2,0,0,0,0,0,0,3,"3529","福島"
"411",NA,"","合計","","200:00",67,25,59,"42.4%",4,16,"25.0%",13,18,"72.2%",7,23,30,17,13,6,0,4,22,17,1,68,"3529","福島"
"412",1,"〇","タイラー・ハリスハリス","PF","32:53",19,5,12,"41.7%",0,1,"0.0%",9,12,"75.0%",2,6,8,7,3,1,0,0,3,7,0,22,"3529","仙台"
"413",5,"〇","ダニエル・ミラーミラー","C","33:25",8,4,9,"44.4%",0,0,"-",0,0,"-",2,9,11,5,4,0,2,0,3,3,0,17,"3529","仙台"
"414",6,"","新号 健新号","PG","09:11",2,0,4,"0.0%",0,2,"0.0%",2,2,"100.0%",0,0,0,2,1,1,0,0,2,1,0,0,"3529","仙台"
"415",7,"〇","澤邉 圭太澤邉","SG","25:25",15,4,9,"44.4%",0,1,"0.0%",7,8,"87.5%",0,1,1,2,2,0,1,0,0,4,0,11,"3529","仙台"
"416",8,"〇","月野 雅人月野","PG","30:49",9,4,8,"50.0%",1,1,"100.0%",0,0,"-",0,5,5,3,1,1,0,0,2,0,0,13,"3529","仙台"
"417",10,"","菅澤 紀行菅澤","PF","07:11",5,1,3,"33.3%",1,1,"100.0%",2,2,"100.0%",1,0,1,0,0,0,0,0,0,3,0,4,"3529","仙台"
"418",11,"〇","白戸 大聖白戸","SG","12:34",2,0,2,"0.0%",0,1,"0.0%",2,2,"100.0%",0,1,1,1,0,0,0,0,4,2,0,2,"3529","仙台"
"419",12,"","泉 秀岳泉","SF","21:29",10,3,4,"75.0%",2,2,"100.0%",2,3,"66.7%",1,3,4,0,0,0,0,0,0,1,0,12,"3529","仙台"
"420",22,"","宮本 滉希宮本","PF","06:31",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,0,0,0,1,0,1,0,0,2,"3529","仙台"
"421",32,"","安部 潤安部","PG/SG","20:32",9,3,4,"75.0%",1,1,"100.0%",2,2,"100.0%",0,0,0,0,0,0,0,0,2,1,0,8,"3529","仙台"
"422",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,0,0,0,0,0,0,0,3,"3529","仙台"
"423",NA,"","合計","","200:00",79,24,55,"43.6%",5,10,"50.0%",26,31,"83.9%",8,27,35,20,11,3,4,0,17,22,0,94,"3529","仙台"
"424",1,"〇","タイラー・ハリスハリス","PF","34:07",22,8,15,"53.3%",0,0,"-",6,10,"60.0%",3,13,16,4,3,1,1,1,3,7,1,30,"3544","仙台"
"425",5,"〇","ダニエル・ミラーミラー","C","25:29",14,7,9,"77.8%",0,0,"-",0,2,"0.0%",3,3,6,3,0,1,0,1,4,4,0,20,"3544","仙台"
"426",6,"","新号 健新号","PG","19:14",11,4,4,"100.0%",1,1,"100.0%",2,2,"100.0%",0,0,0,6,2,2,0,0,3,2,0,17,"3544","仙台"
"427",7,"〇","澤邉 圭太澤邉","SG","24:41",13,6,11,"54.5%",0,3,"0.0%",1,2,"50.0%",0,2,2,3,1,2,1,1,1,2,0,14,"3544","仙台"
"428",8,"〇","月野 雅人月野","PG","26:06",17,7,11,"63.6%",3,5,"60.0%",0,0,"-",1,4,5,5,1,0,0,1,0,0,0,22,"3544","仙台"
"429",10,"","菅澤 紀行菅澤","PF","09:52",6,1,2,"50.0%",1,1,"100.0%",3,4,"75.0%",1,1,2,0,0,0,0,0,0,3,0,6,"3544","仙台"
"430",11,"〇","白戸 大聖白戸","SG","16:16",8,0,1,"0.0%",0,0,"-",8,10,"80.0%",1,2,3,0,1,0,0,0,3,6,0,7,"3544","仙台"
"431",12,"","泉 秀岳泉","SF","15:19",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,1,0,0,0,0,0,1,0,1,"3544","仙台"
"432",22,"","宮本 滉希宮本","PF","10:32",2,1,1,"100.0%",0,0,"-",0,0,"-",0,1,1,1,0,0,0,0,0,0,0,4,"3544","仙台"
"433",32,"","安部 潤安部","PG/SG","18:24",5,2,4,"50.0%",1,3,"33.3%",0,0,"-",0,0,0,1,0,0,0,0,4,0,0,4,"3544","仙台"
"434",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,1,0,0,0,0,0,0,2,"3544","仙台"
"435",NA,"","合計","","200:00",98,36,58,"62.1%",6,13,"46.2%",20,30,"66.7%",10,28,38,24,9,6,2,4,18,25,1,127,"3544","仙台"
"436",0,"","上原 壮大郎上原","PG","16:04",4,1,3,"33.3%",0,1,"0.0%",2,2,"100.0%",0,1,1,4,2,0,0,0,2,1,0,5,"3544","西宮"
"437",3,"〇","松崎 賢人松崎","PG","06:04",5,2,5,"40.0%",0,0,"-",1,1,"100.0%",0,0,0,0,0,0,0,0,5,2,0,2,"3544","西宮"
"438",6,"","大塚 勇人大塚","PG","05:04",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",1,0,1,0,0,0,0,0,1,0,0,-1,"3544","西宮"
"439",9,"〇","谷 直樹谷","SF","21:39",11,4,9,"44.4%",3,3,"100.0%",0,0,"-",1,2,3,0,2,0,0,1,3,1,0,7,"3544","西宮"
"440",13,"〇","道原 紀晃道原","PG/SG","29:49",15,5,11,"45.5%",3,4,"75.0%",2,2,"100.0%",2,1,3,3,2,0,0,0,0,4,0,13,"3544","西宮"
"441",15,"〇","谷口 淳谷口","PF","35:44",10,4,7,"57.1%",1,3,"33.3%",1,2,"50.0%",1,1,2,3,1,0,0,0,3,1,0,10,"3544","西宮"
"442",19,"","梁川 禎浩梁川","SG","25:01",4,2,8,"25.0%",0,2,"0.0%",0,0,"-",0,1,1,2,1,0,0,0,2,2,0,0,"3544","西宮"
"443",33,"〇","ランディー・ホワイトホワイト","C","24:00",14,6,11,"54.5%",0,2,"0.0%",2,4,"50.0%",1,3,4,1,2,1,4,0,2,4,0,15,"3544","西宮"
"444",35,"","内藤 健太内藤","SG","15:51",3,1,3,"33.3%",0,1,"0.0%",1,4,"25.0%",0,1,1,3,0,2,0,0,3,2,0,4,"3544","西宮"
"445",47,"","土屋 アリスター時生土屋","C","16:45",4,2,3,"66.7%",0,0,"-",0,1,"0.0%",3,2,5,1,1,0,0,1,4,1,0,7,"3544","西宮"
"446",91,"","佐藤 浩貴佐藤","C","03:59",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,1,0,0,0,0,0,0,0,4,"3544","西宮"
"447",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,0,0,0,0,0,0,0,3,"3544","西宮"
"448",NA,"","合計","","200:00",70,27,62,"43.5%",7,17,"41.2%",9,16,"56.3%",11,16,27,18,11,3,4,2,25,18,0,69,"3544","西宮"
"449",1,"〇","タイラー・ハリスハリス","PF","33:31",17,8,16,"50.0%",0,1,"0.0%",1,4,"25.0%",5,7,12,2,8,2,1,3,4,6,1,15,"3545","仙台"
"450",5,"〇","ダニエル・ミラーミラー","C","34:57",15,5,5,"100.0%",0,0,"-",5,5,"100.0%",2,11,13,3,2,1,1,0,3,7,1,31,"3545","仙台"
"451",6,"","新号 健新号","PG","15:41",6,3,3,"100.0%",0,0,"-",0,0,"-",1,3,4,3,1,0,0,0,2,0,0,12,"3545","仙台"
"452",7,"〇","澤邉 圭太澤邉","SG","10:44",1,0,4,"0.0%",0,1,"0.0%",1,2,"50.0%",0,1,1,0,2,1,0,1,4,1,0,-4,"3545","仙台"
"453",8,"〇","月野 雅人月野","PG","29:59",8,3,7,"42.9%",0,3,"0.0%",2,2,"100.0%",0,6,6,3,2,1,0,0,1,1,0,12,"3545","仙台"
"454",10,"","菅澤 紀行菅澤","PF","09:31",4,2,3,"66.7%",0,1,"0.0%",0,1,"0.0%",0,0,0,1,1,0,0,0,2,1,0,2,"3545","仙台"
"455",11,"〇","白戸 大聖白戸","SG","19:03",2,0,4,"0.0%",0,1,"0.0%",2,3,"66.7%",0,3,3,1,1,0,0,0,2,1,0,0,"3545","仙台"
"456",12,"","泉 秀岳泉","SF","17:07",7,3,5,"60.0%",1,3,"33.3%",0,0,"-",2,0,2,2,1,0,0,0,3,0,0,8,"3545","仙台"
"457",22,"","宮本 滉希宮本","PF","02:01",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,1,0,1,0,0,0,0,0,2,"3545","仙台"
"458",32,"","安部 潤安部","PG/SG","27:26",14,4,13,"30.8%",3,10,"30.0%",3,3,"100.0%",0,2,2,4,1,1,0,0,1,2,0,11,"3545","仙台"
"459",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,3,6,0,4,0,0,0,0,0,0,2,"3545","仙台"
"460",NA,"","合計","","200:00",74,28,60,"46.7%",4,20,"20.0%",14,20,"70.0%",13,36,49,20,23,7,2,4,22,19,2,91,"3545","仙台"
"461",0,"","上原 壮大郎上原","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3545","西宮"
"462",2,"〇","ドゥレイロン・バーンズバーンズ","SG/SF","37:19",16,7,21,"33.3%",1,6,"16.7%",1,2,"50.0%",1,6,7,5,0,3,2,2,4,5,0,18,"3545","西宮"
"463",3,"","松崎 賢人松崎","PG","06:49",3,1,1,"100.0%",0,0,"-",1,2,"50.0%",0,0,0,0,1,1,0,0,0,1,0,2,"3545","西宮"
"464",6,"","大塚 勇人大塚","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3545","西宮"
"465",9,"〇","谷 直樹谷","SF","34:07",21,4,14,"28.6%",1,6,"16.7%",12,13,"92.3%",2,4,6,3,4,3,1,0,2,9,0,19,"3545","西宮"
"466",13,"〇","道原 紀晃道原","PG/SG","34:54",20,7,18,"38.9%",2,7,"28.6%",4,4,"100.0%",1,1,2,5,2,0,0,0,0,3,0,14,"3545","西宮"
"467",15,"","谷口 淳谷口","PF","22:11",8,4,4,"100.0%",0,0,"-",0,0,"-",0,2,2,0,1,0,0,0,5,0,0,9,"3545","西宮"
"468",19,"","梁川 禎浩梁川","SG","17:30",3,1,4,"25.0%",1,1,"100.0%",0,0,"-",1,2,3,1,1,1,0,0,1,0,0,4,"3545","西宮"
"469",33,"","ランディー・ホワイトホワイト","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3545","西宮"
"470",35,"","内藤 健太内藤","SG","07:31",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,1,0,1,0,0,0,0,0,3,"3545","西宮"
"471",47,"〇","土屋 アリスター時生土屋","C","22:59",2,1,3,"33.3%",0,0,"-",0,0,"-",0,0,0,0,1,2,1,0,3,1,0,2,"3545","西宮"
"472",91,"〇","佐藤 浩貴佐藤","C","16:40",0,0,0,"-",0,0,"-",0,2,"0.0%",1,5,6,0,0,0,0,0,4,3,0,4,"3545","西宮"
"473",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,1,"3545","西宮"
"474",NA,"","合計","","200:00",73,25,65,"38.5%",5,20,"25.0%",18,23,"78.3%",6,22,28,15,10,11,4,2,19,22,0,76,"3545","西宮"
"475",1,"〇","タイラー・ハリスハリス","PF","35:41",18,8,13,"61.5%",1,3,"33.3%",1,4,"25.0%",1,5,6,5,4,1,1,1,5,5,0,19,"3562","仙台"
