TEAM,NO,PLAYER,PO,G,GS,MIN,MINPG,PTS,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OR,DR,TR,RPG,AS,APG,TO,ST,BS,BSR,F,FD,EFF
広島,0,ジャマリ・トレイラー,PF/C,22,22,517:34:00,23:31,236,10.7,92,157,58.60%,0,2,0.00%,52,71,73.20%,55,107,162,7.4,26,1.2,28,22,44,6,65,61,17
熊本,47,並里 祐,G,57,0,957:00:00,16:47,231,4.1,66,194,34.00%,22,83,26.50%,77,104,74.00%,14,55,69,1.2,186,3.3,92,46,1,8,138,148,5
岩手,1,西 裕太郎,PG,44,27,871:01:00,19:47,231,5.3,93,242,38.40%,23,82,28.00%,22,32,68.80%,22,67,89,2,111,2.5,84,37,7,14,81,38,5
東京Z,1,増子 匠,SF,36,28,786:44:00,21:51,226,6.3,81,225,36.00%,28,97,28.90%,36,64,56.30%,8,51,59,1.6,106,2.9,51,39,4,6,72,69,6
秋田,19,徳永 林太郎,PG,53,14,825:05:00,15:34,225,4.2,69,191,36.10%,20,54,37.00%,67,88,76.10%,40,68,108,2,98,1.8,60,41,0,17,74,99,5
東京Z,17,古牧 昌也,SG,57,12,666:40:00,11:41,225,3.9,75,194,38.70%,26,96,27.10%,49,67,73.10%,25,42,67,1.2,34,0.6,23,25,3,5,62,82,3
広島,1,村上 駿斗,PG/SG,51,1,734:45:00,14:24,222,4.4,78,191,40.80%,15,57,26.30%,51,70,72.90%,17,59,76,1.5,102,2,39,20,1,7,61,71,5
茨城,16,久保田 遼,PF,59,45,890:39:00,15:05,214,3.6,75,180,41.70%,4,12,33.30%,60,84,71.40%,56,147,203,3.4,73,1.2,53,12,7,23,95,98,6
福岡,24,石谷 聡,PG,60,6,802:55:00,13:22,212,3.5,78,192,40.60%,28,80,35.00%,28,39,71.80%,23,55,78,1.3,101,1.7,47,39,2,5,79,38,4
熊本,55,横尾 達泰,SG,41,28,792:01:00,19:19,209,5.1,77,217,35.50%,39,119,32.80%,16,31,51.60%,15,49,64,1.6,45,1.1,32,9,6,8,42,31,4
金沢,33,与那嶺 翼,PG,59,2,1033:39:00,17:31,207,3.5,84,238,35.30%,12,45,26.70%,27,39,69.20%,23,93,116,2,169,2.9,67,27,1,5,61,49,5
青森,9,野里 惇貴,SG,49,2,559:47:00,11:25,205,4.2,64,175,36.60%,49,132,37.10%,28,34,82.40%,8,28,36,0.7,21,0.4,12,18,4,4,45,37,3
奈良,0,澤岻 直人,PG,50,38,862:10:00,17:14,191,3.8,78,178,43.80%,15,45,33.30%,20,23,87.00%,11,87,98,2,103,2.1,66,40,5,5,98,52,5
福岡,41,加納 誠也,SF/PF,55,5,763:00:00,13:52,186,3.4,58,146,39.70%,16,53,30.20%,54,74,73.00%,31,70,101,1.8,52,0.9,53,22,6,10,125,102,4
愛媛,31,岡本 将大,PG,43,6,728:29:00,16:56,184,4.3,57,160,35.60%,36,107,33.60%,34,46,73.90%,20,58,78,1.8,85,2,42,59,2,7,67,58,6
福島,9,野上 淳史,SF,57,9,729:56:00,12:48,181,3.2,54,154,35.10%,36,110,32.70%,37,45,82.20%,16,50,66,1.2,33,0.6,18,21,0,5,63,37,3
茨城,32,前田 陽介,PF,55,7,690:43:00,12:33,177,3.2,64,190,33.70%,39,137,28.50%,10,10,100.00%,9,81,90,1.6,62,1.1,19,13,0,2,34,12,4
群馬,50,梅津 大介,SF/PF,59,43,874:44:00,14:49,175,3,71,174,40.80%,28,77,36.40%,5,7,71.40%,35,86,121,2.1,37,0.6,35,14,11,10,98,21,4
金沢,13,本間 遼太郎,PG,54,3,635:55:00,11:46,170,3.1,61,160,38.10%,31,103,30.10%,17,20,85.00%,12,28,40,0.7,81,1.5,37,16,0,7,42,39,3
東京Z,92,村越 圭佑,PF,56,23,627:33:00,11:12,167,3,68,159,42.80%,2,5,40.00%,29,44,65.90%,46,82,128,2.3,34,0.6,25,19,20,13,84,43,4
山形,12,高濱 拓矢,SG,53,0,476:50:00,8:59,165,3.1,59,146,40.40%,33,95,34.70%,14,20,70.00%,14,21,35,0.7,15,0.3,27,18,2,3,52,23,2
岩手,5,千葉　慎也,F,52,23,679:14:00,13:03,158,3,70,119,58.80%,0,3,0.00%,18,27,66.70%,46,60,106,2,45,0.9,28,20,3,4,97,47,5
東京Z,20,秋葉 真司,SG,35,17,614:01:00,17:32,157,4.5,50,169,29.60%,37,119,31.10%,20,25,80.00%,14,42,56,1.6,36,1,25,18,5,3,51,49,4
仙台,66,藤田 浩司,SG,44,10,563:24:00,12:48,152,3.5,55,118,46.60%,13,34,38.20%,29,43,67.40%,26,43,69,1.6,33,0.8,37,15,11,7,80,44,4
秋田,31,高畠 佳介,SG,39,7,500:58:00,12:50,149,3.8,50,159,31.40%,23,84,27.40%,26,30,86.70%,9,30,39,1,37,0.9,35,31,2,5,79,30,3
金沢,21,鈴木 豊,SF/PF,54,29,765:59:00,14:11,149,2.8,54,156,34.60%,34,117,29.10%,7,10,70.00%,11,43,54,1,50,0.9,23,21,4,1,86,17,3
岩手,18,加藤 竜太,PG,48,3,608:14:00,12:40,149,3.1,57,168,33.90%,4,36,11.10%,31,56,55.40%,29,45,74,1.5,49,1,37,36,1,7,35,48,3
東京Z,11,石井 峻平,SG/SF,34,1,331:42:00,9:45,146,4.3,52,132,39.40%,28,72,38.90%,14,16,87.50%,7,27,34,1,8,0.2,11,6,2,2,41,16,3
岩手,8,枡田 祐介,G,48,4,555:38:00,11:34,145,3,63,153,41.20%,10,27,37.00%,9,17,52.90%,15,30,45,0.9,30,0.6,15,16,1,5,61,25,3
青森,58,永山 雄太,SG,47,0,550:39:00,11:42,145,3.1,52,106,49.10%,31,73,42.50%,10,21,47.60%,12,39,51,1.1,43,0.9,23,36,0,2,60,14,4
熊本,14,ジョーダン・ヴァンデンバーグ,C,32,0,512:35:00,16:01,143,4.5,62,104,59.60%,0,0,0.00%,19,26,73.10%,78,131,209,6.5,13,0.4,25,7,36,2,84,24,10
香川,17,石川 智也,PG,46,9,690:03:00,15:00,141,3.1,48,163,29.40%,6,30,20.00%,39,55,70.90%,19,45,64,1.4,76,1.7,45,27,0,4,55,38,3
広島,36,仲摩 匠平,SG,53,17,741:16:00,13:59,136,2.6,49,130,37.70%,21,63,33.30%,17,28,60.70%,16,81,97,1.8,69,1.3,27,59,5,7,69,36,5
群馬,5,仁平 拓海,SF/PF,49,30,682:22:00,13:55,133,2.7,61,135,45.20%,0,0,0.00%,11,16,68.80%,46,57,103,2.1,29,0.6,32,24,8,10,77,24,4
香川,7,堀川 竜一,SF,54,45,769:43:00,14:15,133,2.5,43,147,29.30%,34,107,31.80%,13,18,72.20%,13,51,64,1.2,39,0.7,27,11,2,4,72,28,2
香川,13,近 忍,SF,30,1,394:50:00,13:09,123,4.1,37,151,24.50%,28,109,25.70%,21,27,77.80%,9,34,43,1.4,31,1,33,8,2,5,36,22,2
FE名古屋,44,栗野　譲,PF,49,26,453:23:00,9:15,120,2.4,50,128,39.10%,1,3,33.30%,19,38,50.00%,37,59,96,2,34,0.7,36,8,2,4,77,32,3
山形,0,山本 柊輔,PG,58,5,704:11:00,12:08,115,2,41,130,31.50%,8,46,17.40%,25,34,73.50%,18,27,45,0.8,104,1.8,50,26,5,10,75,54,3
群馬,23,種市 幸祐,SG/SF,36,4,421:27:00,11:42,114,3.2,41,102,40.20%,27,77,35.10%,5,7,71.40%,15,26,41,1.1,18,0.5,9,14,1,3,35,17,3
奈良,22,武田 倫太郎,PG,51,22,530:08:00,10:23,114,2.2,35,101,34.70%,4,25,16.00%,40,60,66.70%,10,41,51,1,40,0.8,29,22,0,9,80,69,2
山形,6,藤岡 昂希,SF,50,8,583:17:00,11:39,113,2.3,45,120,37.50%,12,52,23.10%,11,19,57.90%,16,33,49,1,36,0.7,23,14,2,8,54,27,2
FE名古屋,16,坂本 健,PF,45,11,374:50:00,8:19,112,2.5,46,100,46.00%,1,4,25.00%,19,47,40.40%,31,20,51,1.1,16,0.4,30,4,4,7,41,47,2
山形,3,小島 佑太,PF,59,18,759:48:00,12:52,110,1.9,40,113,35.40%,9,33,27.30%,21,36,58.30%,49,100,149,2.5,69,1.2,49,42,17,7,130,42,4
福岡,9,堤 啓士朗,PG,40,3,456:24:00,11:24,110,2.8,39,120,32.50%,12,37,32.40%,20,33,60.60%,9,36,45,1.1,74,1.9,41,10,1,6,55,36,3
香川,20,安部 瑞基,SG,34,7,289:15:00,8:30,108,3.2,40,113,35.40%,27,79,34.20%,1,2,50.00%,12,16,28,0.8,13,0.4,13,10,2,2,21,4,2
群馬,15,栗原 奨太,SG/SF,41,11,534:17:00,13:01,107,2.6,40,84,47.60%,0,0,0.00%,27,44,61.40%,31,49,80,2,45,1.1,16,9,2,7,47,51,4
香川,51,安慶 大樹,SF/PF,58,11,714:08:00,12:18,105,1.8,44,102,43.10%,0,4,0.00%,17,27,63.00%,32,56,88,1.5,39,0.7,28,12,4,9,78,32,3
秋田,24,保岡 龍斗,SG,26,2,317:22:00,12:12,104,4,33,97,34.00%,18,49,36.70%,20,31,64.50%,17,29,46,1.8,37,1.4,30,27,3,3,47,27,4
秋田,6,大塚 勇人,PG,24,4,339:34:00,14:08,103,4.3,33,80,41.30%,14,33,42.40%,23,31,74.20%,14,21,35,1.5,74,3.1,29,23,0,6,55,34,6
熊本,10,菊池 広明,SG,34,0,345:21:00,10:09,94,2.8,40,105,38.10%,7,29,24.10%,7,15,46.70%,15,17,32,0.9,21,0.6,11,19,1,5,43,12,2
仙台,21,谷里 京哉,SF,31,1,307:27:00,9:55,92,3,35,104,33.70%,19,57,33.30%,3,4,75.00%,15,25,40,1.3,9,0.3,12,4,0,0,39,2,2
茨城,11,山口 祐希,PG,58,3,572:07:00,9:51,86,1.5,33,106,31.10%,7,39,17.90%,13,18,72.20%,15,27,42,0.7,55,0.9,22,18,0,3,53,28,2
信州,4,ジャレッド・バーグレン,PF/C,23,0,239:30:00,10:24,85,3.7,33,71,46.50%,0,1,0.00%,19,30,63.30%,24,56,80,3.5,11,0.5,10,8,17,3,37,24,6
愛媛,9,矢代 雪次郎,PG,52,2,396:31:00,7:37,83,1.6,29,106,27.40%,17,49,34.70%,8,24,33.30%,11,32,43,0.8,20,0.4,22,14,1,11,63,24,1
仙台,0,嶋田 基志,PF,39,21,394:37:00,10:07,82,2.1,32,77,41.60%,0,1,0.00%,18,39,46.20%,24,57,81,2.1,15,0.4,14,6,8,4,42,34,3
信州,26,上杉 翔,SF/PF,28,19,381:42:00,13:37,79,2.8,31,76,40.80%,7,24,29.20%,10,15,66.70%,11,34,45,1.6,34,1.2,17,11,5,2,52,28,4
広島,10,ハンター・コート,PG,29,1,223:27:00,7:42,75,2.6,30,67,44.80%,5,16,31.30%,10,16,62.50%,6,27,33,1.1,29,1,21,9,0,6,28,15,3
仙台,11,白戸 大聖,SG,17,15,285:04:00,16:46,74,4.4,31,71,43.70%,9,22,40.90%,3,4,75.00%,7,25,32,1.9,12,0.7,13,8,0,3,25,11,4
信州,0,新城 真司,F,43,0,500:38:00,11:38,70,1.6,26,102,25.50%,14,66,21.20%,4,4,100.00%,19,44,63,1.5,29,0.7,28,19,3,3,85,14,2
群馬,11,藤原 隆充,PG/SG,47,7,381:22:00,8:06,69,1.5,27,80,33.80%,2,15,13.30%,13,18,72.20%,11,27,38,0.8,52,1.1,19,10,1,3,30,24,2
秋田,2,水町 亮介,PG,48,8,401:23:00,8:21,68,1.4,28,74,37.80%,2,9,22.20%,10,18,55.60%,15,23,38,0.8,30,0.6,33,18,2,4,54,22,1
青森,3,鮫島 和人,PG,59,0,571:50:00,9:41,63,1.1,23,84,27.40%,13,49,26.50%,4,6,66.70%,6,27,33,0.6,46,0.8,25,15,0,0,59,15,1
茨城,17,佐々木 瑛,SG,29,10,255:28:00,8:48,61,2.1,24,61,39.30%,9,37,24.30%,4,5,80.00%,5,14,19,0.7,14,0.5,11,3,1,1,25,5,2
愛媛,8,加藤 悠三,SG,48,3,228:25:00,4:45,52,1.1,20,64,31.30%,8,38,21.10%,4,7,57.10%,1,17,18,0.4,6,0.1,10,4,0,2,27,6,0
FE名古屋,42,伊藤 大和,PG/SG,13,0,136:47:00,10:31,50,3.8,16,36,44.40%,11,20,55.00%,7,10,70.00%,6,15,21,1.6,15,1.2,12,4,1,0,17,10,4
茨城,1,一色 翔太,SG,38,1,257:50:00,6:47,48,1.3,18,63,28.60%,12,49,24.50%,0,1,0.00%,1,14,15,0.4,15,0.4,8,2,0,2,22,5,1
群馬,4,佐竹 宥哉,SF,17,14,205:54:00,12:06,46,2.7,19,53,35.80%,4,13,30.80%,4,5,80.00%,9,12,21,1.2,9,0.5,6,4,5,0,25,6,3
熊本,6,柿内 輝心,PG,28,0,176:05:00,6:17,46,1.6,17,60,28.30%,5,24,20.80%,7,8,87.50%,3,8,11,0.4,18,0.6,12,3,0,0,20,11,1
東京Z,19,中村 友也,PF,29,0,180:10:00,6:12,44,1.5,18,39,46.20%,2,8,25.00%,6,11,54.50%,15,26,41,1.4,4,0.1,8,4,6,1,50,15,2
FE名古屋,1,宮崎 恭行,PG,13,0,154:31:00,11:53,44,3.4,15,29,51.70%,9,16,56.30%,5,6,83.30%,4,10,14,1.1,19,1.5,7,6,0,2,7,11,5
茨城,12,大友 隆太郎,SG/SF,39,2,220:07:00,5:38,40,1,16,47,34.00%,3,15,20.00%,5,7,71.40%,5,15,20,0.5,13,0.3,9,2,2,2,25,9,1
青森,15,下山 貴裕,PF,27,6,232:52:00,8:37,39,1.4,18,47,38.30%,0,0,0.00%,3,5,60.00%,5,17,22,0.8,9,0.3,12,6,5,2,31,9,1
群馬,8,新川 敬大,SG/SF,15,0,128:32:00,8:34,34,2.3,14,30,46.70%,5,15,33.30%,1,4,25.00%,8,13,21,1.4,6,0.4,4,1,0,1,8,6,3
信州,17,飯田 遼,PG/SG,8,2,85:02:00,10:37,32,4,12,35,34.30%,8,23,34.80%,0,1,0.00%,1,4,5,0.6,1,0.1,2,1,0,1,12,2,2
広島,8,岡崎 修司,SG,23,0,141:57:00,6:10,31,1.3,11,33,33.30%,7,22,31.80%,2,2,100.00%,2,6,8,0.3,6,0.3,5,4,2,1,12,9,1
福島,4,猪狩 渉,PG,31,0,62:54:00,2:01,23,0.7,5,20,25.00%,0,2,0.00%,13,16,81.30%,1,1,2,0.1,5,0.2,11,6,0,2,9,8,0
岩手,3,澁田 怜音,PG,11,0,107:00:00,9:43,22,2,7,23,30.40%,3,10,30.00%,5,7,71.40%,4,8,12,1.1,13,1.2,5,2,0,2,11,6,2
香川,8,堀田 大暉,SG,30,1,180:00:00,6:00,22,0.7,8,54,14.80%,1,25,4.00%,5,10,50.00%,12,16,28,0.9,7,0.2,14,4,1,3,21,12,0
FE名古屋,5,伊藤 大,SG,50,5,369:36:00,7:23,22,0.4,7,17,41.20%,7,14,50.00%,1,2,50.00%,15,20,35,0.7,25,0.5,10,21,6,0,60,10,2
秋田,39,船山 裕士,PF,29,4,209:51:00,7:14,21,0.7,7,32,21.90%,3,20,15.00%,4,6,66.70%,9,15,24,0.8,11,0.4,11,10,2,0,54,5,1
福岡,18,奥野 功知,PG,13,0,60:20:00,4:38,21,1.6,8,18,44.40%,3,5,60.00%,2,2,100.00%,5,1,6,0.5,3,0.2,6,4,0,0,4,1,1
金沢,2,八幡 圭祐,SG,32,0,179:25:00,5:36,16,0.5,6,27,22.20%,0,4,0.00%,4,5,80.00%,12,10,22,0.7,13,0.4,7,3,1,3,19,8,1
奈良,26,松本 健児リオン,PG/SG,19,0,65:44:00,3:27,13,0.7,6,15,40.00%,1,5,20.00%,0,0,0.00%,1,3,4,0.2,4,0.2,2,1,0,0,7,1,1
金沢,24,西谷 亮一,SF,30,0,159:53:00,5:19,13,0.4,4,35,11.40%,3,26,11.50%,2,2,100.00%,5,14,19,0.6,11,0.4,9,5,0,0,17,6,0
仙台,6,新号 健,PG,13,0,63:29:00,4:53,13,1,4,14,28.60%,1,2,50.00%,4,6,66.70%,3,4,7,0.5,14,1.1,1,3,0,2,12,6,2
群馬,26,中野 広大,SG,10,0,34:28:00,3:26,12,1.2,3,16,18.80%,3,14,21.40%,3,4,75.00%,0,1,1,0.1,0,0,1,0,0,0,3,2,0
愛媛,14,冨岡 大地,PG,29,0,68:13:00,2:21,11,0.4,4,23,17.40%,1,16,6.30%,2,4,50.00%,1,2,3,0.1,4,0.1,6,4,0,1,11,3,0
愛媛,75,赤土 裕典,PF,17,0,44:06:00,2:35,5,0.3,2,9,22.20%,1,4,25.00%,0,0,0.00%,0,9,9,0.5,5,0.3,3,2,0,1,9,1,1
山形,33,秋山 熙,PG,9,0,44:21:00,4:55,5,0.6,1,13,7.70%,0,6,0.00%,3,6,50.00%,1,1,2,0.2,7,0.8,5,2,0,0,4,5,0
茨城,44,岡村 憲司,PF,20,2,150:02:00,7:30,5,0.3,2,2,100.00%,0,0,0.00%,1,2,50.00%,6,9,15,0.8,17,0.9,3,4,0,0,38,6,2
福岡,1,長島 エマニエル,SF,6,0,14:33,2:25,4,0.7,2,8,25.00%,0,0,0.00%,0,2,0.00%,0,0,0,0,0,0,0,1,0,1,0,1,-1
秋田,91,佐藤 浩貴,C,20,4,104:23:00,5:13,4,0.2,2,8,25.00%,0,0,0.00%,0,0,0.00%,2,9,11,0.6,2,0.1,5,2,1,2,21,3,0
青森,21,橋本 龍弥,PG,5,0,11:04,2:12,3,0.6,1,2,50.00%,0,1,0.00%,1,2,50.00%,1,0,1,0.2,0,0,2,0,0,0,1,1,0
金沢,4,増林 翔大,PF,4,0,9:39,2:24,1,0.3,0,5,0.00%,0,3,0.00%,1,2,50.00%,0,0,0,0,2,0.5,0,0,0,2,3,1,-1
山形,20,宮坂 侑,PG,4,0,6:05,1:31,1,0.3,0,2,0.00%,0,1,0.00%,1,2,50.00%,0,1,1,0.3,1,0.3,0,0,0,0,0,1,0
金沢,72,風間 直樹,PF,10,0,26:47:00,2:40,0,0,0,2,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,1,0,0,0,9,0,0
福岡,31,青野 文彦,C,9,0,31:22:00,3:29,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,3,3,0.3,6,0.7,4,0,0,0,7,1,1
仙台,22,宮本 滉希,PF,2,0,6:46,3:23,0,0,0,1,0.00%,0,0,0.00%,0,0,0.00%,1,1,2,1,0,0,1,0,0,0,0,0,0
金沢,19,鈴木 良麻,SF,1,0,2:50,2:50,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,1,0,0,0,0,0,0,1,1,1
奈良,5,山下 颯,SF/PF,7,0,6:39,0:57,0,0,0,2,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,1,0,0,0,0,0,0
東京Z,75,神里 和,PG,0,0,0:36,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0
FE名古屋,12,野崎 零也,SG,0,0,0:36,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0
奈良,3,石橋 晴行,PG,2,0,4:26,2:13,0,0,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,1,0,0,0,2,0,-1
広島,-,クリント・チャップマン,PF,36,22,890:21:00,24:43:00,569,15.8,210,517,40.60%,42,123,34.10%,107,152,70.40%,59,249,308,8.6,44,1.2,69,20,58,17,111,122,16
FE名古屋,-,ハーバート・ヒル,PF/C,28,6,649:47:00,23:12,368,13.1,159,274,58.00%,0,0,0.00%,50,80,62.50%,76,139,215,7.7,50,1.8,49,7,30,17,52,74,17
信州,-,ニック・ウォッシュバーン,C,30,5,524:22:00,17:28,309,10.3,123,264,46.60%,15,56,26.80%,48,74,64.90%,51,133,184,6.1,37,1.2,45,19,13,9,79,81,12
茨城,-,アンドリュー・ウォーレン,SG/SF,30,1,454:58:00,15:09,299,10,111,252,44.00%,37,103,35.90%,40,54,74.10%,14,54,68,2.3,32,1.1,29,19,2,7,59,51,8
仙台,-,オルー・アシャオル,PF,16,7,367:52:00,22:59,296,18.5,98,164,59.80%,6,17,35.30%,94,147,63.90%,26,96,122,7.6,35,2.2,55,14,3,8,41,125,19
東京Z,-,ルーベン・ボイキン,PF,38,10,940:48:00,24:45:00,269,7.1,103,233,44.20%,34,94,36.20%,29,50,58.00%,49,184,233,6.1,78,2.1,63,25,10,5,105,73,11
秋田,-,トアーリン・フィッツパトリック,PF,24,7,520:20:00,21:40,248,10.3,95,251,37.80%,32,124,25.80%,26,37,70.30%,43,107,150,6.3,63,2.6,49,38,12,5,62,31,12
岩手,-,マゴーイ・ジャーレーン,PF/C,19,11,547:20:00,28:48:00,223,11.7,81,192,42.20%,28,96,29.20%,33,46,71.70%,19,116,135,7.1,11,0.6,39,12,42,5,52,42,14
熊本,-,ジョエル・ジェームス,F/C,28,8,457:32:00,16:20,191,6.8,80,153,52.30%,0,0,0.00%,31,46,67.40%,58,116,174,6.2,22,0.8,49,13,8,6,76,53,10
広島,-,ウェンデル・ホワイト,SF/PF,13,2,265:31:00,20:25,172,13.2,65,124,52.40%,11,32,34.40%,31,40,77.50%,27,64,91,7,24,1.8,21,10,2,2,39,31,16
金沢,-,ドリロン・ハジリッジ,SF/PF,18,0,267:00:00,14:50,144,8,50,130,38.50%,20,61,32.80%,24,32,75.00%,16,60,76,4.2,27,1.5,29,21,0,9,53,33,8
青森,-,ニコラス・バンヤード,PF,17,0,330:42:00,19:27,141,8.3,56,146,38.40%,15,50,30.00%,14,26,53.80%,14,43,57,3.4,32,1.9,42,9,7,3,34,25,6
岩手,-,マイケル・ビューキャナン,C,10,4,225:24:00,22:32,131,13.1,54,106,50.90%,2,4,50.00%,21,37,56.80%,24,46,70,7,9,0.9,24,4,4,5,27,29,13
青森,-,長谷川 暢,PG,13,0,291:18:00,22:24,104,8,38,88,43.20%,18,43,41.90%,10,12,83.30%,8,18,26,2,30,2.3,10,13,0,2,32,14,9
奈良,-,クリス・ジェンキンス,SF,15,0,237:49:00,15:51,104,6.9,43,83,51.80%,5,16,31.30%,13,19,68.40%,13,39,52,3.5,11,0.7,21,6,6,3,32,26,7
群馬,-,ジャーラ 志多斗,PF/C,17,12,298:43:00,17:34,94,5.5,40,93,43.00%,0,0,0.00%,14,22,63.60%,34,70,104,6.1,15,0.9,22,9,5,9,38,26,8
山形,-,アンソニー・エレチ,PF,21,0,219:00:00,10:25,70,3.3,25,58,43.10%,1,6,16.70%,19,28,67.90%,21,27,48,2.3,11,0.5,19,9,5,3,39,21,4
東京Z,-,ジェームズ・シルヴィ,SF/PF,13,0,119:58:00,9:13,66,5.1,27,65,41.50%,2,17,11.80%,10,19,52.60%,9,23,32,2.5,16,1.2,15,6,3,5,19,19,5
青森,-,針生 信洋,PF,11,2,170:02:00,15:27,60,5.5,24,49,49.00%,0,0,0.00%,12,21,57.10%,12,16,28,2.5,9,0.8,11,5,8,4,25,15,6
岩手,-,ジーノ・ポマーレ,C,4,0,59:03:00,14:45,42,10.5,19,37,51.40%,0,0,0.00%,4,5,80.00%,10,16,26,6.5,5,1.3,7,1,0,2,13,5,12
仙台,-,ロターナ・ウォーボ,PF/C,7,0,108:49:00,15:32,37,5.3,13,37,35.10%,0,1,0.00%,11,12,91.70%,18,23,41,5.9,5,0.7,11,4,3,2,9,10,8
岩手,-,デコリー・スポーディング・ジョーンズ,SF,6,0,90:30:00,15:05,35,5.8,15,35,42.90%,1,6,16.70%,4,8,50.00%,5,11,16,2.7,2,0.3,3,3,4,1,8,8,6
青森,-,キース・ガロン,PF/C,3,2,38:06:00,12:42,28,9.3,11,26,42.30%,0,6,0.00%,6,6,100.00%,1,3,4,1.3,2,0.7,5,1,3,0,6,9,6
福島,-,水野 幹太,PG,10,2,85:34:00,8:33,15,1.5,7,23,30.40%,0,11,0.00%,1,4,25.00%,3,5,8,0.8,8,0.8,6,6,2,2,13,8,1
福岡,-,井上 宗一郎,C,11,0,40:26:00,3:40,14,1.3,5,17,29.40%,1,9,11.10%,3,4,75.00%,1,9,10,0.9,1,0.1,0,2,1,0,4,5,1
仙台,-,坂本 ジェイ,PF,2,0,28:35:00,14:17,9,4.5,3,9,33.30%,0,0,0.00%,3,4,75.00%,1,8,9,4.5,1,0.5,2,0,3,2,4,4,7
福島,-,半澤 凌太,SF,4,0,14:31,3:37,8,2,3,12,25.00%,1,6,16.70%,1,2,50.00%,1,2,3,0.8,2,0.5,2,0,0,0,0,1,0
熊本,-,松尾 啓輔,PF,5,0,9:29,1:53,4,0.8,0,2,0.00%,0,2,0.00%,4,6,66.70%,0,3,3,0.6,0,0,0,0,0,0,1,3,1
東京Z,-,中川 和之,PG,1,0,2:28,2:28,0,0,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,1,1,1,0,0,0,0,0,0,0,0,0
山形,-,小川 京介,SG,1,0,0:21,0:21,0,0,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,-1
山形,-,齋藤 瑠偉,SG/SF,1,0,1:58,1:58,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0
